"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Orangeburg School District 5, South Carolina","4503210",41684,7750,33934,9910,4618,6089,4441,3790,2397,848,1841,30934,5333,25601,7445,3658,4527,3502,3031,1910,528,1000,9113,1953,7160,2165,830,1351,875,619,386,284,650,224,53,171,42,34,33,0,27,0,19,16,1413,411,1002,258,96,178,64,113,101,17,175
"Pickens County School District, South Carolina","4503330",99896,13404,86492,25022,10578,15563,10749,10339,6113,2201,5927,58810,8504,50306,14240,6935,9502,6743,6024,3297,1075,2490,35689,3979,31710,9454,3140,5055,3552,4008,2494,1027,2980,917,44,873,265,62,135,181,78,35,27,90,4480,877,3603,1063,441,871,273,229,287,72,367
"Richland School District 1, South Carolina","4503360",173917,22980,150937,41089,18492,27065,19861,18601,10356,4198,11275,105264,15284,89980,25107,11768,17010,12686,10742,5366,1914,5387,57323,5960,51363,14055,5416,7984,5872,6496,4400,1977,5163,2704,309,2395,570,226,275,269,489,224,108,234,8626,1427,7199,1357,1082,1796,1034,874,366,199,491
"Richland School District 2, South Carolina","4503390",100266,11398,88868,16734,6984,12016,12204,14310,9579,4419,12622,45245,5339,39906,8334,3584,5973,5867,6209,4212,1508,4219,42293,4294,37999,5930,2408,4333,4953,6512,4518,2387,6958,3504,272,3232,777,171,341,349,615,328,159,492,9224,1493,7731,1693,821,1369,1035,974,521,365,953
"Saluda County School District, South Carolina","4503460",12132,2031,10101,2232,1353,2066,1548,1336,672,273,621,8422,1184,7238,1785,932,1244,1152,942,589,198,396,1948,356,1592,317,187,432,138,216,72,70,160,107,12,95,0,30,0,6,7,0,5,47,1655,479,1176,130,204,390,252,171,11,0,18
"Spartanburg School District 1, South Carolina","4503480",24287,3104,21183,4758,3124,3847,2948,2660,1775,707,1364,13904,2039,11865,2740,2047,2227,1631,1334,939,352,595,9169,924,8245,1518,976,1452,1189,1248,805,341,716,190,32,158,20,5,62,0,42,21,8,0,1024,109,915,480,96,106,128,36,10,6,53
"Spartanburg School District 2, South Carolina","4503510",47458,6646,40812,8527,5138,7450,5193,6168,4037,1270,3029,28423,4014,24409,5853,3148,4446,2956,3499,2352,691,1464,14501,1636,12865,1981,1664,2166,1487,2079,1514,526,1448,545,87,458,105,13,120,131,63,18,0,8,3989,909,3080,588,313,718,619,527,153,53,109
"Spartanburg School District 3, South Carolina","4503540",13672,2053,11619,3015,1752,2281,1445,1394,955,209,568,10341,1671,8670,2343,1330,1720,990,1110,711,127,339,3000,316,2684,594,393,513,434,216,227,78,229,13,0,13,0,0,0,0,0,9,4,0,318,66,252,78,29,48,21,68,8,0,0
"Spartanburg School District 4, South Carolina","4503570",15029,3126,11903,2614,1783,2497,1605,1762,804,252,586,10010,2322,7688,1689,1281,1645,1013,1141,475,152,292,4551,722,3829,845,409,806,530,583,320,100,236,88,10,78,0,35,16,18,0,9,0,0,380,72,308,80,58,30,44,38,0,0,58
"Spartanburg School District 5, South Carolina","4503600",33021,4460,28561,4855,3153,4835,4539,4605,2582,998,2994,18364,2542,15822,2842,1931,2718,2364,2507,1543,500,1417,11692,1467,10225,1324,970,1635,1778,1815,958,438,1307,296,42,254,106,13,46,19,0,33,3,34,2669,409,2260,583,239,436,378,283,48,57,236
"Spartanburg School District 6, South Carolina","4503630",48602,6744,41858,8955,4749,8196,6042,5411,3684,1415,3406,26468,3663,22805,5183,2743,4429,3165,3131,1935,832,1387,16396,1971,14425,2926,1412,2359,2174,1916,1535,447,1656,505,24,481,126,36,99,97,39,20,16,48,5233,1086,4147,720,558,1309,606,325,194,120,315
"Spartanburg School District 7, South Carolina","4503660",43839,5617,38222,10315,5060,7283,4820,4443,2582,972,2747,27777,3590,24187,7187,3493,4776,2837,2729,1592,521,1052,13230,1505,11725,2581,1315,1975,1566,1518,816,436,1518,342,6,336,65,42,45,71,58,22,0,33,2490,516,1974,482,210,487,346,138,152,15,144
"Union County School District, South Carolina","4503750",23167,3097,20070,4395,2838,4679,2791,2708,1469,389,801,18694,2486,16208,3700,2434,3647,2378,2135,1150,239,525,4215,549,3666,670,352,986,383,547,314,150,264,49,14,35,13,0,7,15,0,0,0,0,209,48,161,12,52,39,15,26,5,0,12
"Williamsburg County School District, South Carolina","4503780",27277,5800,21477,6623,3472,4065,2707,2340,1179,380,711,22160,4055,18105,5457,2757,3399,2489,2040,1019,336,608,4580,1543,3037,1035,629,626,198,293,148,23,85,139,41,98,50,26,7,15,0,0,0,0,398,161,237,81,60,33,5,7,12,21,18
"York School District 1, South Carolina","4503810",26401,4321,22080,4364,3093,4424,3171,3247,1913,531,1337,13412,1894,11518,2361,1686,2271,1488,1882,741,338,751,11522,2192,9330,1852,1209,1894,1434,1174,1036,145,586,79,44,35,2,0,0,11,12,10,0,0,1388,191,1197,149,198,259,238,179,126,48,0
"York School District 2, South Carolina","4503840",28733,4132,24601,4834,2486,3591,3172,3697,2517,896,3408,7173,1162,6011,1166,851,996,793,1013,476,132,584,20368,2804,17564,3523,1535,2464,2184,2568,1931,716,2643,357,78,279,71,14,24,32,28,66,38,6,835,88,747,74,86,107,163,88,44,10,175
"York School District 3, South Carolina","4503870",90503,12052,78451,17273,8424,13419,11256,11616,6725,2759,6979,46367,6740,39627,9456,4751,7076,5578,5924,3220,1021,2601,38806,4505,34301,6934,3322,5365,4962,5056,3082,1613,3967,1077,179,898,202,134,110,111,109,107,75,50,4253,628,3625,681,217,868,605,527,316,50,361
"York School District 4, South Carolina","4503900",40534,5558,34976,5130,2522,4493,3517,5404,3746,1656,8508,6817,671,6146,972,533,1043,593,1187,651,291,876,29488,3965,25523,3743,1888,2751,2558,3780,2812,1298,6693,617,46,571,37,0,52,26,118,88,29,221,3612,876,2736,378,101,647,340,319,195,38,718
