"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Spartanburg School District 6, South Carolina","4503630",61345,3701,11612,6147,8343,7931,8998,4016,1381,1919,4384,2913,37157,3362,9022,3926,4423,4011,4072,2174,760,1075,2691,1641,18093,229,2116,1789,2391,2495,3867,1444,515,636,1513,1098,573,56,12,45,148,24,99,74,35,12,56,12,5522,54,462,387,1381,1401,960,324,71,196,124,162
"Spartanburg School District 7, South Carolina","4503660",53770,4171,7708,6542,6227,6137,7070,3469,1410,1744,4549,4743,35988,3799,5803,4553,4253,3837,4048,2080,825,1050,2702,3038,14762,312,1723,1550,1299,1753,2508,1203,529,624,1694,1567,381,14,25,37,84,39,119,54,0,0,9,0,2639,46,157,402,591,508,395,132,56,70,144,138
"Union County School District, South Carolina","4503750",28329,1577,4759,2248,2941,3483,4238,1961,977,1169,2811,2165,23524,1572,4258,1979,2301,2593,3303,1686,793,956,2340,1743,4547,5,485,269,621,790,901,275,172,203,458,368,49,0,14,0,7,0,13,0,0,0,0,15,209,0,2,0,12,100,21,0,12,10,13,39
"Williamsburg County School District, South Carolina","4503780",33560,1885,5735,2909,3896,4033,4593,2548,1035,1463,3235,2228,27996,1852,5025,2169,3064,2837,3734,2115,945,1310,2853,2092,4987,33,663,692,659,1043,789,399,90,153,336,130,139,0,0,34,29,33,37,6,0,0,0,0,438,0,47,14,144,120,33,28,0,0,46,6
"York School District 1, South Carolina","4503810",32570,2361,4875,2730,4237,4380,5479,2396,677,1150,2643,1642,17225,1618,2719,1620,2223,2148,2463,1136,322,693,1408,875,13857,743,2121,1059,1571,1840,2612,1183,342,430,1208,748,79,0,0,0,32,12,35,0,0,0,0,0,1409,0,35,51,411,380,369,77,13,27,27,19
"York School District 2, South Carolina","4503840",36439,2133,7481,2582,3717,5316,5806,2771,889,1013,2873,1858,10050,991,2397,856,802,1116,1192,715,213,216,847,705,25128,1117,4983,1690,2685,3993,4262,1955,656,766,1892,1129,392,0,92,27,38,59,100,33,0,6,30,7,869,25,9,9,192,148,252,68,20,25,104,17
"York School District 3, South Carolina","4503870",112078,6944,19216,13087,15513,14288,15054,6896,2911,4260,8054,5855,60658,5045,11832,7691,7421,6836,7470,3676,1183,2276,4151,3077,45943,1873,7188,4660,6585,6366,6885,2987,1381,1872,3562,2584,1098,9,71,171,273,154,230,19,37,37,74,23,4379,17,125,565,1234,932,469,214,310,75,267,171
"York School District 4, South Carolina","4503900",54198,3989,12111,3002,5140,9762,8630,3255,935,1595,4039,1740,9541,1230,1850,633,1224,1074,1354,260,256,362,769,529,39862,2673,9599,2155,3163,7264,6373,2741,597,1106,3104,1087,697,0,113,30,139,182,201,16,9,7,0,0,4098,86,549,184,614,1242,702,238,73,120,166,124
"Sumter County Consolidated School District, South Carolina","4503902",107782,7708,19196,11889,14372,12485,14627,6488,2786,3557,8386,6288,69877,6395,15026,7217,7929,6688,8592,3927,1980,2479,5388,4256,32330,1179,3553,4053,5206,4654,5134,2309,767,980,2686,1809,1778,97,296,413,258,311,289,63,10,13,4,24,3797,37,321,206,979,832,612,189,29,85,308,199
"Marion School District 10, South Carolina","4503908",32411,2124,5630,2789,3697,3848,4343,2373,1208,1312,3051,2036,26552,2034,4843,2348,2801,3052,3224,1951,989,1128,2435,1747,5155,90,737,394,782,503,1062,407,148,157,605,270,63,0,3,13,0,2,0,0,32,13,0,0,641,0,47,34,114,291,57,15,39,14,11,19
"Remainder of South Carolina, South Carolina","4599999",15710,569,1607,9384,2663,849,338,92,16,23,121,48,1488,234,355,283,257,50,126,80,4,7,61,31,12492,326,1084,8423,1690,678,185,12,12,16,54,12,762,9,128,402,218,0,0,0,0,0,0,5,968,0,40,276,498,121,27,0,0,0,6,0
"Dorchester School District 4, South Carolina","4500002",16296,898,2264,1166,2120,2077,2867,1035,486,714,1785,884,12669,832,2061,987,1702,1408,1867,775,408,611,1284,734,3327,66,189,175,309,617,931,255,71,103,501,110,47,0,0,4,0,10,27,5,1,0,0,0,253,0,14,0,109,42,42,0,6,0,0,40
"Abbeville County School District, South Carolina","4500690",23891,1389,3931,2419,2052,3013,3298,1709,642,1174,2466,1798,18598,1361,3433,1778,1625,2124,2366,1339,475,823,1807,1467,4883,28,401,573,400,818,886,336,151,341,632,317,129,0,15,4,0,23,40,6,16,0,11,14,281,0,82,64,27,48,6,28,0,10,16,0
"Aiken County School District, South Carolina","4500720",165978,9869,27272,14793,20414,19725,23629,12010,4314,6628,15968,11356,69392,5018,11855,6378,7067,7962,9729,5675,1656,2614,6359,5079,88658,4772,14792,7751,11678,10024,12465,5930,2511,3861,8846,6028,1793,34,285,212,303,354,409,44,45,0,90,17,6135,45,340,452,1366,1385,1026,361,102,153,673,232
"Allendale County School District, South Carolina","4500750",10027,563,1558,958,1445,1270,1346,709,355,357,933,533,8258,551,1338,788,1099,970,1119,685,315,306,677,410,1575,12,191,141,303,256,183,21,40,50,255,123,36,0,0,12,0,0,21,3,0,0,0,0,158,0,29,17,43,44,23,0,0,1,1,0
"Anderson School District 1, South Carolina","4500780",49874,2908,10176,3592,5371,6682,7764,3694,979,1789,4296,2623,33939,2856,8211,2657,3411,4025,4468,2391,628,1080,2564,1648,14879,52,1890,874,1787,2393,3028,1228,334,683,1649,961,233,0,0,0,40,96,36,45,0,9,7,0,823,0,75,61,133,168,232,30,17,17,76,14
"Anderson School District 2, South Carolina","4500810",23295,1046,4127,1749,2535,3059,3422,1820,698,990,1924,1925,17806,1004,3547,1540,1896,2215,2214,1325,458,815,1355,1437,5195,42,580,188,570,782,1149,466,240,175,563,440,60,0,0,21,15,0,11,13,0,0,0,0,234,0,0,0,54,62,48,16,0,0,6,48
"Anderson School District 3, South Carolina","4500840",15039,957,2846,1318,1746,1794,1958,1097,403,698,1408,814,11706,879,2533,1112,1403,1416,1175,862,305,540,892,589,3240,78,313,206,343,378,757,217,98,124,501,225,36,0,0,0,0,0,0,18,0,18,0,0,57,0,0,0,0,0,26,0,0,16,15,0
"Anderson School District 4, South Carolina","4500870",21928,1313,3000,1814,2503,2997,3013,1692,536,888,2734,1438,14926,1267,2647,1452,1602,2247,1649,954,291,426,1548,843,6172,46,296,302,790,577,1261,661,230,425,1049,535,112,0,15,0,28,32,0,28,0,0,9,0,718,0,42,60,83,141,103,49,15,37,128,60
"Anderson School District 5, South Carolina","4500900",79906,5393,13025,7749,9468,9863,11378,4783,1757,3048,7377,6065,54019,4718,10863,5323,5952,6242,6875,2763,1087,1713,4452,4031,22122,524,1944,2188,2516,2828,3875,1773,599,1266,2690,1919,1044,30,25,95,165,327,159,110,7,30,40,56,2721,121,193,143,835,466,469,137,64,39,195,59
"Bamberg School District 1, South Carolina","4500930",8611,459,1431,870,641,1024,1378,649,241,351,782,785,6927,459,1196,697,476,839,943,556,211,313,631,606,1480,0,235,173,128,142,399,93,30,22,133,125,38,0,0,0,18,0,20,0,0,0,0,0,166,0,0,0,19,43,16,0,0,16,18,54
"Bamberg School District 2, South Carolina","4500960",7038,392,1034,1449,713,638,696,503,227,286,773,327,5475,262,916,832,580,565,531,421,198,239,674,257,1476,130,118,617,64,73,160,69,29,47,99,70,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,69,0,5,13,0,0,0,0
"Barnwell School District 19, South Carolina","4501020",5004,231,826,538,538,578,732,422,117,180,511,331,4078,216,659,529,442,451,537,320,97,168,391,268,763,15,167,9,18,70,183,86,20,12,120,63,9,0,0,0,0,0,0,9,0,0,0,0,154,0,0,0,78,57,12,7,0,0,0,0
"Barnwell School District 29, South Carolina","4501050",5368,471,945,523,605,510,778,446,132,122,422,414,4185,286,765,438,469,422,578,399,112,82,289,345,1151,185,180,85,136,88,200,47,20,40,101,69,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,0
"Barnwell School District 45, South Carolina","4501080",11915,805,2396,1070,1114,1567,1651,798,390,448,1059,617,9035,708,1985,881,823,1136,1140,523,279,356,705,499,2646,97,411,189,291,316,505,259,111,73,276,118,127,0,0,0,0,111,0,16,0,0,0,0,107,0,0,0,0,4,6,0,0,19,78,0
"Beaufort County School District, South Carolina","4501110",167504,10443,23909,15998,20361,17718,18661,9578,5025,7990,23238,14583,46809,7655,12709,3913,5321,3552,4515,2439,905,1118,2605,2077,101711,2625,9548,10120,10967,10218,11622,6355,3807,6195,18935,11319,2584,163,258,398,431,399,425,132,50,132,107,89,16400,0,1394,1567,3642,3549,2099,652,263,545,1591,1098
"Berkeley County School District, South Carolina","4501170",188835,13404,33321,19865,27799,25138,26167,11910,4365,5884,13762,7220,98744,11142,23206,10693,11998,10870,10906,5431,2142,2630,6170,3556,76823,2021,9000,7886,12924,11694,12840,5689,2015,2759,6675,3320,2876,157,451,367,559,648,466,109,48,23,4,44,10392,84,664,919,2318,1926,1955,681,160,472,913,300
"Calhoun County School District, South Carolina","4501250",15031,826,2324,1165,1467,1714,2362,1127,482,774,1731,1059,11591,780,2017,1044,1161,1126,1757,849,350,579,1094,834,3012,46,252,120,293,460,497,273,116,186,572,197,41,0,0,0,6,0,22,0,0,0,0,13,387,0,55,1,7,128,86,5,16,9,65,15
"Charleston County School District, South Carolina","4501440",365674,23153,51697,40405,60943,44907,48470,23829,9520,12857,29375,20518,192267,20479,38824,20986,24959,17862,21924,11586,4561,5932,14329,10825,149988,2507,11384,17240,29574,22026,23180,10986,4467,6215,13517,8892,4616,89,417,743,827,910,989,237,132,110,103,59,18803,78,1072,1436,5583,4109,2377,1020,360,600,1426,742
"Cherokee County School District, South Carolina","4501500",53716,3606,9451,5448,6151,7061,7474,3686,1469,1706,4617,3047,38398,3176,7292,4143,4045,4683,4926,2161,989,1156,3416,2411,13804,430,2073,1083,1821,2013,2253,1400,447,530,1124,630,325,0,22,37,56,16,170,24,0,0,0,0,1189,0,64,185,229,349,125,101,33,20,77,6
"Chester County School District, South Carolina","4501530",32708,2040,5651,2820,3588,3936,4839,2488,836,1366,3075,2069,24802,1853,4620,2412,2756,2606,3288,1717,600,1015,2234,1701,7537,187,1021,408,777,1281,1486,763,236,327,692,359,52,0,10,0,0,0,24,1,0,4,13,0,317,0,0,0,55,49,41,7,0,20,136,9
"Chesterfield County School District, South Carolina","4501560",46333,2784,8193,4092,5022,6085,6894,3375,1056,1959,4187,2686,30911,2091,5807,2420,3027,3573,4398,2338,674,1490,3098,1995,14331,682,2328,1525,1713,2214,2281,1037,378,445,1041,687,55,11,0,12,12,10,8,0,0,0,2,0,1036,0,58,135,270,288,207,0,4,24,46,4
"Clarendon School District 1, South Carolina","4501740",9313,378,1138,925,674,755,1288,697,412,702,1492,852,6674,363,1018,575,454,535,958,390,303,468,1075,535,2569,15,120,350,220,212,317,299,98,230,398,310,38,0,0,0,0,0,10,8,11,0,9,0,32,0,0,0,0,8,3,0,0,4,10,7
"Clarendon School District 2, South Carolina","4501770",18553,1176,3431,1436,1886,2020,2774,1230,685,673,1966,1276,14192,1047,2995,1179,1552,1522,1802,875,498,550,1236,936,4053,129,403,226,288,421,869,355,187,123,717,335,50,0,0,0,12,17,16,0,0,0,0,5,258,0,33,31,34,60,87,0,0,0,13,0
"Clarendon School District 3, South Carolina","4501800",6573,287,908,1200,1079,914,685,462,128,176,464,270,5537,264,825,1055,884,700,504,354,123,158,434,236,776,23,57,121,129,152,125,82,5,18,30,34,7,0,7,0,0,0,0,0,0,0,0,0,253,0,19,24,66,62,56,26,0,0,0,0
"Colleton County School District, South Carolina","4501830",38247,2380,6671,3277,4116,4345,5433,2799,953,1729,3947,2597,28954,2200,5946,2596,3162,3177,3667,1857,707,1182,2544,1916,8300,180,607,373,748,1025,1680,927,231,535,1332,662,155,0,46,60,0,0,42,7,0,0,0,0,838,0,72,248,206,143,44,8,15,12,71,19
"Darlington County School District, South Carolina","4501860",68161,4126,11902,6279,7283,8491,9683,4810,2282,2831,6267,4207,53945,3827,10541,4917,5812,5999,7262,3578,1697,2260,4845,3207,12503,253,1238,1112,1204,2239,2178,1087,518,447,1391,836,421,46,37,31,13,136,61,30,29,18,11,9,1292,0,86,219,254,117,182,115,38,106,20,155
"Dillon School District 4, South Carolina","4501920",23452,1674,4142,2177,2893,2753,3048,1712,718,836,2004,1495,18408,1542,3380,1762,2173,2012,2228,1397,620,621,1518,1155,4201,100,668,340,421,520,702,311,98,215,486,340,27,0,0,13,0,14,0,0,0,0,0,0,816,32,94,62,299,207,118,4,0,0,0,0
"Dillon School District 3, South Carolina","4501950",8077,583,1840,704,854,1095,1280,435,145,209,614,318,6669,564,1612,542,680,736,1042,382,101,207,510,293,1236,19,228,138,160,237,226,53,44,2,104,25,25,0,0,10,0,15,0,0,0,0,0,0,147,0,0,14,14,107,12,0,0,0,0,0
"Dorchester School District 2, South Carolina","4502010",126476,8757,25666,11224,17546,17798,18349,7927,2858,3585,8031,4735,60281,7139,16833,5984,7445,7085,6367,2674,887,1224,2610,2033,57298,1398,8205,4410,8359,9205,10258,4661,1718,2170,4609,2305,3042,183,293,386,667,275,712,181,14,31,240,60,5855,37,335,444,1075,1233,1012,411,239,160,572,337
"Edgefield County School District, South Carolina","4502070",26573,1259,4139,2239,3448,3645,4136,1738,887,1243,2398,1441,12056,622,1908,975,1332,1444,1690,822,449,596,1277,941,13085,637,2188,1194,1650,1834,2238,832,391,598,1041,482,226,0,10,11,32,54,67,19,15,5,13,0,1206,0,33,59,434,313,141,65,32,44,67,18
"Fairfield County School District, South Carolina","4502100",23382,1248,3752,1752,2573,2782,3638,1972,855,987,2288,1535,18579,1155,3260,1562,1901,2040,2618,1645,703,743,1772,1180,4168,93,439,138,421,621,889,302,152,244,514,355,124,0,0,33,17,13,36,25,0,0,0,0,511,0,53,19,234,108,95,0,0,0,2,0
"Florence School District 1, South Carolina","4502130",100376,6836,17425,10489,13033,12702,14086,6251,2449,3909,7872,5324,70753,6296,14222,7537,9180,7818,8737,3872,1719,2587,5311,3474,26242,515,3075,2605,3146,4209,4778,2074,641,1048,2401,1750,661,15,48,77,231,147,50,46,11,36,0,0,2720,10,80,270,476,528,521,259,78,238,160,100
"Florence School District 2, South Carolina","4502160",6878,385,1253,704,726,984,792,426,192,281,726,409,6043,361,1181,626,662,773,636,384,178,257,608,377,522,24,11,26,64,65,156,24,14,24,88,26,6,0,0,6,0,0,0,0,0,0,0,0,307,0,61,46,0,146,0,18,0,0,30,6
"Florence School District 3, South Carolina","4502190",19559,1111,3725,1512,2317,2364,2568,1528,487,681,1953,1313,16758,1084,3314,1283,1963,1870,2069,1269,438,632,1746,1090,2510,24,383,205,290,386,480,232,49,49,204,208,39,0,11,0,0,0,6,22,0,0,0,0,252,3,17,24,64,108,13,5,0,0,3,15
"Florence School District 4, South Carolina","4502220",6032,425,1025,350,676,783,742,556,262,241,490,482,5042,413,953,281,497,630,578,488,228,170,424,380,841,12,27,69,108,142,164,62,27,71,57,102,33,0,11,0,7,6,0,0,0,0,9,0,116,0,34,0,64,5,0,6,7,0,0,0
"Florence School District 5, South Carolina","4502250",5213,347,1087,338,469,792,637,266,124,459,407,287,4616,347,1002,335,410,668,530,197,106,373,374,274,463,0,50,0,50,89,104,36,18,80,26,10,29,0,16,0,0,0,0,0,0,6,7,0,105,0,19,3,9,35,3,33,0,0,0,3
"Georgetown County School District, South Carolina","4502280",60389,3103,9366,4322,5719,6399,8097,4821,1737,3428,8319,5078,36845,2874,7025,3186,3540,3475,5182,3035,943,1780,3558,2247,21624,229,2136,1053,1775,2675,2615,1723,783,1405,4566,2664,441,0,50,0,105,60,101,11,0,24,37,53,1479,0,155,83,299,189,199,52,11,219,158,114
"Greenville County School District, South Carolina","4502310",482484,32164,83012,45931,65014,65607,67744,31970,11066,15239,37796,26941,257430,28124,58284,23902,30935,28180,28585,14806,5376,7088,17375,14775,181666,3572,21405,17468,24280,27810,31549,14605,4937,7177,17771,11092,5450,140,542,735,919,961,1215,358,136,118,236,90,37938,328,2781,3826,8880,8656,6395,2201,617,856,2414,984
"Greenwood School District 50, South Carolina","4502340",58892,4039,9909,6650,7264,7354,7431,3325,1656,1937,4961,4366,43479,3770,8281,5049,5320,4806,4961,2541,1099,1371,3431,2850,12123,199,1276,1186,1198,1780,2087,713,451,418,1417,1398,668,18,121,58,34,212,42,10,26,99,0,48,2622,52,231,357,712,556,341,61,80,49,113,70
"Greenwood School District 51, South Carolina","4502370",7101,416,1106,528,929,824,1045,555,209,221,807,461,5524,416,855,487,790,559,701,410,173,166,583,384,1352,0,135,22,134,218,312,145,36,55,218,77,21,0,0,0,0,0,21,0,0,0,0,0,204,0,116,19,5,47,11,0,0,0,6,0
"Greenwood School District 52, South Carolina","4502400",7364,367,1203,528,641,871,1165,630,267,388,845,459,4890,304,816,381,423,579,773,446,105,300,456,307,2423,63,387,143,218,271,389,174,159,88,382,149,22,0,0,4,0,18,0,0,0,0,0,0,29,0,0,0,0,3,3,10,3,0,7,3
"Hampton School District 1, South Carolina","4502430",13195,739,2450,1226,1637,1557,1971,804,390,584,1074,763,10792,709,2283,991,1278,1076,1617,654,351,399,817,617,2284,30,152,235,324,471,331,123,39,176,257,146,31,0,0,0,4,0,23,0,0,4,0,0,88,0,15,0,31,10,0,27,0,5,0,0
"Hampton School District 2, South Carolina","4502460",7475,457,1130,646,906,1194,975,406,205,337,779,440,4911,346,905,431,392,626,639,301,166,268,499,338,2147,111,212,207,394,416,280,82,39,69,240,97,76,0,0,0,29,22,25,0,0,0,0,0,341,0,13,8,91,130,31,23,0,0,40,5
"Horry County School District, South Carolina","4502490",283280,15475,40438,25668,35012,34245,37788,19213,8487,13779,33625,19550,110217,13478,26123,11592,12482,10762,11725,5809,2541,3509,7357,4839,151569,1809,12899,12095,16962,19042,23109,12274,5357,9687,24500,13835,2553,17,168,288,664,396,523,136,71,76,152,62,18941,171,1248,1693,4904,4045,2431,994,518,507,1616,814
"Jasper County School District, South Carolina","4502520",26042,1749,4235,2637,3717,3529,3375,1892,725,762,2157,1264,14515,1448,2929,1401,1625,1564,1828,937,367,301,1212,903,9115,301,1187,960,1390,1218,1363,820,212,402,921,341,83,0,0,0,15,13,10,0,38,7,0,0,2329,0,119,276,687,734,174,135,108,52,24,20
"Kershaw County School District, South Carolina","4502550",62342,3892,11033,4949,6854,7807,9206,4481,2019,2493,5641,3967,41774,3580,8983,3206,4617,4366,5407,2629,1097,1665,3651,2573,18397,229,1848,1621,1933,3027,3331,1635,890,788,1861,1234,701,50,159,32,92,71,220,45,0,0,32,0,1470,33,43,90,212,343,248,172,32,40,97,160
"Lancaster County School District, South Carolina","4502580",79515,4920,12955,6319,9366,10588,11052,5237,2110,3198,8558,5212,46732,3420,8507,4172,5017,6198,6247,2978,1316,1698,4206,2973,29584,1475,4192,1845,3674,3798,4451,2019,733,1410,4109,1878,676,25,89,64,108,31,16,143,22,0,0,178,2523,0,167,238,567,561,338,97,39,90,243,183
"Laurens School District 55, South Carolina","4502610",36736,2314,6213,3053,3973,4798,5630,2520,870,1713,3347,2305,28201,2178,5648,2493,2817,3412,4037,1570,562,1309,2459,1716,7168,136,442,374,774,1136,1248,899,308,392,870,589,137,0,0,27,25,53,1,23,0,0,8,0,1230,0,123,159,357,197,344,28,0,12,10,0
"Laurens School District 56, South Carolina","4502640",20894,1376,3045,2692,2408,2060,2777,1309,601,913,1908,1805,16108,1371,2756,1728,1894,1605,2021,990,486,629,1341,1287,4330,5,275,898,412,332,666,319,103,284,544,492,140,0,3,19,25,0,53,0,12,0,11,17,316,0,11,47,77,123,37,0,0,0,12,9
"Lee County School District, South Carolina","4502670",18708,1031,3054,1986,2387,2105,2734,1451,411,782,1584,1183,15300,991,2706,1682,1901,1491,1986,1244,323,662,1248,1066,3215,40,348,239,476,559,685,207,88,120,336,117,36,0,0,0,0,30,6,0,0,0,0,0,157,0,0,65,10,25,57,0,0,0,0,0
"Lexington School District 1, South Carolina","4502700",126307,8067,24955,9187,17263,19017,19093,8268,2892,4059,8498,5008,75725,7467,18267,6369,9900,9466,9285,4166,1473,2378,4477,2477,43854,531,6141,2300,6096,8034,8215,3699,1354,1583,3701,2200,1634,0,136,171,186,334,543,185,20,32,9,18,5094,69,411,347,1081,1183,1050,218,45,66,311,313
"Lexington School District 2, South Carolina","4502730",63624,4168,8953,6883,9955,7479,8530,3948,1550,2139,5448,4571,40661,3906,7086,4173,5514,3911,4956,2191,906,1401,3574,3043,16919,212,1528,1781,2420,2417,2895,1398,583,647,1638,1400,833,32,58,129,112,100,192,138,16,21,23,12,5211,18,281,800,1909,1051,487,221,45,70,213,116
"Lexington School District 3, South Carolina","4502760",12749,700,2101,985,1216,1197,1965,1058,459,572,1332,1164,10171,693,1871,815,1000,842,1399,874,312,408,874,1083,2187,7,230,144,102,248,533,184,120,156,396,67,7,0,0,0,0,0,7,0,0,0,0,0,384,0,0,26,114,107,26,0,27,8,62,14
"Lexington School District 4, South Carolina","4502790",18396,1247,3312,2299,1876,2479,2879,1231,544,506,1400,623,12749,1209,2934,1665,1319,1564,1699,607,260,339,809,344,4838,25,319,508,447,778,937,523,284,167,574,276,23,0,0,0,0,0,11,12,0,0,0,0,786,13,59,126,110,137,232,89,0,0,17,3
"Lexington School District 5, South Carolina","4502820",93939,5581,17800,6958,10367,13199,14221,6965,2544,3498,8056,4750,50432,4745,13320,4220,4966,6089,6283,3374,1058,1617,2972,1788,38534,810,4045,2535,4704,5960,6917,3196,1375,1779,4503,2710,1248,12,243,105,170,303,268,67,36,14,30,0,3725,14,192,98,527,847,753,328,75,88,551,252
"Marlboro County School District, South Carolina","4502970",28294,1570,4391,2417,3910,4013,4163,1987,699,1058,2529,1557,20096,1073,3334,1851,2496,2438,3148,1435,542,828,1720,1231,7492,495,1040,524,1232,1278,960,534,157,216,758,298,175,0,0,6,59,41,22,5,0,2,20,20,531,2,17,36,123,256,33,13,0,12,31,8
"McCormick County School District, South Carolina","4503000",10003,299,1037,643,1122,1138,1305,791,392,539,1843,894,5770,197,798,379,721,734,840,481,188,259,800,373,4049,99,236,264,396,397,423,276,181,255,1021,501,48,3,3,0,0,7,6,24,0,0,0,5,136,0,0,0,5,0,36,10,23,25,22,15
"Newberry County School District, South Carolina","4503030",37593,2308,6081,3815,4116,4556,5121,2610,1212,1419,3707,2648,28777,2226,5243,2862,2930,3063,3832,1924,854,924,2895,2024,6562,82,708,678,639,768,999,591,321,395,771,610,270,0,2,27,18,77,110,30,0,6,0,0,1984,0,128,248,529,648,180,65,37,94,41,14
"Oconee County School District, South Carolina","4503060",74656,4108,11334,6162,8131,8515,10134,5739,2030,3394,9167,5942,45039,3594,8671,4191,4952,4865,5420,3073,1033,1914,4247,3079,26590,496,2361,1845,2322,3283,4199,2486,907,1348,4667,2676,619,18,51,59,60,47,161,56,72,0,45,50,2408,0,251,67,797,320,354,124,18,132,208,137
