"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Orangeburg School District 5, South Carolina","4503210",37.5,36.8,38.2,34.5,39.9
"Pickens County School District, South Carolina","4503330",35.2,32.1,42.4,37.7,33.3
"Richland School District 1, South Carolina","4503360",31.9,30.4,34.4,38.1,32.4
"Richland School District 2, South Carolina","4503390",35.3,28.9,40.2,36.1,40.8
"Saluda County School District, South Carolina","4503460",40,40,52.2,40.5,30.8
"Spartanburg School District 1, South Carolina","4503480",43.3,38.8,50.2,46.3,37.4
"Spartanburg School District 2, South Carolina","4503510",37.6,32.5,44.3,42.7,40.3
"Spartanburg School District 4, South Carolina","4503570",40.5,36.9,46.4,32.6,49.1
"Spartanburg School District 5, South Carolina","4503600",36,32.2,42.8,47.6,43.8
"Spartanburg School District 6, South Carolina","4503630",36.2,29.7,45.1,45,39.1
"Spartanburg School District 7, South Carolina","4503660",38.8,34,48.4,42.6,37.7
"Union County School District, South Carolina","4503750",42.9,41.2,46,53.3,44.8
"Williamsburg County School District, South Carolina","4503780",40.9,41.9,38.9,37,36.1
"York School District 1, South Carolina","4503810",40.2,36.7,42.8,35.7,41.3
"York School District 2, South Carolina","4503840",40,34.9,40.6,44.7,49.8
"York School District 3, South Carolina","4503870",35.7,32.1,39.5,39.2,35.9
"York School District 4, South Carolina","4503900",38.2,33.8,38.6,40.6,39.6
"Sumter County Consolidated School District, South Carolina","4503902",35.6,32.3,39.8,27.4,39.3
"Marion School District 10, South Carolina","4503908",39.7,38.6,46.1,61.4,39
"Remainder of South Carolina, South Carolina","4599999",20.6,21,20.4,21.7,25.9
"Dorchester School District 4, South Carolina","4500002",44.1,40.7,49,49.8,36.4
"Abbeville County School District, South Carolina","4500690",43,41.4,48.4,50.9,24.3
"Aiken County School District, South Carolina","4500720",40.7,41.3,40.5,36.5,39.5
"Allendale County School District, South Carolina","4500750",38.5,38.2,40.5,51.3,31.9
"Anderson School District 1, South Carolina","4500780",39.6,34.5,46.5,39,43.7
"Anderson School District 2, South Carolina","4500810",42.8,39.4,49.1,28.6,46.1
"Anderson School District 4, South Carolina","4500870",42.3,37.8,54.2,38.6,47.7
"Anderson School District 5, South Carolina","4500900",39.6,35.2,47.8,42,36.2
"Barnwell School District 45, South Carolina","4501080",38.6,36.5,45.8,42.5,69.4
"Beaufort County School District, South Carolina","4501110",42.3,23.6,51.6,35.9,38.8
"Berkeley County School District, South Carolina","4501170",35,28.3,40.8,33.5,39.5
"Calhoun County School District, South Carolina","4501250",45.1,42.1,52.4,52.4,45.1
"Charleston County School District, South Carolina","4501440",36.2,30.5,41.3,36.6,37.5
"Cherokee County School District, South Carolina","4501500",38.2,36.2,42.3,45.6,38.6
"Chester County School District, South Carolina","4501530",40.8,37.9,46.1,52.2,62.7
"Chesterfield County School District, South Carolina","4501560",40.4,41.2,39.7,29.4,38
"Clarendon School District 1, South Carolina","4501740",51.7,50.1,55.6,60.1,71.2
"Clarendon School District 2, South Carolina","4501770",41.7,37.3,50.9,39.8,42.1
"Colleton County School District, South Carolina","4501830",41.5,36.9,52.6,23,26.9
"Darlington County School District, South Carolina","4501860",40.4,38,46.1,42.3,41.7
"Dorchester School District 2, South Carolina","4502010",35,25.2,41.6,34.8,42.4
"Edgefield County School District, South Carolina","4502070",41.8,43.4,39.9,45.3,38
"Fairfield County School District, South Carolina","4502100",43.5,41.8,50,37.9,33.5
"Florence School District 1, South Carolina","4502130",37.1,33,44.4,33.2,44.9
"Florence School District 3, South Carolina","4502190",40.2,39.1,44.3,56.3,41.4
"Florence School District 4, South Carolina","4502220",41.6,41.2,50,33.8,27
"Florence School District 5, South Carolina","4502250",38.9,38,49.3,14.9,38.2
"Georgetown County School District, South Carolina","4502280",47,40.7,56.1,45.5,46.7
"Greenville County School District, South Carolina","4502310",37.5,30.8,43.8,39.9,38.6
"Greenwood School District 50, South Carolina","4502340",37.4,33.8,47.3,39.2,34.4
"Hampton School District 1, South Carolina","4502430",39.3,36.1,43.5,49.5,34.8
"Hampton School District 2, South Carolina","4502460",40.2,42.2,38.6,39.1,39.8
"Horry County School District, South Carolina","4502490",42.5,27.5,50.8,37.8,38.1
"Jasper County School District, South Carolina","4502520",36.3,33.6,41.5,60.1,36
"Kershaw County School District, South Carolina","4502550",41.2,36.5,46.8,40,45.1
"Lancaster County School District, South Carolina","4502580",41,39,44.2,56.2,40.4
"Laurens School District 55, South Carolina","4502610",41.3,37.9,51,39.2,33.5
"Laurens School District 56, South Carolina","4502640",40.1,37,49.5,48.3,36.2
"Lee County School District, South Carolina","4502670",39.7,37.3,43.9,40.7,41.1
"Lexington School District 1, South Carolina","4502700",36.8,30.8,43.5,44.8,40.4
"Lexington School District 2, South Carolina","4502730",37.4,34,45.4,40.9,32.8
"Lexington School District 4, South Carolina","4502790",36.4,28.5,48.6,56.1,42.4
"Lexington School District 5, South Carolina","4502820",40.2,31.2,46.7,39.2,47
"Marlboro County School District, South Carolina","4502970",39.6,40.3,38.6,38.8,39.1
"McCormick County School District, South Carolina","4503000",51,45.9,58.7,55.3,60.7
"Newberry County School District, South Carolina","4503030",40.7,39.2,49,45.3,36.4
"Oconee County School District, South Carolina","4503060",43.8,37,51.8,50.8,39.7
"Orangeburg School District 3, South Carolina","4503150",41.6,37.7,50.7,52.6,40.9
"Orangeburg School District 4, South Carolina","4503180",38.6,36.6,45.1,49.7,47.1
