"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Dillon County, South Carolina","45033",30849,9431,3809,17609,24859,8043,2898,13918,5023,823,874,3326,49,49,0,0,918,516,37,365
"Dorchester County, South Carolina","45035",146153,17625,13297,115231,71599,11358,6869,53372,64234,5065,5258,53911,3320,201,423,2696,7000,1001,747,5252
"Edgefield County, South Carolina","45037",23723,4002,1949,17772,11050,2358,1113,7579,11844,1512,730,9602,138,14,0,124,691,118,106,467
"Fairfield County, South Carolina","45039",22673,5563,3042,14068,18564,5004,2713,10847,3570,486,306,2778,101,36,0,65,438,37,23,378
"Florence County, South Carolina","45041",135109,26515,17132,91462,100775,20714,14385,65676,29771,4984,2186,22601,893,51,173,669,3670,766,388,2516
"Georgetown County, South Carolina","45043",60188,11514,6616,42058,36162,9015,4450,22697,22136,2134,1982,18020,509,57,26,426,1381,308,158,915
"Greenville County, South Carolina","45045",469962,67067,46371,356524,250430,41169,27837,181424,177373,17875,12853,146645,5002,544,415,4043,37157,7479,5266,24412
"Greenwood County, South Carolina","45047",67182,16282,7091,43809,48388,12002,5376,31010,15517,2776,1405,11336,486,271,13,202,2791,1233,297,1261
"Hampton County, South Carolina","45049",18780,3282,3483,12015,16111,2917,3027,10167,2411,345,452,1614,97,8,4,85,161,12,0,149
"Horry County, South Carolina","45051",296392,52197,30264,213931,112226,24745,13479,74002,161995,22241,14223,125531,3340,760,153,2427,18831,4451,2409,11971
"Jasper County, South Carolina","45053",26693,6256,4755,15682,13901,4279,2695,6927,10372,1326,1751,7295,77,0,24,53,2343,651,285,1407
"Kershaw County, South Carolina","45055",62678,9963,6012,46703,41739,7455,4208,30076,19093,2326,1475,15292,684,41,61,582,1162,141,268,753
"Lancaster County, South Carolina","45057",81634,14201,7373,60060,43724,9866,5194,28664,34185,3760,1820,28605,659,55,185,419,3066,520,174,2372
"Laurens County, South Carolina","45059",64086,13028,9482,41576,47868,10444,7204,30220,13993,1999,2058,9936,575,95,23,457,1650,490,197,963
"Lee County, South Carolina","45061",16557,4666,3060,8831,13834,4098,2503,7233,2584,557,550,1477,47,0,0,47,92,11,7,74
"Lexington County, South Carolina","45063",274252,37445,22580,214227,165441,24972,14652,125817,91879,9402,5863,76614,3283,480,146,2657,13649,2591,1919,9139
"McCormick County, South Carolina","45065",8524,1672,800,6052,4491,1215,584,2692,3820,439,209,3172,64,12,4,48,149,6,3,140
"Marion County, South Carolina","45067",31646,8225,5030,18391,26208,6802,4351,15055,4646,1083,453,3110,72,10,13,49,720,330,213,177
"Marlboro County, South Carolina","45069",24550,6551,3779,14220,18779,5360,3068,10351,5480,1167,659,3654,96,0,7,89,195,24,45,126
"Newberry County, South Carolina","45071",36560,6828,4716,25016,28123,4875,3864,19384,6699,1300,571,4828,100,12,14,74,1638,641,267,730
"Oconee County, South Carolina","45073",74704,13806,10228,50670,44054,8769,6844,28441,27081,4123,3027,19931,757,112,44,601,2812,802,313,1697
"Orangeburg County, South Carolina","45075",86835,20319,12534,53982,69388,16561,10313,42514,15275,3234,1847,10194,281,81,51,149,1891,443,323,1125
"Pickens County, South Carolina","45077",113470,21236,13055,79179,71221,13356,8417,49448,36830,6723,3991,26116,984,180,67,737,4435,977,580,2878
"Richland County, South Carolina","45079",371217,61606,36940,272671,217832,41651,24752,151429,126221,16109,9363,100749,7545,778,706,6061,19619,3068,2119,14432
"Saluda County, South Carolina","45081",19885,3764,2683,13438,14768,2737,1849,10182,3149,501,345,2303,153,24,0,129,1815,502,489,824
"Spartanburg County, South Carolina","45083",286108,48747,33625,203736,183036,34343,23134,125559,82084,10241,8128,63715,2475,269,263,1943,18513,3894,2100,12519
"Sumter County, South Carolina","45085",105172,21063,12425,71684,69317,16638,8337,44342,30486,3638,3244,23604,1742,177,191,1374,3627,610,653,2364
"Union County, South Carolina","45087",27446,5464,3536,18446,23089,4840,2998,15251,4178,624,524,3030,52,0,4,48,127,0,10,117
"Williamsburg County, South Carolina","45089",30950,9056,3479,18415,26964,8003,3033,15928,3485,921,384,2180,173,17,32,124,328,115,30,183
"York County, South Carolina","45091",241310,30218,18831,192261,95759,17372,9088,69299,131410,11288,8739,111383,2588,233,146,2209,11553,1325,858,9370
