"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Aiken County, South Carolina","45003",24662,21244,27213,19631,23176
"Allendale County, South Carolina","45005",16422,15221,23032,26250,21667
"Anderson County, South Carolina","45007",23459,22034,26046,26581,24944
"Bamberg County, South Carolina","45009",19952,19868,19839,4028,25742
"Barnwell County, South Carolina","45011",19576,19028,21786,66250,19762
"Beaufort County, South Carolina","45013",28921,21018,32609,26260,23948
"Berkeley County, South Carolina","45015",27748,25527,30903,27174,25491
"Charleston County, South Carolina","45019",29215,23938,36364,30282,25659
"Cherokee County, South Carolina","45021",20190,19238,22160,29648,17500
"Chester County, South Carolina","45023",20996,19681,25284,46023,32661
"Clarendon County, South Carolina","45027",18745,17556,21596,28984,13415
"Dorchester County, South Carolina","45035",28968,25080,32479,27275,26043
"Edgefield County, South Carolina","45037",22354,19444,27262,23783,21654
"Florence County, South Carolina","45041",23031,21452,27472,26852,27886
"Georgetown County, South Carolina","45043",22757,19238,28487,26683,25218
"Greenville County, South Carolina","45045",26522,23177,31541,31088,23058
"Greenwood County, South Carolina","45047",21401,20665,25504,8089,16682
"Horry County, South Carolina","45051",22831,20485,24823,24619,20475
"Kershaw County, South Carolina","45055",25398,22753,31326,29231,24006
"Lancaster County, South Carolina","45057",24635,20558,30155,35962,24691
"Laurens County, South Carolina","45059",20339,19610,22626,24922,18047
"Lee County, South Carolina","45061",17449,16558,20769,32212,31173
"Lexington County, South Carolina","45063",29767,27403,32838,31284,23862
"McCormick County, South Carolina","45065",21115,18477,26170,40417,21615
"Newberry County, South Carolina","45071",23505,22865,28173,19567,17286
"Oconee County, South Carolina","45073",22127,20542,25942,17344,20602
"Orangeburg County, South Carolina","45075",20006,19551,21178,25365,20650
"Pickens County, South Carolina","45077",20373,19688,21303,25634,20313
"Richland County, South Carolina","45079",25656,23463,28502,31055,23969
"Spartanburg County, South Carolina","45083",23471,21969,26715,27242,22300
"Sumter County, South Carolina","45085",21981,20044,27391,31495,18373
"Union County, South Carolina","45087",20462,19869,21989,30972,30357
"Williamsburg County, South Carolina","45089",16607,17072,15142,8750,15562
"York County, South Carolina","45091",29228,23923,31910,34461,30070
