"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Cherokee County, South Carolina","45021",56274,3444,9940,5680,6437,7189,7856,3685,1496,2022,5149,3376,40076,3087,7741,4172,4449,4687,5347,2343,900,1169,3654,2527,14701,357,2001,1306,1712,2173,2265,1253,559,824,1436,815,278,0,36,33,71,13,120,5,0,0,0,0,1219,0,162,169,205,316,124,84,37,29,59,34
"Chester County, South Carolina","45023",32435,1987,5546,2696,3624,3707,4693,2529,871,1381,3291,2110,24464,1746,4552,2289,2750,2640,3204,1690,663,1030,2184,1716,7697,241,978,407,850,1054,1415,821,208,335,1004,384,66,0,16,0,0,0,35,2,0,4,9,0,208,0,0,0,24,13,39,16,0,12,94,10
"Chesterfield County, South Carolina","45025",46083,2652,7964,4046,5140,5745,6799,3603,1060,1771,4513,2790,29896,2010,5494,2405,2849,3274,4271,2336,657,1248,3289,2063,14673,642,2349,1472,1835,2198,2253,1224,382,475,1130,713,109,0,0,16,63,9,10,0,0,0,11,0,1405,0,121,153,393,264,265,43,21,48,83,14
"Clarendon County, South Carolina","45027",34056,1707,5310,3400,3727,3530,4482,2175,1412,1563,4190,2560,25880,1567,4690,2680,2940,2645,3133,1479,1024,1079,3001,1642,7535,140,593,672,657,770,1209,623,337,473,1176,885,138,0,0,0,35,16,21,15,44,0,0,7,503,0,27,48,95,99,119,58,7,11,13,26
"Colleton County, South Carolina","45029",37884,2249,6474,3099,4118,4257,5180,2553,1097,1773,4299,2785,29016,2061,5570,2559,3202,3249,3665,1807,728,1254,2990,1931,7960,188,674,364,779,813,1427,731,352,510,1280,842,158,0,19,56,0,29,41,13,0,0,0,0,750,0,211,120,137,166,47,2,17,9,29,12
"Darlington County, South Carolina","45031",67689,3960,11649,6196,7453,8161,9277,5193,2018,2626,6799,4357,53941,3750,10422,4992,5694,6086,6647,3942,1629,1990,5312,3477,12169,191,1132,1040,1382,1772,2436,1156,344,543,1421,752,364,19,33,26,28,117,18,46,22,8,29,18,1215,0,62,138,349,186,176,49,23,85,37,110
"Dillon County, South Carolina","45033",31273,2116,5973,2808,3851,3636,4106,2292,797,980,2795,1919,25211,2060,5194,2253,2939,2608,3119,1866,647,825,2225,1475,5095,46,577,473,549,837,925,377,150,154,563,444,49,0,0,0,0,0,0,49,0,0,0,0,918,10,202,82,363,191,62,0,0,1,7,0
"Dorchester County, South Carolina","45035",148517,9554,28478,12618,20711,20292,21689,8906,4094,4739,11269,6167,73385,8118,18865,7131,10074,7646,7829,2855,1430,1924,4645,2868,64803,1342,8571,4733,8897,10250,11973,5502,2356,2514,5982,2683,3320,94,649,351,818,408,499,229,37,59,60,116,7009,0,393,403,922,1988,1388,320,271,242,582,500
"Edgefield County, South Carolina","45037",26388,1082,4014,2356,3210,3626,3971,1941,881,1130,2620,1557,11829,487,1817,1130,1341,1351,1602,860,424,556,1362,899,13228,595,2180,1179,1506,1785,2177,1027,437,517,1194,631,247,0,4,8,54,86,59,19,0,3,14,0,1084,0,13,39,309,404,133,35,20,54,50,27
"Fairfield County, South Carolina","45039",23025,1151,3550,1860,2358,2642,3519,1842,922,1070,2523,1588,18817,1015,3168,1673,1917,2110,2667,1427,695,864,2019,1262,3669,136,342,126,317,459,635,414,216,206,492,326,101,0,0,35,16,0,30,1,11,0,8,0,438,0,40,26,108,73,187,0,0,0,4,0
"Florence County, South Carolina","45041",138575,8989,24503,12739,17452,17621,18333,9108,3735,5373,12581,8141,103612,8438,20976,9852,12467,11834,12111,6258,2728,3764,9343,5841,30337,523,3219,2511,3956,4796,5535,2485,870,1405,2909,2128,924,9,71,133,247,199,141,55,7,21,28,13,3702,19,237,243,782,792,546,310,130,183,301,159
"Georgetown County, South Carolina","45043",60804,2977,9170,4282,5807,6339,7740,4755,1713,3330,9196,5495,36565,2756,7047,3175,3541,3506,4515,2908,934,1767,4066,2350,22342,221,1998,1083,1778,2605,2890,1752,699,1488,4856,2972,509,0,12,0,125,50,124,51,14,21,24,88,1388,0,113,24,363,178,211,44,66,54,250,85
"Greenville County, South Carolina","45045",482191,31373,82169,44163,65340,64004,66679,32067,11780,15740,41027,27849,256212,27171,59106,23187,31461,27500,27532,14145,5649,7453,18975,14033,182981,3612,19855,17322,24760,27009,31286,14965,5308,7282,19124,12458,5164,155,685,683,757,938,801,412,171,151,272,139,37834,435,2523,2971,8362,8557,7060,2545,652,854,2656,1219
"Greenwood County, South Carolina","45047",69881,4438,11743,7009,8429,8425,9320,4633,1683,2409,6553,5239,50577,4024,9811,5708,6035,5411,5935,3301,993,1713,4233,3413,15983,276,1577,1014,1788,2185,2811,1245,556,645,2216,1670,499,15,68,38,30,207,45,21,0,0,8,67,2822,123,287,249,576,622,529,66,134,51,96,89
"Hampton County, South Carolina","45049",20296,1124,3416,1782,2568,2643,2788,1326,607,801,1976,1265,16549,1051,3242,1591,1895,1967,2175,1039,481,615,1525,968,3199,60,153,170,544,566,523,225,126,153,419,260,171,13,0,21,62,11,40,20,0,4,0,0,377,0,21,0,67,99,50,42,0,29,32,37
"Horry County, South Carolina","45051",300418,15723,42104,24843,36551,35308,39390,21304,9204,14391,40112,21488,114131,13290,28024,10875,12759,11592,11400,6386,2695,3648,8513,4949,164047,2362,12710,12507,18701,18764,24448,13575,5985,10035,29435,15525,3352,15,397,265,831,476,493,276,135,96,297,71,18888,56,973,1196,4260,4476,3049,1067,389,612,1867,943
"Jasper County, South Carolina","45053",27186,1663,4220,2358,4081,3484,3510,1898,767,1023,2686,1496,14270,1366,2980,1416,1483,1485,1878,778,336,511,1153,884,10463,297,1119,788,1785,1229,1401,949,319,489,1533,554,86,0,0,0,24,19,19,24,0,0,0,0,2367,0,121,154,789,751,212,147,112,23,0,58
"Kershaw County, South Carolina","45055",63090,3719,11168,4984,6978,7502,9140,4568,1868,2782,6283,4098,42069,3382,8966,3512,4937,4365,5103,2747,927,1762,3512,2856,19175,225,1975,1396,1823,2928,3631,1638,889,977,2632,1061,684,54,192,32,61,34,182,62,17,10,27,13,1162,58,35,44,157,175,224,121,35,33,112,168
"Lancaster County, South Carolina","45057",83704,5047,13540,6420,9778,11096,11208,5489,2056,3421,9945,5704,45343,2975,7907,3968,5414,5695,5985,2905,1157,1884,4504,2949,34617,2036,5130,2247,3760,4620,4656,2296,772,1382,5186,2532,659,31,172,36,84,81,66,107,28,13,11,30,3085,5,331,169,520,700,501,181,99,142,244,193
"Laurens County, South Carolina","45059",66442,3969,10910,6533,7454,7780,9420,4758,1797,2744,6526,4551,49392,3832,9441,4808,5385,5426,6129,3141,1240,1890,4736,3364,14710,130,1303,1373,1532,1878,2834,1447,540,815,1709,1149,579,7,48,57,150,35,114,79,17,16,36,20,1761,0,118,295,387,441,343,91,0,23,45,18
"Lee County, South Carolina","45061",18189,1034,2869,1842,2323,2021,2515,1512,377,741,1746,1209,15012,981,2404,1597,1849,1476,1981,1243,317,626,1490,1048,3020,53,465,233,463,501,476,269,60,112,252,136,65,0,0,12,0,44,9,0,0,0,0,0,92,0,0,0,11,0,49,0,0,3,4,25
"Lexington County, South Carolina","45063",277702,17025,48708,22754,36742,36887,39779,19513,7115,9821,24071,15287,167861,15314,37346,15340,20632,19247,19745,9928,3519,5306,12899,8585,92812,1555,10002,5909,12213,13898,17012,8518,3331,4146,10299,5929,3315,23,349,324,514,557,747,412,112,92,147,38,13714,133,1011,1181,3383,3185,2275,655,153,277,726,735
"McCormick County, South Carolina","45065",9806,301,959,562,1050,1043,1287,740,414,466,1988,996,5345,128,731,381,646,725,780,353,241,229,786,345,4231,170,219,181,377,296,479,350,167,209,1172,611,81,3,9,0,18,9,25,17,0,0,0,0,149,0,0,0,9,13,3,20,6,28,30,40
"Marion County, South Carolina","45067",31975,2035,5542,2682,3533,3856,4131,2144,1342,1335,3290,2085,26501,1979,5040,2226,2771,3182,2951,1797,1119,1056,2753,1627,4682,56,449,432,541,515,1033,317,172,229,497,441,72,0,4,7,16,3,5,5,10,22,0,0,720,0,49,17,205,156,142,25,41,28,40,17
"Marlboro County, South Carolina","45069",27702,1462,4214,2351,3966,3796,3996,1803,676,1164,2688,1586,19951,1083,3276,1792,2572,2395,2899,1346,486,852,1983,1267,6875,375,931,487,1110,1133,970,422,190,301,656,300,171,0,0,0,81,20,22,16,0,2,15,15,705,4,7,72,203,248,105,19,0,9,34,4
"Newberry County, South Carolina","45071",37750,2265,6096,3770,4072,4501,5002,2736,1214,1359,4014,2721,28866,2211,4946,2725,3010,2959,3776,2022,903,930,3157,2227,7060,54,1081,808,678,836,1006,617,286,393,839,462,100,0,2,16,12,14,29,21,0,0,6,0,1724,0,67,221,372,692,191,76,25,36,12,32
"Oconee County, South Carolina","45073",75375,4016,11340,6054,8176,8202,9974,5676,2083,3613,9995,6246,44484,3477,8842,3945,5256,4621,5271,2935,905,2095,4017,3120,27308,491,2107,1934,2310,3013,4006,2532,1073,1332,5650,2860,760,0,67,23,46,88,198,115,98,33,41,51,2823,48,324,152,564,480,499,94,7,153,287,215
"Orangeburg County, South Carolina","45075",89731,5444,14805,10119,10479,9337,11829,5990,2653,3734,9109,6232,71355,5115,13104,7688,8481,7020,8789,4635,1867,2930,6900,4826,16071,329,1580,2154,1512,1858,2694,1172,702,772,2032,1266,290,0,61,5,75,40,46,4,20,0,36,3,2015,0,60,272,411,419,300,179,64,32,141,137
"Pickens County, South Carolina","45077",120722,6094,17709,21814,13854,13263,15238,8069,2797,3636,10844,7404,74685,5273,14638,12011,7658,7877,8456,4485,1541,2058,5958,4730,40414,778,2841,8941,4680,4400,6025,3131,1110,1451,4487,2570,1024,8,25,147,160,99,219,130,81,27,115,13,4599,35,205,715,1356,887,538,323,65,100,284,91
"Richland County, South Carolina","45079",401743,23907,64215,65008,58983,49625,49762,23443,8662,12745,27706,17687,227975,20036,47317,31181,29950,25484,24601,13107,4542,7076,14930,9751,144342,3418,14719,29542,22530,18893,20757,8740,3547,4730,10709,6757,8256,214,865,1530,1539,1639,1159,428,199,251,295,137,21170,239,1314,2755,4964,3609,3245,1168,374,688,1772,1042
"Saluda County, South Carolina","45081",20113,1299,3212,1713,2321,2394,2750,1575,524,683,2121,1521,14942,1237,2646,1222,1351,1634,1969,1093,413,533,1676,1168,3195,62,495,135,307,296,540,390,81,143,410,336,153,0,0,27,46,29,37,0,0,7,7,0,1823,0,71,329,617,435,204,92,30,0,28,17
"Spartanburg County, South Carolina","45083",294229,18339,51260,28457,36868,36647,41097,19913,7042,10396,26439,17771,188569,16531,40391,18102,22552,20871,21811,11120,4233,5906,15881,11171,84457,1577,9503,8411,10166,11218,15404,6917,2490,3863,9273,5635,2515,179,289,193,302,342,483,359,77,57,205,29,18688,52,1077,1751,3848,4216,3399,1517,242,570,1080,936
"Sumter County, South Carolina","45085",107682,7484,19064,11666,14395,12179,14051,6562,2870,3709,9099,6603,70842,6354,15161,7665,8147,6891,8045,3946,2040,2550,5596,4447,31385,968,3318,3494,5132,4313,4955,2324,790,1079,3084,1928,1767,122,290,285,336,239,332,96,0,6,27,34,3688,40,295,222,780,736,719,196,40,74,392,194
"Union County, South Carolina","45087",27928,1525,4538,2165,2938,3335,4047,2074,1054,1047,2987,2218,23511,1517,4125,1949,2444,2486,3220,1806,857,820,2528,1759,4235,8,410,216,494,765,808,268,195,227,439,405,52,0,0,0,0,8,4,0,0,0,4,36,130,0,3,0,0,76,15,0,2,0,16,18
"Williamsburg County, South Carolina","45089",32816,1717,5413,2786,3913,3891,4312,2716,945,1297,3538,2288,27405,1642,4978,2296,2980,2633,3442,2267,827,1081,3132,2127,4549,53,403,414,678,1021,755,419,118,216,319,153,318,22,6,63,50,108,61,0,0,0,8,0,544,0,26,13,205,129,54,30,0,0,79,8
"York County, South Carolina","45091",245606,15613,45125,21773,30093,34397,36054,15956,6173,8405,20035,11982,98168,7976,19240,10562,12141,11015,12186,5772,2235,3780,7915,5346,133068,7362,24834,10088,15135,20107,21054,9562,3328,4240,11245,6113,2603,54,248,260,550,417,548,96,98,73,206,53,11767,221,803,863,2267,2858,2266,526,512,312,669,470
