"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Hampton County, South Carolina","45049",13974,2808,5893,3728,1020,525,10665,2246,4734,2620,709,356,2816,409,1065,929,261,152,137,18,29,39,34,17,356,135,65,140,16,0
"Horry County, South Carolina","45051",217748,24955,69261,74302,33014,16216,61942,9739,20943,19804,7758,3698,136468,9735,43070,49726,22552,11385,2675,249,712,1150,443,121,16663,5232,4536,3622,2261,1012
"Jasper County, South Carolina","45053",18945,4088,6829,5276,1773,979,8508,1912,3400,2235,564,397,8259,911,2981,2768,1029,570,86,9,6,56,15,0,2092,1256,442,217,165,12
"Kershaw County, South Carolina","45055",43219,6083,15537,12694,5690,3215,26209,4240,10444,7190,2730,1605,15579,1509,4614,5133,2814,1509,406,9,144,175,55,23,1025,325,335,196,91,78
"Lancaster County, South Carolina","45057",58697,9256,19570,16198,9142,4531,30493,6458,12138,7724,2740,1433,25204,2127,6529,7827,5882,2839,420,18,30,185,143,44,2580,653,873,462,377,215
"Laurens County, South Carolina","45059",45030,9259,15632,13766,4056,2317,31311,6675,11513,9297,2504,1322,11904,1937,3603,4135,1344,885,467,8,184,122,93,60,1348,639,332,212,115,50
"Lee County, South Carolina","45061",12444,2790,5273,3077,925,379,10030,2411,4288,2322,733,276,2269,354,898,740,174,103,53,22,9,15,7,0,92,3,78,0,11,0
"Lexington County, South Carolina","45063",189215,20467,54218,58023,36081,20426,99861,11932,31867,29570,17748,8744,75346,4368,19276,25040,16468,10194,2619,209,632,1154,373,251,11389,3958,2443,2259,1492,1237
"McCormick County, South Carolina","45065",7984,1531,2436,2528,977,512,4105,1167,1377,1296,214,51,3661,347,1014,1120,729,451,69,0,10,40,19,0,149,17,35,72,15,10
"Marion County, South Carolina","45067",21716,4366,7968,5848,2357,1177,17256,3423,6484,4680,1797,872,3745,740,1299,1007,444,255,61,0,0,61,0,0,654,203,185,100,116,50
"Marlboro County, South Carolina","45069",19675,5019,8012,4985,1074,585,13800,3535,5757,3305,797,406,5082,1145,2034,1527,219,157,171,37,45,56,33,0,622,302,176,97,25,22
"Newberry County, South Carolina","45071",25619,5623,9108,6711,2636,1541,18984,4203,6837,5040,1900,1004,5117,534,1783,1557,725,518,82,0,42,31,9,0,1436,886,446,83,2,19
"Oconee County, South Carolina","45073",53965,8797,16963,15515,7486,5204,28220,5503,10689,7926,2608,1494,22776,2394,5617,6928,4459,3378,670,3,82,311,200,74,2299,897,575,350,219,258
"Orangeburg County, South Carolina","45075",59363,9348,20182,17964,7031,4838,45448,7780,16225,13147,5008,3288,12008,1104,3525,4512,1731,1136,224,9,41,76,43,55,1683,455,391,229,249,359
"Pickens County, South Carolina","45077",75105,11850,23600,21931,10488,7236,42763,8074,15458,12351,4489,2391,27854,3022,7290,8434,5378,3730,844,106,88,412,114,124,3644,648,764,734,507,991
"Richland County, South Carolina","45079",248613,23344,55804,76211,56096,37158,129441,14751,34445,38939,26189,15117,96663,4874,17421,32070,25093,17205,5647,339,1051,2010,1396,851,16862,3380,2887,3192,3418,3985
"Saluda County, South Carolina","45081",13889,3043,5115,3425,1514,792,9837,1755,4045,2538,1106,393,2503,301,810,700,344,348,126,25,12,75,14,0,1423,962,248,112,50,51
"Spartanburg County, South Carolina","45083",196173,32080,58498,60812,28866,15917,113545,20855,36509,35044,13795,7342,64966,5957,17006,21923,12725,7355,1854,286,386,576,348,258,15808,4982,4597,3269,1998,962
"Sumter County, South Carolina","45085",69468,11996,20559,23690,8388,4835,41662,8945,13570,12646,4285,2216,23605,1840,5920,9959,3542,2344,1070,159,187,483,169,72,3131,1052,882,602,392,203
"Union County, South Carolina","45087",19700,3989,7722,5549,1593,847,15920,3275,6506,4429,1098,612,3601,685,1197,1043,459,217,52,0,12,4,36,0,127,29,7,73,0,18
"Williamsburg County, South Carolina","45089",22900,4747,9261,6036,1924,932,18489,4020,7698,4673,1383,715,3679,547,1392,1231,305,204,227,57,67,89,14,0,505,123,104,43,222,13
"York County, South Carolina","45091",163095,18799,44713,51461,32307,15815,60390,9698,18963,18571,8613,4545,90784,6634,23100,30200,21103,9747,2041,184,442,672,564,179,9880,2283,2208,2018,2027,1344
