"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"North Dakota","38",467815,39783,128539,172555,93470,33468,298819,26817,87236,110717,54119,19930,151034,9220,36754,57715,36167,11178,3735,755,705,1509,607,159,14227,2991,3844,2614,2577,2201
"Ohio","39",7805254,856589,2668826,2239273,1279678,760888,5517071,552663,2030488,1651292,856209,426419,1829470,211773,533656,497513,336750,249778,65462,12356,17381,19393,9274,7058,393251,79797,87301,71075,77445,77633
"Oklahoma","40",2506437,332635,809792,767549,402956,193505,1359264,156227,472820,419233,216548,94436,948572,103601,287464,312046,162356,83105,24818,1562,6765,9401,5097,1993,173783,71245,42743,26869,18955,13971
"Oregon","41",2704043,277306,655870,939747,521031,310089,936531,71685,266466,364890,162953,70537,1410376,94326,313846,499082,303420,199702,30093,1960,7826,9534,6934,3839,327043,109335,67732,66241,47724,36011
"Pennsylvania","42",8809510,951728,3209801,2120807,1540228,986946,6209524,619876,2525802,1521092,995769,546985,1779142,139613,479248,454141,398922,307218,156036,50435,44882,32829,16094,11796,664808,141804,159869,112745,129443,120947
"Rhode Island","44",719956,101743,191854,193244,142598,90517,378286,42319,117699,112052,72249,33967,208930,14710,41480,55257,53574,43909,17192,4708,4601,3927,2019,1937,115548,40006,28074,22008,14756,10704
"South Carolina","45",3198816,460092,939047,965135,529944,304598,1645718,294160,556244,473537,209292,112485,1320355,102287,328701,438899,281535,168933,40074,4028,8613,14234,10116,3083,192669,59617,45489,38465,29001,20097
"South Dakota","46",550959,46395,172701,185557,104240,42066,327627,28599,111867,108699,58094,20368,203194,13220,55422,72514,42950,19088,3093,292,879,1166,352,404,17045,4284,4533,3178,2844,2206
"Tennessee","47",4370035,630551,1437758,1219353,681475,400898,2372192,384998,894015,633332,303072,156775,1715019,164176,481557,529387,330218,209681,35983,2917,9813,11494,8368,3391,246841,78460,52373,45140,39817,31051
"Texas","48",16673656,3017797,4207669,4856039,3044921,1547230,8233284,1115827,2411836,2717542,1411775,576304,4492934,314370,981169,1497048,1093198,607149,246381,27535,51758,78236,60109,28743,3701057,1560065,762906,563213,479839,335034
"Utah","49",1670449,141282,382199,623473,348502,174993,869126,50554,220164,354732,172355,71321,590289,30693,112478,222070,141653,83395,18701,1191,4290,5708,4973,2539,192333,58844,45267,40963,29521,17738
"Vermont","50",436174,37271,133439,109647,93427,62390,197613,22354,80627,53534,30543,10555,213484,11395,47525,50403,57365,46796,3618,109,656,1197,893,763,21459,3413,4631,4513,4626,4276
"Virginia","51",5561224,646424,1380486,1523979,1172309,838026,2253318,350542,754298,646271,334636,167571,2397635,135182,448817,675038,624244,514354,99506,6000,16521,28815,29053,19117,810765,154700,160850,173855,184376,136984
"Washington","53",4706104,463597,1095589,1606450,984473,555995,1714139,123582,466142,651216,331906,141293,2111548,128108,448866,750860,484108,299606,84125,6316,18811,28277,20997,9724,796292,205591,161770,176097,147462,105372
"West Virginia","54",1294025,199570,520535,328965,146732,98223,895504,150707,380264,219468,89408,55657,372099,45225,134138,103792,53241,35703,7502,764,2421,2125,792,1400,18920,2874,3712,3580,3291,5463
"Wisconsin","55",3879291,352563,1243158,1208939,711851,362780,2623960,198773,927127,847561,459636,190863,1000699,82955,252781,311524,216163,137276,32513,5431,8717,10907,4602,2856,222119,65404,54533,38947,31450,31785
"Wyoming","56",383914,24837,109099,147975,68225,33778,127163,7871,40829,51683,17967,8813,239326,14204,63223,91506,47222,23171,2589,119,733,935,643,159,14836,2643,4314,3851,2393,1635
