"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"North Dakota","38",723393,47475,113218,94885,101662,81307,90992,51194,18457,21653,51315,51235,471058,39950,83857,48432,55942,47853,55929,34009,12179,13874,37001,42032,224721,7310,26257,40120,39864,28100,32559,15828,6189,6659,13364,8471,6507,193,1275,1304,897,1623,686,364,0,14,29,122,21107,22,1829,5029,4959,3731,1818,993,89,1106,921,610
"Ohio","39",11570808,691663,1957123,1116768,1446230,1416469,1634139,840943,307954,407556,968036,783927,8727831,640516,1707664,862580,1078505,1033038,1183750,614197,217679,280353,629739,479810,2275351,43799,204702,197380,262370,274900,356609,191590,79075,108362,289218,267346,90289,2954,11001,10872,15594,14538,16233,6494,1627,2620,4564,3792,477337,4394,33756,45936,89761,93993,77547,28662,9573,16221,44515,32979
"Oklahoma","40",3850568,262687,685145,396299,522612,472596,493982,256019,89296,124005,313654,234273,2350908,232129,520717,238798,297832,243031,244358,132337,48002,65510,180776,147418,1245520,27504,143298,126146,165624,173559,210831,107686,37451,52740,120813,79868,35708,797,5169,4924,6409,6073,6464,3734,526,634,687,291,218432,2257,15961,26431,52747,49933,32329,12262,3317,5121,11378,6696
"Oregon","41",3930065,228403,631125,366494,534850,514966,512733,274340,111468,151090,351758,252838,1816648,197378,478406,204333,234155,174947,173942,96798,39486,48481,101026,67696,1680113,27432,121349,120956,215151,241158,265568,149016,64028,89485,222956,163014,42098,1457,6319,4229,6090,7118,6867,3703,952,1284,1968,2111,391206,2136,25051,36976,79454,91743,66356,24823,7002,11840,25808,20017
"Pennsylvania","42",12773801,714568,2001685,1248038,1600329,1536491,1840649,932831,346337,462901,1109434,980538,9384706,645297,1643320,886565,1077079,1018540,1286803,671854,253756,334453,813113,753926,2383544,58564,276792,269046,335547,326281,386008,190518,69750,91592,218890,160556,209392,4174,28032,21150,33016,33059,32919,17184,4569,8066,15919,11304,796159,6533,53541,71277,154687,158611,134919,53275,18262,28790,61512,54752
"Rhode Island","44",1051511,54201,158646,118708,134876,126983,155074,75212,27165,37782,86172,76692,607379,46254,119326,63513,67528,61948,83855,38886,15370,20866,46153,43680,284065,5998,28487,40650,37055,36991,41508,24590,7801,12389,27912,20684,24095,1142,3579,2182,5609,3853,4182,1242,339,55,1214,698,135972,807,7254,12363,24684,24191,25529,10494,3655,4472,10893,11630
"South Carolina","45",4774839,293643,785677,496703,607844,594855,651143,322072,123655,174140,439093,286014,2759460,251721,570590,291431,309703,298923,323025,171313,62962,93130,222659,164003,1732227,38513,195204,178155,232424,239844,275962,134857,53339,73999,199012,110918,51874,1555,4146,6099,10061,9125,11179,3706,1778,817,2162,1246,231278,1854,15737,21018,55656,46963,40977,12196,5576,6194,15260,9847
"South Dakota","46",844877,58617,149864,85437,110717,96760,109277,56513,23715,29474,64666,59837,543073,51228,114751,49467,62277,52463,64895,36062,14428,19001,38333,40168,273323,6791,31303,32035,42075,39360,40312,18874,9024,10045,25122,18382,4022,135,485,309,1305,376,757,249,75,98,93,140,24459,463,3325,3626,5060,4561,3313,1328,188,330,1118,1147
"Tennessee","47",6495978,397208,1094873,633862,842934,846939,895569,438358,161100,234945,561481,388709,3970068,354670,846824,396382,451566,443188,475222,235106,88141,130693,313821,234455,2167063,38364,216375,197305,300415,324895,368394,180999,67009,96685,234012,142610,54046,1335,7932,8796,9163,9680,9840,4086,348,906,1337,623,304801,2839,23742,31379,81790,69176,42113,18167,5602,6661,12311,11021
"Texas","48",26448193,1926498,5114420,2733619,3804859,3590709,3440186,1572076,563243,736056,1744740,1221787,15925558,1766227,4104556,1821491,2098304,1631511,1541062,766222,290162,367737,878806,659480,5791474,119079,678393,501068,779085,872216,986652,478280,165610,234235,578635,398221,361890,13546,57095,44868,60158,63038,57952,28490,5522,7102,16324,7795,4369271,27646,274376,366192,867312,1023944,854520,299084,101949,126982,270975,156291
"Utah","49",2900872,253409,643422,333592,439707,373367,304801,145806,53556,70532,163236,119444,1819812,231040,514169,205477,253338,192520,146478,73516,26876,36332,79818,60248,814565,19648,105451,99177,126484,119718,116698,57908,21530,28665,69721,49565,29541,1345,4701,4794,4925,5355,3860,1389,654,737,1256,525,236954,1376,19101,24144,54960,55774,37765,12993,4496,4798,12441,9106
"Vermont","50",626630,30306,93824,66326,70428,72690,95060,49186,19652,26500,59880,42778,316524,23425,65267,30219,36865,33674,42070,19407,6982,12788,24636,21191,277710,6511,25319,32396,29624,34226,48156,27484,11818,12440,30806,18930,5384,47,704,1015,613,1046,883,317,270,167,221,101,27012,323,2534,2696,3326,3744,3951,1978,582,1105,4217,2556
"Virginia","51",8260405,509604,1354727,834850,1152347,1098291,1183017,553266,191350,278144,651180,453629,4116496,431273,974636,457269,467799,405439,461138,228415,80272,120702,280547,209006,3052821,67496,305659,282031,457935,444096,524518,249343,89702,125743,302794,203504,142125,4493,20649,17477,29491,24596,25074,8660,2430,2624,3954,2677,948963,6342,53783,78073,197122,224160,172287,66848,18946,29075,63885,38442
"Washington","53",6971406,442110,1154074,669118,992349,919683,946219,473942,182588,240557,556824,393942,3305257,383497,833028,374593,415783,320647,335066,173092,70746,88242,188474,122089,2606382,48347,246980,199507,354604,370779,426804,233203,89210,121138,299327,216483,116103,3602,16336,12040,21603,22031,19843,8121,2404,2807,3735,3581,943664,6664,57730,82978,200359,206226,164506,59526,20228,28370,65288,51789
"West Virginia","54",1854304,102836,279421,178022,213278,233256,254645,143200,54024,75609,183271,136742,1297710,84702,207957,109547,142638,150520,162706,100717,40425,55239,136660,106599,520531,17607,67974,62851,64548,77587,85771,40041,12747,19458,44279,27668,9742,123,626,1491,1881,1141,2397,924,394,55,185,525,26321,404,2864,4133,4211,4008,3771,1518,458,857,2147,1950
"Wisconsin","55",5742713,341440,964482,557500,733172,696351,832482,415084,153244,200351,462197,386410,4123562,309985,793494,396123,491075,450864,561331,283290,106395,140242,312738,278025,1300139,27907,141223,130310,173520,176630,222839,112219,40803,51636,130629,92423,44325,940,5903,4969,7550,7959,7351,3114,1200,1789,2182,1368,274687,2608,23862,26098,61027,60898,40961,16461,4846,6684,16648,14594
"Wyoming","56",582658,38379,101396,58969,81598,70178,74575,41789,15777,22443,46578,30976,244167,29764,62548,24692,32012,25191,20805,11846,6150,6406,14521,10232,316796,8535,36761,32174,44299,40159,50452,28816,9539,15685,30252,20124,3666,0,684,393,608,780,813,388,0,0,0,0,18029,80,1403,1710,4679,4048,2505,739,88,352,1805,620
