"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Alabama","01",4833722,292354,817537,498384,612773,608333,660842,330028,117735,174198,419711,301827,3382119,259801,657949,348154,397940,380409,416899,218185,77612,122774,289456,212940,1248992,31242,143820,124892,166352,186420,210220,101904,36565,46989,118729,81859,40385,522,4505,5404,7759,6640,7530,3720,734,1130,1653,788,162226,789,11263,19934,40722,34864,26193,6219,2824,3305,9873,6240
"Alaska","02",735132,54705,133661,84107,114008,89946,101153,52598,17414,21956,43156,22428,315466,45831,93847,47122,46691,27774,23796,11920,3336,3275,7461,4413,353162,7587,33416,30389,54802,51360,64583,35307,12233,16505,31217,15763,15744,1198,3251,2189,3448,1662,2286,1085,144,315,147,19,50760,89,3147,4407,9067,9150,10488,4286,1701,1861,4331,2233
"Arizona","04",6626624,430081,1185881,665925,880940,832886,834747,400718,152117,224605,589406,429318,2562680,377951,865370,351167,327968,217291,185526,75843,26267,31569,64249,39479,3086904,44753,257445,238211,370756,395557,470950,258228,102819,159933,450065,338187,80730,2978,11788,8502,13127,12934,13796,5653,2356,2050,5084,2462,896310,4399,51278,68045,169089,207104,164475,60994,20675,31053,70008,49190
"Arkansas","05",2959373,190202,521420,287248,383853,367589,388763,191520,74308,100928,260847,192695,1839799,161963,397947,180073,220166,204173,206495,102135,42549,60053,147647,116598,964923,25163,112050,90772,121614,128177,160247,81577,27717,38025,106892,72689,20763,1646,2325,3121,3977,3486,2747,1623,466,410,926,36,133888,1430,9098,13282,38096,31753,19274,6185,3576,2440,5382,3372
"California","06",38332521,2500565,6673619,4011105,5582572,5159912,5207404,2386587,865413,1151236,2692906,2101202,20985224,2340282,5784680,2983307,3017580,2019729,1995874,882096,301109,391002,782852,486713,6557783,93328,384070,352600,768660,766625,1038363,626776,254112,352350,983600,937299,478314,23150,75641,51689,70245,76455,75457,37034,12712,14222,24479,17230,10311200,43805,429228,623509,1726087,2297103,2097710,840681,297480,393662,901975,659960
"Colorado","08",5268367,333573,907752,512807,776660,720347,715100,348854,131255,177076,382712,262231,2283893,290384,666747,261458,295910,218666,206624,96032,33396,46625,96651,71400,2409961,37747,191563,201592,368180,366465,406278,215344,86292,114759,253765,167976,73879,2716,10619,6794,13233,12565,14847,5529,2137,2050,2209,1180,500634,2726,38823,42963,99337,122651,87351,31949,9430,13642,30087,21675
"Connecticut","09",3596080,190746,594596,345423,439149,448157,556065,260273,92342,124823,293384,251122,1980201,163857,446297,211008,223963,200923,260127,124427,43803,58960,131551,115285,991229,22195,106046,87041,104432,124042,180093,89545,31505,43051,109347,93932,125007,1656,15692,11966,17076,20263,22571,9482,3026,5403,9967,7905,499643,3038,26561,35408,93678,102929,93274,36819,14008,17409,42519,34000
"Delaware","10",925749,56235,147453,92331,119039,111785,130801,61435,23957,35768,86005,60940,432951,47354,106992,49091,49079,45872,52110,21305,9124,11431,22998,17595,400552,8255,36155,34303,47327,46188,64570,34092,13165,21424,55533,39540,15478,259,1576,1671,2682,2999,2696,780,449,1214,897,255,76768,367,2730,7266,19951,16726,11425,5258,1219,1699,6577,3550
"District of Columbia","11",646449,41061,70471,81903,144746,89855,76302,36080,13713,18357,41083,32878,237019,32732,51207,26990,31255,23802,27992,14931,5265,5910,11315,5620,304647,7019,12714,44127,86742,43604,32042,15294,6606,9897,24120,22482,11964,306,1984,1163,3390,1671,2826,300,0,0,275,49,92819,1004,4566,9623,23359,20778,13442,5555,1842,2550,5373,4727
"Florida","12",19552860,1074049,2954681,1797134,2435386,2409505,2726761,1326202,484489,700370,1984921,1659362,7075887,952516,2130319,1002629,941502,651067,585537,257563,74194,106574,222869,151117,8009485,90616,559422,490731,820499,929925,1292850,712826,287713,419516,1286894,1118493,669426,14916,82602,62129,101650,112384,108684,47760,16967,19704,60365,42265,3798062,16001,182338,241645,571735,716129,739690,308053,105615,154576,414793,347487
"Georgia","13",9992167,657016,1833365,1029614,1347160,1391341,1384531,626711,220340,311316,726904,463869,5510387,584003,1360098,591311,657405,577278,593420,291494,101737,149787,357071,246783,3381024,62983,386827,336612,458972,547302,594491,264422,97345,133084,316815,182171,129777,3357,19554,17196,25200,22803,22778,9177,1579,2888,2845,2400,970979,6673,66886,84495,205583,243958,173842,61618,19679,25557,50173,32515
"Hawaii","15",1404054,90706,216520,136925,204167,177174,180050,93804,38001,46599,120992,99116,761114,76636,157329,73096,93175,79176,81988,40502,18021,22429,57747,61015,356936,11466,38331,45022,69025,47703,47358,27026,10114,13531,32699,14661,39540,1268,7445,4177,7167,5919,5908,2626,1157,1047,1517,1309,246464,1336,13415,14630,34800,44376,44796,23650,8709,9592,29029,22131
"Idaho","16",1612136,111239,315615,158393,207643,195107,204069,102322,41273,53371,131115,91989,758529,95170,215191,76977,95350,72478,67427,34282,14178,17362,38275,31839,743471,15094,89875,69479,90346,100620,116170,61501,25068,33080,86485,55753,14611,230,1313,2510,2209,2896,3900,817,84,123,389,140,95525,745,9236,9427,19738,19113,16572,5722,1943,2806,5966,4257
"Illinois","17",12882135,797089,2225066,1266315,1779710,1689992,1793296,860282,313884,416413,962413,777675,8650783,728722,1886485,931389,1086691,952554,1082873,533055,186726,245640,555505,461143,2292823,52057,229052,194728,332917,300432,361072,187679,74079,101402,251694,207711,131061,4415,18021,14015,16134,19951,19801,11632,4185,4475,11236,7196,1807468,11895,91508,126183,343968,417055,329550,127916,48894,64896,143978,101625
"Indiana","18",6570902,424064,1163478,670468,840482,826166,902635,448355,159178,220243,516472,399361,4503883,380380,954606,449648,542570,516467,582824,285275,103639,142471,309447,236556,1708502,38788,177924,175568,219009,233745,266110,142021,48880,69868,189269,147320,44016,1317,5865,6055,6259,7318,7281,4957,1174,946,1858,986,314501,3579,25083,39197,72644,68636,46420,16102,5485,6958,15898,14499
"Iowa","19",3090416,193077,530389,318680,389750,363546,413491,211617,83217,107024,248503,231122,2200639,170124,418829,200079,248648,233276,287535,148206,59354,77932,181320,175336,725043,20937,95388,93726,103601,93787,102086,55577,21374,26206,61368,50993,15612,386,1907,2700,3714,2369,2070,770,413,651,215,417,149122,1630,14265,22175,33787,34114,21800,7064,2076,2235,5600,4376
"Kansas","20",2893957,199304,521238,300970,387558,347137,373474,192109,72705,93237,216907,189318,1702294,171039,382705,175074,206821,161845,186511,101276,39932,49409,117574,110108,971879,25623,118711,97513,135103,131807,152754,79523,28813,38831,88925,74276,21611,603,4091,2515,3230,3180,4178,1680,402,254,1031,447,198173,2039,15731,25868,42404,50305,30031,9630,3558,4743,9377,4487
"Kentucky","21",4395295,271837,742748,427057,564634,565930,615725,301860,112383,157063,370654,265404,3080465,239213,587456,288134,368876,355775,390658,200683,76031,110823,261282,201534,1135976,30192,134079,117713,154759,171036,198963,92179,33529,43118,101612,58796,29838,645,4250,4668,5012,5112,5812,2444,649,364,538,344,149016,1787,16963,16542,35987,34007,20292,6554,2174,2758,7222,4730
"Louisiana","22",4625470,304998,807676,477823,659092,565847,620965,315267,115967,150877,351389,255569,3604245,280008,696787,370956,496707,416642,462519,232680,84024,115732,259513,188677,808486,22538,97101,83166,112842,111215,121226,67777,26034,30198,78530,57859,30180,780,4102,5425,5535,4491,5497,1915,652,282,827,674,182559,1672,9686,18276,44008,33499,31723,12895,5257,4665,12519,8359
"Maine","23",1328302,64177,196158,114005,150177,157792,205099,107438,40822,56650,133206,102778,846378,55802,153150,74992,97967,91522,116689,62279,22405,31826,75525,64221,423303,7136,37683,33498,44733,57644,78526,41326,16613,21974,52250,31920,13934,911,1302,1350,1870,2053,2388,1597,343,597,773,750,44687,328,4023,4165,5607,6573,7496,2236,1461,2253,4658,5887
"Maryland","24",5928814,366712,977745,565656,815577,768746,889419,404871,148227,197993,455135,338733,2824128,301292,682938,324509,341232,264384,334290,156211,59061,69284,164285,126642,2176750,57695,227259,168509,292780,306177,378714,180159,69076,98639,228337,169405,85686,2164,13886,9134,17853,11913,16431,6987,2199,995,2131,1993,842250,5561,53662,63504,163712,186272,159984,61514,17891,29075,60382,40693
"Massachusetts","25",6692824,363925,1029030,695074,909352,844416,995512,473361,163689,228368,538523,451574,4154900,332096,832406,433970,467789,422437,561489,276029,92440,132727,318462,285055,1320265,22958,118150,156150,212223,181281,212913,107698,40533,55461,125803,87095,171504,2785,21602,20344,28305,27512,30475,11753,4137,6209,10708,7674,1046155,6086,56872,84610,201035,213186,190635,77881,26579,33971,83550,71750
"Michigan","26",9895622,570303,1673436,1006588,1180523,1209103,1419883,730583,259974,358446,835625,651158,7612435,529856,1473315,809499,906367,894777,1035392,552090,188773,252025,555819,414522,1593732,30903,139225,135996,163603,178830,266818,133732,55840,82904,219577,186304,72669,3485,13113,8801,9520,10562,11606,5391,1008,1554,3329,4300,616786,6059,47783,52292,101033,124934,106067,39370,14353,21963,56900,46032
"Minnesota","27",5420380,346348,936246,508453,739072,669262,770612,377879,135626,182164,412205,342513,3690625,311358,759156,337241,456479,387365,481694,243534,88229,119945,271404,234220,1287564,28948,133893,121082,180286,180508,223752,110735,40391,53664,120582,93723,38677,1281,7639,6038,4669,7617,5703,2856,472,431,1253,718,403514,4761,35558,44092,97638,93772,59463,20754,6534,8124,18966,13852
"Mississippi","28",2991207,197882,539258,323013,375578,381092,389310,197676,69778,103255,240503,173862,2143734,173352,430297,230853,255836,255524,250110,131897,48502,74012,166448,126903,764925,23525,101236,83862,101258,109448,123917,60543,20275,27028,69542,44291,19649,566,2912,2577,3964,1786,4334,1565,173,316,547,909,62899,439,4813,5721,14520,14334,10949,3671,828,1899,3966,1759
"Missouri","29",6044171,374233,1024842,597813,796534,723852,839236,413029,157656,208618,507803,400555,4003541,331980,821398,402179,497563,435135,500824,249264,97289,126006,296406,245497,1769328,38102,177646,165399,242521,234570,295480,147294,54822,75815,194457,143222,38041,1440,5547,4843,6382,6980,6653,2272,747,684,1847,646,233261,2711,20251,25392,50068,47167,36279,14199,4798,6113,15093,11190
"Montana","30",1015165,61143,162953,101900,126517,114827,134116,79636,30051,38942,94636,70444,552986,53167,118423,56155,69710,53579,62939,36236,12216,18216,40818,31527,434048,7480,42221,42571,53570,55786,67087,40407,17217,19934,50693,37082,8666,414,902,744,1336,2470,619,1271,193,308,315,94,19465,82,1407,2430,1901,2992,3471,1722,425,484,2810,1741
"Nebraska","31",1868516,128830,334922,189556,250749,224561,245360,121186,47828,60896,138757,125871,1215255,112537,255913,117596,145527,124691,144617,74395,28448,37278,85978,88275,515146,14528,67722,54552,71181,68285,79873,40249,17211,21071,46687,33787,14933,935,1837,2173,2699,2881,2301,986,337,178,386,220,123182,830,9450,15235,31342,28704,18569,5556,1832,2369,5706,3589
"Nevada","32",2790136,177287,484360,255605,397867,379270,378190,177429,64569,94727,236888,143944,717595,146906,295352,94864,78671,38877,32563,10065,2868,5214,8427,3788,1497407,27293,159106,124430,211722,206625,233369,125207,48209,68487,180335,112624,45970,1478,4533,4674,9247,7146,7544,4659,1243,1528,2574,1344,529164,1610,25369,31637,98227,126622,104714,37498,12249,19498,45552,26188
"New Hampshire","33",1323459,65807,205368,127716,150082,162369,215908,103945,38450,50854,116885,86075,558531,52653,136407,61813,67048,55829,62967,28874,12182,15920,36201,28637,675597,12756,62651,57425,70340,89360,135561,68491,24160,32399,72518,49936,14156,56,1772,1379,1411,2445,4632,1218,105,282,657,199,75175,342,4538,7099,11283,14735,12748,5362,2003,2253,7509,7303
"New Jersey","34",8899339,531181,1490716,790737,1139704,1183903,1352589,620589,211589,293924,703060,581347,4680107,459676,1141332,520729,531400,486044,568417,257493,89949,118825,274016,232226,2073500,55404,225452,127295,224046,258265,372280,188123,64204,96921,242506,219004,219959,4417,22941,18772,28311,28011,39826,19771,6888,10597,25032,15393,1925773,11684,100991,123941,355947,411583,372066,155202,50548,67581,161506,114724
"New Mexico","35",2085287,138396,369688,215357,270201,249017,267999,139487,54495,73490,179869,127288,1084949,116169,271233,130067,138461,104829,119679,55882,19620,26603,59465,42941,764283,20937,80834,62286,92103,92120,108843,66347,29666,38646,100491,72010,24806,631,3486,1680,3625,3817,5357,1537,848,1108,2153,564,211249,659,14135,21324,36012,48251,34120,15721,4361,7133,17760,11773
"New York","36",19651127,1170425,3068837,1992555,2795995,2517362,2817419,1322977,481558,654156,1541599,1288244,12491364,1082938,2600041,1397861,1522629,1320785,1598427,766637,276102,365232,839829,720883,2307244,52465,215861,248821,447973,303139,311791,158338,66434,84107,227988,190327,469208,10296,49452,36195,56802,50891,68836,35333,15042,24414,67585,54362,4383311,24726,203483,309678,768591,842547,838365,362669,123980,180403,406197,322672
"North Carolina","37",9848060,607482,1676686,995782,1269513,1320217,1353614,649713,236698,333637,826057,578661,5655694,533056,1244701,562564,595757,591592,648584,350430,126673,186124,463735,352478,3334187,66894,363070,344948,470672,517356,565213,256464,94629,129290,323809,201842,108753,2444,15117,11545,22397,20634,18160,6461,1961,2865,4557,2612,749426,5088,53798,76725,180687,190635,121657,36358,13435,15358,33956,21729
