"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Illinois","17",10384284,1508334,8875950,1765644,836748,1454843,1101434,1189703,864824,377081,1285673,6464021,972824,5491197,1167753,512386,855592,676859,758484,550759,238979,730385,2070527,207551,1862976,323563,171076,269415,206549,241381,193845,87326,369821,113500,17093,96407,24386,10934,16258,12270,11444,7673,2767,10675,1736236,310866,1425370,249942,142352,313578,205756,178394,112547,48009,174792
"Indiana","18",5251594,684376,4567218,974477,500199,811661,639434,663297,405380,152181,420589,3379382,438739,2940643,633772,322043,511142,423087,445899,262619,100314,241767,1539295,172011,1367284,287017,151766,236519,177326,191797,124273,45683,152903,39126,6011,33115,7872,3027,5320,5396,4979,1998,1012,3511,293791,67615,226176,45816,23363,58680,33625,20622,16490,5172,22408
"Iowa","19",2491492,214202,2277290,445817,216091,382847,331486,371720,225757,84103,219469,1705378,130285,1575093,294853,148968,263972,232082,270471,162330,59491,142926,632846,55008,577838,126706,53839,95039,78254,84869,54026,21468,63637,13880,1698,12182,2405,1683,1536,2192,1459,868,787,1252,139388,27211,112177,21853,11601,22300,18958,14921,8533,2357,11654
"Kansas","20",2290928,249104,2041824,418889,202658,345056,284671,307890,188614,73021,221025,1230122,128565,1101557,232823,109411,184507,163761,170074,103198,36295,101488,855949,77863,778086,151711,75035,124694,96483,115938,75317,32057,106851,17865,2012,15853,3337,1677,2352,2533,3016,889,701,1348,186992,40664,146328,31018,16535,33503,21894,18862,9210,3968,11338
"Kentucky","21",3548465,452436,3096029,739085,369828,548833,403551,424612,258097,96846,255177,2376063,301232,2074831,511536,254404,372852,269743,291754,168823,62789,142930,1011789,123144,888645,198506,101022,148346,113195,118270,80104,30164,99038,26057,3743,22314,5154,2545,3240,3462,2853,2051,604,2405,134556,24317,110239,23889,11857,24395,17151,11735,7119,3289,10804
"Louisiana","22",3691400,587100,3104300,709661,366907,530203,377369,403328,275531,107842,333459,2781451,453835,2327616,554883,283271,401994,279275,299061,202758,78378,227996,709413,93001,616412,121190,65863,97040,77863,84027,57661,25276,87492,26248,4616,21632,5484,1348,3956,2134,2461,2429,440,3380,174288,35648,138640,28104,16425,27213,18097,17779,12683,3748,14591
"Maine","23",1117118,94469,1022649,218501,119778,186023,143705,144593,90958,30226,88865,672962,59435,613527,136345,75550,118999,89696,87454,51434,16318,37731,390808,27969,362839,70234,39988,58803,48189,51301,36168,12649,45507,12105,947,11158,1928,1047,1935,1597,2153,834,369,1295,41243,6118,35125,9994,3193,6286,4223,3685,2522,890,4332
"Maryland","24",4814206,600975,4213231,732007,318001,550292,489168,575887,476451,213495,857930,1987869,287071,1700798,376082,150861,234246,211638,242714,184630,76011,224616,1951149,183537,1767612,245126,107959,191848,177498,229165,217822,106700,491494,74049,9957,64092,12816,3613,6066,6517,7646,7341,2857,17236,801139,120410,680729,97983,55568,118132,93515,96362,66658,27927,124584
"Massachusetts","25",5549790,599420,4950370,949999,450262,689320,559893,642458,524059,242363,892016,3182603,330944,2851659,545466,264353,409654,329173,383968,318218,147653,453174,1211019,104585,1106434,194769,79715,126646,104232,131981,119967,63355,285769,154205,20466,133739,42153,18784,21068,13413,12887,9107,2999,13328,1001963,143425,858538,167611,87410,131952,113075,113622,76767,28356,139745
"Michigan","26",8059716,1024243,7035473,1586697,759798,1198259,912182,957181,609505,256802,755049,5960023,761904,5198119,1199058,558345,879582,680177,732026,461452,186390,501089,1460491,139093,1321398,268431,149353,228505,170592,169812,110108,50654,173943,60094,10273,49821,12582,4838,8862,5554,6232,3832,2314,5607,579108,112973,466135,106626,47262,81310,55859,49111,34113,17444,74410
"Minnesota","27",4350698,360553,3990145,755037,357114,596672,512810,617418,432548,172586,545960,2783356,216551,2566805,477724,234690,382537,340384,416278,289684,110877,314631,1162209,85147,1077062,196871,90702,151595,123654,155157,116346,51361,191376,31736,3495,28241,7261,2218,4287,2957,3472,2800,1058,4188,373397,55360,318037,73181,29504,58253,45815,42511,23718,9290,35765
"Mississippi","28",2375554,392841,1982713,511866,265677,351925,264917,262257,140794,53456,131821,1635114,275349,1359765,370569,193442,246387,181564,172036,87830,31691,76246,664162,100836,563326,129736,62439,94829,74305,82635,49441,19558,50383,17251,3264,13987,2408,1192,2947,1855,1786,979,961,1859,59027,13392,45635,9153,8604,7762,7193,5800,2544,1246,3333
"Missouri","29",4880485,568880,4311605,931221,485917,748127,606341,611825,373132,145034,410008,3029790,362504,2667286,591593,302329,466416,381102,385172,231364,86302,223008,1602542,161702,1440840,297191,162169,239785,193970,204013,128358,51801,163553,32084,3843,28241,5785,3001,5111,4205,3612,2194,890,3443,216069,40831,175238,36652,18418,36815,27064,19028,11216,6041,20004
"Montana","30",829189,73806,755383,167707,87202,136455,101553,104495,68565,23381,66025,406190,37893,368297,83178,42348,67112,50385,51710,32980,11999,28585,396891,32731,364160,78399,42824,65069,48187,50546,33432,10839,34864,7760,649,7111,2029,447,1269,599,606,866,234,1061,18348,2533,15815,4101,1583,3005,2382,1633,1287,309,1515
"Nebraska","31",1478919,128846,1350073,267133,135830,233346,192318,211149,131028,46432,132837,899110,66323,832787,165441,88064,140321,116198,133176,83345,28833,77409,450150,35938,414212,82192,38830,64753,55962,65738,42113,15599,49025,12638,1272,11366,2450,1120,1558,1449,2316,888,496,1089,117021,25313,91708,17050,7816,26714,18709,9919,4682,1504,5314
"Nevada","32",2239583,344789,1894794,350187,195156,351519,279069,268586,168483,74906,206888,328828,83727,245101,70131,25057,38776,32768,29070,20814,7738,20747,1356680,159062,1197618,203065,121756,213802,158877,174984,118256,54228,152650,41319,6018,35301,6443,3907,5415,4710,6065,3881,1836,3044,512756,95982,416774,70548,44436,93526,82714,58467,25532,11104,30447
"New Hampshire","33",1103721,97167,1006554,188263,93055,148903,122810,155280,108127,41232,148884,401454,41377,360077,78237,38439,59920,47116,57833,35447,11195,31890,617719,44219,573500,95426,47886,77066,66955,87945,66475,26949,104798,12551,837,11714,2027,985,1423,1582,2083,1236,518,1860,71997,10734,61263,12573,5745,10494,7157,7419,4969,2570,10336
"New Jersey","34",7232903,1031290,6201613,1110907,552045,903341,685966,759380,661255,292454,1236265,3332165,508672,2823493,573455,242869,382269,312585,357022,323148,134701,497444,1848676,183745,1664931,235618,136150,217298,169601,203293,184357,84927,433687,199417,27784,171633,44809,21132,28311,19712,19912,13507,6023,18227,1852645,311089,1541556,257025,151894,275463,184068,179153,140243,66803,286907
"New Mexico","35",1660531,269142,1391389,326130,169007,242248,162194,185124,113847,51562,141277,754830,147013,607817,165611,77076,105548,71960,79094,47532,19640,41356,682568,76351,606217,112541,66344,99900,70969,86610,57011,26294,86548,21359,2952,18407,4513,1054,2956,1786,2373,1801,847,3077,201774,42826,158948,43465,24533,33844,17479,17047,7503,4781,10296
"New York","36",16147773,2422000,13725773,2785473,1321484,2101397,1611661,1784487,1310324,566128,2244819,9404869,1406292,7998577,1625084,723396,1170943,935252,1076548,813927,354944,1298483,2093038,215729,1877309,330837,152979,249376,206188,230456,182770,82942,441761,422692,56511,366181,117459,47764,50057,40002,43165,25261,9435,33038,4227174,743468,3483706,712093,397345,631021,430219,434318,288366,118807,471537
"North Carolina","37",7938624,1092477,6846147,1473885,785113,1237026,926867,954629,574806,204060,689761,4129636,593002,3536634,858308,454115,656087,489243,490224,269538,85912,233207,3003967,346143,2657824,491227,253181,414773,350394,396179,264535,100647,386888,94977,13334,81643,15870,7007,14154,10116,11943,8241,4747,9565,710044,139998,570046,108480,70810,152012,77114,56283,32492,12754,60101
"North Dakota","38",587479,43675,543804,102994,50010,80090,77919,90489,54991,20113,67198,366760,24897,341863,60759,31380,49761,50857,57066,37030,12884,42126,196051,15251,180800,35955,16516,26530,23635,31313,16938,6983,22930,5047,465,4582,710,291,477,1272,482,428,118,804,19621,3062,16559,5570,1823,3322,2155,1628,595,128,1338
"Ohio","39",9386353,1091524,8294829,1794092,874772,1449617,1106116,1156641,755070,307404,851117,6774005,807443,5966562,1311708,622722,1039679,823110,857469,555094,217766,539014,2082770,189880,1892890,388668,205121,328018,230810,246278,170968,70959,252068,79604,11582,68022,16622,7013,11224,9085,9727,5702,2885,5764,449974,82619,367355,77094,39916,70696,43111,43167,23306,15794,54271
"Oklahoma","40",3053500,419707,2633793,565019,295332,485664,366809,374600,219539,78955,247875,1705798,240550,1465248,326442,162570,267840,205652,213826,119265,41775,127878,1111119,137131,973988,201220,108574,169510,130556,136522,88166,32735,106705,30786,3656,27130,5245,2869,4338,3448,4997,2591,859,2783,205797,38370,167427,32112,21319,43976,27153,19255,9517,3586,10509
"Oregon","41",3219159,388418,2830741,616011,305367,502622,364621,369989,249075,107962,315094,1246179,184111,1062068,263632,115147,172262,136911,140689,94381,38028,101018,1563733,140620,1423113,272186,151578,252824,181196,190651,133645,59347,181686,36406,4772,31634,7823,2842,5871,3270,3567,3300,1485,3476,372841,58915,313926,72370,35800,71665,43244,35082,17749,9102,28914
"Pennsylvania","42",10539705,1237723,9301982,1919894,963049,1553909,1220303,1301571,900032,354029,1089195,7479583,830243,6649340,1354838,695060,1138859,909376,964021,654999,249077,683110,2118634,242527,1876107,383019,177148,273745,217253,244608,191222,80211,308901,187552,30475,157077,48091,19989,26594,19132,17323,10076,5054,10818,753936,134478,619458,133946,70852,114711,74542,75619,43735,19687,86366
"Rhode Island","44",877192,96098,781094,160163,84113,115830,94297,108662,78700,34752,104577,468500,50911,417589,81315,47018,62464,51146,60616,44621,19531,50878,257695,23452,234243,48454,19702,29403,26598,30200,24551,11014,44321,21249,3383,17866,6773,2171,1628,1579,2117,719,949,1930,129748,18352,111396,23621,15222,22335,14974,15729,8809,3258,7448
"South Carolina","45",3872748,551834,3320914,738776,393598,618637,449609,450813,271704,104656,293121,2054176,321777,1732399,432401,228393,331028,240479,226002,128333,43248,102515,1551805,180493,1371312,266179,142504,231484,179544,200424,126649,55491,169037,47291,5721,41570,9234,3536,5204,6288,6294,4980,1611,4423,219476,43843,175633,30962,19165,50921,23298,18093,11742,4306,17146
"South Dakota","46",668811,48141,620670,129504,62731,108260,98442,100605,53416,17435,50277,401704,28866,372838,80152,37715,61688,55949,63427,33054,10952,29901,242380,15444,226936,44669,22462,42169,37737,34903,19460,6200,19336,3469,558,2911,276,484,712,433,458,435,39,74,21258,3273,17985,4407,2070,3691,4323,1817,467,244,966
"Tennessee","47",5255128,700238,4554890,1022798,548157,834637,608503,632147,371700,125948,411000,2950182,420253,2529929,620871,319031,467843,352600,343290,189353,61982,174959,1971217,214935,1756282,348916,195474,295894,219370,259496,165747,59087,212298,47745,7643,40102,7075,3742,7757,5967,6373,4814,967,3407,285984,57407,228577,45936,29910,63143,30566,22988,11786,3912,20336
"Texas","48",20547265,3414418,17132847,3600973,1810212,2942562,2122968,2268916,1537493,622500,2227223,10902663,1883553,9019110,2101960,968830,1487683,1119686,1241153,817545,312045,970208,5166068,589867,4576201,759435,390713,673940,531290,628619,487606,223263,881335,308587,47861,260726,52829,24491,35702,29476,39106,27284,10942,40896,4169947,893137,3276810,686749,426178,745237,442516,360038,205058,76250,334784
"Utah","49",2141536,304911,1836625,428405,177654,298694,226437,247951,169384,71132,216968,1179720,174287,1005433,254860,96211,153475,122480,137828,93227,41689,105663,714058,83603,630455,133897,59293,98379,73272,82853,63193,24992,94576,24668,4258,20410,5183,1505,3919,2138,1982,2153,290,3240,223090,42763,180327,34465,20645,42921,28547,25288,10811,4161,13489
"Vermont","50",525951,38668,487283,102174,51449,79204,67654,72001,47229,17712,49860,242944,18336,224608,47408,27344,37803,35146,34506,20973,6330,15098,253510,17605,235905,48336,21952,36024,29000,33668,24454,10876,31595,4949,399,4550,1138,360,719,797,521,428,52,535,24548,2328,22220,5292,1793,4658,2711,3306,1374,454,2632
"Virginia","51",6707967,852376,5855591,1092826,528517,897329,697854,799368,555984,245708,1038005,2915216,412918,2502298,582876,277339,429592,330810,348895,213425,81898,237463,2761152,274298,2486854,366501,183026,319045,252075,336833,264716,131238,633420,123330,16381,106949,17485,7991,13213,11726,15652,11655,4058,25169,908269,148779,759490,125964,60161,135479,103243,97988,66188,28514,141953
"Washington","53",5639983,715072,4924911,970768,438694,770377,600587,687703,494350,207135,755297,2261278,319573,1941705,430074,183630,289130,238477,281873,203565,82227,232729,2377734,232696,2145038,363633,178733,323372,251434,305538,228030,98390,395908,100617,14155,86462,16873,7347,9731,11485,12663,10120,4362,13881,900354,148648,751706,160188,68984,148144,99191,87629,52635,22156,112779
"West Virginia","54",1537629,206930,1330699,333408,156843,247559,170125,169973,106000,38678,108113,1051837,140364,911473,227386,107752,173391,123496,116027,71228,26316,65877,452863,59824,393039,100168,45587,68753,44654,51055,32615,11591,38616,9146,1590,7556,1304,960,1511,624,981,687,374,1115,23783,5152,18631,4550,2544,3904,1351,1910,1470,397,2505
"Wisconsin","55",4661823,436011,4225812,822814,436272,719382,597935,655170,427802,159611,406826,3199107,282116,2916991,562437,295143,490685,419981,476648,307553,115728,248816,1168470,107052,1061418,210454,112616,172330,138629,149994,105545,38925,132925,39490,4808,34682,8071,3414,7720,5438,4413,1765,848,3013,254756,42035,212721,41852,25099,48647,33887,24115,12939,4110,22072
"Wyoming","56",464301,40597,423704,81631,41317,63839,53786,61107,47845,19428,54751,164567,13373,151194,31595,17322,22243,19017,22999,15273,5419,17326,279982,24193,255789,46297,21579,38618,32750,36265,31375,13506,35399,3134,319,2815,110,280,561,465,398,356,59,586,16618,2712,13906,3629,2136,2417,1554,1445,841,444,1440
