"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Greenwood School District 51, South Carolina","4502370",4942,1339,1847,1277,443,36,3527,1105,1373,730,283,36,1307,212,423,521,151,0,28,0,11,17,0,0,80,22,40,9,9,0
"Greenwood School District 52, South Carolina","4502400",5178,923,1786,1424,792,253,3925,754,1385,1074,561,151,1193,134,401,325,231,102,25,0,0,25,0,0,35,35,0,0,0,0
"Hampton School District 1, South Carolina","4502430",8952,1855,3771,2318,678,330,6785,1513,2983,1626,400,263,2048,315,771,662,243,57,11,0,5,6,0,0,108,27,12,24,35,10
"Hampton School District 2, South Carolina","4502460",5095,1529,1987,1047,394,138,3240,1092,1343,590,183,32,1453,243,529,408,190,83,62,27,16,10,9,0,340,167,99,39,12,23
"Horry County School District, South Carolina","4502490",180994,23782,61896,55826,25707,13783,56632,10526,21254,15409,6352,3091,109650,9824,35690,36742,17739,9655,1579,132,408,609,319,111,13133,3300,4544,3066,1297,926
"Jasper County School District, South Carolina","4502520",14899,3742,5905,3851,997,404,8488,2049,3780,2078,390,191,4839,833,1747,1541,545,173,87,0,74,2,11,0,1485,860,304,230,51,40
"Kershaw County School District, South Carolina","4502550",40449,7035,14475,11470,4780,2689,25022,5226,9243,6767,2392,1394,13394,1382,4587,4274,2115,1036,567,26,248,152,72,69,1466,401,397,277,201,190
"Lancaster County School District, South Carolina","4502580",49463,11000,17645,13196,5003,2619,30988,8167,11903,7518,2209,1191,16168,2114,5142,5202,2481,1229,290,0,84,98,83,25,2017,719,516,378,230,174
"Laurens School District 55, South Carolina","4502610",25482,6519,8888,6865,2343,867,17576,4620,6505,4401,1522,528,6949,1299,2285,2296,777,292,142,46,0,48,34,14,815,554,98,120,10,33
"Laurens School District 56, South Carolina","4502640",13229,3750,4473,2484,1582,940,9955,3058,3452,1820,985,640,2753,589,804,599,534,227,54,0,13,8,16,17,467,103,204,57,47,56
"Lee County School District, South Carolina","4502670",13003,4201,5069,2622,704,407,10704,3646,4321,1991,446,300,2091,490,690,565,258,88,39,8,31,0,0,0,169,57,27,66,0,19
"Lexington School District 1, South Carolina","4502700",73206,7725,21556,23668,13446,6811,39098,4772,12833,12048,6677,2768,29355,1700,7636,10446,6111,3462,1198,98,237,476,285,102,3555,1155,850,698,373,479
"Lexington School District 2, South Carolina","4502730",41933,6346,13818,12105,6167,3497,24746,3803,8931,6933,3285,1794,13320,1156,3935,4488,2424,1317,535,9,107,189,144,86,3332,1378,845,495,314,300
"Lexington School District 3, South Carolina","4502760",9563,1754,4066,2474,862,407,7385,1469,3268,1823,550,275,1934,200,743,606,296,89,77,0,55,17,0,5,167,85,0,28,16,38
"Lexington School District 4, South Carolina","4502790",10804,2794,4236,2758,729,287,6559,1801,2506,1645,455,152,3572,791,1430,956,260,135,106,0,93,13,0,0,567,202,207,144,14,0
"Lexington School District 5, South Carolina","4502820",59990,2757,11985,19091,17201,8956,26374,1299,6117,7881,7798,3279,29840,1092,5206,10083,8541,4918,819,20,156,258,239,146,2957,346,506,869,623,613
"Marion School District 1, South Carolina","4502850",10299,1882,4443,2374,1160,440,7658,1466,3445,1666,772,309,2401,306,922,654,388,131,0,0,0,0,0,0,240,110,76,54,0,0
"Marion School District 2, South Carolina","4502880",7993,1958,3391,1770,552,322,6568,1647,2767,1463,482,209,1366,305,591,307,58,105,7,0,3,0,4,0,52,6,30,0,8,8
"Marlboro County School District, South Carolina","4502970",20084,6520,7930,3900,1231,503,14297,5030,5929,2441,610,287,5277,1309,1811,1393,581,183,83,40,20,9,14,0,427,141,170,57,26,33
"McCormick County School District, South Carolina","4503000",8029,1759,2598,2386,802,484,4606,1388,1647,1207,241,123,3229,332,899,1116,530,352,59,0,29,30,0,0,135,39,23,33,31,9
"Newberry County School District, South Carolina","4503030",25006,6218,7998,5970,3003,1817,18102,4781,5977,4366,1993,985,5365,739,1553,1343,938,792,172,7,56,78,15,16,1367,691,412,183,57,24
"Oconee County School District, South Carolina","4503060",51524,9686,16839,13966,6480,4553,28261,7241,10294,7008,2261,1457,21021,1835,6015,6403,3999,2769,293,20,86,117,15,55,1949,590,444,438,205,272
"Orangeburg School District 3, South Carolina","4503150",13971,4209,5635,2968,760,399,10876,3762,4143,2078,598,295,2890,403,1387,866,142,92,43,0,28,12,3,0,162,44,77,12,17,12
"Orangeburg School District 4, South Carolina","4503180",13441,2805,5626,3051,1218,741,10523,2314,4441,2293,890,585,2638,453,1063,666,302,154,26,0,12,14,0,0,254,38,110,78,26,2
"Orangeburg School District 5, South Carolina","4503210",31724,6477,10792,7689,3772,2994,24324,5431,8669,5666,2634,1924,6407,884,1921,1846,957,799,194,0,47,68,46,33,799,162,155,109,135,238
"Pickens County School District, South Carolina","4503330",71984,13366,22162,19505,9895,7056,41406,9675,14589,10691,4463,1988,26483,2983,6818,8178,4693,3811,380,8,116,111,134,11,3715,700,639,525,605,1246
"Richland School District 1, South Carolina","4503360",125055,19297,31391,32733,24660,16974,77818,14789,22108,20028,14202,6691,39468,3207,7827,11281,8894,8259,1834,96,428,548,458,304,5935,1205,1028,876,1106,1720
"Richland School District 2, South Carolina","4503390",75118,6118,15090,24429,17786,11695,31788,2948,7281,10558,7151,3850,34061,1514,5669,11648,8994,6236,2051,64,571,639,487,290,7218,1592,1569,1584,1154,1319
"Saluda County School District, South Carolina","4503460",9447,2424,3616,2261,858,288,6776,1354,2816,1892,572,142,1414,102,601,313,252,146,55,46,9,0,0,0,1202,922,190,56,34,0
"Spartanburg School District 1, South Carolina","4503480",20867,4058,7353,5952,2545,959,12038,2491,4782,3229,1066,470,7891,1053,2445,2520,1398,475,135,49,19,38,29,0,803,465,107,165,52,14
"Spartanburg School District 2, South Carolina","4503510",35843,6388,11982,10756,4657,2060,20824,3890,7545,6045,2376,968,11769,1444,3583,3975,1934,833,150,0,18,35,62,35,3100,1054,836,701,285,224
"Spartanburg School District 3, South Carolina","4503540",11820,3148,3924,3315,908,525,8400,2321,3024,2272,540,243,2922,528,794,996,360,244,38,0,13,13,0,12,460,299,93,34,8,26
"Spartanburg School District 4, South Carolina","4503570",12137,3302,4167,3079,866,723,8773,2609,3036,2157,560,411,2967,501,1030,826,298,312,41,0,9,32,0,0,356,192,92,64,8,0
"Spartanburg School District 5, South Carolina","4503600",26256,4482,8099,8315,3873,1487,15329,3048,5363,4548,1807,563,8940,878,2225,3362,1794,681,323,102,69,64,43,45,1664,454,442,341,229,198
"Spartanburg School District 6, South Carolina","4503630",36864,7044,11021,10740,5084,2975,21137,4245,6886,6181,2412,1413,11702,1071,3208,3842,2319,1262,300,115,50,71,33,31,3725,1613,877,646,320,269
"Spartanburg School District 7, South Carolina","4503660",34954,7057,9336,9328,5430,3803,22589,5389,6650,5550,3141,1859,10653,1145,2435,3244,2067,1762,192,0,0,133,59,0,1520,523,251,401,163,182
"Sumter School District 17, South Carolina","4503690",32703,5421,10321,9635,4785,2541,19456,4237,6808,5082,2327,1002,11238,1003,2802,3965,2164,1304,432,8,86,218,44,76,1577,173,625,370,250,159
"Sumter School District 2, South Carolina","4503720",34713,6883,12186,11246,2762,1636,21293,5339,8076,5592,1527,759,11410,1238,3537,4873,1002,760,627,27,153,329,76,42,1383,279,420,452,157,75
"Union County School District, South Carolina","4503750",20117,4908,7060,5552,1851,746,16551,4224,5947,4576,1257,547,3360,666,1031,919,547,197,69,0,10,21,38,0,137,18,72,36,9,2
"Williamsburg County School District, South Carolina","4503780",22930,4984,10481,4881,1412,1172,19294,4110,9129,3864,1305,886,3307,745,1260,923,99,280,58,8,17,33,0,0,271,121,75,61,8,6
"York School District 1, South Carolina","4503810",20123,4680,7371,5254,1927,891,9834,2707,3290,2417,1040,380,9250,1625,3764,2691,728,442,114,28,40,46,0,0,925,320,277,100,159,69
"York School District 2, South Carolina","4503840",21681,3210,6209,6491,4084,1687,5897,1548,1860,1523,696,270,14786,1586,4152,4708,3004,1336,363,12,110,56,159,26,635,64,87,204,225,55
"York School District 3, South Carolina","4503870",68542,9857,20629,21203,10738,6115,35175,6603,11738,10075,4380,2379,29448,2448,7911,10144,5713,3232,414,8,76,184,94,52,3505,798,904,800,551,452
"York School District 4, South Carolina","4503900",29762,2010,6062,9376,8925,3389,5442,907,1104,1587,1381,463,21635,660,4413,6999,7054,2509,509,0,35,181,219,74,2176,443,510,609,271,343
"School District Not Defined, South Carolina","4599997",19,0,10,9,0,0,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of South Carolina, South Carolina","4599999",4840,171,911,2520,808,430,593,68,116,168,132,109,3233,78,608,1892,428,227,284,8,62,175,39,0,730,17,125,285,209,94
