"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Dorchester School District 4, South Carolina","4500002",40.9,40.3,43.7,52.7,41.3
"Abbeville County School District, South Carolina","4500690",41.1,40,45.4,51,36.8
"Aiken County School District, South Carolina","4500720",39.6,39.2,40.2,36,36.3
"Allendale County School District, South Carolina","4500750",37.6,38.1,37.9,28.1,32.1
"Anderson School District 1, South Carolina","4500780",37.6,33.3,45.5,47,36.7
"Anderson School District 2, South Carolina","4500810",42.3,40.9,44.6,45.3,35.2
"Anderson School District 3, South Carolina","4500840",39.7,35.9,46.3,47.4,44.2
"Anderson School District 4, South Carolina","4500870",42.4,39,46.4,55.2,54.2
"Anderson School District 5, South Carolina","4500900",38.3,35.2,45.4,45,34.7
"Bamberg School District 2, South Carolina","4500960",32.9,35.4,26.5,21,22.5
"Barnwell School District 45, South Carolina","4501080",37.7,35.9,41.5,70.6,36.5
"Beaufort County School District, South Carolina","4501110",40.7,22.5,49,29.7,34.9
"Berkeley County School District, South Carolina","4501170",34.3,28.3,38.9,35,37.2
"Calhoun County School District, South Carolina","4501250",43.9,40.5,49.6,28.3,44.4
"Charleston County School District, South Carolina","4501440",35.7,30.3,40.5,36.8,34.7
"Cherokee County School District, South Carolina","4501500",37.1,35.3,41.9,41.3,35.6
"Chester County School District, South Carolina","4501530",39.3,37.5,43.3,45.1,39.6
"Chesterfield County School District, South Carolina","4501560",38.7,39.9,37.8,37.8,34.1
"Clarendon School District 2, South Carolina","4501770",39.3,34.4,46,43.5,42.4
"Clarendon School District 3, South Carolina","4501800",29.9,29,36.8,9.9,30.9
"Colleton County School District, South Carolina","4501830",39.5,36,48.7,22.8,33.8
"Darlington County School District, South Carolina","4501860",38.7,37.8,44.8,38,36.1
"Dorchester School District 2, South Carolina","4502010",35,24.2,40.9,33.7,39.3
"Edgefield County School District, South Carolina","4502070",40.1,42.5,36.9,45.6,36.5
"Fairfield County School District, South Carolina","4502100",41.8,38.7,49.2,47,48.6
"Florence School District 1, South Carolina","4502130",37.3,33.8,44.2,41.1,41.6
"Florence School District 2, South Carolina","4502160",40.1,40,44.4,22.6,31.5
"Florence School District 3, South Carolina","4502190",36.7,36.6,38.1,46.7,31.1
"Florence School District 4, South Carolina","4502220",37.5,36.9,49.6,30.7,31.4
"Georgetown County School District, South Carolina","4502280",44.5,38.2,54,49.8,40.3
"Greenville County School District, South Carolina","4502310",36.9,31.7,42.1,36.4,36.1
"Greenwood School District 50, South Carolina","4502340",37.3,34.1,46.2,39.8,31.5
"Greenwood School District 51, South Carolina","4502370",40.1,41.2,38.6,52.8,21.3
"Greenwood School District 52, South Carolina","4502400",44.2,42.4,48.9,41.5,51.3
"Hampton School District 1, South Carolina","4502430",39.1,37.7,43.2,29.9,58.7
"Hampton School District 2, South Carolina","4502460",36.1,36.7,36.3,28.8,32
"Horry County School District, South Carolina","4502490",40.8,29.1,47.9,36.8,34.9
"Jasper County School District, South Carolina","4502520",34.9,34.2,40.7,60.4,30.2
"Kershaw County School District, South Carolina","4502550",40.1,35.1,45.8,38.5,40.7
"Lancaster County School District, South Carolina","4502580",38.8,38.8,39.7,37.5,34.7
"Laurens School District 55, South Carolina","4502610",40.1,36.5,48.2,29.2,31.1
