"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Laurens School District 56, South Carolina","4502640",40.5,37.5,49.1,43.6,42.1
"Lee County School District, South Carolina","4502670",37.6,36.8,39.6,26.9,44.1
"Lexington School District 1, South Carolina","4502700",36.3,31.4,42.6,37.3,36.2
"Lexington School District 2, South Carolina","4502730",36.9,34.1,43.3,40.6,30.4
"Lexington School District 3, South Carolina","4502760",41.1,40.1,47.3,45.3,28.3
"Lexington School District 4, South Carolina","4502790",35.4,30.7,40.6,41.4,28.3
"Lexington School District 5, South Carolina","4502820",38.4,30.1,44.5,39.2,40.4
"Marion School District 2, South Carolina","4502880",42,41.6,43.9,21.4,61.2
"Marlboro County School District, South Carolina","4502970",38.1,38.3,37.8,31.3,36.9
"McCormick County School District, South Carolina","4503000",48.2,44.8,54.6,46.3,58.5
"Newberry County School District, South Carolina","4503030",39,38.6,45.2,50.2,30.8
"Oconee County School District, South Carolina","4503060",42.6,37.9,49.7,37.5,37.7
"Orangeburg School District 3, South Carolina","4503150",42.8,40.4,47.5,25.8,36.5
"Orangeburg School District 4, South Carolina","4503180",38.9,38.3,42.7,53.3,33.2
"Orangeburg School District 5, South Carolina","4503210",34.6,33.1,39,34.1,31.5
"Pickens County School District, South Carolina","4503330",34.5,31.4,39.5,24.3,32.3
"Richland School District 1, South Carolina","4503360",32.1,30.3,35.3,30.4,32.2
"Richland School District 2, South Carolina","4503390",35.3,28.9,40.1,33.9,39.9
"Saluda County School District, South Carolina","4503460",40.6,41.3,49.3,31.5,31.1
"Spartanburg School District 1, South Carolina","4503480",40.5,35.9,47.5,44,36.5
"Spartanburg School District 2, South Carolina","4503510",37.1,33.4,44.1,32.4,34.9
"Spartanburg School District 3, South Carolina","4503540",40.6,40.1,46,47.5,32.8
"Spartanburg School District 4, South Carolina","4503570",38.8,35.4,45.3,48.8,47.1
"Spartanburg School District 5, South Carolina","4503600",38.2,35.9,41.6,44.2,37.1
"Spartanburg School District 6, South Carolina","4503630",35.5,31.8,41.7,38.7,34.3
"Spartanburg School District 7, South Carolina","4503660",37.8,33.3,46.4,33.5,41.9
"Sumter School District 17, South Carolina","4503690",37,31.1,42.5,32.3,41.3
"Sumter School District 2, South Carolina","4503720",34.2,33.6,35.2,34.7,37.5
"Union County School District, South Carolina","4503750",41.7,40.6,45.6,22.8,53
"Williamsburg County School District, South Carolina","4503780",39.9,41.4,34.7,31.1,36.8
"York School District 1, South Carolina","4503810",37.5,33.5,42,43.4,35.4
"York School District 2, South Carolina","4503840",39.8,41.1,39.2,33.5,50.3
"York School District 3, South Carolina","4503870",34.8,33.2,36.4,34.5,34.3
"York School District 4, South Carolina","4503900",38.2,33.1,38.1,42.9,46.9
"Remainder of South Carolina, South Carolina","4599999",21.1,23.4,20.7,20.1,29.9
