"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Bamberg School District 1, South Carolina","4500930",8347,477,1748,574,727,1022,1317,449,224,240,684,885,6924,450,1414,424,610,864,1148,326,192,218,548,730,1330,27,334,150,106,121,165,91,32,22,127,155,11,0,0,0,11,0,0,0,0,0,0,0,82,0,0,0,0,37,4,32,0,0,9,0
"Bamberg School District 2, South Carolina","4500960",7792,483,1012,1539,1074,587,926,690,272,268,663,278,6059,332,959,863,866,469,777,534,249,224,508,278,1576,151,53,576,151,118,149,156,23,44,155,0,29,0,0,29,0,0,0,0,0,0,0,0,128,0,0,71,57,0,0,0,0,0,0,0
"Barnwell School District 19, South Carolina","4501020",5709,411,1004,548,655,602,864,412,201,133,478,401,4436,338,781,369,469,510,611,349,170,122,377,340,1072,73,223,38,186,66,227,63,31,11,101,53,5,0,0,5,0,0,0,0,0,0,0,0,196,0,0,136,0,26,26,0,0,0,0,8
"Barnwell School District 29, South Carolina","4501050",5298,405,990,466,615,695,835,435,145,134,269,309,3874,192,735,375,482,508,657,345,97,91,179,213,1424,213,255,91,133,187,178,90,48,43,90,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnwell School District 45, South Carolina","4501080",11715,695,2337,888,1415,1655,1696,784,267,334,997,647,8776,519,1959,768,1049,1060,1277,542,181,196,747,478,2769,176,363,107,347,546,419,239,86,138,179,169,99,0,15,13,0,0,0,0,0,0,71,0,71,0,0,0,19,49,0,3,0,0,0,0
"Beaufort County School District, South Carolina","4501110",153464,10368,22717,15015,18968,17214,18098,9810,4254,7144,18083,11793,43516,8060,11530,3175,4399,3613,4552,2049,835,860,2615,1828,92971,2121,9660,9232,10170,10287,11723,7024,3196,5921,14329,9308,2132,69,219,429,515,239,305,96,54,87,48,71,14845,118,1308,2179,3884,3075,1518,641,169,276,1091,586
"Berkeley County School District, South Carolina","4501170",169878,12363,30811,18345,24932,24676,23869,10047,3969,4382,10481,6003,88939,10065,21174,9407,10642,10140,10192,4847,1911,2092,5173,3296,68919,2173,8643,7599,11305,11700,12000,4513,1906,2014,4616,2450,2624,125,431,213,540,724,297,136,22,73,63,0,9396,0,563,1126,2445,2112,1380,551,130,203,629,257
"Calhoun County School District, South Carolina","4501250",15212,863,2523,1251,1471,2036,2407,1235,398,676,1403,949,12182,832,2329,1056,1197,1512,1666,945,326,483,1038,798,2790,31,191,145,217,493,688,271,72,185,346,151,10,0,3,0,7,0,0,0,0,0,0,0,230,0,0,50,50,31,53,19,0,8,19,0
"Charleston County School District, South Carolina","4501440",342434,22406,50534,41916,53230,44248,47613,21226,8720,10375,22970,19196,183248,19415,37485,21233,22103,19014,23378,10740,4032,5087,10861,9900,136251,2571,11407,17422,25097,20758,21269,9317,4256,4888,10857,8409,3708,131,295,534,653,1077,505,155,78,141,76,63,19227,289,1347,2727,5377,3399,2461,1014,354,259,1176,824
"Cherokee County School District, South Carolina","4501500",52927,3470,9777,4767,6492,7686,7356,3705,1255,1492,3985,2942,38602,3204,7868,3738,4273,5096,4749,2487,1042,1078,2985,2082,12523,204,1742,914,1784,2131,2296,1106,198,403,937,808,298,51,0,14,41,76,101,15,0,0,0,0,1504,11,167,101,394,383,210,97,15,11,63,52
"Chester County School District, South Carolina","4501530",33246,2127,6217,2679,3653,4578,5037,2463,889,958,2656,1989,25310,1880,5151,2136,2604,3151,3507,1757,599,752,2161,1612,7405,237,1008,543,971,1237,1428,642,290,198,491,360,148,0,58,0,3,12,75,0,0,0,0,0,383,10,0,0,75,178,27,64,0,8,4,17
"Chesterfield County School District, South Carolina","4501560",46087,2940,8762,3844,5291,6568,6778,2815,1352,1707,3511,2519,30322,1882,5701,2409,3387,4053,4266,1876,963,1278,2536,1971,14466,1035,2909,1323,1486,2104,2442,925,380,400,965,497,98,23,10,0,0,48,17,0,0,0,0,0,1201,0,142,112,418,363,53,14,9,29,10,51
"Clarendon School District 1, South Carolina","4501740",9313,337,1500,569,634,945,1397,661,434,610,1335,891,6933,323,1217,437,456,695,1105,526,284,443,804,643,2262,14,250,126,163,215,291,135,139,167,514,248,11,0,0,0,0,0,0,0,11,0,0,0,107,0,33,6,15,35,1,0,0,0,17,0
"Clarendon School District 2, South Carolina","4501770",19072,1398,3416,1682,2095,2309,2834,1346,494,791,1754,953,13800,1208,2770,1365,1656,1351,1935,1051,344,508,977,635,4771,190,603,248,361,873,760,295,150,270,703,318,72,0,0,18,0,33,21,0,0,0,0,0,429,0,43,51,78,52,118,0,0,13,74,0
"Clarendon School District 3, South Carolina","4501800",6236,284,1070,1290,853,744,775,324,178,119,293,306,5596,275,991,1152,762,660,716,263,116,89,277,295,543,9,51,121,68,71,43,61,62,30,16,11,36,0,28,0,8,0,0,0,0,0,0,0,61,0,0,17,15,13,16,0,0,0,0,0
"Colleton County School District, South Carolina","4501830",38833,2519,7251,3265,4196,5026,5686,2676,1043,1538,3335,2298,28914,2357,6223,2515,3035,3292,3971,1844,764,1086,2073,1754,8873,162,888,577,883,1490,1621,794,275,452,1198,533,210,0,35,86,10,18,39,14,0,0,8,0,836,0,105,87,268,226,55,24,4,0,56,11
"Darlington County School District, South Carolina","4501860",68602,4438,12640,5854,7937,9132,10208,5011,1860,2160,5434,3928,56850,4190,11459,4536,6517,7134,8164,4142,1624,1696,4179,3209,10454,237,1110,1103,1120,1692,1887,777,229,432,1182,685,200,11,18,45,25,51,23,16,0,0,0,11,1098,0,53,170,275,255,134,76,7,32,73,23
"Dillon School District 1, South Carolina","4501890",5168,403,977,476,572,522,643,312,121,307,510,325,4259,382,826,385,485,418,537,285,93,205,388,255,855,21,151,69,87,104,74,27,28,102,122,70,10,0,0,0,0,0,10,0,0,0,0,0,44,0,0,22,0,0,22,0,0,0,0,0
"Dillon School District 2, South Carolina","4501920",18788,1511,3659,1719,2336,2764,2594,972,256,701,1310,966,15281,1265,3159,1465,1641,2212,2098,800,221,616,977,827,3016,246,475,188,563,458,342,172,35,85,313,139,12,0,0,0,0,0,12,0,0,0,0,0,479,0,25,66,132,94,142,0,0,0,20,0
"Dillon School District 3, South Carolina","4501950",7710,429,1594,727,721,967,1326,587,168,254,490,447,6521,393,1328,701,546,810,1130,519,128,187,389,390,1143,36,263,16,151,154,196,68,40,67,98,54,10,0,0,10,0,0,0,0,0,0,0,0,36,0,3,0,24,3,0,0,0,0,3,3
"Dorchester School District 2, South Carolina","4502010",113086,8278,23457,9571,15185,17746,16316,6464,2443,3307,6269,4050,52110,6633,15171,4705,5719,6491,5424,2219,839,1116,2336,1457,54058,1475,7480,4158,8048,9874,9730,3823,1538,2023,3445,2464,1833,107,390,225,286,297,299,78,15,27,99,10,5085,63,416,483,1132,1084,863,344,51,141,389,119
"Edgefield County School District, South Carolina","4502070",26680,1430,4419,2203,3557,3989,4237,1612,894,997,1997,1345,12299,545,2032,1112,1420,1522,1749,807,444,499,1206,963,13126,885,2323,1008,1726,2214,2278,726,400,448,756,362,168,0,26,8,9,23,83,0,6,13,0,0,1087,0,38,75,402,230,127,79,44,37,35,20
"Fairfield County School District, South Carolina","4502100",24040,1494,4228,1981,2531,3072,3860,2081,637,730,1966,1460,20043,1406,3940,1662,2249,2423,3035,1661,469,450,1517,1231,3794,88,270,294,272,635,726,420,168,266,437,218,50,0,0,0,0,0,50,0,0,0,0,0,153,0,18,25,10,14,49,0,0,14,12,11
"Florence School District 1, South Carolina","4502130",95432,6144,16670,9753,12200,12991,13678,6771,2195,2722,6930,5378,67977,5549,13833,7059,8578,8241,8480,4664,1395,1801,4758,3619,24214,543,2629,2311,3182,3830,4487,2002,752,796,2076,1606,492,0,17,70,81,167,85,33,11,28,0,0,2749,52,191,313,359,753,626,72,37,97,96,153
"Florence School District 2, South Carolina","4502160",6864,502,1193,508,842,861,1070,421,269,256,570,372,5868,490,1057,396,714,624,894,360,261,235,505,332,789,12,133,59,28,208,174,48,8,21,58,40,9,0,0,7,0,0,2,0,0,0,0,0,198,0,3,46,100,29,0,13,0,0,7,0
"Florence School District 3, South Carolina","4502190",19938,1745,3569,1755,2536,2572,2781,1292,613,648,1481,946,17259,1644,3071,1539,2087,2191,2345,1131,561,526,1301,863,2385,81,465,199,339,343,392,155,52,122,172,65,37,0,2,8,0,0,27,0,0,0,0,0,257,20,31,9,110,38,17,6,0,0,8,18
"Florence School District 4, South Carolina","4502220",6875,401,1461,348,1016,812,1138,584,122,148,415,430,5575,344,1286,295,724,661,914,492,98,99,323,339,920,57,131,53,32,146,159,92,24,49,86,91,24,0,0,0,18,0,0,0,0,0,6,0,356,0,44,0,242,5,65,0,0,0,0,0
"Florence School District 5, South Carolina","4502250",5788,454,1427,380,694,778,781,413,130,134,345,252,5108,424,1265,353,517,726,658,364,130,123,324,224,663,30,162,27,177,52,123,46,0,7,11,28,3,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,4,10,0
"Georgetown County School District, South Carolina","4502280",60236,3438,9937,4241,5509,7446,8831,4548,1972,2984,6840,4490,38046,3092,8233,2839,3437,4366,5540,2656,987,1433,3060,2403,20164,304,1458,1133,1810,2753,2905,1789,957,1405,3637,2013,229,0,18,24,0,38,62,65,0,0,0,22,1797,42,228,245,262,289,324,38,28,146,143,52
"Greenville County School District, South Carolina","4502310",451008,30962,78154,42606,61330,65469,65119,27834,9654,13599,31444,24837,242648,26554,53869,21219,28525,28728,29110,13462,4735,6643,15677,14126,167738,3884,20684,16170,23168,27782,29360,12425,4247,6229,13758,10031,4727,147,670,645,769,920,1000,170,86,60,219,41,35895,377,2931,4572,8868,8039,5649,1777,586,667,1790,639
"Greenwood School District 50, South Carolina","4502340",57674,3934,10089,6051,7326,7684,7684,3543,1327,1656,4242,4138,41704,3689,8466,4398,4839,5215,4970,2270,1009,1103,3026,2719,12703,172,1267,1121,1688,1755,2265,1149,265,530,1130,1361,361,9,57,45,16,90,110,14,8,0,12,0,2906,64,299,487,783,624,339,110,45,23,74,58
"Greenwood School District 51, South Carolina","4502370",7704,533,1483,746,706,932,1248,517,173,311,643,412,5392,322,1075,468,541,511,860,369,132,252,497,365,2110,211,324,268,143,387,351,139,41,59,140,47,28,0,0,0,0,0,28,0,0,0,0,0,174,0,84,10,22,34,9,9,0,0,6,0
"Greenwood School District 52, South Carolina","4502400",7334,302,1131,723,693,997,1129,604,190,352,714,499,5761,263,970,603,540,874,775,449,133,237,545,372,1493,39,146,115,153,103,314,155,57,115,169,127,30,0,0,5,0,20,5,0,0,0,0,0,50,0,15,0,0,0,35,0,0,0,0,0
"Hampton School District 1, South Carolina","4502430",13427,960,2418,1097,1654,1690,1930,871,283,462,1257,805,10667,953,2109,820,1188,1243,1543,677,207,334,948,645,2641,7,309,277,417,447,382,141,70,122,309,160,11,0,0,0,6,0,5,0,0,0,0,0,108,0,0,0,43,0,0,53,6,6,0,0
"Hampton School District 2, South Carolina","4502460",7746,505,1382,764,1029,1252,1160,504,207,204,363,376,5152,422,951,539,460,702,810,386,185,121,244,332,2014,72,379,110,407,432,262,110,22,83,102,35,110,11,37,0,37,16,9,0,0,0,0,0,470,0,15,115,125,102,79,8,0,0,17,9
"Horry County School District, South Carolina","4502490",258267,14879,37853,24541,32948,33620,35881,19099,6853,10687,25626,16280,102263,12578,22606,10447,12000,10970,12341,6001,1687,2701,6430,4502,136360,1980,13159,11571,16084,19100,21027,12083,4754,7505,18042,11055,2345,0,354,412,324,510,475,101,10,62,72,25,17299,321,1734,2111,4540,3040,2038,914,402,419,1082,698
"Jasper County School District, South Carolina","4502520",23634,1845,4093,2797,3100,3255,3234,1343,658,626,1618,1065,14354,1587,2637,1642,1472,1633,1882,799,376,426,1109,791,6940,253,1055,793,772,1101,1296,521,198,168,509,274,87,0,0,0,11,14,0,0,62,0,0,0,2253,5,401,362,845,507,56,23,22,32,0,0
"Kershaw County School District, South Carolina","4502550",60166,4072,10867,4778,6757,8215,9308,4409,1495,2002,4698,3565,40822,3891,8719,3190,4527,4678,5391,2952,868,1431,2894,2281,16767,181,1810,1382,1749,2839,3527,1329,623,557,1631,1139,751,0,166,18,130,186,190,15,0,0,14,32,1826,0,172,188,351,512,200,113,4,14,159,113
"Lancaster County School District, South Carolina","4502580",72302,4849,12280,5710,8999,10576,10052,4547,1984,2630,6398,4277,46781,3711,8461,3621,5051,6259,6575,2942,1181,1548,4237,3195,22789,1126,3683,1812,2995,3659,3239,1505,705,1003,2044,1018,353,0,37,26,109,89,60,0,0,0,32,0,2379,12,99,251,844,569,178,100,98,79,85,64
"Laurens School District 55, South Carolina","4502610",37902,2447,6768,3205,4147,5461,6117,2654,756,1397,2883,2067,28427,2293,5873,2685,2752,3966,4176,1791,475,940,2126,1350,8170,154,638,429,971,1390,1714,788,231,407,742,706,176,0,34,0,93,14,22,13,0,0,0,0,1129,0,223,91,331,91,205,62,50,50,15,11
"Laurens School District 56, South Carolina","4502640",20085,1199,3179,2478,2206,2193,2622,1183,555,884,1771,1815,15728,1111,2980,1682,1692,1704,1833,974,327,595,1491,1339,3717,88,196,680,386,341,630,190,228,275,227,476,85,0,3,28,7,15,13,19,0,0,0,0,555,0,0,88,121,133,146,0,0,14,53,0
"Lee County School District, South Carolina","4502670",19615,1168,3434,2010,2544,2464,3066,1268,414,687,1406,1154,16613,1120,3130,1659,1999,1819,2592,1178,334,584,1203,995,2706,31,293,291,501,588,386,90,80,103,184,159,63,0,11,13,8,16,15,0,0,0,0,0,233,17,0,47,36,41,73,0,0,0,19,0
"Lexington School District 1, South Carolina","4502700",111856,7669,22849,8132,15048,17907,17111,7085,2359,3146,6272,4278,67817,6765,16549,5405,8538,9305,8808,3528,1293,1658,3480,2488,37874,840,5378,2301,5084,7136,7298,3213,989,1362,2624,1649,1553,12,163,180,246,400,370,132,0,50,0,0,4612,52,759,246,1180,1066,635,212,77,76,168,141
"Lexington School District 2, South Carolina","4502730",62801,4127,9035,7706,9087,8100,8378,3849,1328,1958,4900,4333,40249,3792,7309,4402,5085,4152,4862,2466,878,1156,3219,2928,17019,217,1311,2171,2325,2902,2890,1193,441,710,1554,1305,681,39,17,90,143,81,226,46,9,0,9,21,4852,79,398,1043,1534,965,400,144,0,92,118,79
"Lexington School District 3, South Carolina","4502760",13838,781,2620,874,1567,1677,2150,1030,384,476,1229,1050,11054,758,2357,554,1236,1282,1484,777,340,425,1010,831,2489,23,212,320,201,379,575,253,44,51,212,219,77,0,0,0,33,0,44,0,0,0,0,0,218,0,51,0,97,16,47,0,0,0,7,0
"Lexington School District 4, South Carolina","4502790",16954,1332,3081,1737,2161,2719,2769,958,411,390,926,470,11496,1296,2431,1210,1264,1473,1802,505,272,290,591,362,4504,26,650,256,683,1008,789,435,139,88,322,108,106,0,0,0,15,62,13,4,0,12,0,0,848,10,0,271,199,176,165,14,0,0,13,0
"Lexington School District 5, South Carolina","4502820",89967,6374,17315,6288,10928,13392,14356,6732,1892,2775,6009,3906,47403,5266,11860,3903,5335,5568,6078,3020,746,1293,2538,1796,37671,970,4715,2146,4728,6729,7437,3424,1009,1398,3114,2001,1263,16,310,118,95,240,407,24,9,0,33,11,3630,122,430,121,770,855,434,264,128,84,324,98
"Marion School District 1, South Carolina","4502850",15636,1198,2783,1356,2109,1980,2376,879,455,537,1053,910,12114,1031,2389,1036,1595,1208,1782,754,402,402,826,689,3239,124,394,320,461,621,585,125,53,135,200,221,0,0,0,0,0,0,0,0,0,0,0,0,283,43,0,0,53,151,9,0,0,0,27,0
"Marion School District 2, South Carolina","4502880",11925,746,2232,954,1074,1527,1666,1050,407,413,1094,762,9922,587,2021,746,909,1183,1227,896,389,365,943,656,1890,159,199,166,161,341,423,154,0,48,139,100,49,0,12,30,4,3,0,0,0,0,0,0,64,0,0,12,0,0,16,0,18,0,12,6
"Marlboro County School District, South Carolina","4502970",29112,1718,4832,2478,4195,4144,4414,1841,887,865,2257,1481,21062,1151,3843,1771,2831,2852,3229,1254,601,668,1701,1161,7479,567,945,690,1192,1073,1135,563,286,197,530,301,106,0,16,7,60,23,0,0,0,0,0,0,465,0,28,10,112,196,50,24,0,0,26,19
"McCormick County School District, South Carolina","4503000",10203,417,1131,626,1127,1315,1530,904,335,583,1518,717,6302,322,896,478,752,719,981,579,153,297,797,328,3685,95,219,142,349,564,498,311,158,278,689,382,59,0,0,0,0,23,36,0,0,0,0,0,157,0,16,6,26,9,15,14,24,8,32,7
"Newberry County School District, South Carolina","4503030",37197,2420,6153,3618,4275,4900,5285,2457,1075,1280,3141,2593,28065,2232,4888,2843,2910,3349,3797,1828,803,1010,2335,2070,6970,149,950,506,798,1056,1173,577,232,253,778,498,178,0,0,6,7,41,108,16,0,0,0,0,1984,39,315,263,560,454,207,36,40,17,28,25
"Oconee County School District, South Carolina","4503060",73035,4168,11494,5849,7953,9228,10585,5179,2233,3137,7956,5253,44468,3497,8728,3982,4583,5263,5701,2909,1223,1636,4174,2772,25826,627,2564,1614,2719,3438,4479,2134,962,1390,3558,2341,379,14,28,44,40,86,94,2,1,0,70,0,2362,30,174,209,611,441,311,134,47,111,154,140
"Orangeburg School District 3, South Carolina","4503150",20285,1207,3720,1387,2365,2170,3150,1694,415,728,1984,1465,16337,1133,3256,1072,1998,1531,2607,1340,353,578,1353,1116,3701,68,464,279,305,593,495,354,62,148,612,321,49,6,0,0,23,5,9,0,0,0,0,6,198,0,0,36,39,41,39,0,0,2,19,22
"Orangeburg School District 4, South Carolina","4503180",20421,1536,3673,1771,2027,3129,3194,1242,487,811,1529,1022,16543,1498,3126,1396,1542,2385,2495,921,387,679,1249,865,3498,38,448,374,342,688,657,313,93,118,280,147,41,0,15,0,0,0,14,0,0,12,0,0,339,0,84,1,143,56,28,8,7,2,0,10
"Orangeburg School District 5, South Carolina","4503210",51769,3583,8247,8215,5996,5650,6594,3327,1186,1733,4026,3212,40488,3410,6997,5757,4686,3956,5038,2524,961,1461,3183,2515,9766,173,1139,2047,969,1338,1438,716,225,258,779,684,277,0,12,71,80,49,51,14,0,0,0,0,1238,0,99,340,261,307,67,73,0,14,64,13
"Pickens County School District, South Carolina","4503330",117823,6471,18025,21343,13608,14759,15455,6809,2867,3340,8577,6569,73825,5806,14131,12482,7034,8566,8765,4174,1436,1751,5613,4067,38434,567,3335,8049,4955,5186,6090,2403,1296,1471,2697,2385,804,58,68,298,105,135,119,0,13,0,8,0,4760,40,491,514,1514,872,481,232,122,118,259,117
"Richland School District 1, South Carolina","4503360",201777,11910,28245,36567,31646,24097,26238,11768,4045,5245,11458,10558,132607,10697,22691,21401,18222,14716,17080,7760,2421,3264,7405,6950,57943,1063,4349,13063,10248,7740,8035,3659,1342,1736,3525,3183,2834,33,368,599,770,455,322,96,31,16,41,103,8393,117,837,1504,2406,1186,801,253,251,229,487,322
"Richland School District 2, South Carolina","4503390",116263,8470,23593,9082,16304,18465,17680,6665,2636,3200,5960,4208,57934,6633,14732,4781,7306,7800,7454,2673,1068,1354,2435,1698,46827,1635,7734,3397,6167,8602,8241,3304,1262,1578,2868,2039,2896,50,448,347,682,421,510,178,136,17,46,61,8606,152,679,557,2149,1642,1475,510,170,251,611,410
"Saluda County School District, South Carolina","4503460",13902,1082,2136,1237,1572,1669,1925,679,586,580,1512,924,10603,1016,1861,950,629,1280,1514,479,414,483,1148,829,1806,66,205,121,189,167,236,189,141,97,300,95,67,0,0,12,46,9,0,0,0,0,0,0,1426,0,70,154,708,213,175,11,31,0,64,0
"Spartanburg School District 1, South Carolina","4503480",30355,1968,5623,1897,3408,4195,4469,2356,749,1087,2568,2035,19262,1753,4246,1225,2150,2370,2289,1315,409,682,1396,1427,9887,212,1295,489,970,1588,2011,944,327,387,1119,545,191,3,15,38,0,40,31,15,0,18,8,23,1015,0,67,145,288,197,138,82,13,0,45,40
"Spartanburg School District 2, South Carolina","4503510",54519,4274,9719,4683,6913,8068,8057,3381,1529,1663,3963,2269,35462,3619,7774,3245,3837,4741,4219,2195,922,1115,2395,1400,14991,581,1562,1079,1830,2693,3115,1015,421,500,1383,812,248,31,67,0,35,61,40,14,0,0,0,0,3818,43,316,359,1211,573,683,157,186,48,185,57
"Spartanburg School District 3, South Carolina","4503540",17123,771,3085,1447,1775,2455,2798,1251,401,509,1428,1203,12890,700,2660,1130,1069,1856,1780,970,267,424,1112,922,3625,62,361,280,503,457,923,264,134,64,301,276,38,0,0,0,0,13,13,12,0,0,0,0,570,9,64,37,203,129,82,5,0,21,15,5
"Spartanburg School District 4, South Carolina","4503570",17733,851,3363,1382,2417,2445,2708,1265,425,558,1467,852,13756,808,3023,1152,1835,1705,1829,894,266,443,1148,653,3560,43,328,222,511,647,745,361,140,115,249,199,41,0,0,0,0,0,41,0,0,0,0,0,376,0,12,8,71,93,93,10,19,0,70,0
"Spartanburg School District 5, South Carolina","4503600",38993,2464,7495,2778,4585,6395,5847,2512,1281,1212,2563,1861,24741,2221,5472,1719,2552,3441,3182,1567,791,712,1837,1247,11551,211,1663,737,1657,2331,2243,781,390,400,620,518,456,0,86,47,35,76,107,49,0,44,12,0,2245,32,274,275,341,547,315,115,100,56,94,96
"Spartanburg School District 6, South Carolina","4503630",58453,4074,11073,6442,7334,8415,8358,3606,1101,1336,4177,2537,36494,3407,7544,4406,4172,4388,4885,1953,692,857,2575,1615,16691,606,2932,1451,1728,2768,2859,1302,371,391,1466,817,420,17,33,70,55,136,53,27,16,0,0,13,4848,44,564,515,1379,1123,561,324,22,88,136,92
"Spartanburg School District 7, South Carolina","4503660",54380,3951,8670,6805,6273,6441,7228,3475,1342,1704,3903,4588,38160,3677,7155,4739,4214,4292,4632,2357,800,1040,2426,2828,14091,274,1337,1827,1633,1709,2246,1025,516,586,1264,1674,274,0,38,44,68,18,106,0,0,0,0,0,1855,0,140,195,358,422,244,93,26,78,213,86
"Sumter School District 17, South Carolina","4503690",51642,3562,9410,5967,6166,6223,7516,3056,1066,1441,4100,3135,34142,3205,7386,4095,3314,3380,4501,1963,602,919,2697,2080,14820,300,1840,1442,2284,2288,2682,1054,434,384,1167,945,792,14,164,182,93,141,165,0,17,16,0,0,1888,43,20,248,475,414,168,39,13,122,236,110
"Sumter School District 2, South Carolina","4503720",54959,4289,10297,5660,7628,7315,7535,3294,1318,1464,3532,2627,35176,3572,7253,3058,4189,4062,4722,2056,992,911,2366,1995,17082,637,2684,2351,2825,2740,2441,1019,307,489,1034,555,1003,80,137,159,130,226,158,80,0,0,0,33,1698,0,223,92,484,287,214,139,19,64,132,44
"Union County School District, South Carolina","4503750",29089,1770,4942,2260,3132,3818,4587,1939,864,1084,2595,2098,24678,1633,4514,1980,2589,3075,3663,1602,749,911,2208,1754,4127,131,394,242,514,677,872,327,96,173,378,323,147,6,34,38,14,31,16,8,0,0,0,0,137,0,0,0,15,35,36,2,19,0,9,21
"Williamsburg County School District, South Carolina","4503780",34994,2150,6370,3544,3749,4118,5278,2754,869,1199,2820,2143,29399,2034,5437,2634,2927,3100,4524,2457,778,1086,2479,1943,5177,111,914,845,732,884,685,297,91,110,308,200,98,0,0,40,17,41,0,0,0,0,0,0,320,5,19,25,73,93,69,0,0,3,33,0
