"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Walton County School District, Georgia","1305390",55289,7044,21273,16161,7622,3189,33509,4913,14341,9080,3863,1312,18094,1368,5971,5929,3160,1666,547,30,198,198,56,65,3139,733,763,954,543,146
"Ware County School District, Georgia","1305430",24214,4269,10011,6675,1912,1347,17745,3431,7619,4573,1251,871,5355,767,2007,1682,533,366,180,8,86,86,0,0,934,63,299,334,128,110
"Warren County School District, Georgia","1305460",3962,987,1738,693,336,208,3359,877,1556,559,259,108,450,66,177,121,41,45,2,0,2,0,0,0,151,44,3,13,36,55
"Washington County School District, Georgia","1305490",14069,2994,5881,3354,1244,596,11340,2433,4917,2622,963,405,2301,392,847,615,256,191,125,9,46,61,9,0,303,160,71,56,16,0
"Wayne County School District, Georgia","1305550",20139,3775,8006,5796,1504,1058,12501,2229,5025,3542,970,735,6547,1010,2708,2065,455,309,372,167,128,77,0,0,719,369,145,112,79,14
"Whitfield County School District, Georgia","1305700",46311,13303,14860,12273,3623,2252,24143,5145,8248,7531,2154,1065,13012,2645,4513,3629,1286,939,341,60,50,119,40,72,8815,5453,2049,994,143,176
"Webster County School District, Georgia","1305580",1804,344,885,372,116,87,1513,290,764,274,103,82,252,34,117,83,13,5,19,0,4,15,0,0,20,20,0,0,0,0
"Wheeler County School District, Georgia","1305640",5426,1256,2699,1033,381,57,4473,1009,2292,814,315,43,853,191,378,204,66,14,16,1,8,7,0,0,84,55,21,8,0,0
"White County School District, Georgia","1305670",20066,2961,6368,6678,2396,1663,11574,1984,4181,3474,1180,755,7804,817,2164,2853,1118,852,68,0,10,58,0,0,620,160,13,293,98,56
"Wilcox County School District, Georgia","1305730",6390,1231,3183,1304,390,282,4821,906,2449,989,242,235,1369,272,621,310,119,47,10,0,5,5,0,0,190,53,108,0,29,0
"Wilkes County School District, Georgia","1305760",6979,1494,2900,1586,541,458,5405,1127,2361,1306,395,216,1277,190,507,243,138,199,51,13,19,19,0,0,246,164,13,18,8,43
"Wilkinson County School District, Georgia","1305790",6253,1087,3259,1346,345,216,5306,995,2824,1073,241,173,808,55,361,268,81,43,53,15,24,0,14,0,86,22,50,5,9,0
"Worth County School District, Georgia","1305850",14137,3094,5533,3951,954,605,11064,2521,4505,2847,704,487,2691,528,895,951,199,118,144,0,69,43,32,0,238,45,64,110,19,0
"Remainder of Georgia, Georgia","1399999",7111,189,1407,3087,1900,528,437,26,149,162,67,33,5465,99,1032,2445,1522,367,416,13,75,174,120,34,793,51,151,306,191,94
"Troup County School District, Georgia","1300001",44844,7373,15913,13240,5136,3182,27437,4759,11048,7569,2623,1438,14652,1955,4320,4817,2030,1530,410,33,98,205,60,14,2345,626,447,649,423,200
"Grady County School District, Georgia","1302460",16885,3764,6111,4693,1418,899,10309,1931,4116,3088,734,440,5173,1001,1783,1361,601,427,141,59,19,53,3,7,1262,773,193,191,80,25
"Greene County School District, Georgia","1302490",12443,2195,4066,2996,1733,1453,7169,1651,3010,1533,598,377,4473,231,891,1341,1047,963,101,24,22,19,33,3,700,289,143,103,55,110
"Spalding County School District, Georgia","1302520",43193,8399,16479,11317,4527,2471,29649,6810,11608,7373,2741,1117,11440,1181,4169,3458,1459,1173,336,53,70,147,37,29,1768,355,632,339,290,152
"Gwinnett County School District, Georgia","1302550",554719,68148,127924,161573,129690,67384,111673,7571,28961,37393,25867,11881,240996,10003,47857,81503,66644,34989,10432,1066,1760,3675,2742,1189,191618,49508,49346,39002,34437,19325
"Habersham County School District, Georgia","1302580",29498,6480,9984,7621,2982,2431,17407,3389,6323,4479,1701,1515,8689,1050,2899,2849,1117,774,261,26,105,108,6,16,3141,2015,657,185,158,126
"Hall County School District, Georgia","1302610",101228,21164,28154,28227,14811,8872,44393,6931,14572,13071,6439,3380,36190,3215,8959,12264,7119,4633,1329,271,138,601,193,126,19316,10747,4485,2291,1060,733
"Hancock County School District, Georgia","1302640",6709,2026,2806,1293,330,254,5154,1680,2239,892,212,131,1366,259,509,370,118,110,42,9,20,0,0,13,147,78,38,31,0,0
"Haralson County School District, Georgia","1302670",15557,3712,6094,4148,971,632,10634,2741,4238,2619,624,412,4575,937,1654,1468,305,211,66,5,32,10,19,0,282,29,170,51,23,9
"Henry County School District, Georgia","1302820",138840,13690,42012,44317,24882,13939,60859,7004,21621,18242,9267,4725,60361,3772,15668,21151,12478,7292,3045,59,896,1218,426,446,14575,2855,3827,3706,2711,1476
"Harris County School District, Georgia","1302700",23065,2514,5648,8593,3813,2497,12313,1767,3678,4364,1550,954,9550,725,1701,3681,2012,1431,517,0,48,260,130,79,685,22,221,288,121,33
"Hart County School District, Georgia","1302730",18073,3402,7082,5103,1502,984,10979,2096,5050,2643,705,485,6444,987,1955,2321,714,467,100,0,3,57,30,10,550,319,74,82,53,22
"Heard County School District, Georgia","1302790",7914,1556,3554,1953,488,363,5560,1141,2592,1317,297,213,2201,395,931,586,168,121,46,0,31,12,3,0,107,20,0,38,20,29
"Houston County School District, Georgia","1302880",97589,9058,28221,35551,15147,9612,46295,5234,14934,16431,6071,3625,41971,2104,10681,16866,7337,4983,2226,23,623,863,427,290,7097,1697,1983,1391,1312,714
"Irwin County School District, Georgia","1302910",6360,1136,2590,1800,410,424,5174,883,2184,1544,264,299,1092,206,377,238,146,125,18,0,14,4,0,0,76,47,15,14,0,0
"Jackson County School District, Georgia","1302940",31528,5144,10640,9428,4120,2196,18970,3316,7391,5085,2159,1019,10113,895,2742,3722,1769,985,206,4,59,95,0,48,2239,929,448,526,192,144
"Jefferson County School District, Georgia","1303060",10706,2735,4438,2397,805,331,8874,2290,3826,1907,599,252,1454,297,522,422,142,71,94,2,17,34,41,0,284,146,73,34,23,8
"Jasper County School District, Georgia","1302970",9416,2247,3585,2595,539,450,6716,1688,2701,1745,376,206,2305,346,764,821,134,240,6,0,0,6,0,0,389,213,120,23,29,4
"Jeff Davis County School District, Georgia","1303000",9716,2232,3542,2941,579,422,7330,1552,3061,2028,320,369,1754,229,481,763,259,22,61,61,0,0,0,0,571,390,0,150,0,31
"Jefferson City School District, Georgia","1303030",6793,1202,1766,2280,1030,515,3906,852,999,1157,638,260,2227,168,623,923,300,213,149,36,0,97,16,0,511,146,144,103,76,42
"Jenkins County School District, Georgia","1303090",5838,1243,2478,1635,294,188,4690,1100,1993,1207,253,137,895,75,365,371,41,43,11,11,0,0,0,0,242,57,120,57,0,8
"Johnson County School District, Georgia","1303120",6970,1702,3009,1591,418,250,5492,1462,2300,1195,319,216,1405,237,688,347,99,34,18,0,8,10,0,0,55,3,13,39,0,0
