"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Baker County School District, Georgia","1300180",3251,127,528,288,392,327,468,202,80,220,421,198,2758,108,506,233,289,260,373,172,80,177,371,189,352,19,22,47,62,39,47,30,0,27,50,9,16,0,0,0,2,0,14,0,0,0,0,0,125,0,0,8,39,28,34,0,0,16,0,0
"Baldwin County School District, Georgia","1300210",45527,2209,6579,8678,5245,4769,5762,2998,1104,1627,3949,2607,36594,2124,6016,6958,4254,3743,4309,2250,795,1211,2929,2005,7554,85,515,1528,844,787,1076,667,258,337,929,528,305,0,0,75,0,70,45,20,0,5,51,39,1074,0,48,117,147,169,332,61,51,74,40,35
"Banks County School District, Georgia","1300240",18363,940,3331,1482,2103,2368,2663,1269,601,576,2048,982,13444,922,2672,1248,1506,1660,1761,797,419,445,1326,688,3962,18,522,186,466,510,711,409,165,103,592,280,61,0,0,14,0,24,0,15,8,0,0,0,896,0,137,34,131,174,191,48,9,28,130,14
"Berrien County School District, Georgia","1300390",19014,1112,3453,1526,2265,2417,2647,1328,628,511,1920,1207,13945,935,2901,1075,1787,1591,1709,976,305,420,1455,791,4297,177,436,281,425,623,799,323,287,91,448,407,125,0,36,23,19,24,8,3,12,0,0,0,647,0,80,147,34,179,131,26,24,0,17,9
"Barrow County School District, Georgia","1300290",75099,5423,14836,6028,11122,10752,10014,4470,1677,2145,5455,3177,45632,5223,12274,4059,6089,4816,4568,2056,776,1158,2759,1854,23089,161,2136,1618,3942,4164,4147,1922,768,811,2334,1086,863,10,136,30,92,251,123,85,16,37,55,28,5515,29,290,321,999,1521,1176,407,117,139,307,209
"Bartow County School District, Georgia","1300330",82388,5328,14546,7204,10549,10543,12961,6403,1601,2438,7119,3696,53189,5044,11987,4993,6679,5967,6940,3343,793,1361,3900,2182,24857,248,2164,1730,3324,3561,5075,2668,786,932,2943,1426,534,0,46,127,35,102,85,91,0,5,42,1,3808,36,349,354,511,913,861,301,22,140,234,87
"Ben Hill County School District, Georgia","1300360",17272,1174,3233,1453,1948,2235,2152,1095,505,747,1631,1099,13666,1157,2935,1244,1353,1573,1451,740,355,565,1367,926,3028,17,290,191,464,505,610,277,150,106,245,173,60,0,8,18,11,4,0,0,0,0,19,0,518,0,0,0,120,153,91,78,0,76,0,0
"Bibb County School District, Georgia","1300420",153923,10820,27537,15908,20633,17980,19262,9790,4331,5506,12770,9386,118295,10236,24286,12310,15024,12569,13215,7026,3256,3862,9130,7381,29193,491,2831,2810,4391,4204,4882,2117,937,1373,3283,1874,1054,29,118,210,262,141,114,71,15,13,81,0,5381,64,302,578,956,1066,1051,576,123,258,276,131
"Bleckley County School District, Georgia","1300440",12779,679,2028,2037,1279,1403,1699,794,268,436,1247,909,10225,671,1800,1475,1060,1198,1203,642,192,347,950,687,2236,8,203,449,187,179,446,126,76,79,288,195,63,0,7,30,0,19,0,7,0,0,0,0,255,0,18,83,32,7,50,19,0,10,9,27
"Brantley County School District, Georgia","1300480",18411,1112,3395,1507,2122,2260,2613,1610,448,586,1747,1011,12578,1014,2836,1132,1277,1456,1491,856,304,352,1118,742,5382,98,559,375,829,759,1013,600,139,181,560,269,209,0,0,0,1,0,88,25,0,53,42,0,242,0,0,0,15,45,21,129,5,0,27,0
"Bremen City School District, Georgia","1300510",6228,364,1506,447,906,1062,575,254,229,173,349,363,4359,328,1129,351,700,630,341,203,169,125,127,256,1712,12,346,96,152,398,234,51,60,48,208,107,69,0,31,0,38,0,0,0,0,0,0,0,88,24,0,0,16,34,0,0,0,0,14,0
"Brooks County School District, Georgia","1300540",15629,881,2516,1198,1758,1804,2236,1137,419,720,1726,1234,10538,797,1954,891,1001,1070,1327,760,244,490,1078,926,4396,84,562,288,666,519,721,305,159,217,619,256,82,0,0,0,37,21,0,0,0,0,0,24,613,0,0,19,54,194,188,72,16,13,29,28
"Bryan County School District, Georgia","1300570",34883,2444,7748,2701,4630,5485,4685,2205,666,811,2250,1258,17489,1943,4815,1558,1896,2062,1698,941,340,328,1246,662,15184,470,2587,1033,2396,2989,2493,1031,245,441,918,581,752,31,275,93,122,87,76,27,26,15,0,0,1458,0,71,17,216,347,418,206,55,27,86,15
"Buford City School District, Georgia","1300600",14662,910,2925,1462,1900,2183,2111,709,309,415,1037,701,7433,879,2338,767,585,619,771,244,188,140,522,380,4014,31,395,369,341,591,919,352,108,204,400,304,174,0,42,52,33,0,16,31,0,0,0,0,3041,0,150,274,941,973,405,82,13,71,115,17
"Bulloch County School District, Georgia","1300630",73742,4126,10693,18426,10046,7761,7622,3605,1769,1868,4827,2999,52716,3838,9045,13694,6916,4701,4719,2175,1016,1440,3119,2053,17824,221,1421,4114,2520,2277,2564,1197,661,402,1594,853,756,50,65,216,46,102,54,133,39,8,43,0,2446,17,162,402,564,681,285,100,53,18,71,93
"Burke County School District, Georgia","1300660",22645,1620,4328,2034,2788,2526,2996,1813,643,704,2010,1183,17766,1534,3895,1786,1975,2079,2126,1261,468,563,1349,730,4226,86,419,183,622,390,780,443,157,114,606,426,227,0,0,0,43,27,73,43,18,18,0,5,426,0,14,65,148,30,17,66,0,9,55,22
"Butts County School District, Georgia","1300690",23556,1394,3584,2124,3482,3205,3291,1663,595,757,2107,1354,18151,1281,3320,1798,2724,2412,2196,996,442,497,1388,1097,4374,113,255,303,545,512,984,493,114,229,615,211,337,0,0,1,126,89,21,26,34,6,25,9,694,0,9,22,87,192,90,148,5,25,79,37
"Calhoun City School District, Georgia","1300720",16133,1377,3096,1404,2911,2009,1441,948,344,465,1171,967,9450,1189,2443,944,1035,953,724,537,154,323,571,577,3636,188,436,300,711,236,401,138,175,114,584,353,124,0,0,6,60,37,20,0,0,0,1,0,2923,0,217,154,1105,783,296,273,15,28,15,37
"Calhoun County School District, Georgia","1300750",6503,232,945,462,1247,961,899,395,167,285,476,434,5130,220,837,397,850,689,658,330,162,212,386,389,1097,12,108,52,270,248,154,46,5,68,90,44,9,0,0,0,0,0,0,9,0,0,0,0,267,0,0,13,127,24,87,10,0,5,0,1
"Camden County School District, Georgia","1300780",52252,3900,9037,6913,8121,5790,6569,3419,1109,1280,4083,2031,17617,2409,4861,1715,1673,1467,1811,1006,340,434,1129,772,31198,1475,3732,4750,5892,3930,4212,1904,747,769,2696,1091,1337,16,320,187,236,157,213,140,9,7,50,2,2100,0,124,261,320,236,333,369,13,70,208,166
"Candler County School District, Georgia","1300810",10894,653,2120,893,1271,1430,1277,774,313,344,1152,667,8219,603,1729,700,723,952,919,582,200,293,964,554,2059,35,353,152,430,301,283,139,65,42,174,85,56,0,0,0,0,11,6,30,0,9,0,0,560,15,38,41,118,166,69,23,48,0,14,28
"Carroll County School District, Georgia","1300840",88844,5630,16271,8679,11024,11785,12296,6270,1720,3284,7450,4435,61618,5199,14077,6459,7280,7112,7512,3827,942,1946,4318,2946,24179,375,2066,2051,3264,3712,4271,2063,735,1217,2978,1447,894,56,84,44,157,249,143,90,22,11,21,17,2153,0,44,125,323,712,370,290,21,110,133,25
"Carrollton City School District, Georgia","1300870",26054,1771,4188,6610,4034,2664,2472,781,338,450,1572,1174,17318,1645,3314,4679,2404,1287,1239,554,179,267,949,801,6176,104,578,1518,1016,716,934,227,126,127,484,346,263,0,87,7,34,44,34,0,0,0,57,0,2297,22,209,406,580,617,265,0,33,56,82,27
"Cartersville City School District, Georgia","1300900",20235,1361,4381,1540,2819,3223,2130,1246,542,443,1409,1141,13066,1265,3836,1039,1487,1542,1213,632,350,276,932,494,5500,96,479,460,750,1044,706,560,168,167,463,607,140,0,0,11,12,31,55,31,0,0,0,0,1529,0,66,30,570,606,156,23,24,0,14,40
"Catoosa County School District, Georgia","1300930",65870,3630,11858,5301,8019,8817,9254,4239,1525,2531,6383,4313,21735,1118,4270,1969,3021,2817,2630,1404,452,701,1900,1453,42209,2512,7438,3313,4612,5645,6223,2595,933,1706,4410,2822,430,0,0,18,82,55,110,110,10,37,0,8,1496,0,150,1,304,300,291,130,130,87,73,30
"Charlton County School District, Georgia","1300990",12963,727,1800,1461,1452,1996,2161,893,162,463,1068,780,6780,464,1077,776,573,842,1221,424,78,300,602,423,4725,223,711,474,627,722,641,351,74,147,426,329,240,0,10,115,44,23,23,0,0,0,25,0,1218,40,2,96,208,409,276,118,10,16,15,28
"Chatham County School District, Georgia","1301020",285506,18861,43911,33067,47583,34544,33931,17595,6510,9549,23748,16207,159697,15981,32796,18237,23779,15519,15740,8861,3036,5059,11795,8894,102675,2485,9658,12305,18248,14863,14453,7244,2898,3630,10436,6455,4852,154,693,718,1119,767,523,281,159,143,246,49,18282,241,764,1807,4437,3395,3215,1209,417,717,1271,809
"Chattahoochee County School District, Georgia","1301050",2486,140,315,314,228,284,412,190,89,116,278,120,1475,129,259,162,140,162,215,38,23,52,202,93,928,11,56,152,88,119,191,116,66,26,76,27,69,0,0,0,0,3,6,36,0,24,0,0,14,0,0,0,0,0,0,0,0,14,0,0
"Chattooga County School District, Georgia","1301080",22555,1152,3757,1835,2854,2838,3120,1639,618,827,2331,1584,17009,1007,3183,1340,2289,2166,2095,1171,429,604,1666,1059,5177,145,552,457,544,584,940,420,177,223,610,525,90,0,22,26,0,20,6,14,0,0,2,0,279,0,0,12,21,68,79,34,12,0,53,0
"Cherokee County School District, Georgia","1301110",235896,14693,45928,18991,27868,34523,36206,15477,5144,7945,19405,9716,110034,12851,34239,11203,12786,10654,11033,4382,1293,2227,5641,3725,102558,1692,9782,5910,11427,18803,20045,9056,3307,5034,12402,5100,2903,86,426,232,524,390,413,498,109,66,89,70,20401,64,1481,1646,3131,4676,4715,1541,435,618,1273,821
"Chickamauga City School District, Georgia","1301140",3139,104,707,401,268,469,268,243,37,50,285,307,1408,0,373,236,125,259,73,73,12,12,115,130,1674,104,334,165,103,210,195,170,25,38,170,160,17,0,0,0,17,0,0,0,0,0,0,0,40,0,0,0,23,0,0,0,0,0,0,17
"Clarke County School District, Georgia","1301170",123554,6839,14616,33923,20455,13636,10928,5812,2256,2868,7282,4939,71575,6195,10962,21551,9536,6176,5285,2863,1330,1520,3677,2480,37692,510,2568,10133,7104,4494,3768,2045,753,1160,3095,2062,1510,22,229,304,307,206,227,73,56,18,21,47,12777,112,857,1935,3508,2760,1648,831,117,170,489,350
"Clay County School District, Georgia","1301200",3024,204,508,249,307,258,328,233,157,124,359,297,2046,156,424,157,175,187,202,201,62,72,214,196,965,48,84,92,132,71,126,28,86,52,145,101,4,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0
"Clayton County School District, Georgia","1301230",274150,21257,56137,28244,41347,37862,36809,15535,6547,7338,15550,7524,142529,18903,41430,14630,18437,14289,13724,5892,2440,3220,6376,3188,89241,2071,11569,9829,14777,13975,14840,6989,2753,3067,6357,3014,4329,160,541,696,851,994,508,152,131,59,162,75,38051,123,2597,3089,7282,8604,7737,2502,1223,992,2655,1247
"Coweta County School District, Georgia","1301500",138015,8695,26484,11450,16715,19343,20954,9105,3329,4281,11275,6384,78913,7794,20181,7433,9076,8832,9782,4098,1425,2099,4771,3422,48791,774,5588,3087,5807,7667,9472,4384,1735,1934,5801,2542,1746,87,129,161,329,243,348,166,27,66,112,78,8565,40,586,769,1503,2601,1352,457,142,182,591,342
"Crawford County School District, Georgia","1301530",12385,655,1999,950,1394,1457,1938,1194,335,360,1416,687,9318,633,1811,907,1066,902,1383,771,196,305,938,406,2620,22,188,39,188,407,533,358,111,46,467,261,194,0,0,0,39,100,9,18,28,0,0,0,253,0,0,4,101,48,13,47,0,9,11,20
"Colquitt County School District, Georgia","1301380",45890,3303,8916,4127,5958,5917,5859,2892,971,1417,3864,2666,32770,3098,7630,2667,3708,3509,3743,1909,567,974,2917,2048,7812,205,1034,882,884,996,1316,700,327,238,733,497,291,0,7,15,93,54,66,16,25,0,15,0,5017,0,245,563,1273,1358,734,267,52,205,199,121
"Clinch County School District, Georgia","1301260",6788,594,1214,505,935,775,896,403,210,223,646,387,5361,551,1147,390,615,614,667,361,148,142,448,278,1225,43,67,115,215,107,221,42,62,73,176,104,9,0,0,0,9,0,0,0,0,0,0,0,193,0,0,0,96,54,8,0,0,8,22,5
"Cobb County School District, Georgia","1301290",678869,43733,122790,60691,96216,98966,100867,44911,14418,22093,47764,26420,261338,37338,84183,29088,29118,19530,21281,10762,3331,5055,12807,8845,300658,5115,30973,22961,42724,50136,56743,26713,8708,13509,28697,14379,11619,409,1805,1196,2497,2389,1544,569,231,337,380,262,105254,871,5829,7446,21877,26911,21299,6867,2148,3192,5880,2934
"Coffee County School District, Georgia","1301350",43048,2891,7695,4613,5871,5687,5804,2627,940,1339,3524,2057,32495,2666,7198,3548,4024,3752,3782,1883,576,967,2472,1627,7618,205,390,661,1420,1094,1350,596,296,314,933,359,139,0,0,47,0,0,40,9,9,10,0,24,2796,20,107,357,427,841,632,139,59,48,119,47
"Columbia County School District, Georgia","1301410",143723,9182,28034,11971,19681,20088,19739,8936,3405,5060,10863,6764,67047,7314,16623,7613,8123,7167,7611,3547,1117,1844,3951,2137,62937,1518,10227,3588,9375,10109,9702,4357,1846,2582,5990,3643,3672,326,680,353,407,616,602,211,116,236,104,21,10067,24,504,417,1776,2196,1824,821,326,398,818,963
"Commerce City School District, Georgia","1301440",6677,534,1032,464,1165,758,722,402,191,214,572,623,4711,423,968,362,690,529,475,192,123,156,331,462,1437,74,38,56,335,125,195,109,68,42,234,161,70,37,0,24,0,9,0,0,0,0,0,0,459,0,26,22,140,95,52,101,0,16,7,0
"Cook County School District, Georgia","1301470",17190,1134,3345,1464,2079,2175,2309,1157,480,446,1527,1074,13554,1095,3043,1242,1597,1547,1691,745,328,343,1162,761,3010,39,275,217,291,424,493,354,150,103,365,299,180,0,19,0,39,58,40,15,2,0,0,7,446,0,8,5,152,146,85,43,0,0,0,7
"Crisp County School District, Georgia","1301560",23005,1516,4189,2152,2690,2489,2899,1739,572,878,2267,1614,19289,1466,3851,1972,2194,1991,2191,1349,384,773,1701,1417,3018,17,230,165,339,423,618,285,173,90,509,169,65,0,0,0,0,0,8,48,0,0,9,0,633,33,108,15,157,75,82,57,15,15,48,28
"Dade County School District, Georgia","1301590",16282,780,2344,2015,1702,2101,2133,1128,560,634,1760,1125,5356,414,997,527,562,471,780,319,91,181,616,398,10432,366,1253,1475,1120,1465,1277,799,452,439,1065,721,142,0,75,0,17,15,19,0,9,7,0,0,352,0,19,13,3,150,57,10,8,7,79,6
"Dalton City School District, Georgia","1301620",33540,2380,7665,3581,4836,4813,3651,1642,643,742,1882,1705,16373,2008,5770,1794,1336,1030,1249,536,299,395,948,1008,6742,307,1055,802,1317,569,629,423,133,184,783,540,601,0,117,95,155,52,105,26,0,25,15,11,9824,65,723,890,2028,3162,1668,657,211,138,136,146
"Dawson County School District, Georgia","1301650",23397,1310,3670,1773,2614,2913,3360,1549,757,985,3030,1436,14321,1194,3379,1288,1830,1508,1695,923,382,325,1055,742,8174,61,251,485,745,1079,1519,578,370,623,1800,663,234,0,0,0,0,132,0,10,5,0,87,0,668,55,40,0,39,194,146,38,0,37,88,31
"Pierce County School District, Georgia","1304140",19141,1165,3658,1349,2248,2531,2674,1288,450,666,1875,1237,14610,1100,3061,986,1573,1887,1946,885,337,418,1351,1066,4024,65,597,351,538,418,722,383,80,248,514,108,62,0,0,12,0,11,4,11,0,0,4,20,445,0,0,0,137,215,2,9,33,0,6,43
"Pike County School District, Georgia","1304170",17919,856,3505,1411,2064,2346,2763,1316,468,503,1617,1070,13476,818,3187,1059,1730,1847,1746,899,235,397,965,593,4135,28,301,318,298,429,941,380,222,103,638,477,61,0,0,0,0,26,18,0,3,0,14,0,247,10,17,34,36,44,58,37,8,3,0,0
"Quitman County School District, Georgia","1304290",2140,88,285,109,224,214,219,88,80,145,351,337,1156,69,174,75,97,54,71,62,24,60,227,243,894,19,111,34,87,160,148,26,36,65,114,94,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,40,0,0,0,20,20,10,0
"Randolph County School District, Georgia","1304350",7206,513,1141,570,727,708,807,482,268,328,793,869,5835,513,971,464,546,590,495,412,213,252,643,736,1225,0,170,101,167,108,202,70,55,76,150,126,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,5,14,10,110,0,0,0,0,7
"Pulaski County School District, Georgia","1304220",11396,347,1593,990,1650,1540,1633,837,188,494,1290,834,8326,274,1436,774,1187,987,1137,609,140,340,901,541,2793,73,142,207,387,458,468,201,44,131,389,293,83,0,15,3,21,13,12,19,0,0,0,0,194,0,0,6,55,82,16,8,4,23,0,0
"Putnam County School District, Georgia","1304260",21430,1068,3155,1544,2511,2192,2834,1851,528,1021,3084,1642,14558,1059,2505,1262,1597,1459,1891,1146,422,645,1726,846,5416,0,587,248,583,368,668,536,92,296,1298,740,134,0,0,2,0,11,65,0,14,17,0,25,1322,9,63,32,331,354,210,169,0,63,60,31
"Rabun County School District, Georgia","1304320",16354,712,2139,1201,1628,1849,2070,1191,432,864,2589,1679,8672,652,1432,782,929,1040,985,550,265,455,1014,568,6553,60,661,289,474,539,878,522,167,390,1531,1042,216,0,20,2,17,26,20,92,0,10,0,29,913,0,26,128,208,244,187,27,0,9,44,40
"Richmond County School District, Georgia","1304380",201568,13956,33280,23787,32584,23078,24065,12666,5030,7292,15395,10435,125968,12389,27306,14304,18554,12941,13740,6581,2738,4087,8005,5323,63020,1416,5317,8071,11715,7639,8467,5073,1945,2719,6266,4392,5224,125,403,836,921,957,851,488,140,242,118,143,7356,26,254,576,1394,1541,1007,524,207,244,1006,577
"Rockdale County School District, Georgia","1304410",88482,5265,17352,8196,10181,11124,13196,6044,2265,3372,7374,4113,46986,4248,12258,4593,5398,4782,5149,2464,1021,1433,3424,2216,31313,878,4430,2583,3196,4307,6044,2741,978,1524,3158,1474,1065,23,324,105,158,52,201,79,19,31,51,22,9118,116,340,915,1429,1983,1802,760,247,384,741,401
"Rome City School District, Georgia","1304440",36029,2446,6455,4202,4922,4536,4297,2080,563,1324,2966,2238,24886,2366,5594,2577,3161,2545,2762,1327,361,778,1871,1544,7062,70,801,1013,752,826,922,501,171,458,997,551,275,10,8,94,44,20,63,14,0,8,6,8,3806,0,52,518,965,1145,550,238,31,80,92,135
"Schley County School District, Georgia","1304470",5168,279,1047,496,648,524,751,323,84,167,538,311,4224,247,930,481,523,445,521,221,84,112,436,224,853,32,117,15,95,66,193,102,0,55,97,81,17,0,0,0,0,7,5,0,0,0,5,0,74,0,0,0,30,6,32,0,0,0,0,6
"Screven County School District, Georgia","1304500",14037,864,2245,1257,1603,1678,1850,1090,387,672,1457,934,11541,809,2117,1073,1344,1280,1428,818,279,466,1161,766,2253,55,128,144,225,352,366,258,96,196,265,168,69,0,0,0,14,24,10,9,7,0,5,0,174,0,0,40,20,22,46,5,5,10,26,0
"Seminole County School District, Georgia","1304530",8549,481,1374,754,786,1024,1029,560,331,349,1092,769,6368,402,1168,593,610,779,700,389,216,272,687,552,2067,79,206,153,149,194,329,158,115,77,405,202,6,0,0,0,0,0,0,6,0,0,0,0,108,0,0,8,27,51,0,7,0,0,0,15
"Social Circle City School District, Georgia","1304540",4389,296,735,267,544,520,654,341,138,85,494,315,3216,236,702,267,353,455,345,262,133,62,187,214,959,0,0,0,131,65,248,79,5,23,307,101,93,60,33,0,0,0,0,0,0,0,0,0,121,0,0,0,60,0,61,0,0,0,0,0
