"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Cherokee County, South Carolina","45021",55351,3671,9875,5479,6155,7849,7753,3833,1327,1877,4403,3129,38860,3289,7587,3880,3963,5180,4866,2398,904,1239,3278,2276,14780,373,2153,1320,1891,2155,2657,1330,394,627,1051,829,336,0,0,40,81,92,101,15,0,0,0,7,1375,9,135,239,220,422,129,90,29,11,74,17
"Chester County, South Carolina","45023",33028,2120,5830,2810,3606,4193,4992,2493,882,1177,2889,2036,25046,1843,4887,2240,2618,2978,3435,1743,543,954,2245,1560,7610,277,940,570,931,1151,1487,714,339,203,552,446,58,0,3,0,2,9,44,0,0,0,0,0,314,0,0,0,55,55,26,36,0,20,92,30
"Chesterfield County, South Carolina","45025",46462,2893,8588,4083,5092,6700,6534,3061,1168,1944,3824,2575,31486,2023,5900,2557,3335,4383,4026,2128,796,1496,2862,1980,13874,857,2598,1387,1499,1943,2355,916,362,426,943,588,65,13,12,9,0,10,19,0,0,0,2,0,1037,0,78,130,258,364,134,17,10,22,17,7
"Clarendon County, South Carolina","45027",34746,2053,5631,3622,3688,3769,4937,2325,1178,1655,3618,2270,26205,1793,4966,2877,2718,2707,3413,1681,840,1154,2375,1681,7949,260,620,670,837,974,1408,609,326,488,1174,583,113,0,14,29,26,12,13,0,12,0,7,0,479,0,31,46,107,76,103,35,0,13,62,6
"Colleton County, South Carolina","45029",38665,2475,6894,3225,4083,4731,5700,2827,871,1742,3664,2453,29348,2272,6047,2578,3154,3203,4177,1837,660,1253,2297,1870,8358,203,740,401,744,1306,1452,963,200,473,1313,563,116,0,47,36,7,0,15,11,0,0,0,0,843,0,60,210,178,222,56,16,11,16,54,20
"Darlington County, South Carolina","45031",68500,4250,12252,6126,7600,8844,9972,5040,1878,2641,5811,4086,55724,4034,11021,4834,6210,6643,7685,3918,1494,2122,4472,3291,11424,204,1073,1162,1087,1932,2110,1053,363,465,1293,682,251,12,36,6,0,118,44,15,0,9,1,10,1101,0,122,124,303,151,133,54,21,45,45,103
"Dillon County, South Carolina","45033",31733,2350,6064,2942,3716,4086,4429,2006,823,1104,2428,1785,26136,2112,5355,2492,2818,3162,3583,1697,709,878,1878,1452,4872,214,679,398,705,653,700,303,114,226,548,332,59,0,0,21,0,25,13,0,0,0,0,0,666,24,30,31,193,246,133,6,0,0,2,1
"Dorchester County, South Carolina","45035",136836,9673,27097,11730,18643,20112,20115,8134,3010,4349,8748,5225,68062,7846,17411,6016,8423,8294,7710,3382,1052,1801,3669,2458,60134,1589,8915,4678,8436,10223,11075,4230,1834,2335,4358,2461,2770,187,381,496,541,341,452,25,7,36,237,67,5870,51,390,540,1243,1254,878,497,117,177,484,239
"Edgefield County, South Carolina","45037",26763,1349,4301,2209,3549,3832,4256,1860,704,1154,2181,1368,12072,602,1943,1046,1297,1496,1712,812,330,600,1278,956,13283,747,2247,1097,1760,2064,2338,935,326,518,855,396,151,0,29,10,10,25,68,0,9,0,0,0,1257,0,82,56,482,247,138,113,39,36,48,16
"Fairfield County, South Carolina","45039",23804,1384,3985,1966,2406,2947,3814,2005,826,850,2115,1506,19388,1270,3585,1732,1976,2208,2942,1543,621,593,1668,1250,4075,114,385,170,392,646,798,438,205,257,447,223,145,0,0,35,0,15,62,24,0,0,0,9,196,0,15,29,38,78,12,0,0,0,0,24
"Florence County, South Carolina","45041",136714,9198,24414,13285,17222,17779,19105,9831,3177,4599,10594,7510,102348,8450,20369,10263,12471,11704,13419,7097,2384,3240,7573,5378,30225,706,3599,2706,3734,4995,5240,2493,729,1165,2861,1997,747,0,85,44,180,223,79,63,0,63,10,0,3394,42,361,272,837,857,367,178,64,131,150,135
"Georgetown County, South Carolina","45043",60285,3299,9634,4304,5729,6568,8615,5013,1917,3006,7516,4684,37297,3016,7476,2982,3718,3741,5290,3060,942,1367,3173,2532,20958,231,1861,1077,1753,2637,2933,1845,963,1381,4209,2068,368,0,51,0,86,68,86,55,0,2,0,20,1662,52,246,245,172,122,306,53,12,256,134,64
"Greenville County, South Carolina","45045",452931,31135,78221,42820,60973,63289,64750,29034,10103,14260,33218,25128,241555,26936,54016,22082,28580,26964,27737,13764,4809,6698,15948,14021,169943,3699,20783,15645,22735,26970,30206,13400,4526,6644,15124,10211,5015,179,689,636,879,1023,1046,205,83,57,153,65,36418,321,2733,4457,8779,8332,5761,1665,685,861,1993,831
"Greenwood County, South Carolina","45047",69531,4663,11783,7504,8458,8736,9344,4121,2119,2196,5657,4950,51063,4294,9683,5461,5831,5983,6289,3069,1553,1629,3921,3350,15063,318,1745,1571,1689,2071,2600,971,470,463,1639,1526,502,0,54,81,29,91,131,0,30,71,15,0,2903,51,301,391,909,591,324,81,66,33,82,74
"Hampton County, South Carolina","45049",20987,1349,3667,1907,2598,2858,3052,1318,499,850,1693,1196,15629,1174,3112,1325,1586,1843,2372,976,429,651,1191,970,4867,166,545,538,861,891,610,300,70,191,473,222,96,9,0,0,39,21,24,0,0,3,0,0,395,0,10,44,112,103,46,42,0,5,29,4
"Horry County, South Carolina","45051",270943,15400,39142,25816,33976,33780,36831,18858,8037,12359,28959,17785,107225,13177,23834,11806,12410,10570,11940,6194,2459,3251,6767,4817,143042,2004,13512,11582,15919,19326,22526,11804,5132,8525,20534,12178,2227,0,300,314,421,475,390,71,30,74,113,39,18449,219,1496,2114,5226,3409,1975,789,416,509,1545,751
"Jasper County, South Carolina","45053",24792,1900,4223,2599,3470,3490,3368,1552,561,694,1745,1190,14515,1575,2693,1501,1452,1684,1995,868,319,362,1131,935,7795,325,1282,815,1149,1020,1260,637,173,288,591,255,68,0,0,0,6,6,0,0,53,3,0,0,2414,0,248,283,863,780,113,47,16,41,23,0
"Kershaw County, South Carolina","45055",61583,4078,10944,4964,6770,7966,9486,4545,2017,1958,5124,3731,41900,3775,8992,3233,4600,4558,5259,2995,1210,1439,3415,2424,17019,265,1611,1541,1781,2806,3620,1340,798,501,1550,1206,859,38,208,36,93,127,324,33,0,0,0,0,1805,0,133,154,296,475,283,177,9,18,159,101
"Lancaster County, South Carolina","45057",76364,5018,12651,6088,9044,10712,10614,4877,2132,3175,7353,4700,46173,3436,8731,3804,4919,6237,6081,3036,1300,1632,3948,3049,27424,1563,3716,2021,3566,3805,4250,1663,759,1388,3245,1448,501,0,58,39,82,49,52,83,26,0,0,112,2266,19,146,224,477,621,231,95,47,155,160,91
"Laurens County, South Carolina","45059",66623,4292,11134,6652,7345,8315,9915,4478,1658,2791,5637,4406,51077,4153,10016,5036,5267,6162,6930,3074,1105,1879,4293,3162,13410,139,1016,1385,1275,1958,2490,1230,548,828,1308,1233,329,0,7,72,65,80,83,17,5,0,0,0,1807,0,95,159,738,115,412,157,0,84,36,11
"Lee County, South Carolina","45061",19160,1074,3201,2058,2469,2228,2971,1398,389,740,1469,1163,15860,1033,2933,1644,1963,1581,2276,1255,295,657,1212,1011,2940,41,268,276,457,585,599,143,94,83,242,152,42,0,0,0,3,26,13,0,0,0,0,0,318,0,0,138,46,36,83,0,0,0,15,0
"Lexington County, South Carolina","45063",262424,17246,46730,22783,34390,36792,39249,17827,6140,8794,19147,13326,158913,15172,35492,14472,18922,18753,20117,9627,3352,5189,10560,7257,87239,1860,9946,6260,11388,14745,16467,7115,2579,3318,7876,5685,3126,72,363,278,568,614,839,189,66,57,54,26,13146,142,929,1773,3512,2680,1826,896,143,230,657,358
"McCormick County, South Carolina","45065",10140,342,1093,684,1060,1320,1318,814,331,673,1644,861,5916,210,699,545,716,747,883,506,139,354,770,347,4015,129,384,139,338,549,414,284,152,309,835,482,55,3,0,0,0,14,9,20,0,0,0,9,154,0,10,0,6,10,12,4,40,10,39,23
"Marion County, South Carolina","45067",33038,2307,5737,2894,3782,3905,4694,2662,1082,1085,2867,2023,26621,2018,4919,2191,2958,2904,3512,2230,933,929,2319,1708,5614,244,799,496,663,864,1109,413,93,139,507,287,95,0,19,43,6,6,0,0,21,0,0,0,708,45,0,164,155,131,73,19,35,17,41,28
"Marlboro County, South Carolina","45069",28750,1603,4641,2506,3944,4042,4365,2092,862,860,2307,1528,20350,1089,3595,1846,2515,2468,3201,1538,619,665,1655,1159,7759,514,1026,630,1271,1286,1101,503,243,195,636,354,107,0,0,6,36,56,9,0,0,0,0,0,534,0,20,24,122,232,54,51,0,0,16,15
"Newberry County, South Carolina","45071",37432,2420,6086,3756,4320,4625,5220,2544,1184,1306,3375,2596,28294,2269,5032,2841,2935,3182,3875,2005,856,873,2499,1927,6847,124,808,643,630,910,1041,506,294,382,843,666,178,0,1,6,0,46,99,18,0,8,0,0,2113,27,245,266,755,487,205,15,34,43,33,3
"Oconee County, South Carolina","45073",74038,4171,11377,6210,7801,9035,10377,5415,2395,3176,8462,5619,44100,3430,8467,4377,4699,4906,5614,2736,1303,1681,4174,2713,27230,720,2746,1583,2314,3756,4382,2452,1056,1398,4087,2736,323,14,26,64,13,46,75,47,0,0,29,9,2385,7,138,186,775,327,306,180,36,97,172,161
"Orangeburg County, South Carolina","45075",92229,6103,15199,11252,10499,10263,12842,6670,2093,3437,8024,5847,72823,5736,13129,7925,7988,7558,10079,5049,1654,2813,6280,4612,17035,367,1860,3064,1809,2268,2374,1485,404,577,1650,1177,400,0,39,85,106,33,84,30,0,10,0,13,1971,0,171,178,596,404,305,106,35,37,94,45
"Pickens County, South Carolina","45077",119167,6427,17800,22000,13585,14113,15529,7011,2872,3775,9154,6901,74059,5861,13911,12426,7677,7839,8879,4062,1594,2024,5462,4324,39701,426,3434,8601,4500,5322,6132,2682,1160,1593,3402,2449,959,108,113,275,101,109,119,23,16,0,82,13,4448,32,342,698,1307,843,399,244,102,158,208,115
"Richland County, South Carolina","45079",384596,24405,63233,57898,58048,50143,51352,22451,8096,10753,21624,16593,220018,20555,44986,29193,28986,26103,27033,12393,4359,5460,11581,9369,137157,3411,15752,24931,22106,19610,20215,8544,3152,4622,8623,6191,7552,248,1067,1412,1537,948,1254,402,233,135,169,147,19869,191,1428,2362,5419,3482,2850,1112,352,536,1251,886
"Saluda County, South Carolina","45081",19758,1376,3200,1775,2335,2386,2771,1414,637,640,1860,1364,15201,1242,2861,1230,1256,1934,2176,979,454,531,1454,1084,2792,134,273,177,462,219,362,274,163,109,343,276,128,0,13,29,48,23,15,0,0,0,0,0,1637,0,53,339,569,210,218,161,20,0,63,4
"Spartanburg County, South Carolina","45083",284540,19082,50265,27861,34302,38584,40727,18146,7667,9331,22310,16265,185045,16798,38665,18754,19929,22294,22549,10752,4775,5773,13947,10809,80574,1992,9925,7030,9831,12400,15104,6246,2454,2997,7641,4954,1747,227,97,138,222,299,399,170,21,81,41,52,17174,65,1578,1939,4320,3591,2675,978,417,480,681,450
"Sumter County, South Carolina","45085",107279,7786,19473,11555,14175,13025,15026,6583,2563,3204,7899,5990,69849,6582,14825,6991,8065,6886,9237,4026,1866,2179,5044,4148,31808,1137,4049,3856,4889,4881,4872,2316,670,894,2552,1692,1811,17,288,353,288,408,388,40,8,2,0,19,3811,50,311,355,933,850,529,201,19,129,303,131
"Union County, South Carolina","45087",28804,1702,4849,2307,3016,3635,4486,2023,905,1073,2674,2134,23938,1635,4475,1982,2265,2854,3515,1649,725,912,2189,1737,4645,67,363,313,716,735,919,374,169,150,470,369,51,0,11,12,20,0,8,0,0,0,0,0,170,0,0,0,15,46,44,0,11,11,15,28
"Williamsburg County, South Carolina","45089",34361,2037,6033,2945,3964,4269,4950,2725,900,1379,2964,2195,28492,1941,5163,1932,2906,3205,4228,2332,867,1178,2652,2088,5348,96,838,946,883,918,644,376,33,201,306,107,145,0,0,34,47,30,29,5,0,0,0,0,376,0,32,33,128,116,49,12,0,0,6,0
"York County, South Carolina","45091",226576,15453,42216,20541,28194,33507,33970,14496,5340,6968,15460,10431,94835,9164,18303,10241,11307,11178,12385,5710,2203,3000,6412,4932,119805,6178,22990,9416,14303,19485,19192,7966,2883,3682,8550,5160,1738,29,212,95,255,522,441,60,28,35,28,33,10198,82,711,789,2329,2322,1952,760,226,251,470,306
