"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Dorchester County, South Carolina","45035",106537,15366,91171,16911,9328,14411,12827,14847,10000,3674,9173,46571,8125,38446,7864,4695,6752,6030,5992,3332,1175,2606,52078,6057,46021,7611,3846,6457,5969,7872,5932,2260,6074,2378,279,2099,656,163,169,321,287,290,116,97,5510,905,4605,780,624,1033,507,696,446,123,396
"Edgefield County, South Carolina","45037",22223,4494,17729,4488,2084,3284,2312,2352,1285,563,1361,10078,1873,8205,2126,1176,1745,1188,936,462,250,322,10805,1943,8862,2127,852,1373,1041,1378,817,313,961,122,39,83,19,0,0,0,4,6,0,54,1218,639,579,216,56,166,83,34,0,0,24
"Fairfield County, South Carolina","45039",19439,3071,16368,4171,2322,3015,2268,1961,1163,463,1005,15415,2637,12778,3252,2000,2469,1948,1506,724,365,514,3683,408,3275,819,314,513,314,401,377,91,446,145,0,145,44,0,0,6,51,29,0,15,196,26,170,56,8,33,0,3,33,7,30
"Florence County, South Carolina","45041",108780,14980,93800,22578,11746,16713,13310,13009,6914,2391,7139,78171,11055,67116,17731,8706,12123,9949,8906,4346,1665,3690,26872,3284,23588,4462,2710,3846,2859,3758,2289,623,3041,691,78,613,91,38,57,193,87,38,47,62,3046,563,2483,294,292,687,309,258,241,56,346
"Georgetown County, South Carolina","45043",49675,7245,42430,10601,5239,7914,5269,5262,3142,1030,3973,28556,4801,23755,7071,3259,4862,2809,2371,1434,466,1483,19413,2174,17239,3220,1799,2696,2239,2718,1702,505,2360,330,44,286,26,0,18,130,63,6,23,20,1376,226,1150,284,181,338,91,110,0,36,110
"Greenville County, South Carolina","45045",361670,50665,311005,65217,35370,53102,41932,42315,26414,10505,36150,171801,25375,146426,33678,18708,25880,21268,20138,11216,4516,11022,151419,17860,133559,25317,12390,19658,16842,19121,13224,5180,21827,4300,339,3961,1037,195,694,382,616,419,100,518,34150,7091,27059,5185,4077,6870,3440,2440,1555,709,2783
"Greenwood County, South Carolina","45047",55878,7797,48081,10996,6797,9229,7461,6082,3502,1150,2864,39270,5621,33649,7686,5020,6533,5218,4377,2396,775,1644,13548,1548,12000,2771,1545,2134,1774,1502,872,296,1106,448,63,385,46,46,34,64,131,27,26,11,2612,565,2047,493,186,528,405,72,207,53,103
"Hampton County, South Carolina","45049",16959,3084,13875,3940,1876,2487,1967,1846,962,224,573,12181,2058,10123,2876,1351,1730,1543,1329,744,139,411,4306,814,3492,995,502,657,389,517,199,85,148,87,48,39,22,3,0,12,0,2,0,0,385,164,221,47,20,100,23,0,17,0,14
"Horry County, South Carolina","45051",225530,23626,201904,42798,25651,41549,29769,28475,14857,5076,13729,74955,9796,65159,16968,8653,13430,9454,7518,4025,1570,3541,131361,10764,120597,21982,14631,23773,18159,19262,9982,3336,9472,2054,368,1686,406,186,318,215,414,54,54,39,17160,2698,14462,3442,2181,4028,1941,1281,796,116,677
"Jasper County, South Carolina","45053",19667,3407,16260,3729,2366,3693,2333,2356,990,202,591,10818,2120,8698,2071,1260,1886,1258,1394,586,111,132,6559,903,5656,1092,861,1211,775,875,325,85,432,68,0,68,3,6,43,3,3,0,0,10,2222,384,1838,563,239,553,297,84,79,6,17
"Kershaw County, South Carolina","45055",49214,7249,41965,8920,4975,7750,6242,6027,4004,1276,2771,31226,5062,26164,5975,3296,4612,4137,3618,2301,741,1484,15588,1705,13883,2550,1513,2524,1866,2141,1554,523,1212,665,59,606,109,39,183,78,106,80,0,11,1735,423,1312,286,127,431,161,162,69,12,64
"Lancaster County, South Carolina","45057",61627,10156,51471,11559,6719,9674,7349,6897,4497,1679,3097,36187,6785,29402,7134,4689,5653,4168,3468,2523,547,1220,22884,2849,20035,3853,1821,3698,2896,3184,1831,1038,1714,443,138,305,180,9,65,18,8,19,0,6,2113,384,1729,392,200,258,267,237,124,94,157
"Laurens County, South Carolina","45059",53917,6624,47293,11613,6163,9923,6969,5994,3522,1031,2078,39224,4934,34290,8642,4409,7322,5366,4306,2245,649,1351,12586,1373,11213,2642,1531,2037,1407,1463,1067,366,700,329,39,290,69,24,16,20,81,64,16,0,1778,278,1500,260,199,548,176,144,146,0,27
"Lee County, South Carolina","45061",15640,3558,12082,3647,1798,2807,1416,1141,727,250,296,12624,2856,9768,3127,1441,2155,1165,865,635,196,184,2656,623,2033,511,320,484,251,272,92,54,49,42,25,17,9,0,4,0,4,0,0,0,318,54,264,0,37,164,0,0,0,0,63
"Lexington County, South Carolina","45063",209441,24634,184807,32151,18084,31109,26557,31077,19924,7002,18903,115926,14647,101279,19403,10116,16524,14934,17231,10712,3439,8920,78299,7650,70649,10803,6455,10814,10041,12348,7812,3223,9153,2866,420,2446,381,221,407,357,323,430,149,178,12350,1917,10433,1564,1292,3364,1225,1175,970,191,652
"McCormick County, South Carolina","45065",8935,1787,7148,1702,824,1512,1020,987,656,144,303,5171,1195,3976,1101,569,925,622,436,210,41,72,3568,566,3002,544,240,572,371,525,433,103,214,52,4,48,6,10,0,19,6,3,0,4,144,22,122,51,5,15,8,20,10,0,13
"Marion County, South Carolina","45067",26439,4220,22219,6151,3873,4444,2957,2227,1295,230,1042,20788,3158,17630,5120,3250,3423,2259,1764,898,140,776,4904,917,3987,960,515,752,650,395,370,90,255,84,29,55,43,11,1,0,0,0,0,0,663,116,547,28,97,268,48,68,27,0,11
"Marlboro County, South Carolina","45069",23654,6112,17542,5002,2888,3930,2122,2043,829,242,486,16607,3975,12632,3814,2131,2938,1487,1396,425,199,242,6426,1792,4634,1103,700,967,618,626,395,43,182,107,52,55,14,15,10,5,11,0,0,0,514,293,221,71,42,15,12,10,9,0,62
"Newberry County, South Carolina","45071",30263,4014,26249,5385,3403,5029,4278,4097,1937,530,1590,22027,2711,19316,4172,2660,3596,3281,2903,1426,304,974,6147,691,5456,1100,582,962,660,923,461,226,542,177,17,160,0,0,44,47,69,0,0,0,1912,595,1317,113,161,427,290,202,50,0,74
"Oconee County, South Carolina","45073",61199,8105,53094,12277,7208,9455,7046,6921,4234,1650,4303,34223,5031,29192,7538,4537,5281,4142,3356,2145,757,1436,24409,2585,21824,4371,2358,3718,2539,3355,1943,809,2731,289,46,243,28,79,37,30,33,26,0,10,2278,443,1835,340,234,419,335,177,120,84,126
"Orangeburg County, South Carolina","45075",74685,13435,61250,17843,8056,10870,8376,7126,4377,1478,3124,56937,9970,46967,14138,6344,8288,6478,5471,3113,1021,2114,15523,3001,12522,3376,1522,2180,1720,1372,1114,405,833,370,35,335,136,2,30,48,51,46,0,22,1855,429,1426,193,188,372,130,232,104,52,155
"Pickens County, South Carolina","45077",99184,12687,86497,25483,10983,14959,10620,10343,6198,2453,5458,57387,7809,49578,14544,6931,8880,6659,5579,3161,1471,2353,36938,4013,32925,9705,3595,5235,3468,4375,2826,894,2827,738,89,649,162,98,121,128,56,16,28,40,4121,776,3345,1072,359,723,365,333,195,60,238
"Richland County, South Carolina","45079",312168,37358,274810,65614,28690,42764,37447,38264,23603,9181,29247,165168,22721,142447,35670,16110,23499,20557,19945,10592,4241,11833,121888,11330,110558,25591,9803,14993,14212,15362,11318,4211,15068,6377,584,5793,1249,688,744,622,930,653,192,715,18735,2723,16012,3104,2089,3528,2056,2027,1040,537,1631
"Saluda County, South Carolina","45081",15924,2364,13560,3174,2048,2708,1857,1775,861,318,819,11781,1626,10155,2382,1521,1884,1461,1334,767,241,565,2422,356,2066,587,262,445,202,180,94,77,219,115,12,103,0,14,55,10,9,0,0,15,1606,370,1236,205,251,324,184,252,0,0,20
"Spartanburg County, South Carolina","45083",227216,31193,196023,45156,25062,35828,27270,27104,15888,5137,14578,138324,19582,118742,29453,16319,22202,16345,16105,9297,2684,6337,71272,8436,62836,12330,7042,10191,8689,9417,5811,2213,7143,1454,94,1360,345,138,175,193,198,107,51,153,16166,3081,13085,3028,1563,3260,2043,1384,673,189,945
"Sumter County, South Carolina","45085",84492,13814,70678,15664,9522,13535,10272,9924,5259,1882,4620,52025,9240,42785,10567,6872,8686,5991,5753,2437,913,1566,27361,3504,23857,4050,2321,3765,3799,3745,2558,883,2736,1609,311,1298,232,99,289,142,156,165,39,176,3497,759,2738,815,230,795,340,270,99,47,142
"Union County, South Carolina","45087",23477,2991,20486,4993,3041,4449,2899,2468,1486,445,705,18952,2381,16571,4199,2524,3510,2507,1862,1128,341,500,4304,573,3731,767,479,869,387,567,353,104,205,51,23,28,18,0,10,0,0,0,0,0,170,14,156,9,38,60,5,39,5,0,0
"Williamsburg County, South Carolina","45089",27851,5975,21876,6997,3639,4400,2478,2208,1173,321,660,22597,4048,18549,5818,2889,3768,2271,1969,985,255,594,4757,1661,3096,1065,718,613,180,220,188,66,46,145,64,81,62,0,19,0,0,0,0,0,352,202,150,52,32,0,27,19,0,0,20
"York County, South Carolina","45091",178635,23101,155534,30979,16495,25305,21169,23143,14405,5262,18776,71424,9980,61444,13518,7708,11524,8729,9187,4961,1747,4070,95878,11484,84394,15932,7867,11325,11157,12722,8672,3235,13484,1662,216,1446,206,127,161,160,225,216,87,264,9671,1421,8250,1323,793,2295,1123,1009,556,193,958
