"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Colorado","08",35913,30798,40994,38443,31435
"Indiana","18",30099,29787,30968,27851,27462
"Kentucky","21",26533,25602,29316,31484,25559
"Louisiana","22",25761,24763,30715,28704,24604
"Illinois","17",32431,32044,37328,29717,31082
"Iowa","19",31586,31955,31511,27127,28174
"New Hampshire","33",34841,30637,38158,36071,30476
"Arkansas","05",25558,24722,26666,25542,26172
"Delaware","10",32371,29353,35257,31271,31645
"Minnesota","27",35751,35508,40090,35909,29817
"Montana","30",28206,27150,29205,31766,25614
"Maine","23",29922,27062,33081,32781,30339
"North Carolina","37",28662,25486,34030,31413,26690
"Georgia","13",30111,25545,36143,35643,30117
"Alaska","02",33262,21003,41740,34789,31573
"Alabama","01",25796,24180,30103,29568,25594
"Vermont","50",31034,29288,33049,28527,28508
"Nevada","32",31294,26608,33367,30180,29742
"West Virginia","54",24616,24128,25748,25147,24974
"Oklahoma","40",27099,26659,28569,30614,25235
"Wisconsin","55",31971,32181,32072,26708,30361
"Virginia","51",35024,27161,45302,41263,35159
"North Dakota","38",35659,36897,34099,36338,29324
"South Carolina","45",26869,23472,31685,30527,27097
"Oregon","41",31087,30073,32330,35427,29380
"Wyoming","56",31234,30227,31975,34609,27179
"California","06",32155,31629,44394,36661,28700
"Mississippi","28",24123,22584,27258,37619,25545
"Connecticut","09",36835,35964,46817,21706,32146
"Texas","48",30462,28471,37948,31996,26801
"Maryland","24",39520,31969,49857,48080,36247
"Florida","12",27544,25671,31503,23128,24854
"Massachusetts","25",37090,35943,47756,21728,33356
"District of Columbia","11",50978,27544,66398,60558,42652
"Utah","49",31006,30236,33314,32097,28969
"New York","36",33799,35119,42375,21045,30376
"New Jersey","34",38019,36762,46182,25831,35418
"Ohio","39",30141,30002,31126,23470,28284
"Missouri","29",29455,28579,30568,34114,30513
"Pennsylvania","42",30814,30598,33495,20536,29273
"Michigan","26",29563,29007,30678,30924,30639
"Nebraska","31",31581,31187,33758,29065,28541
"Idaho","16",27174,25735,28867,30192,25886
"New Mexico","35",25353,22427,30085,27792,22309
"Hawaii","15",34531,34195,39891,37565,30916
"South Dakota","46",30768,30627,31298,33055,28361
"Washington","53",36009,32898,39794,38491,34211
"Rhode Island","44",31884,31275,39079,17671,27939
"Arizona","04",30262,26082,33282,32490,26040
"Tennessee","47",27390,25191,31166,30539,27448
"Kansas","20",30328,28912,32362,26018,28875
