"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Colorado","08",4643242,497206,4146036,615266,307818,581377,516092,626382,464968,209832,824301,1583144,209079,1374065,267697,113262,202693,181547,207992,143786,60919,196169,2454865,196378,2258487,270257,158715,293953,257409,336681,265989,127214,548269,83266,11940,71326,11575,4892,7265,8839,11898,9494,3482,13881,521967,79809,442158,65737,30949,77466,68297,69811,45699,18217,65982
"Indiana","18",5392554,624338,4768216,839819,457179,758933,665913,755085,496822,205053,589412,3444116,401232,3042884,545052,293780,488360,429012,492522,325007,131168,337983,1575272,157195,1418077,242410,137558,213915,185300,218022,146321,63644,210907,40361,4843,35518,5866,3849,6221,5078,4956,2977,1401,5170,332805,61068,271737,46491,21992,50437,46523,39585,22517,8840,35352
"Kentucky","21",3629102,449756,3179346,630386,344474,533807,437034,453189,308690,122719,349047,2388636,300537,2088099,429039,239006,355667,285767,302495,196489,75935,203701,1050754,117676,933078,168976,92956,148391,125289,131066,99691,41124,125585,31343,3608,27735,3810,2181,5185,3616,3993,3837,1283,3830,158369,27935,130434,28561,10331,24564,22362,15635,8673,4377,15931
"Louisiana","22",3742752,591456,3151296,628476,350162,557567,388172,401529,302306,114049,409035,2828374,460518,2367856,500753,268299,422586,293409,301139,216589,81156,283925,704289,88120,616169,99865,59528,101613,71906,80064,70270,26330,106593,29779,5455,24324,4497,3663,2769,3293,2818,2844,1631,2809,180310,37363,142947,23361,18672,30599,19564,17508,12603,4932,15708
"Illinois","17",10381247,1344932,9036315,1514784,759887,1327761,1104122,1222810,965016,448910,1693025,6458769,872646,5586123,1008304,468303,789549,680440,770218,615741,285950,967618,2053769,184674,1869095,273022,159040,259656,196581,225338,196872,97361,461225,133809,18407,115402,22198,11856,18237,12860,15065,11762,4899,18525,1734900,269205,1465695,211260,120688,260319,214241,212189,140641,60700,245657
"Iowa","19",2545586,218370,2327216,394406,203620,343354,316166,378913,282071,111075,297611,1701853,131831,1570022,258994,135790,230750,213526,263416,195278,77641,194627,662862,55978,606884,106424,54796,87357,78801,91379,73064,28944,86119,16554,2069,14485,2556,2004,2116,2479,1774,1419,715,1422,164317,28492,135825,26432,11030,23131,21360,22344,12310,3775,15443
"New Hampshire","33",1147794,96067,1051727,157172,84216,155713,130174,158625,114227,54139,197461,403097,38170,364927,67197,31442,56053,48991,61462,38866,16003,44913,649261,45712,603549,76664,45963,86319,69038,88310,68490,35489,133276,17145,2461,14684,2279,913,2384,1584,1557,1081,753,4133,78291,9724,68567,11032,5898,10957,10561,7296,5790,1894,15139
"Arkansas","05",2429708,331714,2097994,402687,240003,385599,287626,311839,190933,65535,213772,1385881,195086,1190795,243602,138255,217932,161505,177339,108724,33949,109489,888347,111040,777307,139420,91312,136772,102807,112862,74063,28801,91270,18388,1965,16423,3004,1532,3354,2998,2167,925,443,2000,137092,23623,113469,16661,8904,27541,20316,19471,7221,2342,11013
"Delaware","10",798598,92504,706094,117721,61080,105333,91677,103734,76750,37166,112633,306914,45110,261804,53488,26503,36890,34482,40019,26947,11667,31808,392836,32151,360685,50682,27915,55232,45523,52567,40744,21951,66071,13141,1192,11949,1989,1322,1473,1834,2059,1326,586,1360,85707,14051,71656,11562,5340,11738,9838,9089,7733,2962,13394
"Minnesota","27",4525167,363427,4161740,624569,339198,554348,518123,658855,493155,227145,746347,2861441,218518,2642923,403658,218781,353873,325416,431571,327790,148377,433457,1172271,73599,1098672,147674,84816,135756,124230,162911,128732,63059,251494,38866,4101,34765,5774,3408,3637,4026,5340,3908,2010,6662,452589,67209,385380,67463,32193,61082,64451,59033,32725,13699,54734
"Montana","30",870969,72703,798266,140731,80816,135759,116411,115364,80728,33548,94909,413800,39734,374066,71641,38640,64069,52569,52785,38456,16410,39496,427294,29993,397301,63991,39795,66898,60024,58157,40075,16119,52242,8092,428,7664,1284,304,1334,1144,1340,803,237,1218,21783,2548,19235,3815,2077,3458,2674,3082,1394,782,1953
"Maine","23",1134585,80827,1053758,181064,108539,166730,150103,163818,111873,43117,128514,670310,49848,620462,111788,69829,105968,90185,100694,62472,22280,57246,407099,25678,381421,59533,34095,54214,51213,57064,43563,19097,62642,13053,816,12237,1951,1133,1603,1791,1648,1738,392,1981,44123,4485,39638,7792,3482,4945,6914,4412,4100,1348,6645
"North Carolina","37",8485855,1070728,7415127,1303016,743889,1255137,1005367,1121693,718212,278531,989282,4279015,586202,3692813,751059,420197,643220,519135,564698,347785,121769,324950,3304258,337592,2966666,437313,253635,452486,368047,459820,318140,131174,546051,119284,14134,105150,14796,10241,18172,14857,14734,11435,5670,15245,783298,132800,650498,99848,59816,141259,103328,82441,40852,19918,103036
"Georgia","13",8451927,1267875,7184052,1257610,690090,1148976,960886,999699,706785,312327,1107679,4109388,694035,3415353,715421,379990,579990,474688,473513,304377,124733,362641,3199002,361599,2837403,411853,235939,392845,338260,396018,322300,148483,591705,126857,19756,107101,17911,7483,14504,12547,17321,10120,6132,21083,1016680,192485,824195,112425,66678,161637,135391,112847,69988,32979,132250
"Alaska","02",582974,36956,546018,109632,44394,65949,59834,72257,58958,28642,106352,190191,12315,177876,56746,18448,20843,17574,21315,16633,6118,20199,323054,19067,303987,41519,21675,36441,32116,40295,36116,20037,75788,11816,882,10934,2218,439,937,1933,1549,728,589,2541,57913,4692,53221,9149,3832,7728,8211,9098,5481,1898,7824
