"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Vermont","50",445824,28903,127349,116983,103068,69521,198716,17021,80555,55974,32185,12981,218185,8623,42257,54410,63396,49499,4555,306,491,1352,1491,915,24368,2953,4046,5247,5996,6126
"Nevada","32",2096574,274055,581662,719023,339675,182159,232332,16718,73079,90124,36877,15534,1288414,99839,354866,490815,214834,128060,38372,3031,10748,14745,6603,3245,537456,154467,142969,123339,81361,35320
"West Virginia","54",1280781,156585,508339,342754,163614,109489,856649,114590,363924,216224,100437,61474,394013,38682,138878,117289,57365,41799,7355,659,1596,2698,1219,1183,22764,2654,3941,6543,4593,5033
"Oklahoma","40",2607613,301260,816934,821258,434570,233591,1404426,137424,472670,452403,232462,109467,970310,90660,289519,321871,169908,98352,31159,1824,6063,13321,6389,3562,201718,71352,48682,33663,25811,22210
"Wisconsin","55",3992022,315219,1222475,1256252,775533,422543,2655957,164849,906559,867089,493605,223855,1046135,75659,246781,332510,236813,154372,41797,6253,12288,12190,6963,4103,248133,68458,56847,44463,38152,40213
"Virginia","51",5822007,588385,1398061,1545104,1296041,994416,2355406,297218,766843,687277,396616,207452,2450403,114290,442821,655937,662494,574861,110916,6924,20534,29420,30239,23799,905282,169953,167863,172470,206692,188304
"North Dakota","38",500779,38508,129495,184166,110664,37946,303700,20643,82628,113924,65890,20615,165678,11878,40245,62598,38136,12821,4254,317,1156,1159,1077,545,27147,5670,5466,6485,5561,3965
"South Carolina","45",3492355,403491,1043630,1055899,627144,362191,1719872,253057,605101,517673,227792,116249,1512431,99276,371486,482393,348598,210678,45998,4925,10198,15408,10505,4962,214054,46233,56845,40425,40249,30302
"Oregon","41",2952380,279925,655811,1014101,621190,381353,1038320,71944,275769,398326,203522,88759,1505601,89013,301416,527050,352600,235522,34349,2072,7205,11845,8301,4926,374110,116896,71421,76880,56767,52146
"Wyoming","56",393136,26309,113351,147893,66449,39134,133931,6476,41620,54134,21284,10417,239665,16811,66126,89374,41741,25613,3811,37,690,1599,541,944,15729,2985,4915,2786,2883,2160
"California","06",26815644,4355017,5559362,7730189,5704852,3466224,11341842,919264,2710366,4134070,2411572,1166570,5443085,295156,880357,1662835,1486073,1118664,368853,41144,66437,111514,95462,54296,9661864,3099453,1902202,1821770,1711745,1126694
"Mississippi","28",1977283,288595,589363,640631,284701,173993,1337591,207104,419705,430858,177409,102515,565862,62966,152628,194493,94834,60941,15783,1572,4444,4476,3387,1904,58047,16953,12586,10804,9071,8633
"Connecticut","09",2493396,226254,669967,609945,544028,443202,1168487,71163,370941,332703,233451,160229,755419,36058,146128,165395,213647,194191,107502,31451,34837,24514,10071,6629,461988,87582,118061,87333,86859,82153
"Texas","48",18477097,2963969,4627856,5284495,3627047,1973730,8992808,1027995,2657413,2931926,1645117,730357,4913131,301007,1040088,1587859,1262463,721714,301215,34171,56540,93295,75329,41880,4269943,1600796,873815,671415,644138,479779
"Maryland","24",4167339,396131,1009495,1061018,911761,788934,1577128,156068,520028,446256,282257,172519,1725991,84218,328063,444288,440565,428857,69014,4988,11914,15561,18646,17905,795206,150857,149490,154913,170293,169653
"Florida","12",15302125,1761732,4387954,4505209,2920459,1726771,3452674,376313,1128804,1080405,585769,281383,7258316,497349,2003857,2314566,1500651,941893,628796,97985,164624,187222,117973,60992,3962339,790085,1090669,923016,716066,442503
"Massachusetts","25",4832728,446304,1126183,1108231,1178868,973142,2586979,155690,719900,708914,626974,375501,1075480,40509,138322,194973,335205,366471,151579,44076,39864,29011,21884,16744,1018690,206029,228097,175333,194805,214426
"District of Columbia","11",500176,39628,82900,75478,129782,172388,143054,14410,49953,39922,22348,16421,260298,9865,21803,24480,85276,118874,13965,619,1094,1463,4612,6177,82859,14734,10050,9613,17546,30916
"Utah","49",1871902,142082,423407,653968,427561,224884,959949,51035,238392,364737,208029,97756,666526,33736,121703,233939,176100,101048,21604,1632,4806,6208,5522,3436,223823,55679,58506,49084,37910,22644
"New York","36",13672343,1757364,3546789,3276724,2846770,2244696,7470258,583278,2109976,2098929,1490400,1187675,1842176,125168,323990,366895,557513,468610,386006,112652,103722,75961,56342,37329,3973903,936266,1009101,734939,742515,551082
"New Jersey","34",6189243,607496,1629398,1427357,1535321,989671,2576532,153361,784519,675146,642466,321040,1636750,88249,362667,391504,458246,336084,165450,42962,52313,33596,23263,13316,1810511,322924,429899,327111,411346,319231
"Ohio","39",8027035,746400,2625971,2329054,1431014,894596,5659218,479895,2001787,1707866,954755,514915,1830390,176045,500307,514715,368406,270917,72883,12960,20536,20018,11462,7907,464544,77500,103341,86455,96391,100857
"Missouri","29",4182787,398377,1270247,1278269,754906,480988,2552062,249333,862427,780954,426454,232894,1390360,112587,361795,442021,275821,198136,33533,2113,8535,11763,7262,3860,206832,34344,37490,43531,45369,46098
"Pennsylvania","42",8994627,812098,3113998,2206049,1723226,1139256,6163386,487465,2396446,1548081,1108758,622636,1867646,120534,484113,480724,434432,347843,186496,52139,60562,41114,19461,13220,777099,151960,172877,136130,160575,155557
"Michigan","26",6869846,612424,1972855,2252674,1239251,792642,4945593,374040,1519478,1740568,850630,460877,1285311,111305,328732,391332,254964,198978,54682,7513,13051,16203,10281,7634,584260,119566,111594,104571,123376,125153
"Nebraska","31",1266440,108346,326400,420964,269675,141055,739960,41931,210604,259875,158459,69091,403646,25944,88755,136930,92810,59207,11060,942,2240,4036,2279,1563,111774,39529,24801,20123,16127,11194
"Idaho","16",1143747,103868,318218,405399,213462,102800,405312,26886,128133,152241,71135,26917,632782,42294,161308,231213,130175,67792,14331,849,4580,4749,2561,1592,91322,33839,24197,17196,9591,6499
"New Mexico","35",1416481,206688,370023,448058,221735,169977,645872,90836,209556,220087,79839,45554,581199,40996,119108,192163,123066,105866,16593,1545,2955,5499,3506,3088,172817,73311,38404,30309,15324,15469
"Hawaii","15",995589,80079,266728,315209,218828,114745,464188,27406,148373,148992,95639,43778,267947,6135,49838,92103,70562,49309,26353,2066,6766,8914,4989,3618,237101,44472,61751,65200,47638,18040
"South Dakota","46",582850,45157,180511,186784,117943,52455,339175,26212,111895,111759,63854,25455,214644,10950,60155,70542,50060,22937,4058,585,677,1172,781,843,24973,7410,7784,3311,3248,3220
"Washington","53",5215063,437484,1133822,1730653,1187508,725596,1867515,116971,491575,700043,386059,172867,2294666,104886,442925,794339,579107,373409,95273,5613,17212,35448,25291,11709,957609,210014,182110,200823,197051,167611
"Rhode Island","44",740695,80586,210606,194842,147507,107154,390617,31619,128391,118441,71999,40167,207833,13359,38723,50562,54668,50521,20090,5389,6734,3542,2511,1914,122155,30219,36758,22297,18329,14552
"Arizona","04",4840304,605934,1159297,1636580,898032,540461,1169008,150856,323507,436387,182836,75422,2749399,166648,625400,996718,591859,368774,74663,8660,16043,24130,14770,11060,847234,279770,194347,179345,108567,85205
"Tennessee","47",4640823,564949,1477132,1323317,801616,473809,2408119,325731,890052,667892,340337,184107,1901790,157352,508970,597324,398119,240025,47033,4069,11471,14574,10618,6301,283881,77797,66639,43527,52542,43376
"Kansas","20",1911426,172033,485753,607497,402368,243775,998984,61720,288252,343444,201167,104401,722631,46235,163645,226642,176176,109933,17052,1178,2635,6923,3409,2907,172759,62900,31221,30488,21616,26534
