"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Colorado","08",5695564,335642,931096,528539,889656,781388,710218,362167,148591,200412,502418,305437,2388284,281575,672068,272596,324629,240331,189293,105921,39409,53247,127359,81856,2657342,45671,209768,204100,442301,395652,399228,210939,94530,124747,334073,196333,100757,4492,18242,9800,16062,15775,14392,8529,2732,4270,4875,1588,549181,3904,31018,42043,106664,129630,107305,36778,11920,18148,36111,25660
"Indiana","18",6691878,417774,1149283,656928,874246,826473,841750,447600,175177,251501,613699,437447,4541102,374167,935924,451198,548156,507273,523673,282165,113547,163205,380141,261653,1748523,38366,180923,162971,246725,227842,246906,143405,53501,79107,208778,159999,47905,2700,6005,5328,8908,6915,8481,3698,1136,1535,2148,1051,354348,2541,26431,37431,70457,84443,62690,18332,6993,7654,22632,14744
"Kentucky","21",4468402,273489,734292,421207,579520,553107,575373,304711,122220,173091,435465,295927,3075790,234097,584750,287677,355705,353224,359557,195300,81728,114473,293332,215947,1188267,37330,132101,108955,178527,156451,183308,97871,36555,53044,131111,73014,34999,835,3401,5132,7536,5299,4909,2626,894,1746,2087,534,169346,1227,14040,19443,37752,38133,27599,8914,3043,3828,8935,6432
"Louisiana","22",4659978,301857,795728,436660,645255,589714,567313,303589,122935,176317,434897,285713,3640067,280853,684938,347320,482548,444398,412926,229112,91229,131335,323817,211591,792252,17678,91605,68426,117877,102344,116657,59154,25414,37618,91894,63585,32632,838,3305,4127,5359,4842,5494,2508,1118,1016,3062,963,195027,2488,15880,16787,39471,38130,32236,12815,5174,6348,16124,9574
"Illinois","17",12741080,759456,2096346,1178902,1765517,1644390,1636054,855616,344960,469291,1143329,847219,8532802,685989,1799347,875808,1113688,951043,940868,522879,211692,287839,652384,491265,2263406,57147,207953,182048,337633,288040,314695,179143,73006,101146,292752,229843,153559,5747,19763,13394,25505,19766,22582,11390,4015,5885,16034,9478,1791313,10573,69283,107652,288691,385541,357909,142204,56247,74421,182159,116633
"Iowa","19",3156145,197883,535506,317964,394507,383617,369396,213657,82249,123548,299333,238485,2206656,174785,425311,202476,241692,239753,236845,145251,58341,89307,218087,174808,755212,21002,93177,90868,110552,99591,99399,56814,21181,30490,73923,58215,19140,898,2570,3050,3022,3305,2880,1360,318,444,906,387,175137,1198,14448,21570,39241,40968,30272,10232,2409,3307,6417,5075
"New Hampshire","33",1356458,62857,195271,127582,167822,154965,189718,111581,45326,56180,146599,98557,552045,50956,128557,62802,74035,53971,55738,29999,12936,14806,38905,29340,701928,11204,58052,56566,78117,83465,115879,73831,29274,36970,97968,60602,19483,135,3017,1187,2844,3619,3833,1407,571,825,1546,499,83002,562,5645,7027,12826,13910,14268,6344,2545,3579,8180,8116
"Arkansas","05",3013825,188092,515868,287926,392937,367053,370343,196034,81411,106485,296808,210868,1857941,161266,395654,186760,226013,205972,196130,102499,40251,55117,164182,124097,991663,25362,109413,85614,130454,127359,141591,83447,36070,45910,123525,82918,20512,854,1872,2430,3726,2083,4440,2022,951,626,1155,353,143709,610,8929,13122,32744,31639,28182,8066,4139,4832,7946,3500
"Delaware","10",967171,54335,148815,84321,127399,112393,122887,68726,26537,41002,107895,72861,434235,44567,106308,42977,57164,44444,43797,23319,10500,12813,30038,18308,426915,8168,34718,32556,51288,45745,60766,37299,13654,24671,69064,48986,14791,204,2161,1361,1765,1142,2767,2207,381,570,1525,708,91230,1396,5628,7427,17182,21062,15557,5901,2002,2948,7268,4859
"Minnesota","27",5611179,354932,947115,499903,759541,714967,689680,401080,145946,209381,510486,378148,3783324,318463,773240,346264,451804,409902,406530,261062,94485,138045,331580,251949,1296492,31461,121372,98392,194918,187523,194533,110995,42282,58988,151277,104751,47171,1757,8940,6154,7953,6169,8107,3555,989,1030,1376,1141,484192,3251,43563,49093,104866,111373,80510,25468,8190,11318,26253,20307
"Montana","30",1062305,61688,168277,96579,133976,128663,121090,72061,33041,46691,121055,79184,561004,52213,121717,56929,61603,63012,52536,32284,14176,23087,49902,33545,468014,9134,42710,37005,66912,60745,62927,37860,17788,22462,67593,42878,9921,289,1963,762,1126,1277,1881,856,316,246,1022,183,23366,52,1887,1883,4335,3629,3746,1061,761,896,2538,2578
"Maine","23",1338404,63410,185142,106470,159944,153436,180466,105214,44191,64062,163953,112116,835365,55327,142517,71269,99099,89694,104050,58917,23029,34142,90887,66434,440710,7156,36005,31264,52516,54620,66121,41692,18388,26752,66210,39986,14911,98,2050,795,1952,1843,2526,1668,957,1091,1325,606,47418,829,4570,3142,6377,7279,7769,2937,1817,2077,5531,5090
"North Carolina","37",10383620,597192,1699666,984618,1382310,1310404,1378087,677844,267499,397426,1013996,674578,5795138,514661,1275292,570897,666591,577206,612403,322728,129287,205498,537224,383351,3626650,70579,355929,334666,525930,502890,587495,291279,116918,166114,418602,256248,137655,4596,18982,11846,26158,21886,22941,10286,3267,4809,9112,3772,824177,7356,49463,67209,163631,208422,155248,53551,18027,21005,49058,31207
"Georgia","13",10519475,645488,1857805,1038010,1442243,1401044,1396330,667863,261531,352733,896948,559480,5765886,555078,1411773,627547,725175,600262,563938,289996,117809,160518,428011,285779,3543841,76371,365847,311612,499463,518273,589851,295856,113004,157715,391472,224377,145675,4492,21743,15243,26334,27319,21812,9769,3549,3959,8356,3099,1064073,9547,58442,83608,191271,255190,220729,72242,27169,30541,69109,46225
"Alaska","02",737438,52173,131287,68625,117688,97020,89333,47300,20287,25725,59630,28370,305250,43492,91106,37087,51033,29167,19434,10461,3847,4622,10214,4787,356398,7659,32917,28092,52709,54121,55680,30803,14026,17819,42636,19936,15006,632,3437,1099,2876,2614,1237,895,301,510,1197,208,60784,390,3827,2347,11070,11118,12982,5141,2113,2774,5583,3439
