"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Atlantic County, New Jersey","34001",223483,27429,196054,40294,19574,33257,27344,26235,18394,7732,23224,109422,15359,94063,22045,8633,14990,11725,12392,9852,3588,10838,64557,5031,59526,9425,5825,8948,8164,8459,6116,2959,9630,6869,733,6136,1656,810,1209,1087,636,212,157,369,42635,6306,36329,7168,4306,8110,6368,4748,2214,1028,2387
"Bergen County, New Jersey","34003",747074,116083,630991,92925,47728,82134,66341,76979,69335,32790,162759,270936,42351,228585,41752,16187,28022,22637,28901,26349,12628,52109,202408,22950,179458,21699,11443,20564,16599,19858,19298,9497,60500,13107,2094,11013,2088,981,1689,1250,1223,1133,435,2214,260623,48688,211935,27386,19117,31859,25855,26997,22555,10230,47936
"Burlington County, New Jersey","34005",366423,44616,321807,49260,23265,43964,36177,45415,39246,17790,66690,166888,23178,143710,25568,10379,19394,16055,21091,18567,7920,24736,150585,14021,136564,17239,9727,18046,14876,18769,16184,7963,33760,7966,1306,6660,1297,518,756,733,980,887,391,1098,40984,6111,34873,5156,2641,5768,4513,4575,3608,1516,7096
"Camden County, New Jersey","34007",411875,51508,360367,67862,33846,54732,44930,48158,38665,16293,55881,190932,27033,163899,36205,15794,24300,19920,21997,17064,6845,21774,153762,14384,139378,20408,11916,19940,16887,19170,16501,7624,26932,15910,2542,13368,4043,1934,1881,1920,1456,1070,271,793,51271,7549,43722,7206,4202,8611,6203,5535,4030,1553,6382
"Cape May County, New Jersey","34009",82280,6723,75557,13706,6994,12361,10162,10212,8023,3311,10788,34248,3513,30735,6160,2865,4495,4146,4280,3375,1511,3903,42121,2683,39438,5901,3690,6606,5413,5628,4264,1609,6327,982,40,942,277,134,215,106,68,50,39,53,4929,487,4442,1368,305,1045,497,236,334,152,505
"Cumberland County, New Jersey","34011",125943,20555,105388,24416,10904,18922,13902,14529,9185,3440,10090,76645,13001,63644,14895,6020,10076,8424,9639,6032,2183,6375,25561,3384,22177,4332,2495,3945,3095,2745,1976,936,2653,7942,1030,6912,2256,904,1238,780,807,553,138,236,15795,3140,12655,2933,1485,3663,1603,1338,624,183,826
"Essex County, New Jersey","34013",624999,107103,517896,101748,50868,79659,62426,65015,49921,20742,87517,280220,57679,222541,50933,19407,29494,25652,28456,23552,9704,35343,134245,16877,117368,19420,10451,15189,11728,13300,11471,5066,30743,23419,3051,20368,5860,2770,3705,2355,2146,1327,565,1640,187115,29496,157619,25535,18240,31271,22691,21113,13571,5407,19791
"Gloucester County, New Jersey","34015",232565,27873,204692,35820,17375,27259,22532,28224,24212,11142,38128,121143,16632,104511,21292,9168,13663,11172,14997,12567,5548,16104,93861,8573,85288,11655,7121,11268,9534,11513,10046,4857,19294,2958,314,2644,611,124,320,342,394,332,124,397,14603,2354,12249,2262,962,2008,1484,1320,1267,613,2333
"Hudson County, New Jersey","34017",533561,91715,441846,75752,42191,70483,51790,56036,45935,19912,79747,159358,31201,128157,25474,11220,18110,14290,16418,14823,5945,21877,93474,10616,82858,9557,5391,9502,8224,11166,10393,4988,23637,24669,2920,21749,5340,3122,3510,2781,2652,1839,682,1823,256060,46978,209082,35381,22458,39361,26495,25800,18880,8297,32410
"Hunterdon County, New Jersey","34019",104173,12478,91695,14314,5737,9437,8805,10820,9234,4405,28943,59931,7725,52206,9195,3287,5603,5211,6146,5497,2721,14546,32725,3234,29491,3565,1574,2653,2728,3424,3050,1448,11049,1312,185,1127,235,70,53,128,144,84,43,370,10205,1334,8871,1319,806,1128,738,1106,603,193,2978
