"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Atlantic County, New Jersey","34001",40.2,28,53.3,43.8,42.7
"Bergen County, New Jersey","34003",41.3,27.7,47.6,43.5,46.1
"Burlington County, New Jersey","34005",40.6,29.6,48.8,43,45.2
"Camden County, New Jersey","34007",38,27.3,49.4,47.2,42.4
"Cape May County, New Jersey","34009",47.7,32,57.3,35.8,41.6
"Cumberland County, New Jersey","34011",36.7,30.9,51.5,49.6,36.9
"Essex County, New Jersey","34013",36.5,25.7,46.1,46.6,43.1
"Gloucester County, New Jersey","34015",39,29.7,48.4,44.2,44.1
"Hudson County, New Jersey","34017",34.4,23.8,33.7,50.3,41
"Hunterdon County, New Jersey","34019",44,37.5,51.5,47.8,46.7
"Mercer County, New Jersey","34021",38.1,29.3,46.9,41.2,41.1
"Middlesex County, New Jersey","34023",37.4,25.3,47.2,46.9,41.6
"Monmouth County, New Jersey","34025",41.7,31.7,49.9,48.1,44.6
"Morris County, New Jersey","34027",41.5,33,49.9,44.5,44.5
"Ocean County, New Jersey","34029",42.6,36.2,53.5,42.7,47.1
"Passaic County, New Jersey","34031",36.2,24.4,47.8,44.8,43.4
"Salem County, New Jersey","34033",41.1,39,44.4,46.8,41.4
"Somerset County, New Jersey","34035",40.4,28,50.1,47.2,43.5
"Sussex County, New Jersey","34037",42.3,36.7,50.5,49.5,47.2
"Union County, New Jersey","34039",37.9,26.2,46.5,44.6,43.7
"Warren County, New Jersey","34041",41.8,37.8,48.4,54.3,43.9
