"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Atlantic County, New Jersey","34001",26545,25973,31754,19846,22978
"Bergen County, New Jersey","34003",39805,37728,49623,30890,35816
"Burlington County, New Jersey","34005",37542,35293,41575,35430,32960
"Camden County, New Jersey","34007",30157,27391,35445,18263,27250
"Cape May County, New Jersey","34009",29655,29309,31360,18645,20152
"Cumberland County, New Jersey","34011",23929,25800,25710,16229,19241
"Essex County, New Jersey","34013",28917,29517,37036,19125,26186
"Gloucester County, New Jersey","34015",34661,31839,39076,33813,30769
"Hudson County, New Jersey","34017",30886,31226,46419,21097,27059
"Hunterdon County, New Jersey","34019",45273,41527,52269,40884,40504
"Mercer County, New Jersey","34021",32273,30623,41482,21247,30242
"Middlesex County, New Jersey","34023",36119,33871,41273,23443,36726
"Monmouth County, New Jersey","34025",38138,36261,46279,29254,29941
"Morris County, New Jersey","34027",44213,42954,54907,30593,37731
"Ocean County, New Jersey","34029",30024,30489,31766,22708,22498
"Passaic County, New Jersey","34031",27190,30445,36415,18247,24228
"Salem County, New Jersey","34033",30294,30668,32273,19590,20501
"Somerset County, New Jersey","34035",44355,40724,53507,40964,43028
"Sussex County, New Jersey","34037",37620,35161,43362,36597,38960
"Union County, New Jersey","34039",31414,33915,41659,26937,26150
"Warren County, New Jersey","34041",33544,32392,39962,26721,27172
