"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Atlantic County, New Jersey","34001",274960,16659,46440,25822,31837,35153,43501,18423,7607,9328,22173,18017,151911,14840,36967,18493,16069,16751,20067,7926,2762,3394,7834,6808,70284,1372,5480,3471,5913,8144,13135,6724,3199,3896,10477,8473,7854,136,1043,420,1219,1297,1683,526,194,420,565,351,44911,311,2950,3438,8636,8961,8616,3247,1452,1618,3297,2385
"Bergen County, New Jersey","34003",912795,49532,153963,69617,106428,128189,146891,65442,22551,29871,71040,69271,390775,40115,103646,39022,40400,39298,46257,20828,7519,9499,20279,23912,236502,7496,34737,14500,21669,30367,40497,20074,7204,9318,24683,25957,15017,393,2100,1231,1746,2421,2171,1279,463,612,1444,1157,270501,1528,13480,14864,42613,56103,57966,23261,7365,10442,24634,18245
"Burlington County, New Jersey","34005",449964,25369,77194,38262,52638,60486,74443,30995,11152,15026,34191,30208,231545,21332,56389,24399,28202,25968,31740,11550,3982,5665,11813,10505,166699,3486,17385,10232,16116,24409,32541,15246,5510,7335,18047,16392,8871,224,1000,914,1344,1351,1680,815,223,422,512,386,42849,327,2420,2717,6976,8758,8482,3384,1437,1604,3819,2925
"Camden County, New Jersey","34007",513512,33184,90237,46156,68229,68019,77168,34761,11810,16222,35840,31886,272322,28901,67776,30492,37219,31727,31666,12642,4164,5338,11710,10687,170486,3705,18031,10436,17777,22256,31859,16612,5683,8409,18360,17358,16935,221,1185,998,2450,2964,3454,1469,722,778,1681,1013,53769,357,3245,4230,10783,11072,10189,4038,1241,1697,4089,2828
"Cape May County, New Jersey","34009",96684,4545,13360,7859,9335,9859,14774,7599,3414,4470,11426,10043,45742,3881,10175,4973,5191,4256,6178,2960,1253,1304,3095,2476,44524,495,2666,2078,3150,4494,7552,4254,2056,2967,7777,7035,1172,34,214,179,104,169,268,46,39,63,38,18,5246,135,305,629,890,940,776,339,66,136,516,514
"Cumberland County, New Jersey","34011",157342,10785,26882,14798,22796,21948,22085,9710,3407,4682,11023,9226,105012,10305,22978,10295,14668,13749,13138,5625,1606,2459,5698,4491,27585,381,2229,1795,2793,3538,4982,2602,1106,1234,3400,3525,8277,45,525,504,1092,1389,1472,709,393,579,1023,546,16468,54,1150,2204,4243,3272,2493,774,302,410,902,664
"Essex County, New Jersey","34013",785853,53664,139956,74528,107436,114730,115239,48583,16860,22290,49678,42889,410151,46432,106506,48048,51105,47070,44998,18082,6388,7741,16604,17177,155601,5684,20688,10154,15873,22467,26099,13031,4653,6692,15822,14438,25547,481,2263,1768,3400,3924,4605,2266,951,1374,2852,1663,194554,1067,10499,14558,37058,41269,39537,15204,4868,6483,14400,9611
"Gloucester County, New Jersey","34015",289098,17079,52142,26895,33637,39790,46413,19202,7404,9358,20653,16525,165373,14580,38975,19079,20785,21020,21316,8374,3244,3904,7581,6515,105208,2379,11902,6532,9738,14922,21537,9363,3728,4593,11540,8974,3066,14,192,137,647,609,501,242,174,184,262,104,15451,106,1073,1147,2467,3239,3059,1223,258,677,1270,932
"Hudson County, New Jersey","34017",644605,43522,88684,62459,134876,99246,83827,35543,12467,16253,37431,30297,242766,33958,61609,30943,39090,23588,20173,9121,2981,3569,8670,9064,109542,6892,12464,9476,29342,18374,13381,5128,1681,2417,5493,4894,26445,548,1911,2040,2932,3616,4657,2271,1331,1197,3454,2488,265852,2124,12700,20000,63512,53668,45616,19023,6474,9070,19814,13851
"Hunterdon County, New Jersey","34019",127047,5695,23198,9677,10343,16667,25147,10841,3378,4849,10011,7241,79195,5001,18894,7474,6482,9400,13821,5752,1683,2321,4526,3841,35714,621,3466,1415,2419,4820,8668,3893,1387,2073,4340,2612,1471,52,151,124,113,176,331,251,35,70,93,75,10667,21,687,664,1329,2271,2327,945,273,385,1052,713
"Mercer County, New Jersey","34021",368094,21647,60765,40604,46857,51058,55426,23457,9016,11618,24793,22853,194665,19024,44979,23945,20616,21103,23929,10964,4298,4806,10196,10805,86947,2197,9542,8917,9391,10229,15885,7110,2852,4324,8888,7612,9678,58,1148,1111,1477,1700,1734,688,182,391,768,421,76804,368,5096,6631,15373,18026,13878,4695,1684,2097,4941,4015
"Middlesex County, New Jersey","34023",817026,50110,134800,82601,113059,117163,121666,51806,18576,24255,54050,48940,386293,42960,97886,50670,41600,36620,44176,19802,6263,8546,18931,18839,159008,4575,20257,13309,16623,19264,26643,12897,4913,6931,15734,17862,18796,463,1907,1657,2276,2595,3493,1585,585,1011,1855,1369,252929,2112,14750,16965,52560,58684,47354,17522,6815,7767,17530,10870
"Monmouth County, New Jersey","34025",629735,33797,113202,50548,65491,83114,109213,45963,15778,22708,47455,42466,354948,29865,89465,34333,34525,39835,50261,21000,7132,9793,20856,17883,184220,3431,19185,9785,14935,25388,40471,17901,6023,9691,19248,18162,7446,190,759,456,808,1123,1573,719,161,233,781,643,83121,311,3793,5974,15223,16768,16908,6343,2462,2991,6570,5778
"Morris County, New Jersey","34027",495261,26658,89110,36883,52797,69578,85386,35559,12081,16373,37663,33173,285574,23790,71504,25618,26704,32361,40944,17775,6011,7339,17536,15992,111522,2018,11493,5314,9586,16184,23872,10178,3590,5581,12173,11533,6774,100,916,689,673,1130,1482,459,195,226,557,347,91391,750,5197,5262,15834,19903,19088,7147,2285,3227,7397,5301
"Ocean County, New Jersey","34029",578902,39191,96551,43524,61644,65023,77922,35071,15083,21886,60657,62350,379028,35182,81130,32721,36234,39731,48557,20620,8308,12498,32154,31893,146160,3477,12493,6941,15776,16491,21385,11044,5093,7475,22012,23973,9347,409,1159,807,1403,1159,1530,419,221,343,1065,832,44367,123,1769,3055,8231,7642,6450,2988,1461,1570,5426,5652
