"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Washington County School District, Georgia","1305490",16997,4382,12615,3655,1854,2287,1887,1316,882,331,403,14259,3510,10749,3169,1635,1925,1638,1102,730,220,330,2363,703,1660,426,205,294,243,191,128,111,62,120,19,101,28,14,38,0,10,5,0,6,255,150,105,32,0,30,6,13,19,0,5
"Wayne County School District, Georgia","1305550",23502,3951,19551,5805,2238,3560,2368,2547,1412,517,1104,16184,2483,13701,4057,1352,2658,1703,1714,905,423,889,6011,1164,4847,1435,725,681,488,763,462,80,213,315,58,257,99,19,23,65,40,9,0,2,992,246,746,214,142,198,112,30,36,14,0
"Webster County School District, Georgia","1305580",2170,366,1804,461,282,313,362,197,105,22,62,1785,308,1477,362,251,279,277,141,99,13,55,320,34,286,99,25,22,69,56,6,9,0,0,0,0,0,0,0,0,0,0,0,0,65,24,41,0,6,12,16,0,0,0,7
"Wheeler County School District, Georgia","1305640",6093,3001,3092,766,522,618,450,457,235,44,0,5068,2277,2791,644,447,608,366,447,235,44,0,912,672,240,112,42,10,66,10,0,0,0,47,24,23,0,23,0,0,0,0,0,0,66,28,38,10,10,0,18,0,0,0,0
"White County School District, Georgia","1305670",21660,2674,18986,4337,2306,3263,2630,2709,1652,798,1291,12907,1650,11257,2764,1420,1587,1796,1508,975,464,743,8132,899,7233,1435,833,1584,784,1108,664,334,491,117,0,117,65,20,0,0,1,13,0,18,504,125,379,73,33,92,50,92,0,0,39
"Whitfield County School District, Georgia","1305700",52182,7914,44268,9727,5484,9538,6984,5977,2931,980,2647,28642,4058,24584,5742,3171,4763,3677,3565,1653,476,1537,15046,2123,12923,2949,1408,2402,1941,1647,1082,493,1001,262,2,260,51,4,12,37,64,57,11,24,8232,1731,6501,985,901,2361,1329,701,139,0,85
"Wilcox County School District, Georgia","1305730",7551,2683,4868,1421,775,933,824,468,207,52,188,6102,2078,4024,1161,634,735,743,380,188,50,133,1336,515,821,254,141,184,81,88,16,2,55,54,40,14,0,0,14,0,0,0,0,0,59,50,9,6,0,0,0,0,3,0,0
"Wilkes County School District, Georgia","1305760",8704,1322,7382,2360,1325,1225,775,777,536,196,188,6761,848,5913,1884,1058,951,648,695,397,145,135,1683,436,1247,476,183,214,120,74,93,34,53,108,18,90,0,20,0,7,0,46,17,0,152,20,132,0,64,60,0,8,0,0,0
"Wilkinson County School District, Georgia","1305790",7660,1458,6202,1599,621,1257,1071,753,430,162,309,6611,1300,5311,1446,561,1064,892,621,378,125,224,905,113,792,148,60,153,148,109,52,37,85,59,17,42,5,0,0,21,16,0,0,0,85,28,57,0,0,40,10,7,0,0,0
"Worth County School District, Georgia","1305850",17208,2463,14745,3942,2120,2564,2130,1941,1056,325,667,13535,1995,11540,3336,1688,2014,1609,1438,761,253,441,3366,402,2964,570,402,484,460,486,271,72,219,72,4,68,0,0,0,44,17,0,0,7,235,62,173,36,30,66,17,0,24,0,0
"Remainder of Georgia, Georgia","1399999",16524,1329,15195,3843,1659,2643,2238,2657,1199,455,501,804,229,575,95,76,86,114,61,61,44,38,13938,878,13060,3447,1409,2361,1907,2222,991,389,334,629,110,519,84,38,45,63,131,49,22,87,1153,112,1041,217,136,151,154,243,98,0,42
"Troup County School District, Georgia","1300001",51054,6558,44496,11784,5550,7933,5852,6245,3401,1207,2524,33383,4633,28750,7952,3595,5132,3912,3892,2368,602,1297,15280,1476,13804,3481,1605,2312,1705,2169,907,552,1073,322,30,292,53,17,43,21,23,26,50,59,2069,419,1650,298,333,446,214,161,100,3,95
"Fort Stewart School District, Georgia","1300003",5513,1134,4379,873,336,1011,1023,762,251,38,85,536,197,339,132,19,41,17,72,58,0,0,4370,770,3600,611,286,866,928,630,166,31,82,234,88,146,14,19,47,33,26,0,7,0,373,79,294,116,12,57,45,34,27,0,3
"Robins AFB School District, Georgia","1300004",926,106,820,85,61,332,139,115,43,3,42,61,0,61,4,0,34,13,10,0,0,0,773,90,683,60,46,268,121,105,43,3,37,65,7,58,17,11,30,0,0,0,0,0,27,9,18,4,4,0,5,0,0,0,5
"Appling County School District, Georgia","1300060",14184,2341,11843,2478,1683,2583,1936,1233,884,257,789,10104,1564,8540,2003,1166,1678,1271,930,694,199,599,2893,577,2316,462,195,537,463,303,108,58,190,19,0,19,0,0,0,19,0,0,0,0,1168,200,968,13,322,368,183,0,82,0,0
"Atkinson County School District, Georgia","1300090",6161,941,5220,1386,868,1113,838,578,223,40,174,3997,548,3449,831,564,675,603,509,125,40,102,1271,213,1058,353,173,237,125,69,59,0,42,18,0,18,0,0,0,0,0,0,0,18,875,180,695,202,131,201,110,0,39,0,12
"Atlanta City School District, Georgia","1300120",344419,47970,296449,71647,29431,40897,34377,35755,24347,10411,49584,163980,29130,134850,41744,17248,20191,16682,15354,8758,3035,11838,146149,13636,132513,23967,8719,15286,14076,17695,13498,6462,32810,3835,259,3576,676,277,361,455,441,292,185,889,30455,4945,25510,5260,3187,5059,3164,2265,1799,729,4047
"Bacon County School District, Georgia","1300150",8498,1561,6937,1637,1116,1470,1078,657,267,226,486,6106,998,5108,1217,858,1039,838,504,179,149,324,2005,480,1525,379,229,326,170,94,88,77,162,25,8,17,0,0,17,0,0,0,0,0,362,75,287,41,29,88,70,59,0,0,0
"Baker County School District, Georgia","1300180",2740,539,2201,437,366,530,413,209,125,18,103,2229,400,1829,422,270,491,348,136,70,0,92,493,139,354,15,96,39,65,55,55,18,11,18,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baldwin County School District, Georgia","1300210",39217,9683,29534,7776,3467,6038,4122,3630,1955,884,1662,30475,7545,22930,5992,2740,4898,3320,2897,1390,655,1038,7062,1523,5539,1542,609,997,667,590,474,198,462,455,224,231,75,27,12,50,32,15,0,20,1225,391,834,167,91,131,85,111,76,31,142
"Banks County School District, Georgia","1300240",14024,2129,11895,2801,1577,2299,1647,1846,728,367,630,10401,1660,8741,1987,1085,1816,1206,1414,515,203,515,3020,376,2644,754,390,414,308,346,186,131,115,70,0,70,0,30,3,0,35,2,0,0,533,93,440,60,72,66,133,51,25,33,0
"Barrow County School District, Georgia","1300290",50472,6932,43540,9478,4842,7342,6603,7030,4327,1145,2773,27582,4034,23548,5757,2845,4075,3717,3081,2164,610,1299,18205,2091,16114,2840,1378,2536,2452,3069,1950,490,1399,412,13,399,83,17,14,64,146,29,12,34,4273,794,3479,798,602,717,370,734,184,33,41
"Bartow County School District, Georgia","1300330",60406,9972,50434,9904,6404,8512,7532,7733,4752,1860,3737,35315,6158,29157,6623,3730,4549,4449,4788,2535,850,1633,21806,3044,18762,2913,2283,3122,2598,2802,2064,926,2054,325,64,261,33,21,46,75,48,22,13,3,2960,706,2254,335,370,795,410,95,131,71,47
"Ben Hill County School District, Georgia","1300360",13774,2378,11396,3063,1805,2730,1528,1020,580,276,394,10176,1704,8472,2466,1370,1922,1041,694,415,246,318,2936,567,2369,473,418,658,284,302,165,30,39,0,0,0,0,0,0,0,0,0,0,0,662,107,555,124,17,150,203,24,0,0,37
"Berrien County School District, Georgia","1300390",14789,2381,12408,3286,1920,2345,2151,1391,838,134,343,10913,1731,9182,2649,1349,1748,1532,942,609,77,276,3355,458,2897,579,498,481,559,427,229,57,67,76,0,76,6,4,57,0,9,0,0,0,445,192,253,52,69,59,60,13,0,0,0
"Bibb County School District, Georgia","1300420",121734,19935,101799,27354,11442,18232,13449,12258,8250,3112,7702,84884,14650,70234,19651,8894,13129,9270,8511,4980,1849,3950,30704,4259,26445,6572,1942,3937,3442,3404,2921,1086,3141,1067,218,849,125,89,207,114,35,39,0,240,5079,808,4271,1006,517,959,623,308,310,177,371
"Bleckley County School District, Georgia","1300440",10464,1971,8493,2304,1004,1855,1071,1010,510,326,413,8855,1724,7131,2003,759,1571,919,880,406,278,315,1376,182,1194,292,239,178,152,114,73,48,98,16,0,16,0,0,0,0,16,0,0,0,217,65,152,9,6,106,0,0,31,0,0
"Brantley County School District, Georgia","1300480",13808,2139,11669,2761,1675,2039,1520,1668,1240,180,586,9452,1236,8216,1934,1039,1442,1061,1291,917,147,385,4171,884,3287,784,583,557,441,365,323,33,201,29,0,29,17,0,0,0,12,0,0,0,156,19,137,26,53,40,18,0,0,0,0
"Bremen City School District, Georgia","1300510",4646,673,3973,942,462,648,452,680,271,136,382,3441,574,2867,613,330,526,376,478,205,62,277,1092,80,1012,313,115,101,49,189,66,74,105,27,0,27,0,0,0,27,0,0,0,0,86,19,67,16,17,21,0,13,0,0,0
"Brooks County School District, Georgia","1300540",13149,1663,11486,2771,1676,2315,1605,1446,795,201,677,8968,1269,7699,1952,1229,1376,1069,1030,435,135,473,3245,324,2921,664,345,570,471,416,233,66,156,385,41,344,7,0,124,50,0,127,0,36,551,29,522,148,102,245,15,0,0,0,12
"Bryan County School District, Georgia","1300570",22085,2625,19460,3900,1637,2778,2561,2726,2255,885,2718,10618,1064,9554,2195,793,1667,1194,1235,1049,431,990,9900,1268,8632,1411,638,956,1201,1385,1067,454,1520,439,109,330,71,38,49,0,33,27,0,112,1128,184,944,223,168,106,166,73,112,0,96
"Buford City School District, Georgia","1300600",9371,1345,8026,1913,1214,1766,1067,694,456,244,672,3605,601,3004,862,324,564,414,308,198,78,256,2748,344,2404,538,254,372,383,287,247,78,245,105,0,105,31,0,38,0,36,0,0,0,2913,400,2513,482,636,792,270,63,11,88,171
"Bulloch County School District, Georgia","1300630",55782,9085,46697,16855,5279,7207,5501,5307,2965,969,2614,37670,5854,31816,11564,3665,5197,4050,3447,1984,547,1362,15310,2535,12775,4647,1195,1716,1120,1726,884,380,1107,565,193,372,195,49,15,37,23,8,21,24,2237,503,1734,449,370,279,294,111,89,21,121
"Burke County School District, Georgia","1300660",17541,3415,14126,3611,2439,2562,2217,1569,798,347,583,13173,2604,10569,2780,1849,1987,1593,1195,605,191,369,3989,782,3207,671,568,556,525,356,173,150,208,269,18,251,105,9,0,87,18,20,6,6,110,11,99,55,13,19,12,0,0,0,0
"Butts County School District, Georgia","1300690",19097,3102,15995,3484,1967,2597,2853,2307,1339,426,1022,13530,2326,11204,2546,1486,1753,2115,1625,752,315,612,5024,656,4368,902,362,690,718,623,579,96,398,82,22,60,11,25,8,8,0,8,0,0,461,98,363,25,94,146,12,59,0,15,12
"Calhoun City School District, Georgia","1300720",11552,1660,9892,2411,1494,2056,1364,1280,576,160,551,6633,702,5931,1551,839,1015,857,864,429,102,274,2781,456,2325,618,267,367,240,386,132,46,269,0,0,0,0,0,0,0,0,0,0,0,2138,502,1636,242,388,674,267,30,15,12,8
"Calhoun County School District, Georgia","1300750",5300,1730,3570,1068,608,855,345,285,274,69,66,4072,1189,2883,909,420,762,270,185,250,43,44,979,378,601,134,159,83,56,100,24,26,19,37,37,0,0,0,0,0,0,0,0,0,212,126,86,25,29,10,19,0,0,0,3
"Camden County School District, Georgia","1300780",38149,5001,33148,7387,3240,5900,4326,5068,3608,1445,2174,10704,1118,9586,2440,1134,1917,1298,1582,583,268,364,25345,3517,21828,4491,1960,3703,2850,3139,2878,1100,1707,956,162,794,281,14,119,37,197,88,19,39,1144,204,940,175,132,161,141,150,59,58,64
"Candler County School District, Georgia","1300810",8487,1187,7300,2144,1036,1737,982,711,259,217,214,5290,711,4579,1482,565,1022,679,507,156,78,90,2623,417,2206,603,326,439,268,204,103,139,124,12,0,12,0,0,12,0,0,0,0,0,562,59,503,59,145,264,35,0,0,0,0
"Carroll County School District, Georgia","1300840",66249,9041,57208,13205,6098,9760,8288,9259,5360,1971,3267,42879,6572,36307,9028,3972,6043,5213,5819,3320,1307,1605,20233,1932,18301,3662,1802,2836,2848,3127,1903,609,1514,596,10,586,101,22,127,102,94,57,24,59,2541,527,2014,414,302,754,125,219,80,31,89
"Carrollton City School District, Georgia","1300870",19536,3607,15929,5805,1845,2842,1307,1515,930,259,1426,11147,1775,9372,3305,1080,1678,873,835,586,89,926,5965,1159,4806,1787,418,790,353,573,332,135,418,222,85,137,27,0,55,0,0,12,12,31,2202,588,1614,686,347,319,81,107,0,23,51
"Cartersville City School District, Georgia","1300900",15080,2177,12903,2733,1495,2111,2123,1578,1090,464,1309,9369,1224,8145,1900,956,1201,1403,985,780,278,642,4182,524,3658,647,381,577,509,490,296,157,601,20,20,0,0,0,0,0,0,0,0,0,1509,409,1100,186,158,333,211,103,14,29,66
"Catoosa County School District, Georgia","1300930",49855,5573,44282,9183,4887,7547,8034,6448,4063,1149,2971,17658,2196,15462,3216,1879,2797,2922,2069,1402,272,905,30559,3177,27382,5752,2871,4481,4852,4057,2540,834,1995,460,22,438,53,57,0,91,186,5,9,37,1178,178,1000,162,80,269,169,136,116,34,34
"Charlton County School District, Georgia","1300990",9964,2246,7718,2172,709,1779,1131,911,614,109,293,5456,1390,4066,1235,334,1084,548,407,254,63,141,4407,795,3612,932,375,660,583,504,360,46,152,71,36,35,0,0,35,0,0,0,0,0,30,25,5,5,0,0,0,0,0,0,0
"Chatham County School District, Georgia","1301020",207449,31002,176447,38894,18172,31406,24946,24894,14870,5580,17685,112490,18211,94279,22955,11159,17989,13907,12383,6930,2350,6606,77578,8792,68786,13685,5531,10115,9095,10747,7152,2785,9676,3135,524,2611,491,209,579,331,418,207,78,298,14246,3475,10771,1763,1273,2723,1613,1346,581,367,1105
"Chattahoochee County School District, Georgia","1301050",2684,666,2018,586,266,284,294,247,160,53,128,1390,415,975,249,201,97,215,109,58,12,34,1148,220,928,277,51,182,68,135,86,41,88,96,0,96,60,14,0,0,0,16,0,6,50,31,19,0,0,5,11,3,0,0,0
"Chattooga County School District, Georgia","1301080",19196,4099,15097,3900,2062,3416,2577,1857,648,285,352,13685,2900,10785,3088,1430,2426,1779,1193,491,184,194,4994,1115,3879,711,521,887,751,593,157,101,158,95,53,42,16,0,9,9,8,0,0,0,422,31,391,85,111,94,38,63,0,0,0
"Cherokee County School District, Georgia","1301110",158273,20967,137306,23520,11726,19217,17861,21853,14438,6503,22188,56347,8671,47676,10510,4360,6502,6618,7513,4846,1948,5379,83625,9163,74462,10624,5592,9424,8879,12420,8341,4071,15111,1806,275,1531,304,97,263,117,168,131,123,328,16495,2858,13637,2082,1677,3028,2247,1752,1120,361,1370
"Chickamauga City School District, Georgia","1301140",2389,207,2182,409,261,387,370,387,152,76,140,1150,99,1051,227,112,213,184,155,56,47,57,1209,108,1101,182,149,174,178,224,96,21,77,30,0,30,0,0,0,8,8,0,8,6,0,0,0,0,0,0,0,0,0,0,0
"Clarke County School District, Georgia","1301170",97664,18439,79225,27246,8188,14000,9170,8218,4933,1935,5535,51579,10534,41045,15974,4500,7081,4704,4077,2212,785,1712,32911,4648,28263,9003,2298,3927,3242,3376,2244,1016,3157,1270,277,993,281,103,177,132,75,72,28,125,11904,2980,8924,1988,1287,2815,1092,690,405,106,541
"Clay County School District, Georgia","1301200",2290,290,2000,672,354,413,224,216,87,2,32,1738,234,1504,558,317,274,129,169,34,2,21,548,56,492,110,37,139,95,47,53,0,11,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clayton County School District, Georgia","1301230",196166,31066,165100,34043,17028,31223,28532,28004,15072,4154,7044,79038,14101,64937,15166,6859,11828,11124,10719,5759,1341,2141,77922,9197,68725,12765,6003,11512,11752,13123,7312,2425,3833,3339,536,2803,487,483,416,510,493,192,65,157,35867,7232,28635,5625,3683,7467,5146,3669,1809,323,913
"Clinch County School District, Georgia","1301260",5430,745,4685,1392,723,728,697,565,302,128,150,4262,616,3646,1139,466,598,585,515,217,48,78,1128,129,999,233,237,130,112,50,85,80,72,0,0,0,0,0,0,0,0,0,0,0,40,0,40,20,20,0,0,0,0,0,0
"Cobb County School District, Georgia","1301290",486026,64110,421916,73224,32960,58576,50497,61034,45908,20341,79376,136878,21537,115341,26692,9811,15825,14548,16600,11441,5146,15278,258658,26449,232209,34741,15490,27303,25689,34252,28408,12680,53646,6957,803,6154,995,684,856,598,904,713,179,1225,83533,15321,68212,10796,6975,14592,9662,9278,5346,2336,9227
"Coffee County School District, Georgia","1301350",32385,7284,25101,5939,3513,5355,4034,3141,1435,626,1058,23595,5008,18587,4411,2569,4128,2765,2477,1074,470,693,6269,1519,4750,1084,549,828,892,655,361,103,278,145,62,83,3,8,23,10,5,0,28,6,2376,695,1681,441,387,376,367,4,0,25,81
"Colquitt County School District, Georgia","1301380",34459,4911,29548,7612,4234,6509,4618,2941,1800,654,1180,23976,3375,20601,5742,2652,4171,3210,2175,1391,501,759,5784,671,5113,1162,853,1029,742,574,317,78,358,265,42,223,35,50,2,39,15,49,0,33,4434,823,3611,673,679,1307,627,177,43,75,30
"Columbia County School District, Georgia","1301410",91379,13257,78122,14741,6394,10818,9433,11353,9383,3662,12338,37587,5979,31608,6699,2936,4886,3680,5048,3532,1071,3756,43784,5376,38408,6346,2686,5008,4694,5316,5035,2043,7280,2938,443,2495,490,144,299,383,444,230,173,332,7070,1459,5611,1206,628,625,676,545,586,375,970
"Commerce City School District, Georgia","1301440",5250,539,4711,1426,753,801,549,493,383,96,210,3711,408,3303,1111,508,522,357,364,204,78,159,1185,90,1095,186,175,237,173,129,126,18,51,81,18,63,35,16,12,0,0,0,0,0,273,23,250,94,54,30,19,0,53,0,0
"Cook County School District, Georgia","1301470",13144,1768,11376,2898,1586,2520,1909,1354,557,196,356,9321,1200,8121,2153,1128,1849,1370,994,305,127,195,3185,434,2751,681,361,512,478,331,201,60,127,88,46,42,18,0,0,0,24,0,0,0,550,88,462,46,97,159,61,5,51,9,34
"Coweta County School District, Georgia","1301500",93444,11852,81592,15336,6986,12890,11096,12591,8986,3451,10256,48070,6613,41457,8669,4389,7073,5830,6404,4012,1506,3574,37898,4118,33780,5635,1939,4239,4187,5595,4405,1824,5956,1299,150,1149,181,171,129,191,110,162,28,177,6177,971,5206,851,487,1449,888,482,407,93,549
"Crawford County School District, Georgia","1301530",10196,1672,8524,1903,1149,1351,1403,888,837,237,756,8013,1519,6494,1654,928,1109,873,676,662,144,448,1948,142,1806,249,221,211,386,173,165,93,308,0,0,0,0,0,0,0,0,0,0,0,235,11,224,0,0,31,144,39,10,0,0
"Crisp County School District, Georgia","1301560",18065,2906,15159,4379,2059,3046,1944,1781,1074,285,591,14571,2305,12266,3741,1705,2311,1505,1563,813,255,373,3203,468,2735,583,312,723,400,218,261,30,208,18,0,18,0,8,0,0,0,0,0,10,273,133,140,55,34,12,39,0,0,0,0
"Dade County School District, Georgia","1301590",13655,1385,12270,3818,1515,2156,1505,1446,850,302,678,4405,574,3831,1126,593,750,497,306,304,61,194,8830,790,8040,2414,908,1337,1008,1132,530,241,470,85,13,72,0,8,36,0,5,9,0,14,335,8,327,278,6,33,0,3,7,0,0
"Dalton City School District, Georgia","1301620",23548,3538,20010,4214,2821,4177,3580,2187,1154,423,1454,8062,1068,6994,1672,951,1151,881,907,634,246,552,6301,780,5521,1266,682,885,847,682,369,129,661,400,54,346,139,15,0,27,124,11,0,30,8785,1636,7149,1137,1173,2141,1825,474,140,48,211
"Dawson County School District, Georgia","1301650",17510,2163,15347,3273,1592,2716,2246,2045,1333,530,1612,10042,1222,8820,2095,999,1571,1178,1335,831,220,591,6773,773,6000,1056,561,902,1037,643,502,310,989,92,27,65,7,0,8,19,5,0,0,26,603,141,462,115,32,235,12,62,0,0,6
