"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Mcduffie County School District, Georgia","1303570",14110,4216,5038,3228,1026,602,10277,3380,3667,2299,581,350,3546,672,1301,915,445,213,50,0,50,0,0,0,237,164,20,14,0,39
"Mcintosh County School District, Georgia","1303600",9251,2306,3481,2079,806,579,6482,1810,2549,1478,458,187,2626,496,883,596,334,317,24,0,0,5,0,19,119,0,49,0,14,56
"Meriwether County School District, Georgia","1303630",14942,4060,6501,2928,873,580,11978,3481,5538,2176,484,299,2746,530,928,704,332,252,25,0,0,25,0,0,193,49,35,23,57,29
"Miller County School District, Georgia","1303660",4224,1123,1649,1053,231,168,3386,793,1474,847,165,107,746,260,175,184,66,61,6,2,0,4,0,0,86,68,0,18,0,0
"Mitchell County School District, Georgia","1303690",12984,4504,4796,2523,783,378,10192,3539,3758,1956,577,362,2347,679,909,559,184,16,36,28,0,8,0,0,409,258,129,0,22,0
"Monroe County School District, Georgia","1303720",17422,3363,6474,4268,2094,1223,12383,2553,4960,2881,1336,653,4566,673,1458,1319,584,532,140,42,22,9,67,0,333,95,34,59,107,38
"Montgomery County School District, Georgia","1303750",5561,1066,2379,1328,493,295,4292,801,1793,1086,417,195,1048,210,469,202,72,95,4,0,4,0,0,0,217,55,113,40,4,5
"Morgan County School District, Georgia","1303780",12267,2587,4151,2613,1859,1057,8441,2166,3024,1692,1058,501,3420,361,949,863,738,509,74,6,12,0,39,17,332,54,166,58,24,30
"Murray County School District, Georgia","1303840",25452,8602,10088,5056,908,798,15359,5054,6308,2979,504,514,7522,2406,2762,1748,354,252,109,0,41,60,0,8,2462,1142,977,269,50,24
"Muscogee County School District, Georgia","1303870",113098,18681,33138,36631,15081,9567,50988,9819,16454,15322,6054,3339,51344,6850,14120,17778,7463,5133,3408,283,735,1777,384,229,7358,1729,1829,1754,1180,866
"Newton County School District, Georgia","1303930",60022,9914,20209,18260,7577,4062,32004,6665,11883,8857,3110,1489,22679,1999,6921,7885,3601,2273,807,165,214,269,151,8,4532,1085,1191,1249,715,292
"Oconee County School District, Georgia","1303960",20160,2278,3768,5053,4424,4637,10432,1584,2525,2722,1940,1661,8179,339,1083,2106,2222,2429,264,0,0,75,49,140,1285,355,160,150,213,407
"Oglethorpe County School District, Georgia","1303990",9630,2341,3332,2833,536,588,7163,2111,2614,2008,262,168,2172,171,604,727,257,413,52,0,0,39,11,2,243,59,114,59,6,5
"Paulding County School District, Georgia","1304020",83208,11759,30373,23730,12449,4897,40700,7514,17526,9543,4718,1399,36987,3233,11405,12580,6807,2962,1327,159,364,557,197,50,4194,853,1078,1050,727,486
"Peach County School District, Georgia","1304050",16134,3205,5786,4244,1892,1007,10657,2301,3909,2792,995,660,4259,442,1542,1264,737,274,260,26,46,99,65,24,958,436,289,89,95,49
"Pelham City School District, Georgia","1304080",2444,736,736,647,238,87,2004,655,609,568,155,17,344,42,79,70,83,70,31,0,31,0,0,0,65,39,17,9,0,0
"Pickens County School District, Georgia","1304110",20387,4214,6647,5043,2991,1492,12456,3386,4541,2696,1181,652,7040,575,1953,2227,1538,747,124,20,19,23,50,12,767,233,134,97,222,81
"Pierce County School District, Georgia","1304140",11968,2705,4848,3365,589,461,8409,1642,3743,2261,473,290,3128,759,1048,1050,100,171,86,0,37,49,0,0,345,304,20,5,16,0
"Pike County School District, Georgia","1304170",11276,1913,4457,3141,1095,670,7642,1507,3375,1842,527,391,3402,352,1018,1253,528,251,76,23,9,39,5,0,156,31,55,7,35,28
"Polk County School District, Georgia","1304200",26341,7484,10077,5788,1722,1270,19038,4822,8157,4034,1080,945,4959,1296,1387,1387,596,293,218,27,104,87,0,0,2126,1339,429,280,46,32
"Pulaski County School District, Georgia","1304220",8272,1890,3814,2108,304,156,6252,1553,2879,1556,157,107,1948,312,888,552,147,49,8,8,0,0,0,0,64,17,47,0,0,0
"Putnam County School District, Georgia","1304260",14743,2895,5241,3839,1778,990,9435,2010,3533,2455,941,496,4531,464,1588,1248,753,478,97,17,36,44,0,0,680,404,84,92,84,16
"Quitman County School District, Georgia","1304290",1592,533,604,337,108,10,768,284,300,146,38,0,815,249,304,182,70,10,0,0,0,0,0,0,9,0,0,9,0,0
"Rabun County School District, Georgia","1304320",11794,2300,3600,2978,1824,1092,5721,1325,1967,1402,713,314,5263,583,1475,1392,1041,772,95,23,21,35,10,6,715,369,137,149,60,0
"Randolph County School District, Georgia","1304350",4998,1477,1708,1158,346,309,4158,1377,1487,791,260,243,780,100,213,315,86,66,0,0,0,0,0,0,60,0,8,52,0,0
"Richmond County School District, Georgia","1304380",123819,21888,38690,38126,15853,9262,64866,14546,22887,17152,6699,3582,49405,6086,12788,18261,7815,4455,3286,263,1107,1275,313,328,6262,993,1908,1438,1026,897
"Rockdale County School District, Georgia","1304410",53162,8064,15833,16706,8048,4511,22101,3772,7807,6347,2872,1303,23174,1753,6461,8767,3915,2278,324,27,87,41,88,81,7563,2512,1478,1551,1173,849
"Rome City School District, Georgia","1304440",22593,6596,6152,4622,2969,2254,13055,3586,4121,2809,1552,987,6247,1086,1451,1386,1238,1086,121,0,19,62,12,28,3170,1924,561,365,167,153
"Schley County School District, Georgia","1304470",2983,854,1075,795,169,90,2121,651,767,536,88,79,709,177,296,169,60,7,25,0,0,0,21,4,128,26,12,90,0,0
"Screven County School District, Georgia","1304500",9543,2419,4099,1938,666,421,7496,1949,3388,1440,437,282,1955,461,689,467,199,139,23,0,10,0,13,0,69,9,12,31,17,0
"Seminole County School District, Georgia","1304530",5935,1364,2238,1721,361,251,4181,1031,1637,1153,211,149,1666,306,598,543,128,91,7,0,0,7,0,0,81,27,3,18,22,11
"Social Circle City School District, Georgia","1304540",2709,609,1095,577,351,77,1597,416,628,322,231,0,846,45,421,213,102,65,25,0,0,13,0,12,241,148,46,29,18,0
"Stephens County School District, Georgia","1304560",17538,4412,6764,4033,1364,965,11354,3518,4464,2145,724,503,5583,655,2102,1811,606,409,15,1,0,1,13,0,586,238,198,76,21,53
