"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Chesilhurst Borough School District, New Jersey","3403030",49.5,38.6,57.6,40.9,40
"Cinnaminson Township School District, New Jersey","3403120",44.4,29.5,52.5,38.5,56.1
"Clark Township School District, New Jersey","3403150",44,39.2,47.3,33.5,51.2
"Clayton Borough School District, New Jersey","3403180",39.1,32.8,49.9,38.4,48.3
"Clementon Borough School District, New Jersey","3403240",40.2,32.3,46,61.3,37.4
"Cliffside Park Borough School District, New Jersey","3403270",44.1,28.4,45.1,50.5,50
"Clifton City School District, New Jersey","3403300",37.4,26.5,38.6,47.9,45.4
"Collingswood Borough School District, New Jersey","3403420",39.9,33.2,45.7,33.9,47.3
"Commercial Township School District, New Jersey","3403480",39.5,33.9,51,41.7,63.5
"Cranford Township School District, New Jersey","3403570",42.4,36.9,47.5,45.5,45.3
"Cresskill Borough School District, New Jersey","3403600",43.4,23.5,46.9,35.9,48
"Deal Borough School District, New Jersey","3403630",56.7,51.2,58.5,71.3,58.1
"Delanco Township School District, New Jersey","3403690",41.8,34.1,53,8.5,43.1
"Delran Township School District, New Jersey","3403780",39.4,27.3,50.8,62.3,43.3
"Dennis Township School District, New Jersey","3403840",47.9,41.9,54.3,43.9,60.7
"Deptford Township School District, New Jersey","3403900",40.6,31.9,52.6,44.7,40.6
"Dover Town School District, New Jersey","3403930",36.1,20.5,47.5,50,40.8
"Downe Township School District, New Jersey","3403960",46.3,39.7,57.2,57.1,51.3
"Dumont Borough School District, New Jersey","3403990",40.9,29.2,47.5,48.5,50.6
"Dunellen Borough School District, New Jersey","3404020",37.6,30.3,39.7,34.6,47.7
"East Brunswick Township School District, New Jersey","3404110",42.5,25.1,50.2,44.9,48.1
"East Newark Borough School District, New Jersey","3404200",32.8,15.5,32.2,16.6,40.6
"East Orange City School District, New Jersey","3404230",37.6,27.3,50.8,40.2,46.4
"East Windsor Regional School District, New Jersey","3404320",37.7,22.3,49.4,28.7,41.7
"Edgewater Borough School District, New Jersey","3404440",37.9,23.5,38.6,53.2,38.8
"Edgewater Park Township School District, New Jersey","3404470",42.5,38.1,52,42.8,40.1
"Edison Township School District, New Jersey","3404500",38.8,25.9,46.6,49.1,42.4
"Egg Harbor Township School District, New Jersey","3404560",40.3,25.2,51,46.5,48.5
"Elizabeth City School District, New Jersey","3404590",33.1,16,33.9,45.7,42.4
"Elmwood Park Borough School District, New Jersey","3404660",38.4,27.4,38.2,59.3,48.3
"Englewood City School District, New Jersey","3404740",39.1,24.1,44,27.2,45.4
"Englewood Cliffs Borough School District, New Jersey","3404770",47.2,17.7,40,53.1,56.1
"Ewing Township School District, New Jersey","3404920",37.4,29.1,46.3,49.8,44.5
"Fair Lawn Borough School District, New Jersey","3404980",42.2,28.5,48,44.1,48.3
"Fairview Borough School District, New Jersey","3405070",38.1,26.2,30.2,50.9,47.7
"Florence Township School District, New Jersey","3405220",42.7,37.2,51.6,53.9,48.4
"Folsom Borough School District, New Jersey","3405280",42.7,31.7,54.9,48.8,61.8
"Fort Lee Borough School District, New Jersey","3405310",45.8,28,46.4,41.7,49.6
"Franklin Township School District, New Jersey","3405490",40.2,28.2,52.5,47,42.6
"Garfield City School District, New Jersey","3405760",35.4,21.9,41.5,38,42.9
"Glassboro Borough School District, New Jersey","3405880",28.1,22.3,42.7,46.1,42.3
"Glen Ridge Borough School District, New Jersey","3405940",41.8,22.2,43.8,45.3,45.3
"Glen Rock Borough School District, New Jersey","3405970",41.7,25.1,48.1,50.7,45.6
"Gloucester City School District, New Jersey","3406000",35.9,32.5,45.8,40.4,33.6
"Green Township School District, New Jersey","3406090",41.9,33.7,49.6,57.5,51.4
"Greenwich Township School District (Gloucester County), New Jersey","3406180",46,43.8,48.9,60.9,44.2
"Greenwich Township School District (Warren County), New Jersey","3406210",41.5,25.4,44.3,43.2,43.8
"Guttenberg Town School District, New Jersey","3406240",36.6,14.5,42.6,51.5,42.6
"Hackensack City School District, New Jersey","3406270",39.2,27.1,47.3,48.1,41.3
"Hackettstown Town School District, New Jersey","3406300",35.8,31,41.2,43.8,38
"Haddon Heights Borough School District, New Jersey","3406330",42.9,35.7,49.4,27,51.9
"Haddon Township School District, New Jersey","3406360",41.5,35.5,46.4,53.6,43.3
"Haddonfield Borough School District, New Jersey","3406390",43.3,39,47.4,47.4,48
"Hamilton Township School District, New Jersey","3406540",42.4,39,51.9,38.8,42.1
"Hammonton Town School District, New Jersey","3406570",42.1,37.6,55.1,40.8,38.8
"Harding Township School District, New Jersey","3406720",46.8,37.8,53.4,17.5,48.9
"Harmony Township School District, New Jersey","3406810",45.3,43.3,50.5,29.5,65.3
"Harrison Town School District, New Jersey","3406870",34.4,20.9,31.4,46.8,39.4
"Hasbrouck Heights Borough School District, New Jersey","3406930",41.3,33.4,45,62.7,45.8
"Hawthorne Borough School District, New Jersey","3406990",39.1,32.7,46.3,59.4,48.3
"Highland Park Borough School District, New Jersey","3407170",34.9,20.5,41.1,18.5,39.4
"Hillsborough Township School District, New Jersey","3407230",40.3,27.2,50.1,39.8,45.1
"Hillside Township School District, New Jersey","3407290",38.4,25.9,54.3,46.4,50
"Ho-Ho-Kus Borough School District, New Jersey","3407320",42.1,25.3,52.4,76.6,53.2
"Hoboken City School District, New Jersey","3407350",31.4,28.3,31,59.4,37.6
"Holmdel Township School District, New Jersey","3407410",47.2,23.2,50.5,49.5,53.9
"Hopatcong Borough School District, New Jersey","3407440",42.7,34.2,55.6,55.3,47.5
"Hope Township School District, New Jersey","3407470",47.6,42,55.2,44.6,58.7
"Hopewell Valley Regional School District, New Jersey","3407530",45,36.8,49.3,45.9,49.1
"Irvington Township School District, New Jersey","3407680",34.9,23,53.2,43.3,41.6
"Jackson Township School District, New Jersey","3407740",42.3,31.9,52.1,45.8,52.2
"Jamesburg Borough School District, New Jersey","3407770",37.5,26.1,46.3,29.5,46.8
"Jefferson Township School District, New Jersey","3407800",42.9,37,54,50.3,50.4
"Jersey City School District, New Jersey","3407830",33.9,23.4,35.7,53.6,38.3
"Keansburg Borough School District, New Jersey","3407860",41.4,35.9,52.9,64.2,50.3
"Kearny Town School District, New Jersey","3407890",37,24.5,37.1,47.1,46.2
"Keyport Borough School District, New Jersey","3407950",37.9,33.5,55.5,48,35.7
"Kinnelon Borough School District, New Jersey","3408040",44,34.1,50,45.5,51.8
"Lacey Township School District, New Jersey","3408100",44.2,40.2,53.3,47.3,57.2
"Lakehurst Borough School District, New Jersey","3408160",32.2,30.1,30.7,14.5,47.3
"Lakewood Township School District, New Jersey","3408220",22.4,9.6,33.6,24.9,35.2
"Lawrence Township School District (Cumberland County), New Jersey","3408370",39.7,36.8,55.7,23,41.6
"Lawrence Township School District (Mercer County), New Jersey","3408400",39.5,26.3,50.8,38.7,43.2
"Leonia Borough School District, New Jersey","3408520",42.6,17.1,52.3,37.4,45.7
"Lincoln Park Borough School District, New Jersey","3408580",45.1,37.1,54.8,43.3,51.1
"Linden City School District, New Jersey","3408610",38.2,28,50.1,41.2,47.2
"Lindenwold Borough School District, New Jersey","3408640",35,26.9,53.7,35.3,32.4
"Little Ferry Borough School District, New Jersey","3408760",41,24.8,41.2,74,44.6
"Livingston Township School District, New Jersey","3408820",43.6,30.2,48.8,42.6,49.3
"Lodi Borough School District, New Jersey","3408850",36.5,26.2,41.8,34.2,42.5
"Logan Township School District, New Jersey","3408880",36.7,36.2,36.8,27.2,48.2
"Long Branch City School District, New Jersey","3408940",35.5,26.1,53.5,49.9,35.8
"Lopatcong Township School District, New Jersey","3409000",41.7,39.2,46.4,39.5,46.4
"Pennsville Township School District, New Jersey","3409120",44.4,46.9,40.6,49.2,49.8
"Lyndhurst Township School District, New Jersey","3409210",41.2,34.6,42,41.5,49.7
"Madison Borough School District, New Jersey","3409240",39,25.9,44.1,19.4,47.8
"Old Bridge Township School District, New Jersey","3409270",41.2,29.3,47.6,48.2,48.3
"Mahwah Township School District, New Jersey","3409330",40.2,22.1,51.5,54.7,45.1
"Manchester Township School District, New Jersey","3409450",63.8,58.3,70.6,65.6,66.3
"Mannington Township School District, New Jersey","3409480",42.1,44.6,40.3,46.9,37.4
"Manville Borough School District, New Jersey","3409630",41.2,37,58.7,56.6,39.4
"Maple Shade Township School District, New Jersey","3409660",38.1,31.2,50.5,30.4,35
"Margate City School District, New Jersey","3409690",59.1,48.6,63.8,48.7,58.7
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39,29.5,47.4,51.4,45.5
"Maurice River Township School District, New Jersey","3409780",37.8,36.4,43.9,38.6,37.5
"Maywood Borough School District, New Jersey","3409810",42.1,29.2,55.1,52.7,47
"Merchantville Borough School District, New Jersey","3409960",41.9,30.4,51,84.1,41.4
"Metuchen Borough School District, New Jersey","3409990",41.6,29.5,46.2,46.1,47.5
"Middle Township School District, New Jersey","3410020",44.6,31.3,56.1,28.7,47
"Middlesex Borough School District, New Jersey","3410050",41.2,33.6,53.9,35.2,44
"Middletown Township School District, New Jersey","3410110",43.6,34.4,50.2,51.5,53.6
"Midland Park Borough School District, New Jersey","3410140",42.3,34.8,53.3,50.5,47.4
"Millburn Township School District, New Jersey","3410200",40.6,19.1,44,43.7,46.2
"Millstone Township School District, New Jersey","3410230",45.4,28.7,50.7,24.6,52.9
"Milltown Borough School District, New Jersey","3410290",40.8,37.3,54.9,54.7,39.7
"Millville City School District, New Jersey","3410320",37.3,31.4,55.8,44.3,47.3
"Mine Hill Township School District, New Jersey","3410350",39.5,30.8,53.6,52.7,36.9
"Monroe Township School District (Gloucester County), New Jersey","3410470",39.8,28,52.5,46.4,46.2
"Monroe Township School District (Middlesex County), New Jersey","3410500",55.1,38.7,67.1,69.7,50.7
"Montague Township School District, New Jersey","3410530",42.1,40,44.3,64.8,56.4
"Montclair Town School District, New Jersey","3410560",40.6,28.9,44.4,41.8,47.8
"Montgomery Township School District, New Jersey","3410590",42.1,21.3,47.8,45,46.5
"Montville Township School District, New Jersey","3410650",43.8,33.3,50.5,56.5,46.2
"Moonachie Borough School District, New Jersey","3410680",44.2,37.7,48.4,37.9,46.6
"Moorestown Township School District, New Jersey","3410710",44.3,26.4,50.4,39.6,53.3
"Morris Plains Borough School District, New Jersey","3410770",43.1,34.6,50.8,41.3,52.8
"Morris Township School District, New Jersey","3410810",40.5,30.6,50.6,35.9,41.2
"Mount Ephraim Borough School District, New Jersey","3410890",35.3,31.4,50.1,55.4,49
"Mount Olive Township School District, New Jersey","3410980",38.9,30.2,46,36.8,44.2
"Mountain Lakes Borough School District, New Jersey","3411010",43.2,21,50.9,17.9,44.1
"Mountainside Borough School District, New Jersey","3411040",47.2,39.2,54.2,51.9,52.7
"Neptune Township School District, New Jersey","3411160",43.5,36.3,57.3,46.4,43.4
"New Brunswick City School District, New Jersey","3411220",23.5,19.4,26.1,46.5,34.3
"New Hanover Township School District, New Jersey","3411250",38.4,31.6,38,38.3,43.3
"New Milford Borough School District, New Jersey","3411280",41.8,25.3,50.5,46.6,47.6
"New Providence Borough School District, New Jersey","3411310",39.8,34.3,43.8,19.5,41
"Newark City School District, New Jersey","3411340",32.6,22.3,47,49.2,40.5
"Newfield Elementary School District, New Jersey","3411370",42.7,36.9,52.5,69.2,51.8
"Newton Town School District, New Jersey","3411400",40.9,40.6,48.5,43.5,36.1
"North Arlington Borough School District, New Jersey","3411430",41.1,34.8,45,50.5,46.2
"North Bergen Township School District, New Jersey","3411460",36,18.7,28.6,58.2,46.8
"North Brunswick Township School District, New Jersey","3411490",36.2,23.3,41.2,43.1,41.8
"North Plainfield Borough School District, New Jersey","3411640",36.9,22.1,48.2,47,41
"Nutley Town School District, New Jersey","3411880",42,36.6,45.7,46.1,47.8
"Oaklyn Borough School District, New Jersey","3411940",42.5,36.4,49.3,57.5,45.2
"Ocean City School District, New Jersey","3411970",54.5,39.2,61.9,23.5,34.7
"Ocean Township School District (Monmouth County), New Jersey","3412060",42.2,34.1,52.5,48.3,41.9
"Orange City Township School District, New Jersey","3412270",34.2,22.3,47.8,39.4,41.7
"Palisades Park Borough School District, New Jersey","3412360",38.7,22.2,27,51,43.6
"Palmyra Borough School District, New Jersey","3412390",43.9,34.2,53.7,43.9,45.9
"Paramus Borough School District, New Jersey","3412420",46.8,31.8,55.1,42.6,51.6
"Park Ridge Borough School District, New Jersey","3412450",43.7,30.9,54.8,62.3,46.3
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41.3,29,50.9,42.7,45
"Passaic City School District, New Jersey","3412540",29.7,13.8,34.1,46.6,39.9
"Paterson City School District, New Jersey","3412690",32.7,20.2,45.3,46.8,43.5
"Pemberton Township School District, New Jersey","3412810",37.1,27.9,43.9,43.3,54.3
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",37.3,31,45.9,41.8,37.7
"Pennsauken Township School District, New Jersey","3412870",39.9,28.7,50.9,49.8,43.1
"Pequannock Township School District, New Jersey","3412900",46.5,42,60.5,18,53.2
"Perth Amboy City School District, New Jersey","3412930",32.9,17.7,38.7,53.7,40.1
"Phillipsburg Town School District, New Jersey","3412960",39.8,38.8,42.2,36.9,39.5
"Pine Hill Borough School District, New Jersey","3412990",36.6,29.7,52.1,54.9,39.4
"Piscataway Township School District, New Jersey","3413050",31.8,20.9,45.4,48.4,41
"Pitman Borough School District, New Jersey","3413080",42.7,34.9,55.3,16.6,55.2
"Pittsgrove Township School District, New Jersey","3413110",44.8,38,56.4,56.3,63.6
"Plainfield City School District, New Jersey","3413140",34,20.7,50.6,49.8,36.3
"Pleasantville City School District, New Jersey","3413200",35.2,23.8,53.7,44.3,39.6
"Point Pleasant Borough School District, New Jersey","3413290",43,38.8,51.3,52.3,45.6
"Point Pleasant Beach Borough School District, New Jersey","3413320",48.4,45.8,55.5,63.3,46.8
"Pompton Lakes Borough School District, New Jersey","3413350",41.5,35.1,47.1,59.1,45.9
"Port Republic City School District, New Jersey","3413380",47.6,42.4,50.1,57.8,56.4
"Princeton Public Schools, New Jersey","3413410",32.4,20.1,34.9,36.1,41.8
"Rahway City School District, New Jersey","3413530",38,31,45.9,44.6,43.5
"Ramsey Borough School District, New Jersey","3413590",43.8,32.7,49,51.8,48.5
"Randolph Township School District, New Jersey","3413650",40.8,25.6,49.8,31.9,44.1
"Hazlet Township School District, New Jersey","3413680",43.7,32.6,52.2,47.5,50.7
"Ridgefield Borough School District, New Jersey","3413770",42.6,22.7,49.3,39,48.1
"Ridgefield Park Township School District, New Jersey","3413800",37.2,28.4,31.2,37.3,46.8
"Ridgewood Village School District, New Jersey","3413830",41.8,19.1,45.3,31.7,47
"Riverdale Borough School District, New Jersey","3413980",38.9,34.8,47.7,51.6,48
"Riverside Township School District, New Jersey","3414010",36.1,27.9,47,40.5,38.8
"Riverton Borough School District, New Jersey","3414040",45.1,35,49.6,49.4,54.1
"Rochelle Park Township School District, New Jersey","3414070",44.3,37.5,51.6,25.8,45.3
"Roosevelt Borough School District, New Jersey","3414220",40.6,28,57.5,52.5,51.8
"Roselle Borough School District, New Jersey","3414280",40.1,24.2,55.3,52.3,46.6
"Roselle Park Borough School District, New Jersey","3414310",37.6,29.4,36.6,44.5,44.2
"Roxbury Township School District, New Jersey","3414340",43.2,34.8,53.3,46.3,50.2
"Rutherford Borough School District, New Jersey","3414460",40.1,29.6,48.8,46.5,45
"Saddle Brook Township School District, New Jersey","3414490",40.6,36.5,39.4,53,47
"Saddle River Borough School District, New Jersey","3414520",52.2,35.6,52.2,69.8,53.9
"Salem City School District, New Jersey","3414550",32.8,27.6,54.4,54.8,43.2
"Sayreville Borough School District, New Jersey","3414640",39,29.6,43,43.6,43.8
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",41.6,31.4,47.2,22.7,45.3
"Secaucus Town School District, New Jersey","3414850",40.2,35.6,38.4,42.3,41.6
"Somerville Borough School District, New Jersey","3415090",36.5,29.6,53.9,47.5,39.2
"South Amboy City School District, New Jersey","3415120",44.7,39.6,48.2,45.4,49.7
"South Brunswick Township School District, New Jersey","3415210",39.7,20.7,49.1,47.9,44.9
"South Orange-Maplewood School District, New Jersey","3415330",37.9,22.5,41.7,38.1,46.7
"South Plainfield Borough School District, New Jersey","3415360",41.6,33.6,49.3,62.1,45.9
"South River Borough School District, New Jersey","3415390",37.4,26.8,49.8,37.3,43.4
"Sparta Township School District, New Jersey","3415510",41.8,31.4,48.6,46.4,50.1
"Spotswood Borough School District, New Jersey","3415540",42.8,39.8,49.5,47.6,46.6
"Springfield Township School District, New Jersey","3415630",44.4,35,47.8,54,50.2
"Summit City School District, New Jersey","3415900",40.2,22.7,45.9,32,44.4
"Teaneck Township School District, New Jersey","3416080",39.6,22,43.2,40.7,48.7
"Tenafly Borough School District, New Jersey","3416110",43.2,15.1,43.1,60.4,46.9
"Toms River Regional School District, New Jersey","3416230",42.8,36.7,54.6,51.7,48.1
"Trenton City School District, New Jersey","3416290",33.8,26,49.7,43.1,37
"Union Beach Borough School District, New Jersey","3416350",40.9,36.1,52.4,17.8,45
"Union City School District, New Jersey","3416380",34.7,15.4,29.1,47.5,44.3
"Barnegat Township School District, New Jersey","3416470",45.5,40.1,56,45.8,47.9
"Union Township School District, New Jersey","3416500",41.9,31.1,48.1,44.3,49.7
"Upper Freehold Regional School District, New Jersey","3416560",43.8,37.4,53.6,54.2,56.3
"Upper Pittsgrove Township School District, New Jersey","3416590",45.6,41.4,53.8,27.6,36.7
"Upper Township School District, New Jersey","3416650",42.7,33.3,54.2,25.9,41.5
"Ventnor City City School District, New Jersey","3416680",44.9,26.5,61,39.5,47.4
"Vernon Township School District, New Jersey","3416710",41.5,36.3,45.2,53.6,48.1
"Verona Borough School District, New Jersey","3416740",45.6,36.9,53.4,22.1,52.9
"Vineland City School District, New Jersey","3416800",38.3,29.6,51.6,54.5,39.9
"Waldwick Borough School District, New Jersey","3416860",41.1,30.4,50.3,52.5,47.1
"Wall Township School District, New Jersey","3416890",45.9,40.2,56,42.6,55.1
"Wallington Borough School District, New Jersey","3416920",39.7,30.2,44.8,54.1,45.8
"Washington Township School District (Burlington County), New Jersey","3417040",43.4,39.7,57.6,35.8,37.6
"Washington Township School District (Gloucester County), New Jersey","3417070",41.2,27.2,50.6,38.1,50.2
"Robbinsville Township School District, New Jersey","3417100",40.2,33.8,44.8,44.3,42
"Waterford Township School District, New Jersey","3417250",38.3,30.1,54.1,7.3,41.7
"Wayne Township School District, New Jersey","3417280",43,31.8,52.5,46.7,50
"Weehawken Township School District, New Jersey","3417310",37.7,30.5,35.3,39.7,45.2
"West Deptford Township School District, New Jersey","3417430",41.2,36.2,52.8,49.3,37
"West Milford Township School District, New Jersey","3417520",44,36.5,53.8,56.7,51.9
"West New York Town School District, New Jersey","3417580",34.8,14.9,34.9,52.8,41.7
"West Orange Town School District, New Jersey","3417610",41.1,28.5,45.3,42.9,46.8
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",38.9,16.6,42.6,40.5,42.9
