"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Middletown Township School District, New Jersey","3410110",66150,2979,2265,60906,39582,1914,1161,36507,21407,731,715,19961,521,43,13,465,4640,291,376,3973
"Midland Park Borough School District, New Jersey","3410140",7269,400,153,6716,4911,171,45,4695,1518,36,55,1427,88,0,0,88,752,193,53,506
"Millburn Township School District, New Jersey","3410200",20180,541,559,19080,7808,161,282,7365,8028,85,102,7841,294,17,10,267,4050,278,165,3607
"Millstone Township School District, New Jersey","3410230",10509,481,202,9826,6350,163,46,6141,3223,305,84,2834,126,0,0,126,810,13,72,725
"Milltown Borough School District, New Jersey","3410290",6989,647,47,6295,4868,278,47,4543,1143,18,0,1125,52,0,0,52,926,351,0,575
"Millville City School District, New Jersey","3410320",28100,4924,2475,20701,20847,3578,1699,15570,5146,753,460,3933,1142,427,253,462,965,166,63,736
"Mine Hill Township School District, New Jersey","3410350",3544,177,143,3224,2277,129,87,2061,483,32,0,451,93,0,0,93,691,16,56,619
"Monroe Township School District (Gloucester County), New Jersey","3410470",36341,2572,1577,32192,20429,1615,1037,17777,13333,815,472,12046,335,37,0,298,2244,105,68,2071
"Monroe Township School District (Middlesex County), New Jersey","3410500",41537,1851,1232,38454,17719,852,324,16543,15536,640,777,14119,292,18,0,274,7990,341,131,7518
"Montague Township School District, New Jersey","3410530",3800,409,151,3240,2479,247,115,2117,1214,152,36,1026,29,10,0,19,78,0,0,78
"Montclair Town School District, New Jersey","3410560",37733,2526,1480,33727,16499,1398,742,14359,15222,655,432,14135,418,44,18,356,5594,429,288,4877
"Montgomery Township School District, New Jersey","3410590",23137,893,435,21809,9011,268,239,8504,7874,364,144,7366,277,0,16,261,5975,261,36,5678
"Montville Township School District, New Jersey","3410650",21597,780,769,20048,12390,426,320,11644,4505,181,57,4267,403,69,55,279,4299,104,337,3858
"Moonachie Borough School District, New Jersey","3410680",2739,271,186,2282,1274,96,60,1118,422,33,20,369,37,8,0,29,1006,134,106,766
"Moorestown Township School District, New Jersey","3410710",20247,779,493,18975,9161,353,225,8583,9147,291,229,8627,297,32,0,265,1642,103,39,1500
"Morris Plains Borough School District, New Jersey","3410770",5575,117,177,5281,3482,87,126,3269,1387,29,8,1350,62,0,0,62,644,1,43,600
"Morris Township School District, New Jersey","3410810",39753,3103,2044,34606,19334,1330,643,17361,11114,624,240,10250,594,26,17,551,8711,1123,1144,6444
"Mount Arlington Borough School District, New Jersey","3410860",5187,34,259,4894,3403,16,144,3243,1220,0,59,1161,20,0,0,20,544,18,56,470
"Mount Ephraim Borough School District, New Jersey","3410890",4637,574,450,3613,3248,415,379,2454,1062,147,20,895,13,2,0,11,314,10,51,253
"Mount Olive Township School District, New Jersey","3410980",28579,1328,1654,25597,17031,734,1016,15281,6497,325,134,6038,450,75,44,331,4601,194,460,3947
"Mountain Lakes Borough School District, New Jersey","3411010",4262,135,100,4027,2005,10,48,1947,1639,66,52,1521,31,0,0,31,587,59,0,528
"Mountainside Borough School District, New Jersey","3411040",6617,306,201,6110,4101,216,107,3778,1507,16,36,1455,75,0,0,75,934,74,58,802
"Neptune City School District, New Jersey","3411130",4681,695,406,3580,3499,489,354,2656,733,90,52,591,80,0,0,80,369,116,0,253
"Neptune Township School District, New Jersey","3411160",27095,2864,2102,22129,17157,1769,1403,13985,5618,554,391,4673,590,39,20,531,3730,502,288,2940
"New Brunswick City School District, New Jersey","3411220",48707,16878,8741,23088,20315,8742,3771,7802,5629,1963,577,3089,1627,483,237,907,21136,5690,4156,11290
"New Hanover Township School District, New Jersey","3411250",1662,202,204,1256,872,102,125,645,514,34,20,460,55,0,19,36,221,66,40,115
"New Milford Borough School District, New Jersey","3411280",16405,1143,659,14603,6628,461,126,6041,4487,322,174,3991,255,0,0,255,5035,360,359,4316
"New Providence Borough School District, New Jersey","3411310",12252,548,287,11417,6509,243,132,6134,3479,49,0,3430,54,0,0,54,2210,256,155,1799
"Newark City School District, New Jersey","3411340",268290,79594,37264,151432,135581,48613,18458,68510,36338,9716,4961,21661,16464,5199,2337,8928,79907,16066,11508,52333
"Newfield Elementary School District, New Jersey","3411370",1613,117,104,1392,1205,111,86,1008,317,6,9,302,34,0,3,31,57,0,6,51
"Newton Town School District, New Jersey","3411400",7604,1086,750,5768,5171,786,513,3872,1348,196,66,1086,57,0,0,57,1028,104,171,753
"North Arlington Borough School District, New Jersey","3411430",15734,1254,1101,13379,9118,509,669,7940,1710,69,44,1597,218,19,27,172,4688,657,361,3670
"North Bergen Township School District, New Jersey","3411460",61973,9815,6382,45776,20317,3579,2030,14708,8997,1061,664,7272,2296,368,297,1631,30363,4807,3391,22165
"North Brunswick Township School District, New Jersey","3411490",40339,2896,2351,35092,18567,1303,924,16340,6458,359,222,5877,573,86,111,376,14741,1148,1094,12499
"North Plainfield Borough School District, New Jersey","3411640",22042,2347,1114,18581,10782,1142,454,9186,2590,163,112,2315,735,59,31,645,7935,983,517,6435
"North Wildwood City School District, New Jersey","3411670",3938,373,284,3281,1458,212,93,1153,2300,149,161,1990,40,0,0,40,140,12,30,98
"Nutley Town School District, New Jersey","3411880",28569,1643,1096,25830,18377,1091,514,16772,4466,184,273,4009,564,56,59,449,5162,312,250,4600
"Oaklyn Borough School District, New Jersey","3411940",3997,216,157,3624,2497,128,100,2269,1215,57,48,1110,37,5,5,27,248,26,4,218
"Ocean City School District, New Jersey","3411970",11356,1062,904,9390,3947,417,302,3228,6355,374,400,5581,102,15,0,87,952,256,202,494
"Ocean Township School District (Monmouth County), New Jersey","3412060",27309,2503,1012,23794,15846,1344,553,13949,5851,395,100,5356,363,30,0,333,5249,734,359,4156
"Ocean Township School District (Ocean County), New Jersey","3412090",8551,365,564,7622,5850,230,482,5138,2358,135,69,2154,24,0,0,24,319,0,13,306
"Oldmans Township School District, New Jersey","3412210",1783,131,190,1462,955,84,123,748,764,36,45,683,10,6,0,4,54,5,22,27
"Orange City Township School District, New Jersey","3412270",29924,7618,4404,17902,13307,4131,2002,7174,4482,920,639,2923,583,99,0,484,11552,2468,1763,7321
"Oxford Township School District, New Jersey","3412300",2478,98,74,2306,1784,48,52,1684,546,19,18,509,8,4,0,4,140,27,4,109
"Palisades Park Borough School District, New Jersey","3412360",20364,2023,2043,16298,4148,258,375,3515,2668,203,217,2248,444,0,50,394,13104,1562,1401,10141
"Palmyra Borough School District, New Jersey","3412390",7340,595,350,6395,3543,209,202,3132,3116,307,140,2669,239,0,8,231,442,79,0,363
"Paramus Borough School District, New Jersey","3412420",25431,775,985,23671,11976,295,293,11388,5383,222,171,4990,487,2,0,485,7585,256,521,6808
"Park Ridge Borough School District, New Jersey","3412450",8616,280,291,8045,4855,129,201,4525,2433,44,44,2345,72,0,0,72,1256,107,46,1103
"Parsippany-Troy Hills Township School District, New Jersey","3412480",52751,2597,2389,47765,24334,1034,976,22324,9319,486,478,8355,448,4,32,412,18650,1073,903,16674
"Passaic City School District, New Jersey","3412540",70007,22112,11493,36402,29584,11505,4737,13342,7617,1358,560,5699,4323,1178,1071,2074,28483,8071,5125,15287
"Paterson City School District, New Jersey","3412690",145394,42288,22384,80722,67473,22988,10589,33896,13684,3626,1635,8423,13985,4387,3077,6521,50252,11287,7083,31882
"Paulsboro Borough School District, New Jersey","3412720",6025,2037,525,3463,4351,1298,463,2590,1304,538,62,704,66,51,0,15,304,150,0,154
"Pemberton Township School District, New Jersey","3412810",29016,3508,2292,23216,14533,2245,1266,11022,10700,863,738,9099,1499,158,71,1270,2284,242,217,1825
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",12486,2438,1876,8172,6859,1494,1183,4182,3842,476,373,2993,281,121,0,160,1504,347,320,837
"Pennsauken Township School District, New Jersey","3412870",35425,3807,2631,28987,17707,2082,1359,14266,9657,677,577,8403,1994,184,126,1684,6067,864,569,4634
"Pequannock Township School District, New Jersey","3412900",15542,473,371,14698,10985,372,315,10298,3003,84,30,2889,222,0,0,222,1332,17,26,1289
"Perth Amboy City School District, New Jersey","3412930",51567,11758,6548,33261,21259,4598,2225,14436,4720,841,401,3478,4760,1208,535,3017,20828,5111,3387,12330
"Phillipsburg Town School District, New Jersey","3412960",14470,2742,1481,10247,8456,1740,828,5888,4261,642,419,3200,137,0,45,92,1616,360,189,1067
"Pine Hill Borough School District, New Jersey","3412990",10398,1490,908,8000,6655,960,569,5126,2959,403,192,2364,367,91,84,192,417,36,63,318
"Pine Valley Borough School District, New Jersey","3413020",3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",48250,3334,2314,42602,21981,1453,1201,19327,7811,573,198,7040,579,65,0,514,17879,1243,915,15721
"Pitman Borough School District, New Jersey","3413080",8857,411,260,8186,6031,250,154,5627,2405,161,64,2180,69,0,0,69,352,0,42,310
"Pittsgrove Township School District, New Jersey","3413110",9042,583,715,7744,6332,459,638,5235,2219,109,55,2055,72,6,0,66,419,9,22,388
"Plainfield City School District, New Jersey","3413140",50027,11502,6700,31825,20591,4799,2542,13250,8595,1349,575,6671,975,206,103,666,19866,5148,3480,11238
"Pleasantville City School District, New Jersey","3413200",20202,5012,2872,12318,10552,3094,1185,6273,3354,484,531,2339,1170,298,252,620,5126,1136,904,3086
"Plumsted Township School District, New Jersey","3413230",8385,404,407,7574,6695,296,312,6087,1358,106,95,1157,25,0,0,25,307,2,0,305
"Pohatcong Township School District, New Jersey","3413260",3265,327,174,2764,2164,234,98,1832,1001,82,69,850,9,0,0,9,91,11,7,73
"Point Pleasant Borough School District, New Jersey","3413290",18313,1263,801,16249,14651,1045,661,12945,2896,136,79,2681,96,9,21,66,670,73,40,557
"Point Pleasant Beach Borough School District, New Jersey","3413320",4927,398,181,4348,3652,306,135,3211,859,26,28,805,60,0,0,60,356,66,18,272
"Pompton Lakes Borough School District, New Jersey","3413350",11113,873,437,9803,6944,309,171,6464,1751,166,47,1538,184,0,0,184,2234,398,219,1617
"Port Republic City School District, New Jersey","3413380",996,46,23,927,707,35,20,652,192,7,0,185,11,3,0,8,86,1,3,82
"Princeton Public Schools, New Jersey","3413410",23718,1416,1038,21264,6568,355,277,5936,10209,415,421,9373,528,58,0,470,6413,588,340,5485
"Quinton Township School District, New Jersey","3413500",2605,184,168,2253,1747,156,107,1484,805,28,54,723,12,0,0,12,41,0,7,34
"Rahway City School District, New Jersey","3413530",28487,2424,2360,23703,16625,1705,1255,13665,4715,142,414,4159,563,60,72,431,6584,517,619,5448
"Ramsey Borough School District, New Jersey","3413590",14889,307,241,14341,7497,181,150,7166,5347,60,44,5243,155,5,0,150,1890,61,47,1782
"Randolph Township School District, New Jersey","3413650",25894,661,803,24430,13917,359,224,13334,6507,106,112,6289,427,44,11,372,5043,152,456,4435
"Hazlet Township School District, New Jersey","3413680",19994,1143,868,17983,11882,731,524,10627,5932,214,171,5547,194,10,0,184,1986,188,173,1625
"Ridgefield Borough School District, New Jersey","3413770",11256,765,1047,9444,4656,381,297,3978,1285,57,53,1175,206,10,31,165,5109,317,666,4126
"Ridgefield Park Township School District, New Jersey","3413800",12969,838,1344,10787,5448,385,473,4590,2989,230,279,2480,152,11,17,124,4380,212,575,3593
"Ridgewood Village School District, New Jersey","3413830",25157,884,350,23923,9090,269,56,8765,10224,155,105,9964,523,88,27,408,5320,372,162,4786
"Riverdale Borough School District, New Jersey","3413980",4121,176,68,3877,2893,65,28,2800,662,0,29,633,31,0,11,20,535,111,0,424
"Riverside Township School District, New Jersey","3414010",7971,925,594,6452,4482,422,315,3745,2052,271,209,1572,145,22,5,118,1292,210,65,1017
"Riverton Borough School District, New Jersey","3414040",2669,131,102,2436,1377,82,57,1238,1159,45,45,1069,28,0,0,28,105,4,0,101
"Rochelle Park Township School District, New Jersey","3414070",5385,179,288,4918,3001,179,136,2686,960,0,48,912,136,0,0,136,1288,0,104,1184
"Rockleigh Borough School District, New Jersey","3414160",237,14,1,222,154,14,1,139,47,0,0,47,1,0,0,1,35,0,0,35
"Roosevelt Borough School District, New Jersey","3414220",800,35,18,747,500,20,4,476,232,8,14,210,6,0,0,6,62,7,0,55
"Roselle Borough School District, New Jersey","3414280",21350,3125,2464,15761,11170,1968,1146,8056,3748,225,435,3088,391,71,81,239,6041,861,802,4378
"Roselle Park Borough School District, New Jersey","3414310",13504,1181,1007,11316,7335,433,647,6255,1855,214,52,1589,538,30,20,488,3776,504,288,2984
"Roxbury Township School District, New Jersey","3414340",23330,1027,655,21648,15262,597,368,14297,4522,156,168,4198,405,19,33,353,3141,255,86,2800
"Rutherford Borough School District, New Jersey","3414460",18218,834,1053,16331,9656,361,401,8894,3772,160,282,3330,135,0,6,129,4655,313,364,3978
"Saddle Brook Township School District, New Jersey","3414490",13940,1046,1005,11889,7937,323,404,7210,2494,241,113,2140,67,2,31,34,3442,480,457,2505
"Saddle River Borough School District, New Jersey","3414520",3229,43,210,2976,1060,9,22,1029,1397,16,19,1362,39,0,0,39,733,18,169,546
"Salem City School District, New Jersey","3414550",4988,1973,628,2387,3822,1549,479,1794,964,319,149,496,112,86,0,26,90,19,0,71
"Sayreville Borough School District, New Jersey","3414640",43833,2898,2013,38922,21855,1288,1011,19556,9460,653,437,8370,883,74,8,801,11635,883,557,10195
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",31176,615,1115,29446,17754,335,683,16736,8513,190,117,8206,387,6,0,381,4522,84,315,4123
"Sea Girt Borough School District, New Jersey","3414730",1682,48,65,1569,1067,34,65,968,559,14,0,545,22,0,0,22,34,0,0,34
"Sea Isle City School District, New Jersey","3414760",1788,158,43,1587,531,77,17,437,1177,69,26,1082,18,0,0,18,62,12,0,50
"Secaucus Town School District, New Jersey","3414850",17738,1329,1031,15378,7720,705,259,6756,3106,178,250,2678,426,62,36,328,6486,384,486,5616
"Somerville Borough School District, New Jersey","3415090",11948,769,965,10214,7033,570,615,5848,1861,93,82,1686,172,7,1,164,2882,99,267,2516
"South Amboy City School District, New Jersey","3415120",8777,610,673,7494,5816,504,448,4864,1546,59,31,1456,66,0,0,66,1349,47,194,1108
"Lake Como Borough School District, New Jersey","3415150",1489,210,92,1187,969,154,47,768,298,15,17,266,14,0,0,14,208,41,28,139
"South Bound Brook Borough School District, New Jersey","3415180",4612,393,385,3834,2657,128,218,2311,923,59,57,807,19,0,9,10,1013,206,101,706
"South Brunswick Township School District, New Jersey","3415210",44795,1715,1430,41650,20146,1038,681,18427,9017,312,229,8476,322,0,30,292,15310,365,490,14455
"South Hackensack Township School District, New Jersey","3415240",2689,268,283,2138,1197,141,105,951,353,22,10,321,5,0,0,5,1134,105,168,861
"South Orange-Maplewood School District, New Jersey","3415330",38840,2786,1555,34499,16148,1170,693,14285,14814,628,186,14000,441,42,58,341,7437,946,618,5873
"South Plainfield Borough School District, New Jersey","3415360",23630,1125,1371,21134,13881,555,573,12753,3663,188,173,3302,362,22,37,303,5724,360,588,4776
"South River Borough School District, New Jersey","3415390",16236,1848,1464,12924,9087,943,866,7278,1820,197,114,1509,431,121,0,310,4898,587,484,3827
"Sparta Township School District, New Jersey","3415510",19381,551,561,18269,11881,428,390,11063,5628,81,137,5410,167,2,13,152,1705,40,21,1644
"Spotswood Borough School District, New Jersey","3415540",10763,599,620,9544,6858,319,368,6171,2237,107,57,2073,111,0,20,91,1557,173,175,1209
"Spring Lake Borough School District, New Jersey","3415570",2989,126,39,2824,1818,52,14,1752,1065,74,25,966,11,0,0,11,95,0,0,95
"Spring Lake Heights Borough School District, New Jersey","3415600",4683,175,89,4419,3048,107,77,2864,1387,68,0,1319,9,0,0,9,239,0,12,227
"Springfield Township School District, New Jersey","3415630",17090,827,561,15702,9638,426,268,8944,3389,97,81,3211,184,0,0,184,3879,304,212,3363
"Stone Harbor Borough School District, New Jersey","3415810",875,61,46,768,226,6,3,217,604,54,33,517,3,0,0,3,42,1,10,31
"Summit City School District, New Jersey","3415900",21787,910,919,19958,9482,473,289,8720,7205,172,101,6932,277,18,28,231,4823,247,501,4075
"Teaneck Township School District, New Jersey","3416080",39719,2363,2349,35007,12734,787,1148,10799,16771,900,628,15243,493,70,0,423,9721,606,573,8542
"Tenafly Borough School District, New Jersey","3416110",14724,905,61,13758,3861,113,3,3745,5907,234,1,5672,303,112,0,191,4653,446,57,4150
"Toms River Regional School District, New Jersey","3416230",106288,7163,5781,93344,75692,5425,3883,66384,20542,1011,1165,18366,1143,104,61,978,8911,623,672,7616
"Trenton City School District, New Jersey","3416290",79927,22644,12409,44874,43086,12772,6413,23901,12478,3081,1621,7776,4265,1296,563,2406,20098,5495,3812,10791
"Union Beach Borough School District, New Jersey","3416350",5773,605,407,4761,4277,435,240,3602,1001,124,89,788,75,30,22,23,420,16,56,348
"Union City School District, New Jersey","3416380",68270,16984,9804,41482,19238,5553,3002,10683,5523,1256,516,3751,3347,778,550,2019,40162,9397,5736,25029
"Barnegat Township School District, New Jersey","3416470",21481,2253,583,18645,13877,1165,327,12385,5987,776,177,5034,242,36,0,206,1375,276,79,1020
"Union Township School District, New Jersey","3416500",56055,4501,2750,48804,32380,2758,1757,27865,6257,431,297,5529,1285,80,35,1170,16133,1232,661,14240
"Upper Freehold Regional School District, New Jersey","3416560",8778,230,218,8330,5732,218,105,5409,2505,9,103,2393,61,0,0,61,480,3,10,467
"Upper Pittsgrove Township School District, New Jersey","3416590",3408,243,87,3078,2483,119,56,2308,700,47,31,622,38,5,0,33,187,72,0,115
"Upper Township School District, New Jersey","3416650",12157,454,560,11143,7399,257,314,6828,4410,185,234,3991,69,0,0,69,279,12,12,255
"Ventnor City City School District, New Jersey","3416680",10556,1497,946,8113,4653,747,362,3544,2750,372,309,2069,341,110,89,142,2812,268,186,2358
"Vernon Township School District, New Jersey","3416710",22931,1387,831,20713,15806,955,555,14296,5188,245,190,4753,317,2,30,285,1620,185,56,1379
"Verona Borough School District, New Jersey","3416740",13419,478,456,12485,8418,260,145,8013,3223,30,91,3102,63,13,0,50,1715,175,220,1320
"Vineland City School District, New Jersey","3416800",59605,10084,5280,44241,37883,6073,2882,28928,9356,1359,679,7318,5018,1154,668,3196,7348,1498,1051,4799
"Waldwick Borough School District, New Jersey","3416860",9902,657,253,8992,5730,279,113,5338,2579,231,66,2282,42,0,0,42,1551,147,74,1330
"Wall Township School District, New Jersey","3416890",25698,1680,763,23255,18822,1273,398,17151,5290,282,276,4732,219,44,29,146,1367,81,60,1226
"Wallington Borough School District, New Jersey","3416920",11584,1272,860,9452,5429,651,309,4469,942,94,47,801,121,18,0,103,5092,509,504,4079
"Washington Township School District (Burlington County), New Jersey","3417040",829,62,62,705,594,55,42,497,151,5,5,141,53,2,12,39,31,0,3,28
"Washington Township School District (Gloucester County), New Jersey","3417070",47844,1770,1803,44271,22601,823,829,20949,21751,727,714,20310,496,23,13,460,2996,197,247,2552
"Robbinsville Township School District, New Jersey","3417100",14065,170,437,13458,8596,119,284,8193,3450,50,117,3283,100,0,12,88,1919,1,24,1894
"Waterford Township School District, New Jersey","3417250",10688,780,730,9178,7337,508,618,6211,2871,154,112,2605,82,19,0,63,398,99,0,299
"Wayne Township School District, New Jersey","3417280",52435,2074,1905,48456,32670,1328,1017,30325,9322,291,226,8805,437,6,0,431,10006,449,662,8895
"Weehawken Township School District, New Jersey","3417310",13200,1377,586,11237,4262,466,125,3671,3681,323,51,3307,320,38,13,269,4937,550,397,3990
"West Deptford Township School District, New Jersey","3417430",21322,1240,1143,18939,13256,715,759,11782,6895,422,301,6172,128,0,0,128,1043,103,83,857
"West Milford Township School District, New Jersey","3417520",26437,1074,718,24645,18255,763,459,17033,6478,191,219,6068,122,0,0,122,1582,120,40,1422
"West New York Town School District, New Jersey","3417580",51720,11446,6079,34195,13800,3563,1727,8510,5509,850,409,4250,1666,326,201,1139,30745,6707,3742,20296
"West Orange Town School District, New Jersey","3417610",46122,2572,2506,41044,22558,1159,1014,20385,9924,560,378,8986,573,82,0,491,13067,771,1114,11182
"West Wildwood Borough School District, New Jersey","3417670",448,27,48,373,104,10,29,65,337,16,19,302,3,1,0,2,4,0,0,4
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",50938,1912,998,48028,14429,760,210,13459,13955,405,219,13331,502,0,1,501,22052,747,568,20737
