"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Jackson Township School District, New Jersey","3407740",38297,2428,12110,11480,8103,4176,18932,1198,6922,5270,3875,1667,14531,565,4048,4755,3120,2043,479,95,127,100,108,49,4355,570,1013,1355,1000,417
"Jamesburg Borough School District, New Jersey","3407770",3921,487,1428,1136,674,196,1696,175,464,583,410,64,1218,57,565,351,189,56,53,0,53,0,0,0,954,255,346,202,75,76
"Jefferson Township School District, New Jersey","3407800",14870,879,4472,3983,3732,1804,9606,492,3107,2582,2421,1004,3294,92,852,890,868,592,61,1,16,26,10,8,1909,294,497,485,433,200
"Jersey City School District, New Jersey","3407830",182103,26460,43419,34061,47535,30628,44175,5135,15909,10649,8636,3846,37425,3587,7413,7917,11307,7201,9650,3667,2886,1652,899,546,90853,14071,17211,13843,26693,19035
"Keansburg Borough School District, New Jersey","3407860",7418,1112,3080,2031,863,332,4256,517,1817,1324,481,117,2038,390,757,529,242,120,154,34,120,0,0,0,970,171,386,178,140,95
"Kearny Town School District, New Jersey","3407890",28406,4730,10602,6677,4492,1905,9849,837,3928,2447,1802,835,2484,391,710,754,522,107,1021,295,422,174,58,72,15052,3207,5542,3302,2110,891
"Kenilworth Borough School District, New Jersey","3407920",5474,748,1733,1548,1101,344,3233,320,1082,1026,657,148,587,0,204,180,132,71,21,0,13,0,0,8,1633,428,434,342,312,117
"Keyport Borough School District, New Jersey","3407950",5232,757,1828,1187,913,547,2652,219,1054,731,370,278,1261,123,393,332,263,150,108,41,20,47,0,0,1211,374,361,77,280,119
"Kinnelon Borough School District, New Jersey","3408040",7135,200,1161,1406,2443,1925,3760,108,787,744,1260,861,2102,22,218,455,838,569,140,1,22,36,11,70,1133,69,134,171,334,425
"Lacey Township School District, New Jersey","3408100",20020,1521,7299,6072,3360,1768,14520,1076,5559,4464,2348,1073,4460,195,1487,1289,872,617,186,31,69,59,11,16,854,219,184,260,129,62
"Lakehurst Borough School District, New Jersey","3408160",1621,184,777,421,166,73,976,115,553,190,105,13,460,19,147,204,41,49,22,0,10,8,4,0,163,50,67,19,16,11
"Lakewood Township School District, New Jersey","3408220",44597,7451,13925,11611,7210,4400,11846,1226,4417,3476,2125,602,19677,1147,5753,5897,3816,3064,1997,517,571,474,216,219,11077,4561,3184,1764,1053,515
"Laurel Springs Borough School District, New Jersey","3408280",1313,61,473,350,264,165,742,22,314,204,134,68,477,36,151,129,90,71,4,0,0,0,0,4,90,3,8,17,40,22
"Lavallette Borough School District, New Jersey","3408310",1772,114,554,419,410,275,1304,48,416,284,332,224,405,54,116,118,66,51,0,0,0,0,0,0,63,12,22,17,12,0
"Lawnside Borough School District, New Jersey","3408340",2110,197,763,548,428,174,867,73,403,249,102,40,1104,75,341,252,306,130,8,0,0,4,0,4,131,49,19,43,20,0
"Lawrence Township School District (Cumberland County), New Jersey","3408370",2179,312,958,607,217,85,1611,174,777,411,202,47,352,36,139,143,9,25,51,33,4,14,0,0,165,69,38,39,6,13
"Lawrence Township School District (Mercer County), New Jersey","3408400",22532,1484,4101,5197,6222,5528,8075,408,2069,2173,2253,1172,6671,331,953,1425,1973,1989,273,26,98,101,33,15,7513,719,981,1498,1963,2352
"Leonia Borough School District, New Jersey","3408520",6327,429,1068,1089,2268,1473,900,37,151,301,148,263,1507,20,215,217,547,508,65,0,0,0,31,34,3855,372,702,571,1542,668
"Lincoln Park Borough School District, New Jersey","3408580",7761,492,2602,1905,1793,969,4388,202,1521,1021,1085,559,1695,150,483,457,419,186,166,25,24,97,0,20,1512,115,574,330,289,204
"Linden City School District, New Jersey","3408610",28873,4496,10494,8475,3559,1849,11568,1004,4709,3505,1664,686,4403,628,1708,1242,484,341,945,159,454,240,65,27,11957,2705,3623,3488,1346,795
"Lindenwold Borough School District, New Jersey","3408640",11740,2058,4292,3609,1232,549,4807,539,1810,1719,534,205,4195,608,1514,1330,498,245,154,15,44,63,24,8,2584,896,924,497,176,91
"Longport Borough School District, New Jersey","3408671",879,35,247,193,233,171,276,14,120,55,49,38,561,14,116,133,174,124,6,0,0,3,0,3,36,7,11,2,10,6
"Little Ferry Borough School District, New Jersey","3408760",7868,764,2476,2146,1891,591,2150,112,984,543,399,112,1231,22,398,524,224,63,200,53,70,62,0,15,4287,577,1024,1017,1268,401
"Livingston Township School District, New Jersey","3408820",20523,696,3063,2969,7647,6148,8418,238,1722,1453,3177,1828,5444,59,654,559,2293,1879,300,8,70,49,114,59,6361,391,617,908,2063,2382
"Lodi Borough School District, New Jersey","3408850",16843,2827,5351,4623,3023,1019,6083,864,2239,1646,982,352,2293,214,783,759,372,165,373,64,169,46,52,42,8094,1685,2160,2172,1617,460
"Logan Township School District, New Jersey","3408880",4020,324,1354,991,1054,297,1461,59,636,357,354,55,2197,127,655,549,665,201,94,35,15,44,0,0,268,103,48,41,35,41
"Long Branch City School District, New Jersey","3408940",20498,3250,6900,4522,3682,2144,8095,570,3060,2009,1612,844,4397,329,1120,920,1179,849,699,192,210,172,93,32,7307,2159,2510,1421,798,419
"Lopatcong Township School District, New Jersey","3409000",5545,483,1831,1336,1209,686,2832,290,1101,585,661,195,1989,97,539,515,432,406,86,0,29,57,0,0,638,96,162,179,116,85
"Lower Alloways Creek Township School District, New Jersey","3409030",1110,110,483,334,144,39,831,102,385,228,86,30,274,7,95,105,58,9,3,0,3,0,0,0,2,1,0,1,0,0
"Pennsville Township School District, New Jersey","3409120",9312,905,3974,2870,1111,452,5249,502,2595,1371,568,213,3460,274,1211,1306,441,228,97,10,15,31,41,0,506,119,153,162,61,11
"Lyndhurst Township School District, New Jersey","3409210",15498,1659,5224,3766,3046,1803,7648,456,3208,1954,1272,758,2010,130,678,513,491,198,541,119,61,125,56,180,5299,954,1277,1174,1227,667
"Madison Borough School District, New Jersey","3409240",10080,451,1587,1445,3417,3180,4385,187,758,865,1506,1069,3596,25,331,349,1425,1466,172,20,0,32,50,70,1927,219,498,199,436,575
"Old Bridge Township School District, New Jersey","3409270",47895,3619,13996,13537,11231,5512,17503,1282,5965,5675,3053,1528,15484,571,4970,4741,3590,1612,1113,165,309,310,243,86,13795,1601,2752,2811,4345,2286
"Mahwah Township School District, New Jersey","3409330",17027,741,3298,3426,5329,4233,5952,298,1313,1304,1676,1361,7157,136,1314,1405,2365,1937,185,44,86,41,14,0,3733,263,585,676,1274,935
"Manasquan Borough School District, New Jersey","3409420",4306,97,977,880,1427,925,2925,80,583,609,1064,589,974,17,174,205,286,292,25,0,0,0,9,16,382,0,220,66,68,28
"Manchester Township School District, New Jersey","3409450",36807,4441,16565,9291,4598,1912,19997,2383,9379,5118,2242,875,12480,1331,5698,3038,1726,687,646,100,251,189,90,16,3684,627,1237,946,540,334
"Mannington Township School District, New Jersey","3409480",1342,190,581,297,160,114,809,99,393,175,89,53,410,37,143,111,62,57,28,2,22,0,0,4,95,52,23,11,9,0
"Manville Borough School District, New Jersey","3409630",7542,851,3839,1834,785,233,4157,331,2308,1077,340,101,1468,172,642,312,291,51,73,45,12,16,0,0,1844,303,877,429,154,81
"Maple Shade Township School District, New Jersey","3409660",13738,1090,5257,3979,2369,1043,6147,433,2375,2074,966,299,5882,452,2429,1565,902,534,219,31,47,100,41,0,1490,174,406,240,460,210
"Margate City School District, New Jersey","3409690",5301,261,1302,1287,1501,950,1975,33,523,574,593,252,2835,100,663,652,821,599,61,25,0,9,13,14,430,103,116,52,74,85
"Matawan-Aberdeen Regional School District, New Jersey","3409750",19182,1160,5225,5479,4551,2767,8151,419,2694,2330,1721,987,6768,284,1713,1993,1774,1004,227,41,61,51,51,23,4036,416,757,1105,1005,753
"Maurice River Township School District, New Jersey","3409780",6933,1933,3163,1416,344,77,4899,1387,2431,900,142,39,1280,269,536,374,82,19,303,149,89,65,0,0,451,128,107,77,120,19
"Maywood Borough School District, New Jersey","3409810",6976,472,2086,1871,1624,923,2800,73,1044,643,716,324,1790,51,615,536,290,298,147,7,40,64,24,12,2239,341,387,628,594,289
"Merchantville Borough School District, New Jersey","3409960",2643,312,840,705,512,274,1114,97,521,254,167,75,1116,31,250,360,322,153,134,79,14,31,0,10,279,105,55,60,23,36
"Metuchen Borough School District, New Jersey","3409990",9773,491,1474,1864,3056,2888,3954,60,896,781,1367,850,3106,98,364,755,957,932,148,36,9,5,26,72,2565,297,205,323,706,1034
"Middle Township School District, New Jersey","3410020",13042,1648,4606,3218,2325,1245,6399,595,2525,1617,1191,471,5505,688,1788,1473,993,563,117,12,92,6,0,7,1021,353,201,122,141,204
"Middlesex Borough School District, New Jersey","3410050",9413,866,3233,2579,1890,845,5311,409,1799,1440,1320,343,1887,86,732,427,297,345,91,0,16,33,0,42,2124,371,686,679,273,115
"Middletown Township School District, New Jersey","3410110",45853,2082,11566,11978,12841,7386,23304,977,6949,6178,6345,2855,17767,740,3685,4482,5114,3746,461,30,44,162,102,123,4321,335,888,1156,1280,662
"Midland Park Borough School District, New Jersey","3410140",5148,214,1325,956,1816,837,2928,102,810,543,1114,359,1380,19,314,275,435,337,88,0,0,36,0,52,752,93,201,102,267,89
"Millburn Township School District, New Jersey","3410200",12574,150,904,985,4620,5915,3516,38,362,461,1462,1193,5270,25,178,287,2083,2697,210,0,20,21,71,98,3578,87,344,216,1004,1927
"Millstone Township School District, New Jersey","3410230",6920,402,1217,1614,2384,1303,3381,195,615,814,1081,676,2702,126,466,549,1123,438,48,0,0,40,8,0,789,81,136,211,172,189
"Milltown Borough School District, New Jersey","3410290",5128,176,1310,1401,1569,672,3206,46,882,899,976,403,1093,46,253,293,315,186,36,0,0,15,21,0,793,84,175,194,257,83
"Millville City School District, New Jersey","3410320",18738,2495,7737,5054,2451,1001,12518,1403,5403,3552,1647,513,4533,709,1708,1147,640,329,897,230,389,239,22,17,790,153,237,116,142,142
"Mine Hill Township School District, New Jersey","3410350",2332,335,731,641,513,112,1304,101,485,346,348,24,459,26,136,171,76,50,71,66,0,5,0,0,498,142,110,119,89,38
"Monroe Township School District (Gloucester County), New Jersey","3410470",24729,2733,8631,7184,4442,1739,11024,943,4049,3355,2028,649,11272,1251,3992,3387,1797,845,335,99,102,76,58,0,2098,440,488,366,559,245
"Monroe Township School District (Middlesex County), New Jersey","3410500",32438,2219,8765,6937,7957,6560,10453,607,3715,2403,2387,1341,14150,628,3905,3664,3480,2473,284,41,105,13,71,54,7551,943,1040,857,2019,2692
"Montague Township School District, New Jersey","3410530",2655,184,1053,927,297,194,1643,146,737,487,160,113,904,28,262,431,118,65,29,10,19,0,0,0,79,0,35,9,19,16
"Montclair Town School District, New Jersey","3410560",25730,1191,2998,3994,8813,8734,9322,352,1294,1589,3629,2458,11048,314,758,1478,3850,4648,287,0,21,76,82,108,5073,525,925,851,1252,1520
"Montgomery Township School District, New Jersey","3410590",15180,296,1368,1743,5312,6461,4073,79,693,524,1769,1008,5561,50,354,773,1841,2543,216,0,0,50,97,69,5330,167,321,396,1605,2841
"Montville Township School District, New Jersey","3410650",15002,465,2682,2709,5000,4146,6957,134,1409,1651,2491,1272,3760,108,611,552,1057,1432,241,21,70,89,33,28,4044,202,592,417,1419,1414
"Moonachie Borough School District, New Jersey","3410680",1965,365,794,389,332,85,794,47,432,99,196,20,303,27,124,98,38,16,37,13,0,11,13,0,831,278,238,181,85,49
"Moorestown Township School District, New Jersey","3410710",13890,436,2526,2540,4618,3770,4977,128,1198,1023,1647,981,7238,248,1142,1266,2516,2066,190,0,0,43,35,112,1485,60,186,208,420,611
"Morris Plains Borough School District, New Jersey","3410770",3939,144,736,816,1295,948,2075,29,414,544,666,422,1196,1,137,175,481,402,62,7,0,18,18,19,606,107,185,79,130,105
"Morris Township School District, New Jersey","3410810",30100,2723,5455,4211,9373,8338,11922,349,2208,2021,4412,2932,9815,302,1043,1180,3523,3767,473,128,107,107,95,36,7890,1944,2097,903,1343,1603
"Mount Arlington Borough School District, New Jersey","3410860",4082,149,1257,1111,870,695,2442,73,850,573,568,378,1139,34,333,333,189,250,20,1,0,19,0,0,481,41,74,186,113,67
"Mount Ephraim Borough School District, New Jersey","3410890",3150,334,1252,894,450,220,1950,205,776,569,294,106,874,81,351,229,114,99,12,1,0,11,0,0,314,47,125,85,42,15
"Mount Olive Township School District, New Jersey","3410980",19401,808,5205,4859,5548,2981,9788,307,3380,2525,2414,1162,5176,73,1045,1345,1769,944,319,21,81,20,143,54,4118,407,699,969,1222,821
"Mountain Lakes Borough School District, New Jersey","3411010",2604,50,98,183,948,1325,936,8,63,109,325,431,1204,0,35,48,526,595,14,0,0,0,14,0,450,42,0,26,83,299
"Mountainside Borough School District, New Jersey","3411040",4731,219,811,1168,1417,1116,2463,141,412,520,772,618,1303,6,226,336,425,310,75,0,0,16,23,36,890,72,173,296,197,152
"Neptune City School District, New Jersey","3411130",3478,226,1291,1128,477,356,2364,69,891,881,334,189,694,55,250,233,90,66,80,46,0,0,34,0,340,56,150,14,19,101
"Neptune Township School District, New Jersey","3411160",20123,1618,6789,6041,3880,1795,11281,579,3919,3564,2289,930,5275,362,1620,1535,1057,701,564,93,257,154,39,21,3003,584,993,788,495,143
"New Brunswick City School District, New Jersey","3411220",26563,10205,7096,3850,3229,2183,5180,687,1686,1469,837,501,3254,552,639,750,739,574,1228,547,315,262,97,7,16901,8419,4456,1369,1556,1101
"New Hanover Township School District, New Jersey","3411250",6055,971,2385,1877,500,322,1087,252,369,308,124,34,3408,350,1373,1252,264,169,397,103,186,83,14,11,1163,266,457,234,98,108
"New Milford Borough School District, New Jersey","3411280",11503,1000,3414,2628,2912,1549,3417,192,1053,1026,757,389,3296,267,1004,733,784,508,242,18,57,119,35,13,4548,523,1300,750,1336,639
"New Providence Borough School District, New Jersey","3411310",8237,355,1108,1332,3058,2384,3592,108,609,697,1334,844,2652,25,254,397,1126,850,19,0,0,0,16,3,1974,222,245,238,582,687
"Newark City School District, New Jersey","3411340",176665,48987,62390,41739,16419,7130,65007,11667,26557,18961,5515,2307,28859,6080,10133,8108,2984,1554,13936,6363,3961,2455,909,248,68863,24877,21739,12215,7011,3021
"Newfield Elementary School District, New Jersey","3411370",1161,83,483,360,146,89,796,55,364,234,87,56,281,28,80,94,51,28,34,0,23,11,0,0,50,0,16,21,8,5
"Newton Town School District, New Jersey","3411400",5617,850,2194,1301,881,391,3579,518,1440,877,516,228,1131,93,396,264,280,98,36,0,0,36,0,0,871,239,358,124,85,65
"North Arlington Borough School District, New Jersey","3411430",11334,1133,3640,2957,2320,1284,5549,337,2048,1571,1042,551,1290,47,391,289,347,216,218,37,17,53,13,98,4277,712,1184,1044,918,419
"North Bergen Township School District, New Jersey","3411460",43057,8086,12827,10926,7607,3611,7843,589,2204,2226,1774,1050,5425,257,1319,1586,1566,697,2125,664,621,564,195,81,27664,6576,8683,6550,4072,1783
"North Brunswick Township School District, New Jersey","3411490",28746,3193,7042,5337,7903,5271,9549,529,3346,2567,2299,808,5269,440,1061,1079,1417,1272,431,185,106,78,20,42,13497,2039,2529,1613,4167,3149
"North Plainfield Borough School District, New Jersey","3411640",14788,2308,5008,3802,2269,1401,5008,258,1637,1534,1045,534,2158,153,392,782,431,400,598,149,262,165,22,0,7024,1748,2717,1321,771,467
"North Wildwood City School District, New Jersey","3411670",3185,392,1070,853,612,258,949,181,263,253,172,80,2096,200,784,546,400,166,0,0,0,0,0,0,140,11,23,54,40,12
"Nutley Town School District, New Jersey","3411880",20777,1336,5831,4223,5979,3408,12011,586,3741,2713,3166,1805,3415,156,919,499,1095,746,418,113,96,81,128,0,4933,481,1075,930,1590,857
"Oaklyn Borough School District, New Jersey","3411940",3016,189,998,842,725,262,1729,76,608,562,377,106,1051,82,322,231,307,109,37,0,5,27,0,5,199,31,63,22,41,42
"Ocean City School District, New Jersey","3411970",9091,485,2156,2261,2572,1617,2435,75,568,614,741,437,5752,175,1388,1449,1684,1056,42,1,6,0,20,15,862,234,194,198,127,109
"Ocean Township School District (Monmouth County), New Jersey","3412060",19140,1604,4670,4361,5108,3397,9368,342,2648,2245,2719,1414,4826,127,818,1100,1392,1389,296,84,95,55,41,21,4650,1051,1109,961,956,573
"Ocean Township School District (Ocean County), New Jersey","3412090",6887,456,2309,2231,1339,552,4271,183,1500,1419,826,343,2273,186,626,756,496,209,24,0,24,0,0,0,319,87,159,56,17,0
"Oldmans Township School District, New Jersey","3412210",1266,139,439,362,181,145,658,82,232,216,86,42,544,43,190,130,81,100,10,0,6,4,0,0,54,14,11,12,14,3
"Orange City Township School District, New Jersey","3412270",20054,4081,7009,4882,2972,1110,6065,769,2257,1746,1000,293,3329,648,877,881,672,251,417,93,193,54,44,33,10243,2571,3682,2201,1256,533
"Oxford Township School District, New Jersey","3412300",1819,216,710,420,305,168,1191,116,489,327,181,78,485,65,162,81,111,66,8,0,4,0,4,0,135,35,55,12,9,24
"Palisades Park Borough School District, New Jersey","3412360",15525,2152,4314,2568,5436,1055,1805,147,511,521,520,106,1547,63,471,508,396,109,392,130,75,99,88,0,11781,1812,3257,1440,4432,840
"Palmyra Borough School District, New Jersey","3412390",5411,473,1934,1555,1058,391,2278,176,866,621,435,180,2560,193,885,808,498,176,164,67,64,13,10,10,409,37,119,113,115,25
"Paramus Borough School District, New Jersey","3412420",19494,1342,4763,4047,6109,3233,7177,363,2192,1701,1801,1120,4961,232,1132,1197,1516,884,434,57,89,156,100,32,6922,690,1350,993,2692,1197
"Park Ridge Borough School District, New Jersey","3412450",6107,354,1304,1124,2093,1232,2637,93,508,626,909,501,2296,69,454,418,853,502,51,0,20,0,21,10,1123,192,322,80,310,219
"Parsippany-Troy Hills Township School District, New Jersey","3412480",39044,2379,9013,6896,12148,8608,13862,697,4210,3271,3800,1884,7937,279,1740,1456,2755,1707,448,36,152,114,95,51,16797,1367,2911,2055,5498,4966
"Passaic City School District, New Jersey","3412540",39885,13682,14136,6349,3689,2029,7373,1439,2955,1716,998,265,4926,690,1406,1088,818,924,3255,1507,816,604,268,60,24331,10046,8959,2941,1605,780
"Paterson City School District, New Jersey","3412690",90092,25737,36559,18588,6472,2736,26774,4572,12042,7247,2067,846,9567,2153,3684,2414,911,405,11541,5657,3440,1597,616,231,42210,13355,17393,7330,2878,1254
"Paulsboro Borough School District, New Jersey","3412720",3824,441,1871,1137,315,60,2697,210,1457,776,210,44,803,132,353,238,77,3,66,51,0,0,15,0,258,48,61,123,13,13
"Pemberton Township School District, New Jersey","3412810",19434,2536,7548,6409,2219,722,7954,1173,3607,2247,765,162,8144,681,2645,3368,970,480,1163,81,487,347,229,19,2173,601,809,447,255,61
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",8513,1947,3127,2443,685,311,4027,738,1657,1314,274,44,2946,431,1020,872,386,237,233,48,51,134,0,0,1307,730,399,123,25,30
"Pennsauken Township School District, New Jersey","3412870",24588,3888,8979,6835,3414,1472,9786,1060,4008,2845,1267,606,7802,867,2744,2376,1203,612,1829,532,680,409,137,71,5171,1429,1547,1205,807,183
"Pequannock Township School District, New Jersey","3412900",11382,644,3010,2843,3110,1775,7107,291,2065,1911,1854,986,2909,159,543,642,1000,565,111,45,27,23,16,0,1255,149,375,267,240,224
"Perth Amboy City School District, New Jersey","3412930",32646,10466,10945,6496,3624,1115,8098,942,3350,2127,1162,517,3459,578,988,1219,482,192,4047,1643,1472,677,211,44,17042,7303,5135,2473,1769,362
"Phillipsburg Town School District, New Jersey","3412960",10053,2194,4009,2183,1237,430,5441,1137,2320,1166,595,223,3080,476,1258,722,494,130,117,0,38,37,42,0,1415,581,393,258,106,77
"Pine Hill Borough School District, New Jersey","3412990",7043,812,2627,2259,1020,325,3834,377,1574,1302,503,78,2510,227,936,846,302,199,312,152,83,18,45,14,387,56,34,93,170,34
"Pine Valley Borough School District, New Jersey","3413020",3,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",34654,2462,7468,7714,10325,6685,11655,681,3515,3198,3018,1243,6228,331,1494,1650,1561,1192,447,0,69,144,131,103,16324,1450,2390,2722,5615,4147
"Pitman Borough School District, New Jersey","3413080",6206,392,2033,1729,1306,746,3671,198,1185,1068,861,359,2195,156,728,552,396,363,28,0,0,6,22,0,312,38,120,103,27,24
"Pittsgrove Township School District, New Jersey","3413110",6610,899,2341,1774,1177,419,4185,456,1563,1154,746,266,1971,291,662,565,342,111,75,28,23,11,13,0,379,124,93,44,76,42
"Plainfield City School District, New Jersey","3413140",32790,9156,9950,7612,3801,2271,9152,831,3370,2537,1629,785,6722,736,2029,1957,1104,896,838,286,322,147,44,39,16078,7303,4229,2971,1024,551
"Pleasantville City School District, New Jersey","3413200",13238,3963,4583,3186,1250,256,4944,804,2224,1448,377,91,2904,784,981,727,377,35,922,289,339,219,75,0,4468,2086,1039,792,421,130
"Plumsted Township School District, New Jersey","3413230",5655,482,2508,1610,712,343,4167,305,2027,1163,505,167,1213,69,452,331,194,167,0,0,0,0,0,0,275,108,29,116,13,9
"Pohatcong Township School District, New Jersey","3413260",2105,221,753,653,376,102,1336,160,502,373,255,46,680,52,223,252,102,51,9,0,0,9,0,0,80,9,28,19,19,5
"Point Pleasant Borough School District, New Jersey","3413290",12771,659,3630,3271,3426,1785,9466,378,2811,2496,2485,1296,2560,82,641,578,828,431,96,0,21,44,31,0,649,199,157,153,82,58
"Point Pleasant Beach Borough School District, New Jersey","3413320",3638,195,835,916,987,705,2460,25,595,690,731,419,804,3,178,190,202,231,51,0,9,10,0,32,323,167,53,26,54,23
"Pompton Lakes Borough School District, New Jersey","3413350",7982,432,3117,1791,1604,1038,4439,226,1594,1094,947,578,1343,42,316,319,382,284,131,0,80,34,0,17,2069,164,1127,344,275,159
"Port Republic City School District, New Jersey","3413380",754,81,200,224,159,90,486,53,134,148,98,53,171,5,40,54,41,31,11,5,0,0,3,3,86,18,26,22,17,3
"Princeton Public Schools, New Jersey","3413410",17106,585,1354,1689,4211,9267,3080,135,289,673,916,1067,7968,94,482,490,2284,4618,491,28,41,52,145,225,5567,328,542,474,866,3357
"Quinton Township School District, New Jersey","3413500",1788,266,760,442,243,77,1211,202,561,266,128,54,536,49,184,176,104,23,0,0,0,0,0,0,41,15,15,0,11,0
"Rahway City School District, New Jersey","3413530",19945,1985,6918,5282,3831,1929,9498,712,3445,2412,2061,868,4036,366,998,1425,634,613,499,86,235,90,67,21,5912,821,2240,1355,1069,427
"Ramsey Borough School District, New Jersey","3413590",10258,210,1514,2013,3804,2717,4188,58,782,969,1595,784,4217,15,603,708,1576,1315,133,0,30,38,37,28,1720,137,99,298,596,590
"Randolph Township School District, New Jersey","3413650",17391,461,2558,3113,6471,4788,7057,146,1160,1525,2740,1486,5459,93,454,897,2057,1958,300,23,52,43,123,59,4575,199,892,648,1551,1285
"Hazlet Township School District, New Jersey","3413680",14379,1232,4734,4129,3016,1268,7274,652,2613,2173,1377,459,5162,298,1741,1524,1009,590,186,26,45,50,65,0,1757,256,335,382,565,219
"Ridgefield Borough School District, New Jersey","3413770",7774,759,2789,1267,2009,950,2228,170,916,513,396,233,990,79,302,216,226,167,111,0,18,37,48,8,4445,510,1553,501,1339,542
"Ridgefield Park Township School District, New Jersey","3413800",8820,790,2524,2190,2317,999,3073,159,1035,671,776,432,1768,96,510,506,424,232,114,44,22,7,34,7,3865,491,957,1006,1083,328
"Ridgewood Village School District, New Jersey","3413830",16394,388,1491,2201,6663,5651,4181,110,602,512,1823,1134,7314,68,482,1002,3116,2646,275,26,12,73,68,96,4624,184,395,614,1656,1775
"Riverdale Borough School District, New Jersey","3413980",3251,192,840,602,1045,572,2116,79,546,435,735,321,621,57,139,143,138,144,31,11,9,11,0,0,483,45,146,13,172,107
"Riverside Township School District, New Jersey","3414010",5396,789,2443,1316,565,283,2542,222,1255,680,290,95,1572,140,731,475,135,91,118,36,51,12,19,0,1164,391,406,149,121,97
"Riverton Borough School District, New Jersey","3414040",1990,78,466,518,598,330,900,43,283,195,214,165,981,28,172,277,367,137,25,7,0,0,13,5,84,0,11,46,4,23
"Rochelle Park Township School District, New Jersey","3414070",4101,405,1453,798,997,448,1921,187,738,435,428,133,874,104,301,175,87,207,88,5,21,21,41,0,1218,109,393,167,441,108
"Rockleigh Borough School District, New Jersey","3414160",464,77,175,71,90,51,164,28,45,39,38,14,199,37,77,28,34,23,1,0,0,0,0,1,100,12,53,4,18,13
"Roosevelt Borough School District, New Jersey","3414220",547,13,148,128,163,95,262,9,70,68,81,34,218,0,64,45,56,53,6,2,0,2,2,0,61,2,14,13,24,8
"Roselle Borough School District, New Jersey","3414280",14706,1916,4945,5326,1816,703,5452,360,2180,2033,635,244,3293,248,933,1408,440,264,361,107,78,115,53,8,5600,1201,1754,1770,688,187
"Roselle Park Borough School District, New Jersey","3414310",9216,777,3119,2485,1969,866,4058,204,1603,1071,759,421,1248,83,306,299,419,141,477,19,108,189,122,39,3433,471,1102,926,669,265
"Roxbury Township School District, New Jersey","3414340",16115,952,4497,3985,4353,2328,8915,350,2752,2474,2234,1105,3896,120,902,904,1189,781,334,27,83,53,136,35,2970,455,760,554,794,407
"Rutherford Borough School District, New Jersey","3414460",12893,695,2756,2676,4342,2424,5665,145,1414,1145,1883,1078,3019,72,662,701,1085,499,135,19,28,15,60,13,4074,459,652,815,1314,834
"Saddle Brook Township School District, New Jersey","3414490",10146,1060,3172,2660,2281,973,5280,308,2009,1389,1250,324,1817,147,636,533,339,162,36,20,0,16,0,0,3013,585,527,722,692,487
"Saddle River Borough School District, New Jersey","3414520",2444,71,593,396,646,738,603,6,70,105,258,164,1127,16,328,117,273,393,39,10,20,0,0,9,675,39,175,174,115,172
"Salem City School District, New Jersey","3414550",3068,727,1388,606,230,117,2117,415,1063,382,163,94,757,239,256,180,67,15,112,64,30,18,0,0,82,9,39,26,0,8
"Sayreville Borough School District, New Jersey","3414640",30800,2823,8979,9009,6735,3254,12272,779,4641,4024,2046,782,7182,368,2303,2597,1319,595,714,164,187,183,172,8,10632,1512,1848,2205,3198,1869
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",21209,696,3919,4462,6977,5155,9949,229,2597,2347,3110,1666,7017,109,686,1426,2634,2162,184,17,39,6,80,42,4059,341,597,683,1153,1285
"Sea Girt Borough School District, New Jersey","3414730",1318,10,205,238,483,382,783,10,154,132,278,209,486,0,47,94,179,166,22,0,0,0,16,6,27,0,4,12,10,1
"Sea Isle City School District, New Jersey","3414760",1619,57,484,428,335,315,386,11,115,101,98,61,1153,43,357,311,225,217,18,0,5,0,0,13,62,3,7,16,12,24
"Secaucus Town School District, New Jersey","3414850",13546,1745,3534,2603,3341,2323,4839,497,1899,1137,937,369,2321,89,530,369,878,455,418,145,84,76,70,43,5968,1014,1021,1021,1456,1456
"Somerville Borough School District, New Jersey","3415090",8820,749,2667,2055,2437,912,4373,179,1407,1322,1144,321,1722,128,462,363,393,376,140,51,51,0,38,0,2585,391,747,370,862,215
"South Amboy City School District, New Jersey","3415120",6538,748,2431,1602,1112,645,3952,400,1732,858,710,252,1255,114,473,254,269,145,46,0,11,26,9,0,1285,234,215,464,124,248
"Lake Como Borough School District, New Jersey","3415150",1144,107,302,240,320,175,662,25,189,124,238,86,287,35,63,79,67,43,14,0,0,3,0,11,181,47,50,34,15,35
"South Bound Brook Borough School District, New Jersey","3415180",3380,172,1383,1036,623,166,1647,53,679,518,367,30,735,41,212,280,131,71,19,19,0,0,0,0,979,59,492,238,125,65
