"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Woodbridge Township School District, New Jersey","3418120",83438,15979,67459,9757,5922,8528,7955,9197,8555,3982,13563,38682,7136,31546,5058,2693,3879,3646,4612,4371,1895,5392,12453,2026,10427,1466,1021,1512,1343,1227,1235,695,1928,1983,427,1556,400,174,195,169,278,117,44,179,30320,6390,23930,2833,2034,2942,2797,3080,2832,1348,6064
"Woodbury City School District, New Jersey","3418150",8193,957,7236,1468,802,995,758,1150,757,302,1004,4626,635,3991,915,467,632,457,550,419,139,412,2838,239,2599,425,255,231,199,462,314,154,559,103,7,96,34,7,0,12,7,14,9,13,626,76,550,94,73,132,90,131,10,0,20
"Woodlynne Borough School District, New Jersey","3418270",2284,369,1915,496,279,464,241,207,103,54,71,854,234,620,244,48,102,112,50,16,17,31,320,31,289,88,36,53,38,47,8,19,0,250,13,237,44,16,83,11,51,11,0,21,860,91,769,120,179,226,80,59,68,18,19
"Wood-Ridge Borough School District, New Jersey","3418300",6710,946,5764,779,394,619,498,839,891,374,1370,4370,682,3688,486,230,428,419,441,625,276,783,1092,104,988,136,129,68,63,182,141,59,210,29,0,29,0,0,29,0,0,0,0,0,1219,160,1059,157,35,94,16,216,125,39,377
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",6248,545,5703,677,461,920,629,806,593,407,1210,3531,402,3129,277,227,531,345,584,307,214,644,2461,135,2326,337,217,327,264,192,260,193,536,12,0,12,0,0,0,0,0,0,0,12,244,8,236,63,17,62,20,30,26,0,18
"Remainder of New Jersey, New Jersey","3499999",1358711,168637,1190074,189230,93226,155045,122924,145480,128638,60027,295504,715042,98227,616815,113816,48918,78155,64637,76493,70165,32045,132586,439931,40778,399153,50317,28681,50271,39486,48908,42792,20131,118567,19913,2714,17199,3046,1544,2606,1816,2060,1914,1083,3130,183825,26918,156907,22051,14083,24013,16985,18019,13767,6768,41221
"The Chathams School District, New Jersey","3400004",14691,2025,12666,1877,657,1515,637,1124,1109,511,5236,5905,871,5034,899,304,681,308,475,511,187,1669,6115,774,5341,722,202,476,251,414,413,248,2615,160,19,141,11,0,42,1,0,12,0,75,2511,361,2150,245,151,316,77,235,173,76,877
"Great Meadows Regional School District, New Jersey","3400008",6982,797,6185,630,450,758,779,859,653,606,1450,4464,577,3887,426,298,533,364,598,403,331,934,1809,158,1651,165,100,145,244,178,136,225,458,157,13,144,0,16,19,67,0,24,0,18,552,49,503,39,36,61,104,83,90,50,40
"Somerset Hills Regional School District, New Jersey","3400009",9094,981,8113,1238,383,972,695,842,682,349,2952,4170,527,3643,819,202,330,328,390,388,171,1015,2932,320,2612,216,97,167,179,244,223,148,1338,123,7,116,2,13,43,0,0,14,0,44,1869,127,1742,201,71,432,188,208,57,30,555
"Absecon City School District, New Jersey","3400660",7036,757,6279,1096,463,759,919,981,890,275,896,3948,402,3546,769,187,306,570,603,557,144,410,2082,107,1975,211,180,262,230,258,312,113,409,188,105,83,16,0,11,22,5,12,0,17,818,143,675,100,96,180,97,115,9,18,60
"Allamuchy Township School District, New Jersey","3400720",3849,286,3563,335,140,366,327,469,493,288,1145,2041,192,1849,199,108,224,235,202,349,74,458,1424,83,1341,97,20,118,72,230,87,185,532,44,0,44,0,0,0,0,15,9,0,20,340,11,329,39,12,24,20,22,48,29,135
"Allenhurst Borough School District, New Jersey","3400780",417,42,375,49,30,26,49,47,47,23,104,307,30,277,36,23,22,38,38,42,8,70,99,12,87,4,7,4,11,9,5,13,34,0,0,0,0,0,0,0,0,0,0,0,11,0,11,9,0,0,0,0,0,2,0
"Alloway Township School District, New Jersey","3400810",2813,375,2438,413,204,340,309,263,306,151,452,1942,268,1674,342,148,114,239,175,194,130,332,766,82,684,66,42,221,70,88,75,21,101,14,0,14,0,0,0,0,0,0,0,14,91,25,66,5,14,5,0,0,37,0,5
"Alpha Borough School District, New Jersey","3400840",1839,152,1687,241,161,305,210,245,234,88,203,1214,75,1139,167,78,203,156,191,151,57,136,478,63,415,55,52,73,27,46,79,31,52,52,0,52,14,31,0,3,4,0,0,0,95,14,81,5,0,29,24,4,4,0,15
"Alpine Borough School District, New Jersey","3400870",1363,232,1131,168,62,152,94,106,141,18,390,368,89,279,78,31,33,10,22,36,8,61,461,51,410,43,20,64,50,30,60,6,137,12,0,12,10,0,0,0,2,0,0,0,522,92,430,37,11,55,34,52,45,4,192
"Andover Regional School District, New Jersey","3400900",5712,651,5061,868,434,742,497,537,453,300,1230,3246,467,2779,475,274,427,256,393,254,113,587,1848,149,1699,310,130,227,145,98,118,111,560,63,7,56,18,7,14,0,2,0,0,15,555,28,527,65,23,74,96,44,81,76,68
"Asbury Park City School District, New Jersey","3400930",12664,1627,11037,2566,1432,2097,1587,1068,850,364,1073,6099,951,5148,1385,702,619,729,425,557,297,434,2443,106,2337,452,287,474,316,257,135,32,384,247,24,223,64,20,27,20,8,15,0,69,3875,546,3329,665,423,977,522,378,143,35,186
"Atlantic City School District, New Jersey","3400960",30777,5036,25741,7500,3809,5232,3383,2653,1308,439,1417,11028,1952,9076,3356,1082,1466,1207,860,539,121,445,6286,463,5823,1253,879,1189,788,646,353,161,554,1428,187,1241,418,361,204,78,75,45,5,55,12035,2434,9601,2473,1487,2373,1310,1072,371,152,363
"Audubon Borough School District, New Jersey","3401050",8248,640,7608,1088,635,1087,926,1114,1041,500,1217,5038,480,4558,721,312,649,564,655,705,337,615,2938,118,2820,350,315,387,344,398,322,151,553,71,28,43,11,0,0,10,0,6,0,16,201,14,187,6,8,51,8,61,8,12,33
"Avalon Borough School District, New Jersey","3401110",1489,71,1418,181,83,197,204,164,133,66,390,283,18,265,17,25,37,54,29,28,15,60,1162,53,1109,164,53,149,149,132,94,51,317,5,0,5,0,1,0,0,0,0,0,4,39,0,39,0,4,11,1,3,11,0,9
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1614,92,1522,179,109,218,136,175,234,69,402,1111,65,1046,95,65,184,104,113,183,60,242,443,27,416,55,39,34,32,62,45,9,140,16,0,16,11,0,0,0,0,5,0,0,44,0,44,18,5,0,0,0,1,0,20
"Barrington Borough School District, New Jersey","3401170",5690,441,5249,880,480,846,615,611,657,219,941,3013,253,2760,568,306,422,363,351,300,87,363,2381,181,2200,254,146,389,252,221,341,132,465,72,0,72,0,6,0,0,0,0,0,66,224,7,217,58,22,35,0,39,16,0,47
"Bay Head Borough School District, New Jersey","3401230",842,71,771,100,41,87,65,89,59,39,291,550,54,496,68,26,59,39,63,44,27,170,256,14,242,24,15,25,23,23,12,12,108,0,0,0,0,0,0,0,0,0,0,0,36,3,33,8,0,3,3,3,3,0,13
"Bayonne City School District, New Jersey","3401260",53628,9450,44178,7050,4196,6386,5529,6786,4977,2477,6777,26952,4201,22751,3497,2213,3163,2796,3163,2902,1338,3679,6989,930,6059,966,596,729,584,1192,436,445,1111,1901,154,1747,375,212,306,213,204,245,68,124,17786,4165,13621,2212,1175,2188,1936,2227,1394,626,1863
"Bedminster Township School District, New Jersey","3401320",7219,535,6684,445,308,757,841,571,1049,462,2251,3352,264,3088,191,168,359,374,292,597,226,881,2512,130,2382,196,58,270,243,193,244,151,1027,46,24,22,0,2,0,0,0,0,15,5,1309,117,1192,58,80,128,224,86,208,70,338
"Belleville Town School District, New Jersey","3401350",30082,4415,25667,3984,2483,3564,3522,4226,3177,1406,3305,12735,1770,10965,1952,957,1382,1459,1933,1426,614,1242,3572,464,3108,369,289,504,320,529,369,136,592,1678,110,1568,298,207,239,153,259,181,122,109,12097,2071,10026,1365,1030,1439,1590,1505,1201,534,1362
"Belmar Borough School District, New Jersey","3401410",5154,541,4613,452,223,819,612,659,781,227,840,3277,404,2873,338,86,418,338,506,415,164,608,1058,26,1032,73,72,123,201,111,240,37,175,89,0,89,0,0,64,0,0,19,0,6,730,111,619,41,65,214,73,42,107,26,51
"Belvidere Town School District, New Jersey","3401440",2155,185,1970,448,174,287,230,302,261,89,179,1400,124,1276,342,108,115,123,227,150,62,149,662,33,629,90,66,163,87,70,102,27,24,29,6,23,6,0,0,12,5,0,0,0,64,22,42,10,0,9,8,0,9,0,6
"Bergenfield Borough School District, New Jersey","3401500",22507,3770,18737,3146,1407,2452,2562,2456,2147,933,3634,4984,984,4000,763,287,569,425,665,344,229,718,5782,1231,4551,763,255,662,527,581,517,230,1016,538,40,498,90,41,120,15,70,40,6,116,11203,1515,9688,1530,824,1101,1595,1140,1246,468,1784
"Berkeley Heights Township School District, New Jersey","3401530",10613,1430,9183,1281,742,957,942,647,650,418,3546,5438,743,4695,651,460,607,489,385,456,252,1395,3033,333,2700,373,147,177,225,136,155,144,1343,86,0,86,16,0,33,0,0,0,0,37,2056,354,1702,241,135,140,228,126,39,22,771
"Berlin Township School District, New Jersey","3401620",4515,570,3945,770,400,620,494,561,531,181,388,2833,286,2547,569,282,332,338,322,372,75,257,1266,155,1111,167,68,228,136,215,127,95,75,48,0,48,0,10,0,0,0,0,0,38,368,129,239,34,40,60,20,24,32,11,18
"Bernards Township School District, New Jersey","3401650",21279,3631,17648,3128,954,1089,921,1623,1662,722,7549,9210,1461,7749,2009,512,551,439,868,852,183,2335,7357,1092,6265,733,251,252,309,481,600,378,3261,113,15,98,16,29,0,0,0,12,11,30,4599,1063,3536,370,162,286,173,274,198,150,1923
"Beverly City School District, New Jersey","3401740",2115,277,1838,378,196,298,276,324,171,48,147,1223,153,1070,262,121,131,127,223,97,26,83,654,94,560,104,59,102,104,61,53,17,60,41,0,41,7,9,0,0,6,14,5,0,197,30,167,5,7,65,45,34,7,0,4
"Bloomfield Township School District, New Jersey","3401830",39761,5891,33870,4573,2596,4388,4070,5011,4630,2104,6498,18988,3130,15858,2468,1392,1926,1965,2481,2041,913,2672,7135,691,6444,627,438,790,544,795,1067,463,1720,1461,239,1222,282,95,177,86,210,133,33,206,12177,1831,10346,1196,671,1495,1475,1525,1389,695,1900
"Bloomingdale Borough School District, New Jersey","3401860",6754,837,5917,756,530,828,645,853,748,483,1074,4039,419,3620,446,347,479,313,574,521,239,701,1709,110,1599,127,128,309,267,182,124,155,307,106,16,90,6,14,9,43,0,18,0,0,900,292,608,177,41,31,22,97,85,89,66
"Bloomsbury Borough School District, New Jersey","3401890",589,61,528,88,16,62,89,52,66,19,136,337,45,292,63,7,27,44,32,28,14,77,191,11,180,16,7,32,26,20,23,3,53,0,0,0,0,0,0,0,0,0,0,0,61,5,56,9,2,3,19,0,15,2,6
"Bogota Borough School District, New Jersey","3401920",6911,1226,5685,926,531,699,604,832,768,265,1060,2357,432,1925,411,219,235,172,294,276,129,189,1818,309,1509,152,116,169,150,170,166,92,494,179,31,148,31,0,15,0,43,0,0,59,2557,454,2103,332,196,280,282,325,326,44,318
"Boonton Town School District, New Jersey","3401950",6878,656,6222,782,511,723,655,966,645,367,1573,4025,341,3684,436,344,492,446,601,395,157,813,1582,154,1428,148,82,71,76,177,166,167,541,45,0,45,11,9,6,0,0,0,0,19,1226,161,1065,187,76,154,133,188,84,43,200
"Boonton Township School District, New Jersey","3401980",3621,588,3033,474,238,376,308,221,215,162,1039,2056,383,1673,358,108,217,249,107,91,118,425,1088,116,972,92,52,141,52,106,117,18,394,44,42,2,0,2,0,0,0,0,0,0,433,47,386,24,76,18,7,8,7,26,220
"Bordentown Regional School District, New Jersey","3402030",13083,1260,11823,1904,639,1140,1327,1852,1435,905,2621,8040,790,7250,1299,389,643,841,1220,897,566,1395,2985,288,2697,338,154,288,225,465,375,236,616,394,0,394,56,19,34,106,14,21,37,107,1664,182,1482,211,77,175,155,153,142,66,503
"Bound Brook Borough School District, New Jersey","3402100",8645,1073,7572,972,818,1469,964,1249,658,397,1045,3540,552,2988,464,231,450,342,473,352,146,530,1892,106,1786,167,99,384,250,362,150,146,228,285,13,272,52,16,61,76,35,5,5,22,2928,402,2526,289,472,574,296,379,151,100,265
"Bradley Beach Borough School District, New Jersey","3402130",3700,390,3310,372,298,446,318,417,466,274,719,2332,152,2180,261,201,265,155,336,351,194,417,860,63,797,95,31,137,98,62,72,80,222,66,52,14,0,14,0,0,0,0,0,0,442,123,319,16,52,44,65,19,43,0,80
"Branchburg Township School District, New Jersey","3402160",11953,1707,10246,1735,467,844,622,1171,1126,599,3682,6946,1111,5835,1176,248,490,389,653,500,377,2002,2977,295,2682,298,155,201,188,322,338,108,1072,45,0,45,0,0,0,0,36,0,0,9,1985,301,1684,261,64,153,45,160,288,114,599
"Brick Township School District, New Jersey","3402220",62849,6360,56489,8679,5120,9226,6151,7617,6840,3040,9816,43836,4687,39149,6762,3497,6270,4172,5246,4879,1979,6344,13387,960,12427,1137,995,1972,1359,1784,1579,774,2827,863,112,751,153,20,91,87,79,39,117,165,4763,601,4162,627,608,893,533,508,343,170,480
"Bridgeton City School District, New Jersey","3402250",18818,3263,15555,5634,1892,2936,1820,1756,805,195,517,9815,1809,8006,3260,906,973,991,952,495,151,278,2469,320,2149,820,204,346,262,236,115,12,154,990,222,768,432,97,128,34,61,16,0,0,5544,912,4632,1122,685,1489,533,507,179,32,85
"Bridgewater-Raritan Regional School District, New Jersey","3402280",42534,5605,36929,5643,2716,3997,3156,3795,3704,1639,12279,20786,2968,17818,3438,1387,2013,1370,1832,1892,907,4979,8754,720,8034,943,614,799,788,764,752,359,3015,428,22,406,12,14,57,67,32,57,12,155,12566,1895,10671,1250,701,1128,931,1167,1003,361,4130
"Brielle Borough School District, New Jersey","3402310",3879,452,3427,453,216,295,212,378,334,216,1323,2825,320,2505,305,155,211,95,300,266,198,975,890,90,800,139,61,63,99,47,62,18,311,21,0,21,0,0,8,7,0,6,0,0,143,42,101,9,0,13,11,31,0,0,37
"Brigantine City School District, New Jersey","3402340",8273,725,7548,1031,775,1313,1140,1041,575,287,1386,3332,323,3009,449,403,510,390,516,269,39,433,4031,222,3809,468,295,578,634,423,294,248,869,110,57,53,7,0,23,23,0,0,0,0,800,123,677,107,77,202,93,102,12,0,84
"Brooklawn Borough School District, New Jersey","3402370",1646,174,1472,240,143,246,261,236,176,63,107,956,101,855,149,85,136,160,142,87,45,51,434,31,403,76,30,44,67,71,65,10,40,33,5,28,8,9,0,9,2,0,0,0,223,37,186,7,19,66,25,21,24,8,16
"Buena Regional School District, New Jersey","3402400",10066,1239,8827,1650,830,1646,1307,1214,1122,292,766,5995,914,5081,1015,398,913,715,632,772,159,477,2563,225,2338,355,214,389,381,430,252,76,241,643,32,611,182,125,77,119,69,13,14,12,865,68,797,98,93,267,92,83,85,43,36
"Burlington City School District, New Jersey","3402430",8259,907,7352,1353,587,1214,1035,1188,992,304,679,4818,534,4284,843,290,713,657,647,563,163,408,2400,133,2267,406,193,265,319,455,350,60,219,160,20,140,49,27,20,17,8,6,0,13,881,220,661,55,77,216,42,78,73,81,39
"Burlington Township School District, New Jersey","3402460",17961,1901,16060,3009,1117,2362,1799,2013,1834,885,3041,8670,1173,7497,1689,411,1096,674,942,1008,433,1244,6136,363,5773,737,491,851,729,693,618,298,1356,561,86,475,155,16,21,28,143,35,23,54,2594,279,2315,428,199,394,368,235,173,131,387
"Butler Borough School District, New Jersey","3402520",6389,584,5805,819,479,769,728,772,710,309,1219,3707,419,3288,536,229,400,394,374,422,222,711,1290,63,1227,96,7,177,200,187,158,47,355,69,0,69,0,7,17,4,8,9,0,24,1323,102,1221,187,236,175,130,203,121,40,129
"Caldwell-West Caldwell School District, New Jersey","3402580",15853,1863,13990,2277,891,1804,1483,1922,1245,750,3618,9863,1215,8648,1627,452,984,882,1175,740,567,2221,3210,339,2871,301,108,345,336,430,266,140,945,195,12,183,86,0,43,0,20,16,0,18,2585,297,2288,263,331,432,265,297,223,43,434
"Camden City School District, New Jersey","3402640",56025,11561,44464,14934,5858,9120,5523,4497,2073,802,1657,27251,6618,20633,7812,2031,3767,2572,2223,956,473,799,9688,1617,8071,2464,1156,1595,863,912,455,164,462,8946,1703,7243,3074,1231,1221,698,466,260,79,214,10140,1623,8517,1584,1440,2537,1390,896,402,86,182
"Cape May Point Borough School District, New Jersey","3402760",240,12,228,24,25,32,32,46,17,9,43,55,6,49,4,3,8,15,7,2,2,8,180,6,174,20,21,24,17,38,14,7,33,1,0,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,1,1,0,2
"Carteret Borough School District, New Jersey","3402820",19544,3430,16114,3383,1696,2364,2057,2161,1762,627,2064,8237,1492,6745,1553,511,955,777,1019,919,182,829,2607,438,2169,375,252,459,210,300,153,118,302,1280,203,1077,353,194,66,164,173,44,8,75,7420,1297,6123,1102,739,884,906,669,646,319,858
"Cedar Grove Township School District, New Jersey","3402850",10689,1552,9137,1186,666,1235,660,1023,926,592,2849,6691,1001,5690,727,447,811,398,634,613,471,1589,1855,110,1745,208,115,137,137,248,207,89,604,139,0,139,8,3,26,0,0,0,0,102,2004,441,1563,243,101,261,125,141,106,32,554
"Cherry Hill Township School District, New Jersey","3403000",58308,6827,51481,7836,3987,6218,4856,6040,6272,2759,13513,20097,3051,17046,3434,1460,1850,1488,1635,2427,941,3811,25906,2161,23745,2787,1771,2992,2079,2943,2666,1334,7173,854,83,771,249,52,47,39,120,78,52,134,11451,1532,9919,1366,704,1329,1250,1342,1101,432,2395
"Chesilhurst Borough School District, New Jersey","3403030",1471,221,1250,266,168,247,173,129,166,24,77,741,168,573,130,54,95,77,67,92,7,51,535,30,505,125,55,104,74,47,60,17,23,77,0,77,0,32,5,17,15,8,0,0,118,23,95,11,27,43,5,0,6,0,3
"Cinnaminson Township School District, New Jersey","3403120",13823,1498,12325,1791,749,1799,1287,1479,1768,738,2714,5319,685,4634,787,295,734,481,519,660,341,817,7478,680,6798,863,416,912,723,865,999,350,1670,159,0,159,20,0,20,15,22,23,20,39,867,133,734,121,38,133,68,73,86,27,188
"Clark Township School District, New Jersey","3403150",12712,1383,11329,1611,660,1282,987,1608,1667,939,2575,8669,840,7829,1141,480,760,722,1130,1229,721,1646,1738,200,1538,139,95,266,92,108,200,96,542,220,59,161,11,0,0,16,113,0,10,11,2085,284,1801,320,85,256,157,257,238,112,376
"Clayton Borough School District, New Jersey","3403180",6536,922,5614,1164,558,888,530,578,678,199,1019,4199,578,3621,799,420,661,327,314,399,113,588,1872,314,1558,274,76,187,183,198,206,86,348,90,0,90,11,0,0,0,51,14,0,14,375,30,345,80,62,40,20,15,59,0,69
"Clementon Borough School District, New Jersey","3403240",4053,462,3591,740,244,566,571,649,409,141,271,2440,257,2183,458,125,368,369,396,274,45,148,1377,184,1193,258,110,132,153,233,109,96,102,61,0,61,0,0,22,13,0,26,0,0,175,21,154,24,9,44,36,20,0,0,21
"Cliffside Park Borough School District, New Jersey","3403270",21195,3309,17886,2783,1405,2875,1662,2733,2120,831,3477,5534,870,4664,747,233,791,350,957,615,247,724,4359,674,3685,469,126,380,296,531,408,141,1334,766,160,606,101,4,48,77,55,101,102,118,10536,1605,8931,1466,1042,1656,939,1190,996,341,1301
"Clifton City School District, New Jersey","3403300",70036,12312,57724,8535,4957,8255,8080,7698,7021,3043,10135,29322,5363,23959,4013,1742,3231,2546,3612,3081,1329,4405,9095,1242,7853,886,520,951,999,910,1071,566,1950,2549,384,2165,334,162,359,451,284,220,123,232,29070,5323,23747,3302,2533,3714,4084,2892,2649,1025,3548
"Collingswood Borough School District, New Jersey","3403420",11700,925,10775,1392,759,1647,1550,1547,1351,529,2000,5647,462,5185,854,405,821,649,663,659,258,876,5180,325,4855,431,316,682,766,732,647,256,1025,172,0,172,12,6,51,58,0,16,0,29,701,138,563,95,32,93,77,152,29,15,70
"Commercial Township School District, New Jersey","3403480",3980,514,3466,890,435,530,473,492,325,88,233,2678,388,2290,547,267,402,339,270,274,20,171,1048,121,927,236,120,119,134,154,51,68,45,136,0,136,66,32,0,0,38,0,0,0,118,5,113,41,16,9,0,30,0,0,17
"Corbin City School District, New Jersey","3403510",409,35,374,49,49,67,45,57,37,17,53,314,32,282,37,35,48,41,45,32,10,34,80,3,77,11,12,8,3,12,5,7,19,2,0,2,1,0,0,1,0,0,0,0,13,0,13,0,2,11,0,0,0,0,0
"Cranbury Township School District, New Jersey","3403540",3072,418,2654,425,128,203,208,308,289,110,983,1391,252,1139,291,63,120,84,125,111,62,283,1072,69,1003,116,45,41,54,153,99,34,461,0,0,0,0,0,0,0,0,0,0,0,609,97,512,18,20,42,70,30,79,14,239
"Cranford Township School District, New Jersey","3403570",19196,1801,17395,2308,973,1867,1590,2223,2053,1154,5227,12422,1190,11232,1627,677,1227,1023,1458,1379,712,3129,4671,424,4247,470,118,292,354,513,550,276,1674,91,10,81,9,8,13,10,10,0,0,31,2012,177,1835,202,170,335,203,242,124,166,393
"Cresskill Borough School District, New Jersey","3403600",6911,1415,5496,696,429,458,464,652,532,228,2037,2126,544,1582,377,166,151,176,247,79,24,362,2047,351,1696,178,183,104,134,191,244,159,503,177,37,140,15,0,0,0,38,15,0,72,2561,483,2078,126,80,203,154,176,194,45,1100
"Deal Borough School District, New Jersey","3403630",686,88,598,121,51,96,63,55,46,19,147,224,31,193,10,19,29,24,28,17,12,54,333,51,282,82,20,48,19,23,27,7,56,11,1,10,5,0,2,3,0,0,0,0,118,5,113,24,12,17,17,4,2,0,37
"Delanco Township School District, New Jersey","3403690",3863,366,3497,514,238,504,393,699,408,135,606,2138,264,1874,301,151,247,273,357,185,72,288,1529,73,1456,213,77,239,120,301,223,63,220,6,6,0,0,0,0,0,0,0,0,0,190,23,167,0,10,18,0,41,0,0,98
"Delran Township School District, New Jersey","3403780",13701,1299,12402,2039,624,1549,1392,1867,1554,790,2587,6118,661,5457,1232,248,543,677,784,820,282,871,5190,311,4879,435,244,420,542,847,566,462,1363,178,54,124,56,30,9,0,0,8,0,21,2215,273,1942,316,102,577,173,236,160,46,332
"Dennis Township School District, New Jersey","3403840",5294,535,4759,715,492,908,594,669,590,267,524,3255,318,2937,452,309,504,318,452,457,162,283,1826,188,1638,253,123,361,224,209,127,105,236,28,0,28,10,0,9,4,0,0,0,5,185,29,156,0,60,34,48,8,6,0,0
"Deptford Township School District, New Jersey","3403900",25553,3137,22416,3569,2527,3601,2543,2953,2609,1150,3464,12560,1532,11028,1929,1276,1805,1515,1172,1267,505,1559,10144,906,9238,1325,1101,1514,825,1456,1094,564,1359,454,35,419,53,55,18,26,101,62,11,93,2395,664,1731,262,95,264,177,224,186,70,453
"Dover Town School District, New Jersey","3403930",16277,1889,14388,2316,2135,3013,2050,2512,970,450,942,4636,764,3872,822,482,580,359,725,351,197,356,1419,119,1300,102,182,148,196,299,123,64,186,1220,61,1159,182,257,167,154,218,83,28,70,9002,945,8057,1210,1214,2118,1341,1270,413,161,330
"Downe Township School District, New Jersey","3403960",1243,171,1072,206,122,226,161,99,108,67,83,886,155,731,136,82,154,121,61,79,47,51,317,16,301,66,26,63,40,31,24,20,31,10,0,10,4,5,0,0,0,0,0,1,30,0,30,0,9,9,0,7,5,0,0
"Dumont Borough School District, New Jersey","3403990",14553,1895,12658,1633,1125,1397,1400,1604,1566,609,3324,5904,689,5215,813,478,527,456,664,556,330,1391,3936,487,3449,374,248,406,389,474,492,135,931,151,0,151,23,13,0,36,0,0,0,79,4562,719,3843,423,386,464,519,466,518,144,923
"Dunellen Borough School District, New Jersey","3404020",5826,809,5017,920,240,606,979,600,597,169,906,3025,480,2545,634,87,186,311,346,462,51,468,951,155,796,51,18,67,157,104,118,44,237,92,0,92,41,0,0,48,0,0,0,3,1758,174,1584,194,135,353,463,150,17,74,198
