"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7687,389,1327,608,811,847,1271,527,169,288,625,825,4386,301,741,284,505,452,649,333,135,115,387,484,3021,88,556,314,283,381,553,194,34,119,206,293,22,0,10,0,12,0,0,0,0,0,0,0,258,0,20,10,11,14,69,0,0,54,32,48
"Remainder of New Jersey, New Jersey","3499999",1654568,82114,287722,136320,166140,201929,277135,127645,44073,61249,147551,122690,956474,71503,227407,99272,97834,102022,134565,59685,20663,27367,62411,53745,485389,9257,48463,26041,40133,58977,96917,49311,17190,24915,62499,51686,21926,437,2433,1704,2157,3065,4245,2309,610,1066,2176,1724,190779,917,9419,9303,26016,37865,41408,16340,5610,7901,20465,15535
"The Chathams School District, New Jersey","3400004",19580,1136,4700,954,1392,2914,3619,1310,252,671,1348,1284,9124,856,2962,570,641,963,1208,407,128,273,535,581,7588,218,1568,244,390,1472,1566,657,93,271,607,502,216,38,18,26,18,33,42,12,0,5,0,24,2652,24,152,114,343,446,803,234,31,122,206,177
"Great Meadows Regional School District, New Jersey","3400008",8433,283,1502,635,1023,1122,1447,772,248,413,553,435,5779,235,1355,459,499,867,919,478,161,220,321,265,1945,48,107,151,435,149,422,139,36,165,176,117,157,0,13,16,31,0,20,19,24,0,18,16,552,0,27,9,58,106,86,136,27,28,38,37
"Somerset Hills Regional School District, New Jersey","3400009",11426,623,2299,785,1055,1489,2127,662,233,523,1019,611,6023,591,1758,526,382,574,787,279,122,191,520,293,3328,17,419,19,207,487,987,239,107,207,387,252,136,13,0,0,0,53,48,2,0,0,20,0,1939,2,122,240,466,375,305,142,4,125,92,66
"Absecon City School District, New Jersey","3400660",8394,416,1264,551,992,933,1391,659,309,376,841,662,5126,404,1027,436,653,505,723,319,181,127,390,361,2159,0,118,52,212,197,398,239,123,194,380,246,229,0,41,10,15,35,61,20,0,36,0,11,880,12,78,53,112,196,209,81,5,19,71,44
"Allamuchy Township School District, New Jersey","3400720",4499,221,561,385,444,688,902,291,57,137,560,253,2639,221,476,356,271,256,532,101,25,60,287,54,1436,0,30,29,160,295,314,134,29,62,210,173,44,0,0,0,0,20,0,0,0,0,15,9,380,0,55,0,13,117,56,56,3,15,48,17
"Allenhurst Borough School District, New Jersey","3400780",486,8,75,20,73,49,83,37,23,19,58,41,362,6,57,20,47,36,54,30,20,16,48,28,113,2,18,0,17,13,29,7,3,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,2,0
"Alloway Township School District, New Jersey","3400810",3417,217,580,247,399,472,623,248,57,133,231,210,2413,146,487,193,252,260,481,153,49,88,144,160,887,71,81,54,137,212,103,64,8,45,62,50,14,0,0,0,0,0,14,0,0,0,0,0,103,0,12,0,10,0,25,31,0,0,25,0
"Alpha Borough School District, New Jersey","3400840",2272,71,442,141,198,266,402,199,38,139,161,215,1497,26,315,114,132,151,285,104,20,85,97,168,628,45,127,24,51,109,96,36,18,27,57,38,52,0,0,3,11,0,4,29,0,0,3,2,95,0,0,0,4,6,17,30,0,27,4,7
"Alpine Borough School District, New Jersey","3400870",1559,59,186,107,135,119,185,183,43,90,269,183,493,34,120,75,31,48,30,43,20,15,47,30,525,25,55,21,90,19,57,53,3,18,107,77,12,0,4,0,0,0,0,6,0,0,2,0,529,0,7,11,14,52,98,81,20,57,113,76
"Andover Regional School District, New Jersey","3400900",6789,306,1021,472,565,844,1299,529,190,286,728,549,4207,278,914,395,399,421,686,221,90,166,395,242,1941,28,77,75,140,224,483,224,96,109,251,234,75,0,19,2,2,0,0,15,0,0,23,14,566,0,11,0,24,199,130,69,4,11,59,59
"Asbury Park City School District, New Jersey","3400930",15945,1204,2482,1679,2607,2388,2201,897,368,421,910,788,9093,1158,2196,1057,978,1021,1189,423,209,177,459,226,2619,46,130,101,346,222,495,249,112,158,349,411,258,0,11,0,49,13,109,5,20,5,14,32,3975,0,145,521,1234,1132,408,220,27,81,88,119
"Atlantic City School District, New Jersey","3400960",39547,3173,6799,4198,5232,4603,5910,2389,925,1244,2796,2278,18082,2831,5015,2472,2093,1341,1846,774,214,362,598,536,7020,209,529,340,631,621,1280,597,275,298,1095,1145,1619,49,198,60,253,167,374,144,34,90,206,44,12826,84,1057,1326,2255,2474,2410,874,402,494,897,553
"Audubon Borough School District, New Jersey","3401050",9782,360,1448,798,1066,1333,1794,881,231,298,835,738,6412,352,1265,667,697,945,1096,343,104,158,386,399,3098,8,183,131,323,357,627,518,113,101,445,292,71,0,0,0,11,4,40,10,0,6,0,0,201,0,0,0,35,27,31,10,14,33,4,47
"Avalon Borough School District, New Jersey","3401110",1596,21,97,24,91,119,160,142,86,189,334,333,357,21,56,13,30,39,37,39,9,37,34,42,1195,0,41,11,60,80,123,103,73,150,273,281,5,0,0,0,1,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,0,2,27,10
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1809,33,231,99,206,120,341,92,49,122,299,217,1262,24,184,48,158,104,212,60,35,77,199,161,478,0,47,44,42,16,112,32,14,31,89,51,25,9,0,6,5,0,0,0,0,0,0,5,44,0,0,1,1,0,17,0,0,14,11,0
"Barrington Borough School District, New Jersey","3401170",6877,384,1003,361,1210,1026,700,590,107,346,583,567,4017,304,843,318,627,504,395,252,24,249,236,265,2554,80,143,30,549,422,288,297,83,53,332,277,72,0,0,6,0,66,0,0,0,0,0,0,234,0,17,7,34,34,17,41,0,44,15,25
"Bay Head Borough School District, New Jersey","3401230",992,27,158,27,66,66,165,71,38,30,212,132,665,18,119,22,66,40,103,48,22,20,147,60,291,9,39,5,0,16,58,20,6,7,59,72,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,10,4,3,10,3,6,0
"Bayonne City School District, New Jersey","3401260",65378,4247,10132,5399,9508,9892,9172,4251,1990,2291,4720,3776,36183,3760,7216,3419,4483,4010,4411,2225,1032,1161,2193,2273,8407,406,1352,649,1576,1179,1129,617,220,332,343,604,2007,16,117,191,164,267,351,190,82,83,385,161,18781,65,1447,1140,3285,4436,3281,1219,656,715,1799,738
"Bedminster Township School District, New Jersey","3401320",8251,271,990,358,1274,884,1327,999,267,325,1035,521,4191,239,782,223,713,345,526,325,132,187,583,136,2620,32,123,104,380,206,517,437,104,67,321,329,91,0,45,0,0,15,9,17,0,0,5,0,1349,0,40,31,181,318,275,220,31,71,126,56
"Belleville Town School District, New Jersey","3401350",36178,2293,5008,3586,5305,5190,5350,2941,765,1170,2321,2249,18039,2141,3872,2244,2361,1882,1876,1162,210,339,847,1105,4061,45,635,457,877,682,539,254,60,74,218,220,1785,28,136,141,91,370,390,182,84,103,99,161,12293,79,365,744,1976,2256,2545,1343,411,654,1157,763
"Belmar Borough School District, New Jersey","3401410",5745,248,606,387,931,650,849,600,261,265,558,390,3843,248,521,247,527,339,550,391,199,185,379,257,1083,0,35,62,141,141,243,133,56,42,148,82,89,0,0,0,19,64,0,0,6,0,0,0,730,0,50,78,244,106,56,76,0,38,31,51
"Belvidere Town School District, New Jersey","3401440",2634,153,431,275,254,357,437,183,57,103,172,212,1816,113,402,230,158,233,281,137,27,62,74,99,725,40,29,41,83,108,126,46,23,30,86,113,29,0,0,0,0,6,11,0,0,0,12,0,64,0,0,4,13,10,19,0,7,11,0,0
"Bergenfield Borough School District, New Jersey","3401500",27339,1601,4403,2683,3185,4114,3829,1994,605,876,2014,2035,7955,1322,2135,939,711,795,593,442,144,205,383,286,7207,261,1611,971,756,830,785,415,162,242,580,594,596,0,93,69,28,81,79,11,7,24,89,115,11581,18,564,704,1690,2408,2372,1126,292,405,962,1040
"Berkeley Heights Township School District, New Jersey","3401530",13339,689,2673,828,809,1640,2341,1174,342,397,1136,1310,7448,480,2049,579,487,658,1185,585,177,165,405,678,3681,209,531,131,176,428,645,385,102,184,537,353,100,0,30,0,0,0,16,54,0,0,0,0,2110,0,63,118,146,554,495,150,63,48,194,279
"Berlin Township School District, New Jersey","3401620",5380,373,762,332,860,503,808,472,122,267,530,351,3637,362,662,321,634,317,475,244,108,152,177,185,1291,11,56,3,90,105,299,159,0,106,306,156,48,0,0,0,0,0,0,14,14,0,20,0,404,0,44,8,136,81,34,55,0,9,27,10
"Bernards Township School District, New Jersey","3401650",26983,1144,6386,1831,1541,3675,4869,2317,742,796,1968,1714,13292,871,4426,1481,904,1016,1747,769,294,275,708,801,8509,196,1377,249,325,1507,1666,1149,340,360,746,594,159,0,46,0,5,0,31,19,0,11,12,35,5023,77,537,101,307,1152,1425,380,108,150,502,284
"Beverly City School District, New Jersey","3401740",2569,187,377,260,274,317,488,200,76,73,189,128,1628,159,287,192,131,239,258,119,38,53,84,68,699,28,82,48,81,44,184,62,27,16,74,53,41,0,0,0,0,6,24,4,0,0,7,0,201,0,8,20,62,28,22,15,11,4,24,7
"Bloomfield Township School District, New Jersey","3401830",47831,3195,6601,4347,7468,7427,6651,3462,1184,1579,3301,2616,25971,2939,5402,2959,3580,3116,2775,1326,467,666,1532,1209,7868,160,783,551,1429,1595,1215,511,191,251,674,508,1614,69,122,194,180,188,359,88,47,71,187,109,12378,27,294,643,2279,2528,2302,1537,479,591,908,790
"Bloomingdale Borough School District, New Jersey","3401860",7933,512,920,588,1071,885,1448,685,217,183,785,639,5007,512,692,506,865,401,813,477,53,52,348,288,1848,0,156,47,134,267,363,164,137,85,277,218,136,0,30,0,14,0,61,0,9,0,16,6,942,0,42,35,58,217,211,44,18,46,144,127
"Bloomsbury Borough School District, New Jersey","3401890",720,26,135,64,53,95,161,70,31,20,47,18,466,24,129,56,18,57,93,33,23,6,21,6,191,0,4,8,14,29,48,33,6,14,23,12,2,2,0,0,0,0,0,0,0,0,0,0,61,0,2,0,21,9,20,4,2,0,3,0
"Bogota Borough School District, New Jersey","3401920",8329,569,1179,950,945,1274,1354,470,389,297,524,378,3226,405,607,492,286,509,369,84,125,66,225,58,2253,115,451,262,210,292,335,125,97,136,136,94,281,49,53,17,53,0,66,0,43,0,0,0,2569,0,68,179,396,473,584,261,124,95,163,226
"Boonton Town School District, New Jersey","3401950",8422,658,1127,662,1265,1323,1285,553,107,247,731,464,5410,640,927,517,889,666,629,300,53,121,377,291,1708,18,167,86,244,338,401,135,17,87,136,79,45,0,0,11,0,0,0,19,0,0,15,0,1259,0,33,48,132,319,255,99,37,39,203,94
"Boonton Township School District, New Jersey","3401980",4339,127,891,247,150,479,744,442,144,273,457,385,2693,127,765,131,139,254,398,243,79,145,236,176,1147,0,97,81,11,99,231,154,56,106,152,160,44,0,7,35,0,2,0,0,0,0,0,0,455,0,22,0,0,124,115,45,9,22,69,49
"Bordentown Regional School District, New Jersey","3402030",16093,902,2936,1179,1943,2496,2663,982,468,528,1204,792,10680,784,2511,748,1286,1559,1421,477,321,304,771,498,3321,118,383,275,350,491,569,342,106,147,314,226,397,0,3,77,66,0,64,75,0,59,53,0,1695,0,39,79,241,446,609,88,41,18,66,68
"Bound Brook Borough School District, New Jersey","3402100",10515,1018,1229,834,2148,1562,1495,718,173,277,485,576,5228,1002,967,456,898,423,528,317,87,107,174,269,2026,16,164,86,409,416,275,118,57,84,209,192,297,0,12,35,37,1,101,67,11,0,0,33,2964,0,86,257,804,722,591,216,18,86,102,82
"Bradley Beach Borough School District, New Jersey","3402130",4297,221,490,284,724,728,547,338,52,229,403,281,2916,221,394,196,499,527,275,147,39,167,278,173,873,0,48,21,54,136,169,175,13,49,125,83,66,0,0,0,0,0,66,0,0,0,0,0,442,0,48,67,171,65,37,16,0,13,0,25
"Branchburg Township School District, New Jersey","3402160",14673,761,2712,1267,1421,1828,2852,1258,343,546,1065,620,9335,705,2300,1029,976,865,1649,622,155,178,478,378,3187,31,295,151,218,455,752,434,125,233,300,193,55,0,10,0,0,30,15,0,0,0,0,0,2096,25,107,87,227,478,436,202,63,135,287,49
"Brick Township School District, New Jersey","3402220",74991,3810,11272,5610,8668,9013,12622,5235,1944,2962,7046,6809,54727,3579,9877,5050,6670,6103,8476,3540,1145,1803,4162,4322,14390,211,1011,340,1133,1875,3051,1205,600,890,2199,1875,919,20,110,53,133,173,127,52,23,60,76,92,4955,0,274,167,732,862,968,438,176,209,609,520
"Bridgeton City School District, New Jersey","3402250",25201,2420,4863,2768,5337,3705,2796,1052,239,329,1078,614,15468,2282,3926,1681,2567,1927,1547,489,121,178,532,218,2925,86,388,238,444,276,519,221,64,98,315,276,1067,12,152,138,237,164,133,69,3,26,93,40,5741,40,397,711,2089,1338,597,273,51,27,138,80
"Bridgewater-Raritan Regional School District, New Jersey","3402280",52448,2400,10073,4291,4647,7039,9970,3521,1219,1737,3646,3905,28816,2136,8058,2964,2221,2796,4138,1659,595,803,1552,1894,10038,188,1224,560,665,1142,2231,867,364,573,1163,1061,471,40,3,0,72,60,109,77,11,14,39,46,13123,36,788,767,1689,3041,3492,918,249,347,892,904
"Brielle Borough School District, New Jersey","3402310",4769,178,959,269,199,612,772,451,240,200,615,274,3572,178,816,211,142,391,541,328,199,178,406,182,1033,0,143,58,57,192,158,123,30,16,195,61,21,0,0,0,0,0,15,0,0,6,0,0,143,0,0,0,0,29,58,0,11,0,14,31
"Brigantine City School District, New Jersey","3402340",9347,346,945,774,1008,831,1326,695,415,573,1521,913,4223,337,745,547,527,321,550,222,123,186,352,313,4142,9,119,207,302,341,687,435,177,334,1018,513,110,0,0,13,10,0,10,8,57,7,0,5,872,0,81,7,169,169,79,30,58,46,151,82
"Brooklawn Borough School District, New Jersey","3402370",1944,60,332,199,273,263,393,95,51,67,115,96,1179,51,246,137,130,151,238,38,36,33,66,53,500,9,77,42,54,92,87,30,11,30,40,28,42,0,9,0,9,8,16,0,0,0,0,0,223,0,0,20,80,12,52,27,4,4,9,15
"Buena Regional School District, New Jersey","3402400",12124,633,2043,1026,1196,1639,1865,920,165,407,1295,935,7660,545,1693,714,754,1130,1091,438,72,184,510,529,2800,36,238,203,127,159,529,335,63,203,558,349,643,0,8,23,8,132,188,74,30,20,160,0,1021,52,104,86,307,218,57,73,0,0,67,57
"Burlington City School District, New Jersey","3402430",9868,494,1524,1125,1150,1065,1865,622,221,338,704,760,6226,425,1283,794,723,501,1136,289,108,172,384,411,2549,63,138,201,314,367,522,267,69,86,266,256,169,6,3,15,0,29,35,9,14,23,8,27,924,0,100,115,113,168,172,57,30,57,46,66
"Burlington Township School District, New Jersey","3402460",22653,1333,4388,2326,2333,2886,4124,1512,379,713,1207,1452,12603,1273,3495,1677,1307,1272,1738,606,128,219,403,485,6701,41,638,327,599,1042,1565,603,191,318,625,752,665,0,141,91,173,32,174,27,0,8,8,11,2684,19,114,231,254,540,647,276,60,168,171,204
"Butler Borough School District, New Jersey","3402520",7659,468,1041,717,1152,1199,1232,434,215,219,549,433,4853,430,898,422,614,595,718,284,122,123,343,304,1328,0,82,65,187,323,272,48,52,50,120,129,87,0,18,16,9,0,37,7,0,0,0,0,1391,38,43,214,342,281,205,95,41,46,86,0
"Caldwell-West Caldwell School District, New Jersey","3402580",18838,844,2832,1737,1911,2566,3177,984,536,585,1514,2152,12616,822,2460,1401,1126,1716,1940,583,265,318,868,1117,3412,22,253,179,431,502,597,229,139,152,330,578,195,0,0,38,43,0,38,10,40,8,10,8,2615,0,119,119,311,348,602,162,92,107,306,449
"Camden City School District, New Jersey","3402640",76904,6893,17684,9240,11637,9722,8507,3887,1216,1691,4186,2241,46184,6548,15309,6012,6373,4423,3360,1572,426,466,1038,657,10708,139,1219,1406,1337,1314,1445,924,239,545,1306,834,9556,109,718,559,1207,1855,1835,680,364,396,1313,520,10456,97,438,1263,2720,2130,1867,711,187,284,529,230
"Cape May Point Borough School District, New Jersey","3402760",240,0,1,3,0,2,17,42,4,10,77,84,55,0,0,3,0,1,5,1,0,3,19,23,180,0,1,0,0,1,12,41,4,7,56,58,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,3
"Carteret Borough School District, New Jersey","3402820",23965,1266,4274,2496,3830,3081,3863,1501,680,546,1281,1147,11364,1080,2725,1448,1830,1158,1282,633,200,168,462,378,3460,170,894,328,314,276,441,113,136,115,277,396,1455,0,216,91,240,157,348,137,34,31,67,134,7686,16,439,629,1446,1490,1792,618,310,232,475,239
"Cedar Grove Township School District, New Jersey","3402850",12529,464,1902,785,1030,1656,1922,766,411,503,1169,1921,8445,464,1751,692,661,886,1233,417,359,264,568,1150,1925,0,92,63,165,295,308,186,37,105,307,367,150,0,11,0,20,22,41,0,0,19,13,24,2009,0,48,30,184,453,340,163,15,115,281,380
"Cherry Hill Township School District, New Jersey","3403000",70989,3796,11947,5580,8083,8989,10891,5014,1658,2485,5985,6561,29182,2773,8323,3540,3306,2752,3194,1361,461,541,1167,1764,29053,1001,2976,1609,2930,3947,4934,2479,754,1400,3478,3545,886,8,29,14,160,94,170,132,28,46,106,99,11868,14,619,417,1687,2196,2593,1042,415,498,1234,1153
"Chesilhurst Borough School District, New Jersey","3403030",1662,60,185,181,162,159,291,143,39,78,209,155,897,45,158,132,91,60,178,60,15,28,100,30,570,15,27,41,26,40,85,78,13,30,96,119,77,0,0,0,4,41,4,0,11,17,0,0,118,0,0,8,41,18,24,5,0,3,13,6
"Cinnaminson Township School District, New Jersey","3403120",16441,931,2428,1317,1691,1953,2624,1499,383,529,1532,1554,7221,611,1736,822,772,975,943,348,145,83,419,367,8128,292,646,441,809,828,1486,1021,206,368,1011,1020,192,10,23,0,49,28,24,20,0,18,6,14,900,18,23,54,61,122,171,110,32,60,96,153
"Clark Township School District, New Jersey","3403150",15144,678,2391,973,1803,1934,2602,1263,307,637,1188,1368,10821,599,2072,839,1361,1210,1554,867,216,339,800,964,1933,55,210,98,152,370,419,146,27,82,180,194,255,0,76,0,79,0,53,11,36,0,0,0,2135,24,33,36,211,354,576,239,28,216,208,210
"Clayton Borough School District, New Jersey","3403180",8292,619,1485,847,754,1202,1188,528,233,439,636,361,5663,528,1146,767,542,801,766,297,86,254,255,221,2164,91,339,80,17,369,265,231,127,170,335,140,90,0,0,0,40,14,36,0,0,0,0,0,375,0,0,0,155,18,121,0,20,15,46,0
"Clementon Borough School District, New Jersey","3403240",4968,366,676,445,846,731,696,262,149,209,405,183,3261,366,571,304,586,466,384,175,45,91,212,61,1471,0,94,123,205,257,291,65,78,85,173,100,61,0,0,0,0,0,0,22,26,13,0,0,175,0,11,18,55,8,21,0,0,20,20,22
"Cliffside Park Borough School District, New Jersey","3403270",24493,1278,2762,1521,3400,3411,3750,1846,504,1129,2586,2306,7925,1071,1606,767,975,765,875,382,64,229,461,730,5004,129,878,305,436,739,709,223,87,212,710,576,794,14,31,27,100,92,195,101,13,79,81,61,10770,64,247,422,1889,1815,1971,1140,340,609,1334,939
"Clifton City School District, New Jersey","3403300",85552,5732,12972,8183,12908,11979,11188,6185,2045,2848,6269,5243,42070,5159,9916,4702,5367,4280,3787,2114,810,1073,2336,2526,10835,443,1592,1170,1666,1498,1350,874,187,327,812,916,2802,30,290,285,311,339,432,360,255,140,289,71,29845,100,1174,2026,5564,5862,5619,2837,793,1308,2832,1730
"Collingswood Borough School District, New Jersey","3403420",13925,747,1969,958,2302,1874,2032,1105,370,472,1063,1033,7294,616,1349,723,1051,905,956,486,194,213,341,460,5724,131,541,197,1087,816,835,534,170,221,690,502,172,0,0,0,93,33,22,12,0,0,0,12,735,0,79,38,71,120,219,73,6,38,32,59
"Commercial Township School District, New Jersey","3403480",5143,434,964,301,571,819,657,389,181,226,317,284,3795,423,885,237,416,543,463,237,83,134,198,176,1094,11,74,54,123,227,141,129,98,56,93,88,136,0,0,0,32,49,38,6,0,0,0,11,118,0,5,10,0,0,15,17,0,36,26,9
"Corbin City School District, New Jersey","3403510",482,24,69,40,63,92,54,33,20,15,46,26,387,24,69,40,42,68,50,27,14,3,33,17,80,0,0,0,8,23,4,6,6,12,13,8,2,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,13,0,0,0,0,0,0,0
"Cranbury Township School District, New Jersey","3403540",3781,105,788,246,132,412,768,406,116,124,362,322,1878,65,561,173,61,196,315,195,47,30,101,134,1232,26,179,38,32,123,310,123,45,57,150,149,19,0,19,0,0,0,0,0,0,0,0,0,652,14,29,35,39,93,143,88,24,37,111,39
"Cranford Township School District, New Jersey","3403570",23328,1243,3970,1382,2784,3182,3665,1751,789,748,1870,1944,15988,1103,3365,1160,1796,1760,2303,1157,439,478,1288,1139,5096,131,419,157,701,875,1011,413,287,210,373,519,108,0,36,0,1,0,35,7,0,0,0,29,2136,9,150,65,286,547,316,174,63,60,209,257
"Cresskill Borough School District, New Jersey","3403600",8729,496,1895,304,722,1252,1583,601,250,208,595,823,3080,194,1097,257,345,327,339,147,0,29,138,207,2715,302,532,36,214,176,406,239,132,117,185,376,194,0,44,10,17,52,16,25,0,0,30,0,2740,0,222,1,146,697,822,190,118,62,242,240
"Deal Borough School District, New Jersey","3403630",757,24,57,83,63,60,71,73,13,61,123,129,263,14,29,13,27,35,23,25,9,36,25,27,360,8,25,70,17,9,31,30,4,19,77,70,13,2,0,0,3,0,0,1,0,0,2,5,121,0,3,0,16,16,17,17,0,6,19,27
"Delanco Township School District, New Jersey","3403690",4542,166,651,348,608,624,600,382,218,132,519,294,2653,94,534,283,437,253,335,231,127,101,157,101,1681,72,105,65,129,298,218,143,91,31,336,193,18,0,12,0,0,0,6,0,0,0,0,0,190,0,0,0,42,73,41,8,0,0,26,0
"Delran Township School District, New Jersey","3403780",16856,918,2952,1174,2673,2172,2583,1216,351,538,1443,836,8809,773,2353,791,1667,1044,900,371,141,188,369,212,5583,142,359,297,455,754,1330,643,186,268,702,447,181,3,8,43,1,11,21,0,0,40,54,0,2283,0,232,43,550,363,332,202,24,42,318,177
"Dennis Township School District, New Jersey","3403840",6378,327,940,465,540,602,1200,510,338,282,586,588,4209,298,790,390,383,382,705,314,138,134,388,287,1956,29,150,75,157,150,483,176,186,148,189,213,28,0,0,0,0,15,4,0,0,0,9,0,185,0,0,0,0,55,8,20,14,0,0,88
