"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Somerset Hills Regional School District, New Jersey","3400009",49779,46080,73382,54688,31348
"Absecon City School District, New Jersey","3400660",32438,31952,43777,27250,21207
"Allamuchy Township School District, New Jersey","3400720",55075,46618,68310,41563,72727
"Alpha Borough School District, New Jersey","3400840",33433,34151,35469,14205,25000
"Alpine Borough School District, New Jersey","3400870",51296,23594,51033,5714,63125
"Andover Regional School District, New Jersey","3400900",32799,32140,40852,16333,43750
"Asbury Park City School District, New Jersey","3400930",21469,21736,23856,19479,20802
"Atlantic City School District, New Jersey","3400960",18123,15223,21172,12295,18989
"Audubon Borough School District, New Jersey","3401050",34832,34722,39267,17039,22554
"Bayonne City School District, New Jersey","3401260",32722,32468,38971,27564,32341
"Bedminster Township School District, New Jersey","3401320",54689,53894,65278,66333,44916
"Belleville Town School District, New Jersey","3401350",33064,33445,36625,31778,32034
"Belmar Borough School District, New Jersey","3401410",38454,41383,38813,16667,24600
"Belvidere Town School District, New Jersey","3401440",31237,33184,27171,30481,25556
"Bergenfield Borough School District, New Jersey","3401500",33348,36885,36519,28056,31361
"Berkeley Heights Township School District, New Jersey","3401530",51757,47674,75417,23030,49202
"Berlin Township School District, New Jersey","3401620",27069,27004,28264,84911,18508
"Bernards Township School District, New Jersey","3401650",60748,41755,73750,12339,82238
"Beverly City School District, New Jersey","3401740",28670,27591,28357,48309,30559
"Bloomfield Township School District, New Jersey","3401830",38179,36304,50536,24275,36881
"Bloomingdale Borough School District, New Jersey","3401860",36277,36978,33342,42557,29015
"Bogota Borough School District, New Jersey","3401920",34832,31107,42289,75250,33196
"Boonton Town School District, New Jersey","3401950",39048,36481,62130,8955,29841
"Bordentown Regional School District, New Jersey","3402030",43202,41332,48168,33688,44680
"Bound Brook Borough School District, New Jersey","3402100",28960,32314,34859,30806,24301
"Bradley Beach Borough School District, New Jersey","3402130",41655,40521,45526,38098,29356
"Branchburg Township School District, New Jersey","3402160",55754,50914,59163,152813,58930
"Brick Township School District, New Jersey","3402220",33017,31919,39402,38571,21482
"Bridgeton City School District, New Jersey","3402250",16277,15742,14943,8916,17607
"Bridgewater-Raritan Regional School District, New Jersey","3402280",44588,39704,50477,46250,51307
"Brielle Borough School District, New Jersey","3402310",52289,54537,51667,2499,42292
"Brigantine City School District, New Jersey","3402340",30547,30546,32500,28162,23545
"Brooklawn Borough School District, New Jersey","3402370",29763,34056,28274,14861,21563
"Buena Regional School District, New Jersey","3402400",27293,28424,28242,19861,24167
"Burlington City School District, New Jersey","3402430",29517,27433,32417,16667,27500
"Burlington Township School District, New Jersey","3402460",35727,34298,39665,48550,33258
"Butler Borough School District, New Jersey","3402520",34648,43299,35923,26528,23554
"Caldwell-West Caldwell School District, New Jersey","3402580",40628,39090,54471,18109,32643
"Camden City School District, New Jersey","3402640",16350,15552,17547,12280,20380
"Carteret Borough School District, New Jersey","3402820",27891,30275,22295,25160,28605
"Cedar Grove Township School District, New Jersey","3402850",46963,46581,54225,105250,36393
