"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Cherry Hill Township School District, New Jersey","3403000",40995,37258,45500,35078,37807
"Chesilhurst Borough School District, New Jersey","3403030",25733,25515,26840,43250,18661
"Cinnaminson Township School District, New Jersey","3403120",40516,39717,40970,38875,41419
"Clark Township School District, New Jersey","3403150",42825,43824,50694,39808,39572
"Clayton Borough School District, New Jersey","3403180",28703,23427,32419,49306,12390
"Cliffside Park Borough School District, New Jersey","3403270",35407,38963,50767,32788,26704
"Clifton City School District, New Jersey","3403300",32939,34615,42447,31005,30602
"Collingswood Borough School District, New Jersey","3403420",34160,31202,38002,33106,20731
"Commercial Township School District, New Jersey","3403480",22399,23487,21607,13462,41000
"Cranford Township School District, New Jersey","3403570",51114,47228,61307,106528,37938
"Cresskill Borough School District, New Jersey","3403600",50089,27120,51895,83077,66711
"Deal Borough School District, New Jersey","3403630",30142,40833,23365,19375,26607
"Delran Township School District, New Jersey","3403780",39460,38361,47121,12250,23447
"Dennis Township School District, New Jersey","3403840",31203,31087,32567,19712,21176
"Deptford Township School District, New Jersey","3403900",31813,30043,34323,39375,34839
"Dover Town School District, New Jersey","3403930",23706,27399,34625,26806,21569
"Downe Township School District, New Jersey","3403960",25028,26098,24087,13864,16667
"Dumont Borough School District, New Jersey","3403990",42300,46261,45241,25250,38563
"East Brunswick Township School District, New Jersey","3404110",41724,35039,53138,32891,42358
"East Newark Borough School District, New Jersey","3404200",27679,28542,27250,30417,27534
"East Orange City School District, New Jersey","3404230",24037,23582,22953,12489,25805
"East Windsor Regional School District, New Jersey","3404320",36967,37321,44320,23625,30266
"Edgewater Borough School District, New Jersey","3404440",69080,50861,68941,19875,75101
"Edgewater Park Township School District, New Jersey","3404470",31203,32321,36135,40885,26920
"Edison Township School District, New Jersey","3404500",42273,35358,37961,27500,51802
"Egg Harbor Township School District, New Jersey","3404560",31972,30826,41406,30161,26627
"Elizabeth City School District, New Jersey","3404590",21875,23127,24591,18979,21632
"Elmwood Park Borough School District, New Jersey","3404660",35180,32821,39069,15750,34655
"Englewood City School District, New Jersey","3404740",36142,31106,45703,25446,30893
"Englewood Cliffs Borough School District, New Jersey","3404770",55856,48065,80556,83750,52266
"Ewing Township School District, New Jersey","3404920",30705,29227,34419,35987,27028
"Fair Lawn Borough School District, New Jersey","3404980",44458,39493,49871,44609,46797
"Fairview Borough School District, New Jersey","3405070",24335,30089,29650,45184,21911
"Florence Township School District, New Jersey","3405220",41089,38707,43949,17321,59531
"Folsom Borough School District, New Jersey","3405280",29646,30417,29821,26250,21250
"Fort Lee Borough School District, New Jersey","3405310",40087,36871,44167,50938,38499
"Franklin Township School District, New Jersey","3405490",43880,39891,44207,51118,52301
"Garfield City School District, New Jersey","3405760",25756,24890,29043,21319,25934
"Glassboro Borough School District, New Jersey","3405880",22059,16199,35285,7132,18488
"Glen Ridge Borough School District, New Jersey","3405940",71200,69643,80472,37583,68607
"Glen Rock Borough School District, New Jersey","3405970",61236,47405,67543,98542,91250
"Gloucester City School District, New Jersey","3406000",26483,25749,28791,6742,29659
"Green Township School District, New Jersey","3406090",45924,43237,53274,75938,41786
"Greenwich Township School District (Gloucester County), New Jersey","3406180",37317,38025,36033,34625,34722
"Greenwich Township School District (Warren County), New Jersey","3406210",48711,43456,56078,20179,75400
"Guttenberg Town School District, New Jersey","3406240",25378,29192,52911,21611,22088
"Hackensack City School District, New Jersey","3406270",31269,34264,36234,37879,27512
"Hackettstown Town School District, New Jersey","3406300",30287,33345,42121,18869,19504
"Haddon Heights Borough School District, New Jersey","3406330",37112,34613,44375,33036,33750
"Haddon Township School District, New Jersey","3406360",40250,33535,45233,31042,42917
"Haddonfield Borough School District, New Jersey","3406390",53871,51957,57340,44286,43043
"Hamilton Township School District, New Jersey","3406540",34873,36161,40877,26541,27918
"Hammonton Town School District, New Jersey","3406570",26821,26941,27014,18813,27404
"Harding Township School District, New Jersey","3406720",67466,53148,86711,21875,94653
"Harrison Town School District, New Jersey","3406870",25797,24149,24740,20272,26864
"Hasbrouck Heights Borough School District, New Jersey","3406930",40765,34236,59069,15489,50224
"Hawthorne Borough School District, New Jersey","3406990",38195,39202,55682,30841,26804
"Highland Park Borough School District, New Jersey","3407170",36540,30851,44683,70735,33809
"Hillsborough Township School District, New Jersey","3407230",51181,45868,58413,40078,59242
"Hillside Township School District, New Jersey","3407290",31684,25978,33102,40685,34381
"Hoboken City School District, New Jersey","3407350",64225,60268,72457,13778,70380
"Holmdel Township School District, New Jersey","3407410",48892,36300,56581,17000,64918
"Hopatcong Borough School District, New Jersey","3407440",37457,36804,37266,66964,46146
"Hope Township School District, New Jersey","3407470",39732,34659,42991,40417,25833
"Hopewell Valley Regional School District, New Jersey","3407530",61893,49415,75761,80417,88203
"Irvington Township School District, New Jersey","3407680",24701,24196,23813,19675,25432
"Jackson Township School District, New Jersey","3407740",37315,35309,42763,30227,31415
"Jefferson Township School District, New Jersey","3407800",45573,44871,48695,2499,48250
"Jersey City School District, New Jersey","3407830",31846,25656,41017,18949,33727
"Keansburg Borough School District, New Jersey","3407860",27887,26680,29206,30345,28766
"Kearny Town School District, New Jersey","3407890",32091,33693,38308,30273,30907
"Kenilworth Borough School District, New Jersey","3407920",42092,42009,45313,53958,36938
"Keyport Borough School District, New Jersey","3407950",29078,29755,39266,16050,23778
"Kinnelon Borough School District, New Jersey","3408040",50646,49526,54776,6761,62250
"Lacey Township School District, New Jersey","3408100",32371,31635,38189,24375,19688
"Lakehurst Borough School District, New Jersey","3408160",29028,26429,37244,14643,31458
"Lakewood Township School District, New Jersey","3408220",20877,20922,24002,16260,18678
"Lawrence Township School District (Cumberland County), New Jersey","3408370",27283,35781,20278,7566,14028
"Lawrence Township School District (Mercer County), New Jersey","3408400",37469,35827,39301,28125,38041
"Leonia Borough School District, New Jersey","3408520",43960,45774,46419,92632,42279
"Lincoln Park Borough School District, New Jersey","3408580",38984,40670,41651,14423,34683
"Linden City School District, New Jersey","3408610",29664,30591,27397,21125,29480
"Lindenwold Borough School District, New Jersey","3408640",24045,20421,28075,33958,22192
"Little Ferry Borough School District, New Jersey","3408760",37531,29575,42486,52589,38395
"Livingston Township School District, New Jersey","3408820",54274,42405,68094,89500,61580
"Lodi Borough School District, New Jersey","3408850",27451,26479,38219,9663,28063
"Logan Township School District, New Jersey","3408880",45633,51473,43931,25691,29318
"Long Branch City School District, New Jersey","3408940",26460,27911,32614,21955,24007
"Lopatcong Township School District, New Jersey","3409000",33279,26500,35077,27260,41875
"Pennsville Township School District, New Jersey","3409120",31658,31853,32363,23209,25455
"Lyndhurst Township School District, New Jersey","3409210",38134,42329,48813,31750,27402
"Madison Borough School District, New Jersey","3409240",44688,38970,65950,30338,39089
"Old Bridge Township School District, New Jersey","3409270",40006,35788,46343,40827,39334
"Mahwah Township School District, New Jersey","3409330",38047,27225,50430,30449,43786
"Manasquan Borough School District, New Jersey","3409420",50000,50421,44767,12159,14286
"Manchester Township School District, New Jersey","3409450",25021,26500,24208,23373,21698
"Mannington Township School District, New Jersey","3409480",25360,27723,25820,40893,8750
"Maple Shade Township School District, New Jersey","3409660",31417,29644,36606,8558,26610
"Margate City School District, New Jersey","3409690",38559,40214,37083,27250,46173
"Matawan-Aberdeen Regional School District, New Jersey","3409750",42056,37996,51514,41806,35825
"Maurice River Township School District, New Jersey","3409780",18011,18350,21360,15417,14421
"Maywood Borough School District, New Jersey","3409810",38787,39612,40917,23438,37317
"Merchantville Borough School District, New Jersey","3409960",34340,32232,51436,11684,28794
"Metuchen Borough School District, New Jersey","3409990",52475,49000,56923,41250,57621
"Middle Township School District, New Jersey","3410020",29186,26966,34903,19628,22500
"Middletown Township School District, New Jersey","3410110",45326,40081,51988,38472,47207
"Midland Park Borough School District, New Jersey","3410140",40848,46581,38892,60426,21944
"Millburn Township School District, New Jersey","3410200",66879,48368,100226,24938,68977
"Millstone Township School District, New Jersey","3410230",52002,49889,53804,83295,65781
"Milltown Borough School District, New Jersey","3410290",43350,42293,46223,102560,38834
"Millville City School District, New Jersey","3410320",25621,25643,26760,14764,26596
"Mine Hill Township School District, New Jersey","3410350",41481,43661,42961,40263,38031
"Monroe Township School District (Gloucester County), New Jersey","3410470",33813,32012,34548,41167,33713
"Monroe Township School District (Middlesex County), New Jersey","3410500",37372,37796,32713,41696,47519
"Montague Township School District, New Jersey","3410530",26887,25555,34375,30938,53906
"Montclair Town School District, New Jersey","3410560",50955,46737,60940,59219,42991
"Montgomery Township School District, New Jersey","3410590",68424,47802,67871,54667,87431
"Montville Township School District, New Jersey","3410650",50829,42649,65769,11923,63648
"Moonachie Borough School District, New Jersey","3410680",31176,42898,34000,24688,23517
"Moorestown Township School District, New Jersey","3410710",46233,36368,52653,78523,85461
"Morris Plains Borough School District, New Jersey","3410770",51281,43681,63047,64167,41174
"Morris Township School District, New Jersey","3410810",46570,50632,61748,25924,31680
"Mount Olive Township School District, New Jersey","3410980",43877,41191,50828,58750,45640
"Mountainside Borough School District, New Jersey","3411040",53090,42075,56618,72308,54528
"Neptune Township School District, New Jersey","3411160",31284,32998,31671,45000,23812
"New Brunswick City School District, New Jersey","3411220",16927,13482,13079,19706,18145
"New Hanover Township School District, New Jersey","3411250",16897,22500,15701,18594,12288
"New Milford Borough School District, New Jersey","3411280",40078,33477,42756,43917,42152
"New Providence Borough School District, New Jersey","3411310",60852,50208,83199,30833,64120
"Newark City School District, New Jersey","3411340",19187,17700,19506,16006,20774
"Newfield Elementary School District, New Jersey","3411370",31513,28973,35893,16250,38500
"Newton Town School District, New Jersey","3411400",24476,23872,26031,21445,25086
"North Arlington Borough School District, New Jersey","3411430",35705,37444,37697,49083,31660
"North Bergen Township School District, New Jersey","3411460",26279,28470,38688,23269,24600
"North Brunswick Township School District, New Jersey","3411490",40126,35240,46710,16837,41010
"North Plainfield Borough School District, New Jersey","3411640",29287,37513,42143,33750,25599
"Nutley Town School District, New Jersey","3411880",45376,45044,52520,36250,41558
"Oaklyn Borough School District, New Jersey","3411940",34879,32792,36333,30500,46964
"Ocean City School District, New Jersey","3411970",31459,33830,33065,20048,20201
"Ocean Township School District (Monmouth County), New Jersey","3412060",35590,37685,48509,33594,25168
"Oldmans Township School District, New Jersey","3412210",31038,32316,32417,19844,23229
"Orange City Township School District, New Jersey","3412270",22350,19705,21304,19706,23873
"Palisades Park Borough School District, New Jersey","3412360",30506,31404,44535,16625,27249
"Palmyra Borough School District, New Jersey","3412390",34977,31838,37953,38950,38750
"Paramus Borough School District, New Jersey","3412420",36998,32242,38904,19005,42174
"Park Ridge Borough School District, New Jersey","3412450",47774,49079,51423,41875,35231
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41813,40013,45721,41875,42412
"Passaic City School District, New Jersey","3412540",20151,16826,30119,14290,20397
"Paterson City School District, New Jersey","3412690",20559,20960,20429,15501,21620
"Paulsboro Borough School District, New Jersey","3412720",22389,21773,29792,11331,4802
"Pemberton Township School District, New Jersey","3412810",31297,27699,37749,36020,24497
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",24929,23677,27802,32833,21460
"Pennsauken Township School District, New Jersey","3412870",27433,24140,33031,26813,26725
"Pequannock Township School District, New Jersey","3412900",42884,42132,46238,25284,49700
"Perth Amboy City School District, New Jersey","3412930",23721,27790,32631,20883,21683
"Phillipsburg Town School District, New Jersey","3412960",24406,25099,24136,14447,22000
"Pine Hill Borough School District, New Jersey","3412990",28306,27363,29666,20109,39792
"Piscataway Township School District, New Jersey","3413050",40747,36474,42842,70256,43364
"Pitman Borough School District, New Jersey","3413080",37262,35130,39512,50556,40179
"Pittsgrove Township School District, New Jersey","3413110",31279,32645,31962,19125,18750
"Plainfield City School District, New Jersey","3413140",20899,22628,31396,26957,16960
"Pleasantville City School District, New Jersey","3413200",20454,21621,19910,20402,19742
"Point Pleasant Borough School District, New Jersey","3413290",41744,38122,51500,43750,47557
"Point Pleasant Beach Borough School District, New Jersey","3413320",40534,37486,50370,180086,20776
"Pompton Lakes Borough School District, New Jersey","3413350",37197,37811,43641,20844,30807
"Port Republic City School District, New Jersey","3413380",34698,31071,50625,28500,31797
"Princeton Public Schools, New Jersey","3413410",33589,18458,39504,18750,38224
"Rahway City School District, New Jersey","3413530",30756,30318,31250,32824,31240
"Ramsey Borough School District, New Jersey","3413590",54604,47793,66944,94167,48355
"Randolph Township School District, New Jersey","3413650",54242,51304,69659,48229,47175
"Hazlet Township School District, New Jersey","3413680",37279,32169,43576,65179,34429
"Ridgefield Borough School District, New Jersey","3413770",34438,28267,36151,55694,35436
"Ridgefield Park Township School District, New Jersey","3413800",34862,30236,38171,30455,35625
"Ridgewood Village School District, New Jersey","3413830",60526,48400,74028,83500,55827
"Riverdale Borough School District, New Jersey","3413980",49908,50147,51838,31429,39178
"Riverside Township School District, New Jersey","3414010",27006,26996,24260,17955,31622
"Riverton Borough School District, New Jersey","3414040",37188,36316,40560,26875,29643
"Rochelle Park Township School District, New Jersey","3414070",31258,29696,45921,45795,27083
"Roosevelt Borough School District, New Jersey","3414220",42625,38000,48333,11806,43365
"Roselle Borough School District, New Jersey","3414280",29672,28266,33642,26120,29841
"Roselle Park Borough School District, New Jersey","3414310",38213,37292,47417,29172,42663
"Roxbury Township School District, New Jersey","3414340",45113,41672,50685,50625,46800
"Rutherford Borough School District, New Jersey","3414460",43370,43880,44638,56607,37290
"Saddle Brook Township School District, New Jersey","3414490",37217,37941,47641,45809,29624
"Saddle River Borough School District, New Jersey","3414520",38056,27222,41292,25795,44722
"Salem City School District, New Jersey","3414550",20039,21180,20500,8722,20486
"Sayreville Borough School District, New Jersey","3414640",40092,39001,38477,42650,42112
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",49383,39092,64318,23036,56078
"Secaucus Town School District, New Jersey","3414850",40549,40229,57701,51009,35563
"Somerville Borough School District, New Jersey","3415090",36160,36362,40200,27273,33363
"South Amboy City School District, New Jersey","3415120",39194,35753,50659,16023,40116
"Lake Como Borough School District, New Jersey","3415150",28594,32277,38125,2499,19605
"South Brunswick Township School District, New Jersey","3415210",51392,34732,53716,58214,66134
"South Orange-Maplewood School District, New Jersey","3415330",51768,43938,73966,44643,36958
"South Plainfield Borough School District, New Jersey","3415360",38908,39804,44323,18667,34161
"South River Borough School District, New Jersey","3415390",28936,30534,35762,21181,25498
"Sparta Township School District, New Jersey","3415510",47962,40688,62406,70625,60337
"Spotswood Borough School District, New Jersey","3415540",34537,35123,28857,21620,42446
"Springfield Township School District, New Jersey","3415630",50838,50119,62025,38015,42449
"Summit City School District, New Jersey","3415900",54250,46181,82591,19643,42227
"Teaneck Township School District, New Jersey","3416080",39762,26506,48403,38846,38007
"The Chathams School District, New Jersey","3400004",55799,49487,69679,57083,54063
"Great Meadows Regional School District, New Jersey","3400008",42787,41831,58106,26320,35489
"Tenafly Borough School District, New Jersey","3416110",67021,41458,91905,6510,64133
"Toms River Regional School District, New Jersey","3416230",33501,34266,35261,29773,30092
"Trenton City School District, New Jersey","3416290",18878,18442,20410,15422,19439
"Union Beach Borough School District, New Jersey","3416350",30273,26476,34946,48661,31155
"Union City School District, New Jersey","3416380",20658,22076,32416,16682,20029
"Barnegat Township School District, New Jersey","3416470",31802,31659,32382,27411,31439
"Union Township School District, New Jersey","3416500",36659,33358,36664,37454,41303
"Upper Freehold Regional School District, New Jersey","3416560",51836,49000,58840,11897,34107
"Upper Township School District, New Jersey","3416650",33091,29858,38311,10057,31991
"Ventnor City City School District, New Jersey","3416680",23493,21982,29814,9190,22890
"Vernon Township School District, New Jersey","3416710",35562,36678,32629,24219,36432
"Verona Borough School District, New Jersey","3416740",45448,42034,57057,59531,34154
"Vineland City School District, New Jersey","3416800",23743,25380,29076,16902,20517
"Waldwick Borough School District, New Jersey","3416860",44793,44484,58665,110208,31291
"Wall Township School District, New Jersey","3416890",43862,45147,45714,17067,33245
"Wallington Borough School District, New Jersey","3416920",32032,34628,37868,25872,30743
"Washington Township School District (Burlington County), New Jersey","3417040",35515,36538,40781,31250,30893
"Washington Township School District (Gloucester County), New Jersey","3417070",37092,34832,39413,36719,35122
"Robbinsville Township School District, New Jersey","3417100",58171,48786,67917,92875,80272
"Waterford Township School District, New Jersey","3417250",32113,29162,36983,34444,24896
"Wayne Township School District, New Jersey","3417280",40978,35450,49440,26375,45396
"Weehawken Township School District, New Jersey","3417310",39360,45385,47826,33250,27426
"West Deptford Township School District, New Jersey","3417430",37135,37418,38795,31016,31201
"West Milford Township School District, New Jersey","3417520",40594,38903,43438,61103,46441
"West New York Town School District, New Jersey","3417580",22750,23627,45922,25210,20279
"West Orange Town School District, New Jersey","3417610",39261,39425,57086,27045,32935
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",61218,40969,56239,70912,77090
"Westfield Town School District, New Jersey","3417760",56724,50396,72672,77054,54500
"Westwood Regional School District, New Jersey","3417820",44078,44171,47052,83750,34699
"Weymouth Township School District, New Jersey","3417850",25607,25273,25972,22000,24500
"Wildwood City School District, New Jersey","3417940",18263,23926,20186,11875,16023
"Wildwood Crest Borough School District, New Jersey","3417970",34087,29917,35497,28676,60938
"Willingboro Township School District, New Jersey","3418000",29389,28082,30693,26587,28679
"Winslow Township School District, New Jersey","3418060",33809,30446,38854,27604,38255
"Woodbine Borough School District, New Jersey","3418090",14189,13344,14760,14539,31771
"Woodbridge Township School District, New Jersey","3418120",36810,35915,33945,23590,40021
"Woodbury City School District, New Jersey","3418150",28712,24065,39359,15000,24082
"Woodlynne Borough School District, New Jersey","3418270",19160,16615,18750,24250,17887
"Remainder of New Jersey, New Jersey","3499999",38095,35399,44012,31694,35790
