"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Holmdel Township School District, New Jersey","3407410",45.7,20.7,49.2,49.8,52.3
"Hopatcong Borough School District, New Jersey","3407440",41.9,33.9,54.5,56.5,47.8
"Hope Township School District, New Jersey","3407470",47.6,42.5,55.1,44.3,62.5
"Hopewell Valley Regional School District, New Jersey","3407530",45,37,49.1,46,48.2
"Irvington Township School District, New Jersey","3407680",35.7,23.6,52.8,43.8,42.2
"Jackson Township School District, New Jersey","3407740",42.1,31.8,51.2,45,52.2
"Jefferson Township School District, New Jersey","3407800",41.3,34.9,51.5,25.6,48.5
"Jersey City School District, New Jersey","3407830",33.5,23.1,35.6,52.2,38.2
"Keansburg Borough School District, New Jersey","3407860",39.7,34.5,47.3,64.2,42.7
"Kearny Town School District, New Jersey","3407890",36.7,24.4,36.1,45,45.4
"Kenilworth Borough School District, New Jersey","3407920",40.4,35.3,45.1,56.3,51.6
"Keyport Borough School District, New Jersey","3407950",40.6,33.3,56.3,72.1,37.5
"Kinnelon Borough School District, New Jersey","3408040",43.3,30.9,49.5,45.8,53.1
"Lacey Township School District, New Jersey","3408100",43.8,40.5,50.5,52,51.5
"Lakehurst Borough School District, New Jersey","3408160",31.8,28,31.8,32.2,43.9
"Lakewood Township School District, New Jersey","3408220",22.6,9.5,32.9,27.2,35.8
"Lawrence Township School District (Cumberland County), New Jersey","3408370",38.9,35.6,50.3,20.5,39.5
"Lawrence Township School District (Mercer County), New Jersey","3408400",39,25.2,48.3,38.6,41.8
"Leonia Borough School District, New Jersey","3408520",43.1,17.9,51,39.5,45.2
"Lincoln Park Borough School District, New Jersey","3408580",45.7,37.4,54.9,51,50.3
"Linden City School District, New Jersey","3408610",38.8,29.1,50.3,41.7,46.1
"Lindenwold Borough School District, New Jersey","3408640",34.9,27.1,51.2,46.2,32.2
"Little Ferry Borough School District, New Jersey","3408760",40.3,23.7,40.5,74.2,44.8
"Livingston Township School District, New Jersey","3408820",42.8,28.9,48.4,42.4,49.6
"Lodi Borough School District, New Jersey","3408850",36.4,27.7,43.7,31.9,42.3
"Logan Township School District, New Jersey","3408880",36.3,34.2,36.8,27.4,48.4
"Long Branch City School District, New Jersey","3408940",35,26,53.7,48.8,36.3
"Lopatcong Township School District, New Jersey","3409000",41.3,37.9,45.9,50.1,41.5
"Pennsville Township School District, New Jersey","3409120",43.9,46.6,40.4,46.8,44.7
"Lyndhurst Township School District, New Jersey","3409210",40.3,34,45.8,41,47.2
"Madison Borough School District, New Jersey","3409240",39.1,27.5,43.4,25.8,48.5
"Old Bridge Township School District, New Jersey","3409270",41.2,29.3,46.9,46.4,47.3
"Mahwah Township School District, New Jersey","3409330",40.6,22,51.6,44.7,47.8
"Manasquan Borough School District, New Jersey","3409420",45.5,40.4,57.5,48.4,55.2
"Manchester Township School District, New Jersey","3409450",64.3,58.5,71,65.9,67.1
"Mannington Township School District, New Jersey","3409480",43.4,46.6,40,46.8,32.5
"Maple Shade Township School District, New Jersey","3409660",36.4,30.4,50,27.6,34
"Margate City School District, New Jersey","3409690",59.8,51.1,63.7,48.4,58.6
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39.2,29.5,46.7,51.7,43.7
"Maurice River Township School District, New Jersey","3409780",37.2,35.6,45.5,37.6,37
"Maywood Borough School District, New Jersey","3409810",42.1,30.8,54.3,52.3,45.5
"Merchantville Borough School District, New Jersey","3409960",41.8,29.8,49.6,84.5,46.2
"Metuchen Borough School District, New Jersey","3409990",42.3,30.3,46.4,42.4,47.2
"Middle Township School District, New Jersey","3410020",45.8,30.7,57.2,31.2,46.7
"Middlesex Borough School District, New Jersey","3410050",40.7,31.8,53.8,16.6,44
"Middletown Township School District, New Jersey","3410110",43.5,34.6,49.8,50.4,53.8
"Midland Park Borough School District, New Jersey","3410140",41.1,32.9,51.7,50.8,47.7
"Millburn Township School District, New Jersey","3410200",40.2,20.2,44.8,43.4,44.9
"Millstone Township School District, New Jersey","3410230",45,31.8,49.8,51.7,51.9
"Milltown Borough School District, New Jersey","3410290",42.9,38.6,55.1,54.5,42.6
"Millville City School District, New Jersey","3410320",37.1,30.6,55.9,47.6,45.8
"Mine Hill Township School District, New Jersey","3410350",39,29.6,52.7,52.8,39
"Monroe Township School District (Gloucester County), New Jersey","3410470",39.7,28.6,52.5,51.4,47.4
"Monroe Township School District (Middlesex County), New Jersey","3410500",53.8,38.9,67.1,69.6,49
"Montague Township School District, New Jersey","3410530",44.9,45.5,36.9,64.8,55.9
"Montclair Town School District, New Jersey","3410560",40.3,29.4,44,36.7,47.1
"Montgomery Township School District, New Jersey","3410590",41.5,19.9,47.3,26.8,45.9
"Montville Township School District, New Jersey","3410650",43.5,32,49.8,58.2,47.4
"Moonachie Borough School District, New Jersey","3410680",46.4,43.8,49.3,37.6,49.3
"Moorestown Township School District, New Jersey","3410710",44.6,29.7,49.2,43.7,51.2
"Morris Plains Borough School District, New Jersey","3410770",44.1,37.3,50.9,47.4,54.5
"Morris Township School District, New Jersey","3410810",40.7,31.3,51.3,35.1,40.5
"Mount Arlington Borough School District, New Jersey","3410860",51.5,43.8,57.6,12.2,51.8
"Mount Olive Township School District, New Jersey","3410980",39.1,29.7,46,37.6,44.6
"Mountain Lakes Borough School District, New Jersey","3411010",43.1,19.1,50.5,52.2,48.4
"Mountainside Borough School District, New Jersey","3411040",45.9,35.2,50.9,52.2,52
"Neptune Township School District, New Jersey","3411160",43.8,36.6,57.3,46.9,43.4
"New Brunswick City School District, New Jersey","3411220",23.1,19.6,23.8,49,33.4
"New Hanover Township School District, New Jersey","3411250",39,33.7,39,38.5,41.6
"New Milford Borough School District, New Jersey","3411280",41.9,25.1,52.3,47.3,45.7
"New Providence Borough School District, New Jersey","3411310",41.5,35.2,45.8,23.5,45.9
"Newark City School District, New Jersey","3411340",32.1,21.8,47.3,48.7,40
"Newfield Elementary School District, New Jersey","3411370",41,35.1,53.7,67,38
"Newton Town School District, New Jersey","3411400",40.7,39.4,50.1,73.6,37.5
"North Arlington Borough School District, New Jersey","3411430",41,34.6,44.3,51.9,46.4
"North Bergen Township School District, New Jersey","3411460",36.8,18.7,30.5,56.1,46.5
"North Brunswick Township School District, New Jersey","3411490",36.2,24.6,41,48.3,41.5
"North Plainfield Borough School District, New Jersey","3411640",36.3,21.2,48.4,47,39.6
"Nutley Town School District, New Jersey","3411880",42.7,37.7,46.4,45.1,48.8
"Oaklyn Borough School District, New Jersey","3411940",42.7,34.5,50,58.2,45.7
"Ocean City School District, New Jersey","3411970",53.8,39.2,60.6,23.7,35.8
"Ocean Township School District (Monmouth County), New Jersey","3412060",41.5,32.7,50.8,48.5,42.3
"Oldmans Township School District, New Jersey","3412210",42.6,41.8,42.6,30.8,49.3
"Orange City Township School District, New Jersey","3412270",33.9,21.8,50.9,44.8,40.8
"Palisades Park Borough School District, New Jersey","3412360",38.3,23.3,27.5,44.7,42.8
"Palmyra Borough School District, New Jersey","3412390",44.4,34.4,54.5,43.7,49
"Paramus Borough School District, New Jersey","3412420",46.5,31.1,54.3,37.2,52.7
"Park Ridge Borough School District, New Jersey","3412450",43.7,32,52.5,62.4,48.5
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41.2,29.9,50.3,44.4,44.5
"Passaic City School District, New Jersey","3412540",29.6,13.3,33.9,44.8,38.2
"Paterson City School District, New Jersey","3412690",32.3,20,48.1,44.9,42.9
"Paulsboro Borough School District, New Jersey","3412720",32.7,32.2,36.4,31.9,40.4
"Pemberton Township School District, New Jersey","3412810",36.8,28.5,42.5,43.4,55.6
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",38.7,35.9,44.5,41.4,34.9
"Pennsauken Township School District, New Jersey","3412870",39.4,28.3,50.5,49.6,43
"Pequannock Township School District, New Jersey","3412900",46.5,42.4,56.5,9.6,53.6
"Perth Amboy City School District, New Jersey","3412930",33.3,17.5,37.3,53.5,39.8
"Phillipsburg Town School District, New Jersey","3412960",39.7,38.6,41.7,41.4,39.8
"Pine Hill Borough School District, New Jersey","3412990",35.1,28.4,50.1,61.3,35.9
"Piscataway Township School District, New Jersey","3413050",32.6,20.8,43.4,47.3,41.6
"Pitman Borough School District, New Jersey","3413080",42.9,35.3,55.1,33.2,55.1
"Pittsgrove Township School District, New Jersey","3413110",43.1,36,57.2,63.2,63.6
"Plainfield City School District, New Jersey","3413140",34,20.1,50.4,48.7,36.1
"Pleasantville City School District, New Jersey","3413200",35.5,23.4,53.2,40.9,38.5
"Point Pleasant Borough School District, New Jersey","3413290",43.3,39.3,50.8,57.2,41.7
"Point Pleasant Beach Borough School District, New Jersey","3413320",46.7,43.2,53.4,63,45.9
"Pompton Lakes Borough School District, New Jersey","3413350",41.3,36.7,47.4,59.2,44.7
"Port Republic City School District, New Jersey","3413380",47.6,39,50.4,57.7,54.6
"Princeton Public Schools, New Jersey","3413410",32.5,20.1,36.2,38.8,44.2
"Rahway City School District, New Jersey","3413530",38.4,30.8,48.3,44.6,42.9
"Ramsey Borough School District, New Jersey","3413590",43.4,32.4,49.1,53.7,47.6
"Randolph Township School District, New Jersey","3413650",40.5,25.1,48.9,35.5,42.8
"Hazlet Township School District, New Jersey","3413680",43.5,32.9,50.9,47.1,51.2
"Ridgefield Borough School District, New Jersey","3413770",42.6,21.5,43.6,40.8,49.5
"Ridgefield Park Township School District, New Jersey","3413800",38,26.9,33.1,66.8,44.8
"Ridgewood Village School District, New Jersey","3413830",41.4,20.1,45.1,35.8,46.4
"Riverdale Borough School District, New Jersey","3413980",40.1,33.7,53.3,45.1,53.3
"Riverside Township School District, New Jersey","3414010",35.5,29.2,44.4,27.9,34.8
"Riverton Borough School District, New Jersey","3414040",45,40,48.7,49.6,64.2
"Rochelle Park Township School District, New Jersey","3414070",45,40,44.8,27.5,51.9
"Roosevelt Borough School District, New Jersey","3414220",38.8,22.6,58.9,29.7,51.3
"Roselle Borough School District, New Jersey","3414280",39.4,24.2,54.4,47.4,48.1
"Roselle Park Borough School District, New Jersey","3414310",38.7,31.1,36.4,45.7,46.6
"Roxbury Township School District, New Jersey","3414340",42.7,34.3,52.1,42.9,48.5
"Rutherford Borough School District, New Jersey","3414460",40.2,29.6,49,45.2,45.2
"Saddle Brook Township School District, New Jersey","3414490",40.6,35.9,46.4,53.1,46.5
"Saddle River Borough School District, New Jersey","3414520",47,39.7,51.8,86.2,44.4
"Salem City School District, New Jersey","3414550",31.9,28.1,43,57.4,51
"Sayreville Borough School District, New Jersey","3414640",39.3,30.8,44.1,42.5,44.1
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",41.7,30.5,46.3,42.4,46.1
"Secaucus Town School District, New Jersey","3414850",41,34,42.2,49,42.7
"Somerville Borough School District, New Jersey","3415090",36.5,31,51,50.7,39.9
"South Amboy City School District, New Jersey","3415120",39.7,35.7,40.9,21,47.7
"Lake Como Borough School District, New Jersey","3415150",38.5,32.5,46.9,26.8,39.6
"South Brunswick Township School District, New Jersey","3415210",39.6,21,48.4,51.2,44.3
"South Orange-Maplewood School District, New Jersey","3415330",37.4,22,41.8,40.7,45.4
"South Plainfield Borough School District, New Jersey","3415360",41.7,34.2,49.3,59.1,45.8
"South River Borough School District, New Jersey","3415390",37.9,26.7,50.7,39,42.2
"Sparta Township School District, New Jersey","3415510",40.8,28.1,48.3,47.1,50.2
"Spotswood Borough School District, New Jersey","3415540",42,37.5,52.4,55.4,46.4
"Springfield Township School District, New Jersey","3415630",45.2,36.1,48.6,49.4,51
"Summit City School District, New Jersey","3415900",40.7,22.5,47,33,44.6
"Teaneck Township School District, New Jersey","3416080",39,20.9,42.4,40.4,48.1
"The Chathams School District, New Jersey","3400004",40.9,25.4,46.6,32,46.9
"Great Meadows Regional School District, New Jersey","3400008",40.6,38.2,49.5,48.9,52.9
"Tenafly Borough School District, New Jersey","3416110",42.4,15.3,44.7,60.6,45.6
"Toms River Regional School District, New Jersey","3416230",42.3,36.5,54.3,51.3,45.5
"Trenton City School District, New Jersey","3416290",33.5,25.5,50.1,41.9,36.4
"Union Beach Borough School District, New Jersey","3416350",40.6,34.1,50.8,63.5,42.9
"Union City School District, New Jersey","3416380",34.4,15.4,27.5,50,43.7
"Barnegat Township School District, New Jersey","3416470",45.9,40.6,54.9,43.5,49.1
"Union Township School District, New Jersey","3416500",40.9,29.6,47.2,44.9,49
"Upper Freehold Regional School District, New Jersey","3416560",43.2,36.1,51.3,54.1,56
"Upper Township School District, New Jersey","3416650",44.1,31.6,54.4,25.4,50
"Ventnor City City School District, New Jersey","3416680",44.8,25.8,59.3,39.7,45.2
"Vernon Township School District, New Jersey","3416710",40.7,36.4,44.3,53.1,46.4
"Verona Borough School District, New Jersey","3416740",44.8,35.3,53.4,37.8,54.2
"Vineland City School District, New Jersey","3416800",37.6,28.8,53.5,52.6,39.9
"Waldwick Borough School District, New Jersey","3416860",41.9,29.1,51.5,44.7,47.3
"Wall Township School District, New Jersey","3416890",45.9,41.1,56.2,47.4,53.3
"Wallington Borough School District, New Jersey","3416920",39.7,30.4,48.5,57.4,43.8
"Washington Township School District (Burlington County), New Jersey","3417040",37.5,35.3,51,35.3,22.5
"Washington Township School District (Gloucester County), New Jersey","3417070",41.3,26.9,50.4,37.5,45.4
"Robbinsville Township School District, New Jersey","3417100",38.8,32.6,45.8,41.7,41.1
"Waterford Township School District, New Jersey","3417250",39.3,30.5,52.7,50.2,51.6
"Wayne Township School District, New Jersey","3417280",43.7,31.8,52.9,59.3,49.9
"Weehawken Township School District, New Jersey","3417310",37.8,30.3,36.4,49.5,45
"West Deptford Township School District, New Jersey","3417430",41.6,35.1,52.3,49.5,38.7
"West Milford Township School District, New Jersey","3417520",43.7,36.9,53,60.3,50.4
"West New York Town School District, New Jersey","3417580",34.7,14.1,33.7,48.7,41.7
"West Orange Town School District, New Jersey","3417610",40.8,29.4,44.6,47.5,47
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",39.1,16.8,44.4,35.6,42.8
"Westfield Town School District, New Jersey","3417760",40.8,26.8,46.1,38.3,48
"Westwood Regional School District, New Jersey","3417820",44.9,29.7,55,60.6,51.3
"Weymouth Township School District, New Jersey","3417850",52.1,41,66.4,70.2,61.5
"Wildwood City School District, New Jersey","3417940",36.7,25.4,54.8,34.4,28
"Wildwood Crest Borough School District, New Jersey","3417970",58.5,50.2,61.6,24.6,64.8
"Willingboro Township School District, New Jersey","3418000",40.2,23.6,51.6,47.2,45.5
"Winslow Township School District, New Jersey","3418060",38.4,29.1,48.9,43.2,43.4
"Woodbine Borough School District, New Jersey","3418090",38.6,28.2,52.1,56,39.8
"Woodbridge Township School District, New Jersey","3418120",38.5,32.1,46.2,43.5,41.5
"Woodbury City School District, New Jersey","3418150",35.5,28.8,51.1,64.1,33.5
"Woodlynne Borough School District, New Jersey","3418270",30,18.1,40,38,38.7
"Wood-Ridge Borough School District, New Jersey","3418300",41.6,36.2,52.1,39.8,49.1
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",43.3,42.7,42.6,13.8,64.1
"Remainder of New Jersey, New Jersey","3499999",42.7,32.7,51,47.6,47.4
