"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Somerset Hills Regional School District, New Jersey","3400009",43.4,33.1,51.3,45.6,44.2
"Absecon City School District, New Jersey","3400660",46.3,40.3,57.4,54.2,42.7
"Allamuchy Township School District, New Jersey","3400720",44.3,35.3,52,65.8,44.5
"Alpha Borough School District, New Jersey","3400840",43.8,43.7,41.5,57.6,55.8
"Alpine Borough School District, New Jersey","3400870",50.9,27.8,53.3,17.7,58.8
"Andover Regional School District, New Jersey","3400900",45.5,36.4,52.4,55.5,48.4
"Asbury Park City School District, New Jersey","3400930",33.2,27.2,51.7,52.5,33.3
"Atlantic City School District, New Jersey","3400960",37,22.1,56.5,45.3,41.2
"Audubon Borough School District, New Jersey","3401050",43.6,38.1,54.6,51.5,36.9
"Bayonne City School District, New Jersey","3401260",38,33.9,39.7,46.7,41
"Bedminster Township School District, New Jersey","3401320",46.9,40.7,54.5,21,45.4
"Belleville Town School District, New Jersey","3401350",38.3,28.5,36.7,44.5,46.2
"Belmar Borough School District, New Jersey","3401410",44.2,44.9,50.6,35.6,33
"Belvidere Town School District, New Jersey","3401440",41.1,37.3,50.6,49.8,35.5
"Bergenfield Borough School District, New Jersey","3401500",40.3,23.4,36.9,48,46.6
"Berkeley Heights Township School District, New Jersey","3401530",44.1,35,50.8,57.1,48.7
"Berlin Township School District, New Jersey","3401620",40.2,30.9,57.3,62,37.1
"Bernards Township School District, New Jersey","3401650",42.9,26.9,48.3,46.4,45.3
"Beverly City School District, New Jersey","3401740",38.4,34.6,43.9,50.3,33.8
"Bloomfield Township School District, New Jersey","3401830",37.9,28.6,40.7,48.3,47
"Bloomingdale Borough School District, New Jersey","3401860",43.6,34,54.8,46.8,51.3
"Bogota Borough School District, New Jersey","3401920",38.7,24.9,34.3,43.5,47.9
"Boonton Town School District, New Jersey","3401950",39.6,31.7,46.6,22.6,46.9
"Boonton Township School District, New Jersey","3401980",47.6,40.8,57.5,21.6,50.3
"Bordentown Regional School District, New Jersey","3402030",39.6,33.5,46.7,34.7,45.6
"Bound Brook Borough School District, New Jersey","3402100",33.4,25.1,39.2,48.2,37.7
"Bradley Beach Borough School District, New Jersey","3402130",41,35.8,56.9,50.2,35.1
"Branchburg Township School District, New Jersey","3402160",42.5,32.7,50.5,47.4,50.6
"Brick Township School District, New Jersey","3402220",44,38.6,52.9,40.6,49.5
"Bridgeton City School District, New Jersey","3402250",30.3,24.4,45.5,37.6,33.2
"Bridgewater-Raritan Regional School District, New Jersey","3402280",41.9,30.2,51,51.8,45.9
"Brielle Borough School District, New Jersey","3402310",47,46.2,51.3,18.8,53
"Brigantine City School District, New Jersey","3402340",50.6,34.6,59.4,61.4,49.2
"Brooklawn Borough School District, New Jersey","3402370",40.5,38.6,43.6,43.4,49.1
"Buena Regional School District, New Jersey","3402400",43.2,38.8,55.4,54.4,35.2
"Burlington City School District, New Jersey","3402430",41,34.3,46.3,38.7,39
"Burlington Township School District, New Jersey","3402460",39.7,24.3,49.2,32.1,47.3
"Butler Borough School District, New Jersey","3402520",39.9,37.1,47.4,48.3,35.7
"Caldwell-West Caldwell School District, New Jersey","3402580",44.3,39.9,48.8,27.1,51.1
"Camden City School District, New Jersey","3402640",28.9,19.8,44.7,47.3,37.9
"Carteret Borough School District, New Jersey","3402820",35.5,27.3,39.4,38.8,42.7
"Cedar Grove Township School District, New Jersey","3402850",46.9,43.6,53.6,54.8,53.2
"Cherry Hill Township School District, New Jersey","3403000",42,25.2,49.3,52.2,49
"Chesilhurst Borough School District, New Jersey","3403030",46.2,35.2,57.1,39.5,45.2
"Cinnaminson Township School District, New Jersey","3403120",44.9,31.3,51.5,38.8,57.7
"Clark Township School District, New Jersey","3403150",43.9,40.3,46.9,29.5,51.9
"Clayton Borough School District, New Jersey","3403180",35.9,29.5,54,27.9,48.3
"Cliffside Park Borough School District, New Jersey","3403270",43.4,28.4,42,50.7,50.4
"Clifton City School District, New Jersey","3403300",37,25.6,39.5,47.6,44.4
"Collingswood Borough School District, New Jersey","3403420",39.1,32.2,47.2,33.8,39.1
"Commercial Township School District, New Jersey","3403480",39.3,33.4,51.8,41.6,63.4
"Cranford Township School District, New Jersey","3403570",42.5,36.6,47.5,45.7,46
"Cresskill Borough School District, New Jersey","3403600",45.2,25.3,48.7,35.1,48.2
"Deal Borough School District, New Jersey","3403630",58.3,47,58.6,71.8,67.8
"Delran Township School District, New Jersey","3403780",38.8,27.6,49.9,46.5,40.6
"Dennis Township School District, New Jersey","3403840",47.3,41.9,52,58.2,75.2
"Deptford Township School District, New Jersey","3403900",40.1,30.9,52,47.5,41.3
"Dover Town School District, New Jersey","3403930",34.9,20.5,50.6,52.1,38.2
"Downe Township School District, New Jersey","3403960",48.3,42.3,61.1,57.8,49
"Dumont Borough School District, New Jersey","3403990",40.5,28.7,46.7,48.5,48.4
"East Brunswick Township School District, New Jersey","3404110",42.6,25.5,50.7,41.7,47
"East Newark Borough School District, New Jersey","3404200",32.1,16.8,27.6,16.5,40
"East Orange City School District, New Jersey","3404230",37.6,27.2,53.4,39,45.6
"East Windsor Regional School District, New Jersey","3404320",37.7,21.8,49.6,28.7,40.8
"Edgewater Borough School District, New Jersey","3404440",37.4,25.1,36.6,53.8,39.1
"Edgewater Park Township School District, New Jersey","3404470",43.1,34.9,52.1,46.5,40.1
"Edison Township School District, New Jersey","3404500",38.2,25.2,46.2,44.9,41.7
"Egg Harbor Township School District, New Jersey","3404560",39.3,24.9,49.8,46,47.9
"Elizabeth City School District, New Jersey","3404590",32.5,15.7,33.1,43.1,42
"Elmwood Park Borough School District, New Jersey","3404660",38.7,28.4,37.1,59.3,47.7
"Englewood City School District, New Jersey","3404740",38.3,20,42,33.5,43.1
"Englewood Cliffs Borough School District, New Jersey","3404770",48.1,20.8,41.3,53.8,55
"Ewing Township School District, New Jersey","3404920",36.1,29.4,46.4,46.1,42.3
"Fair Lawn Borough School District, New Jersey","3404980",41.6,29.7,49.3,40.7,46.7
"Fairview Borough School District, New Jersey","3405070",37.9,27,29.4,39,45.8
"Florence Township School District, New Jersey","3405220",42.5,38.3,50.6,53.3,49.4
"Folsom Borough School District, New Jersey","3405280",42.7,31.5,55.3,54.1,61.8
"Fort Lee Borough School District, New Jersey","3405310",44.6,30,42.8,40.9,48.2
"Franklin Township School District, New Jersey","3405490",39.9,27.3,52,45,42.5
"Garfield City School District, New Jersey","3405760",35.3,22.2,42.3,42.8,42.7
"Glassboro Borough School District, New Jersey","3405880",27.6,21.7,44.4,51.4,47.8
"Glen Ridge Borough School District, New Jersey","3405940",41.5,22.2,44.1,45,45.4
"Glen Rock Borough School District, New Jersey","3405970",41.4,25.2,47.6,50.4,45.7
"Gloucester City School District, New Jersey","3406000",35.3,31.1,45.1,40.7,37.2
"Green Township School District, New Jersey","3406090",44.9,36.9,50,57.6,48.4
"Green Brook Township School District, New Jersey","3406120",44.7,33.5,50.1,46.4,50.6
"Greenwich Township School District (Gloucester County), New Jersey","3406180",44.8,43.7,46.5,54.7,44.9
"Greenwich Township School District (Warren County), New Jersey","3406210",39.6,25.6,44.5,43.8,42.8
"Guttenberg Town School District, New Jersey","3406240",37.1,14.6,40.1,41.2,43.9
"Hackensack City School District, New Jersey","3406270",39.1,27,48.8,48.3,40.2
"Hackettstown Town School District, New Jersey","3406300",36.8,32.4,45.3,63.5,37.5
"Haddon Heights Borough School District, New Jersey","3406330",43.8,35.4,50.8,29.5,49.1
"Haddon Township School District, New Jersey","3406360",41,34.8,46,55.7,41.7
"Haddonfield Borough School District, New Jersey","3406390",43.1,38.4,47,47.5,48.3
"Hamilton Township School District, New Jersey","3406540",42.4,39.3,52.5,44,42.3
"Hammonton Town School District, New Jersey","3406570",43.3,38.5,53.9,52.3,39.6
"Harding Township School District, New Jersey","3406720",45.5,37.2,53.3,62.2,45.9
"Harmony Township School District, New Jersey","3406810",45,42.6,49.7,56.4,63.3
"Harrison Town School District, New Jersey","3406870",34.5,20.9,34.6,46.9,38.8
"Hasbrouck Heights Borough School District, New Jersey","3406930",42.5,37.8,44.9,62.5,48.3
"Hawthorne Borough School District, New Jersey","3406990",40.3,33.7,49.7,59.1,47.1
"Highland Park Borough School District, New Jersey","3407170",33.2,17.9,41.4,24,39.4
"Hillsborough Township School District, New Jersey","3407230",40.5,28.2,49.8,44.8,44.5
"Hillside Township School District, New Jersey","3407290",38.5,23.8,54.3,46.3,50.4
"Ho-Ho-Kus Borough School District, New Jersey","3407320",39.8,26.6,52.4,76.4,53.2
"Hoboken City School District, New Jersey","3407350",31.5,27.8,31.7,61.2,37.7
