"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Bayonne City School District, New Jersey","3401260",53297,9369,43928,6878,3975,6405,5701,6454,5138,2817,6560,27706,4361,23345,3756,2194,3309,3075,2883,3041,1524,3563,6743,878,5865,827,613,690,531,1014,505,521,1164,1838,225,1613,349,126,257,266,234,275,65,41,17010,3905,13105,1946,1042,2149,1829,2323,1317,707,1792
"Bedminster Township School District, New Jersey","3401320",7245,554,6691,489,299,745,764,650,957,510,2277,3474,270,3204,279,177,353,309,301,584,313,888,2554,152,2402,144,90,262,255,240,208,141,1062,44,22,22,0,3,0,0,0,0,15,4,1173,110,1063,66,29,130,200,109,165,41,323
"Belleville Town School District, New Jersey","3401350",30470,4640,25830,3734,2462,3681,3656,4255,3326,1518,3198,13328,1994,11334,1852,930,1422,1685,1899,1556,729,1261,3833,546,3287,392,309,520,351,667,359,194,495,1568,130,1438,194,182,269,94,258,156,106,179,11741,1970,9771,1296,1041,1470,1526,1431,1255,489,1263
"Belmar Borough School District, New Jersey","3401410",5189,486,4703,507,255,899,541,676,700,268,857,3315,347,2968,319,116,508,307,540,408,175,595,957,22,935,106,73,112,145,65,182,64,188,92,0,92,0,0,69,0,0,23,0,0,825,117,708,82,66,210,89,71,87,29,74
"Belvidere Town School District, New Jersey","3401440",2187,184,2003,386,159,326,244,283,258,97,250,1435,146,1289,300,80,155,148,201,155,59,191,674,25,649,71,74,163,73,78,100,38,52,29,0,29,7,5,0,13,4,0,0,0,49,13,36,8,0,8,10,0,3,0,7
"Bergenfield Borough School District, New Jersey","3401500",22506,3503,19003,3165,1543,2583,2527,2528,2130,822,3705,4982,900,4082,736,291,609,310,791,361,239,745,6199,1023,5176,851,272,687,665,779,598,192,1132,667,39,628,85,57,141,46,53,90,3,153,10658,1541,9117,1493,923,1146,1506,905,1081,388,1675
"Berkeley Heights Township School District, New Jersey","3401530",10564,1471,9093,1318,542,1014,842,704,737,424,3512,5546,813,4733,684,307,625,425,466,432,268,1526,2975,327,2648,371,160,181,179,125,209,97,1326,118,0,118,52,0,33,0,0,0,0,33,1925,331,1594,211,75,175,238,113,96,59,627
"Berlin Township School District, New Jersey","3401620",4522,503,4019,632,475,665,643,521,541,151,391,2585,280,2305,422,250,333,335,316,366,44,239,1395,109,1286,166,105,258,252,159,153,94,99,54,7,47,0,10,0,0,0,0,0,37,488,107,381,44,110,74,56,46,22,13,16
"Bernards Township School District, New Jersey","3401650",21027,3285,17742,3272,996,1085,950,1637,1581,819,7402,9288,1355,7933,1955,515,555,430,877,834,306,2461,7386,1054,6332,896,231,311,332,489,551,379,3143,150,26,124,33,31,0,11,0,10,9,30,4203,850,3353,388,219,219,177,271,186,125,1768
"Beverly City School District, New Jersey","3401740",2084,236,1848,346,198,302,316,288,189,50,159,1207,127,1080,263,100,159,137,184,120,28,89,665,75,590,80,86,99,137,46,54,18,70,57,8,49,0,7,0,0,29,9,4,0,155,26,129,3,5,44,42,29,6,0,0
"Bloomfield Township School District, New Jersey","3401830",39568,6155,33413,4670,2590,4383,4071,4891,4431,2278,6099,18272,3244,15028,2374,1234,1895,1794,2352,1921,1015,2443,6902,663,6239,523,421,709,745,690,1011,479,1661,1422,283,1139,332,117,135,85,178,138,14,140,12972,1965,11007,1441,818,1644,1447,1671,1361,770,1855
"Bloomingdale Borough School District, New Jersey","3401860",6672,824,5848,839,582,817,593,828,863,393,933,4116,402,3714,528,432,435,318,549,625,204,623,1356,91,1265,131,92,258,184,139,108,125,228,153,16,137,6,16,1,45,22,19,28,0,1047,315,732,174,42,123,46,118,111,36,82
"Bloomsbury Borough School District, New Jersey","3401890",577,47,530,83,13,50,77,72,60,18,157,328,35,293,59,8,21,43,43,22,13,84,185,9,176,13,3,25,14,29,23,3,66,0,0,0,0,0,0,0,0,0,0,0,64,3,61,11,2,4,20,0,15,2,7
"Bogota Borough School District, New Jersey","3401920",6828,1212,5616,1004,424,622,771,856,629,244,1066,2091,319,1772,425,152,157,228,314,187,105,204,1755,343,1412,259,69,117,174,136,142,78,437,170,11,159,9,0,5,0,48,0,10,87,2812,539,2273,311,203,343,369,358,300,51,338
"Boonton Town School District, New Jersey","3401950",7023,900,6123,848,508,828,606,896,586,360,1491,3742,384,3358,470,300,454,375,540,312,165,742,1607,121,1486,133,129,104,89,179,146,162,544,92,0,92,69,16,7,0,0,0,0,0,1582,395,1187,176,63,263,142,177,128,33,205
"Boonton Township School District, New Jersey","3401980",3522,555,2967,422,244,372,295,220,235,145,1034,1981,375,1606,311,118,193,227,118,127,95,417,1076,87,989,91,59,129,59,95,99,22,435,54,40,14,11,3,0,0,0,0,0,0,411,53,358,9,64,50,9,7,9,28,182
"Bordentown Regional School District, New Jersey","3402030",12817,1140,11677,1878,664,1110,1158,1918,1516,757,2676,7958,671,7287,1373,384,644,745,1279,930,505,1427,2879,216,2663,298,126,284,233,444,421,139,718,263,43,220,41,9,12,69,10,34,0,45,1717,210,1507,166,145,170,111,185,131,113,486
"Bound Brook Borough School District, New Jersey","3402100",8552,1008,7544,937,770,1624,1247,1113,539,274,1040,3259,471,2788,448,186,483,406,399,278,137,451,1568,78,1490,152,124,277,196,343,95,66,237,236,6,230,40,23,42,70,29,0,7,19,3489,453,3036,297,437,822,575,342,166,64,333
"Bradley Beach Borough School District, New Jersey","3402130",3542,402,3140,266,263,486,355,370,401,269,730,2209,161,2048,193,186,290,217,252,306,177,427,800,58,742,56,18,127,105,95,52,92,197,114,51,63,0,13,13,0,23,0,0,14,419,132,287,17,46,56,33,0,43,0,92
"Branchburg Township School District, New Jersey","3402160",11739,1524,10215,1669,462,710,720,1191,1105,607,3751,6781,936,5845,1234,243,388,379,654,524,419,2004,2828,261,2567,213,117,155,243,358,294,92,1095,86,0,86,0,0,0,0,39,0,0,47,2044,327,1717,222,102,167,98,140,287,96,605
"Brick Township School District, New Jersey","3402220",63083,6138,56945,9252,5254,8993,6281,7678,6700,3123,9664,43661,4548,39113,6962,3424,6086,4531,5210,4607,2008,6285,13863,949,12914,1395,1111,1890,1365,1804,1727,839,2783,797,85,712,170,19,106,55,104,39,126,93,4762,556,4206,725,700,911,330,560,327,150,503
"Bridgeton City School District, New Jersey","3402250",19098,4762,14336,4989,1784,2696,1673,1638,760,229,567,9801,2647,7154,2706,801,881,876,944,500,171,275,2559,698,1861,701,232,274,199,191,112,40,112,890,263,627,369,65,101,25,54,13,0,0,5848,1154,4694,1213,686,1440,573,449,135,18,180
"Bridgewater-Raritan Regional School District, New Jersey","3402280",41877,5367,36510,5564,2599,4088,3449,3566,3420,1685,12139,20816,2838,17978,3443,1316,1909,1668,1768,1823,950,5101,8639,644,7995,854,696,895,748,774,692,292,3044,374,21,353,3,31,63,62,36,38,0,120,12048,1864,10184,1264,556,1221,971,988,867,443,3874
"Brielle Borough School District, New Jersey","3402310",3967,481,3486,508,253,311,276,308,311,188,1331,2772,332,2440,346,177,240,170,203,230,177,897,967,105,862,126,62,51,101,69,75,0,378,44,0,44,26,0,7,5,0,6,0,0,184,44,140,10,14,13,0,36,0,11,56
"Brigantine City School District, New Jersey","3402340",8383,855,7528,1026,783,1299,1156,1028,607,303,1326,3670,458,3212,473,419,512,465,486,291,94,472,3752,208,3544,442,287,551,572,398,293,199,802,118,53,65,9,0,19,24,0,13,0,0,843,136,707,102,77,217,95,144,10,10,52
"Brooklawn Borough School District, New Jersey","3402370",1546,146,1400,265,95,170,288,206,205,52,119,923,98,825,141,44,91,155,145,124,45,80,418,25,393,85,25,42,77,51,73,7,33,44,7,37,10,9,0,11,7,0,0,0,161,16,145,29,17,37,45,3,8,0,6
"Buena Regional School District, New Jersey","3402400",10147,1212,8935,1540,881,1731,1270,1323,1104,270,816,6284,890,5394,969,435,1099,710,698,791,144,548,2435,254,2181,402,199,332,293,425,205,101,224,512,30,482,73,129,72,151,38,6,13,0,916,38,878,96,118,228,116,162,102,12,44
"Burlington City School District, New Jersey","3402430",8242,839,7403,1322,597,1139,1098,1192,1044,371,640,4712,485,4227,853,322,666,646,663,538,151,388,2534,124,2410,417,234,259,347,437,428,93,195,118,16,102,39,4,12,8,18,5,0,16,878,214,664,13,37,202,97,74,73,127,41
"Burlington Township School District, New Jersey","3402460",17624,2009,15615,2642,1025,2206,1808,2034,1772,918,3210,8503,1135,7368,1586,360,1045,752,900,1000,427,1298,5877,402,5475,651,466,737,625,790,563,270,1373,483,95,388,111,15,4,22,100,22,42,72,2761,377,2384,294,184,420,409,244,187,179,467
"Butler Borough School District, New Jersey","3402520",6400,459,5941,858,551,785,801,738,677,286,1245,3891,337,3554,567,258,393,375,385,476,217,883,1159,52,1107,101,20,154,263,159,112,39,259,55,0,55,0,0,22,9,0,8,0,16,1295,70,1225,190,273,216,154,194,81,30,87
"Caldwell-West Caldwell School District, New Jersey","3402580",15777,1866,13911,2097,957,1724,1464,1883,1236,785,3765,10066,1205,8861,1583,592,1008,917,1090,817,520,2334,3097,347,2750,186,64,314,300,428,232,158,1068,210,15,195,88,0,47,0,19,17,7,17,2404,299,2105,240,301,355,247,346,170,100,346
"Camden City School District, New Jersey","3402640",56757,12191,44566,14959,5685,8920,5964,4173,2217,886,1762,28404,7353,21051,8032,2204,3693,2739,2010,1035,352,986,10159,1663,8496,2505,1131,1825,938,926,535,210,426,8669,1745,6924,2892,1101,1163,800,349,266,196,157,9525,1430,8095,1530,1249,2239,1487,888,381,128,193
"Cape May Point Borough School District, New Jersey","3402760",200,3,197,18,18,26,32,38,17,11,37,41,1,40,4,4,3,13,3,3,3,7,155,2,153,14,14,23,19,34,14,8,27,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,3
"Carteret Borough School District, New Jersey","3402820",19210,3243,15967,3084,1874,2412,2341,2066,1707,572,1911,7797,1339,6458,1247,624,935,903,991,876,185,697,2833,356,2477,469,287,552,224,315,165,111,354,1255,178,1077,261,206,66,232,144,53,33,82,7325,1370,5955,1107,757,859,982,616,613,243,778
"Cedar Grove Township School District, New Jersey","3402850",10685,1559,9126,1334,637,1111,629,1117,1009,566,2723,6706,1055,5651,771,466,710,401,721,659,399,1524,1860,151,1709,226,89,101,104,230,241,81,637,125,5,120,16,7,32,4,0,0,0,61,1994,348,1646,321,75,268,120,166,109,86,501
"Cherry Hill Township School District, New Jersey","3403000",58012,6841,51171,7615,3847,6487,5022,6226,6026,2612,13336,19843,2866,16977,3233,1372,1886,1648,2003,2180,842,3813,26208,2164,24044,2938,1701,3055,2273,2931,2750,1249,7147,791,81,710,236,71,30,17,100,60,45,151,11170,1730,9440,1208,703,1516,1084,1192,1036,476,2225
"Chesilhurst Borough School District, New Jersey","3403030",1479,209,1270,223,147,243,208,190,152,26,81,780,160,620,130,57,116,105,82,67,9,54,528,31,497,81,61,80,92,76,67,15,25,36,0,36,0,3,4,4,14,11,0,0,135,18,117,12,26,43,7,18,7,2,2
"Cinnaminson Township School District, New Jersey","3403120",13612,1348,12264,1915,726,1578,1282,1600,1640,798,2725,4818,495,4323,777,212,646,381,492,631,320,864,7595,628,6967,975,475,775,811,991,885,436,1619,228,26,202,42,0,12,36,27,30,22,33,971,199,772,121,39,145,54,90,94,20,209
"Clark Township School District, New Jersey","3403150",12555,1393,11162,1604,744,1288,1053,1439,1652,880,2502,8795,903,7892,1170,545,863,688,1017,1319,622,1668,1629,182,1447,153,91,198,124,135,187,106,453,198,58,140,9,0,0,49,64,0,9,9,1933,250,1683,272,108,227,192,223,146,143,372
"Clayton Borough School District, New Jersey","3403180",6258,845,5413,1139,643,816,476,578,622,203,936,3987,512,3475,806,477,513,279,291,406,114,589,1892,289,1603,270,98,276,161,222,185,89,302,89,0,89,5,0,0,0,52,20,0,12,290,44,246,58,68,27,36,13,11,0,33
"Clementon Borough School District, New Jersey","3403240",4026,400,3626,633,224,552,562,687,500,161,307,2555,309,2246,360,131,374,328,460,356,40,197,1267,59,1208,238,83,144,180,227,122,121,93,33,0,33,0,0,0,11,0,22,0,0,171,32,139,35,10,34,43,0,0,0,17
"Cliffside Park Borough School District, New Jersey","3403270",20940,3470,17470,2524,1583,2852,1690,2327,2038,902,3554,5313,988,4325,760,267,706,209,783,552,274,774,4859,732,4127,396,185,426,460,548,524,111,1477,783,145,638,74,22,160,86,52,71,101,72,9985,1605,8380,1294,1109,1560,935,944,891,416,1231
"Clifton City School District, New Jersey","3403300",68956,12102,56854,8395,4856,8646,7806,7594,6760,2743,10054,28299,4777,23522,4188,1874,3098,2677,3338,2801,1237,4309,8619,1100,7519,778,596,872,941,994,946,433,1959,2698,499,2199,340,131,380,395,245,314,131,263,29340,5726,23614,3089,2255,4296,3793,3017,2699,942,3523
"Collingswood Borough School District, New Jersey","3403420",11772,878,10894,1517,786,1763,1471,1728,1231,597,1801,5770,406,5364,966,392,881,571,865,613,301,775,4915,304,4611,373,292,673,758,718,591,285,921,149,35,114,32,5,12,33,0,0,0,32,938,133,805,146,97,197,109,145,27,11,73
"Commercial Township School District, New Jersey","3403480",3879,547,3332,906,410,474,440,412,351,86,253,2639,413,2226,570,241,348,336,210,304,41,176,1008,134,874,256,123,116,104,138,27,45,65,136,0,136,53,39,0,0,44,0,0,0,96,0,96,27,7,10,0,20,20,0,12
"Corbin City School District, New Jersey","3403510",519,41,478,43,50,74,100,96,52,15,48,385,39,346,30,32,52,66,73,51,9,33,120,2,118,12,17,11,33,23,1,6,15,2,0,2,1,0,0,1,0,0,0,0,12,0,12,0,1,11,0,0,0,0,0
"Cranbury Township School District, New Jersey","3403540",2945,408,2537,421,139,199,224,236,232,115,971,1533,283,1250,235,83,125,132,125,93,85,372,929,68,861,141,35,40,62,103,73,13,394,0,0,0,0,0,0,0,0,0,0,0,483,57,426,45,21,34,30,8,66,17,205
"Cranford Township School District, New Jersey","3403570",18908,1789,17119,2249,874,1887,1442,1939,1932,1245,5551,12029,1192,10837,1625,593,1149,988,1201,1240,791,3250,4899,428,4471,462,107,358,355,504,548,300,1837,143,11,132,33,7,10,5,0,0,0,77,1837,158,1679,129,167,370,94,234,144,154,387
"Cresskill Borough School District, New Jersey","3403600",6944,1408,5536,689,385,499,538,652,483,370,1920,2093,482,1611,361,130,200,164,276,103,36,341,2177,373,1804,158,174,113,225,185,172,136,641,171,57,114,13,0,0,0,13,13,0,75,2503,496,2007,157,81,186,149,178,195,198,863
"Deal Borough School District, New Jersey","3403630",716,103,613,122,57,103,68,44,50,25,144,232,32,200,12,31,28,26,25,9,17,52,340,63,277,83,14,50,19,9,35,8,59,17,2,15,6,0,2,4,0,3,0,0,127,6,121,21,12,23,19,10,3,0,33
"Delanco Township School District, New Jersey","3403690",3836,416,3420,502,273,417,376,660,404,115,673,2140,255,1885,308,152,227,270,330,209,75,314,1528,122,1406,194,107,178,106,293,195,40,293,6,6,0,0,0,0,0,0,0,0,0,162,33,129,0,14,12,0,37,0,0,66
"Delran Township School District, New Jersey","3403780",13563,1286,12277,1909,766,1643,1241,1853,1401,794,2670,5405,611,4794,984,205,510,522,740,783,335,715,5494,217,5277,559,412,406,536,870,438,400,1656,194,45,149,61,32,0,0,0,19,0,37,2470,413,2057,305,117,727,183,243,161,59,262
"Dennis Township School District, New Jersey","3403840",5200,603,4597,686,406,864,562,567,542,339,631,3070,434,2636,426,256,443,320,305,403,199,284,2020,160,1860,250,139,381,233,254,132,130,341,43,0,43,10,0,13,4,0,0,10,6,67,9,58,0,11,27,5,8,7,0,0
"Deptford Township School District, New Jersey","3403900",25398,3125,22273,3441,2460,3361,2597,3052,2686,1139,3537,12453,1537,10916,1906,1227,1648,1360,1299,1318,520,1638,10235,927,9308,1173,1048,1509,963,1567,1057,528,1463,284,0,284,64,46,18,8,33,91,10,14,2426,661,1765,298,139,186,266,153,220,81,422
"Dover Town School District, New Jersey","3403930",16238,1960,14278,2438,2166,2783,2105,2456,1008,432,890,4449,686,3763,788,527,483,374,785,338,168,300,1391,120,1271,90,159,182,212,269,110,56,193,1135,69,1066,188,198,108,151,233,62,28,98,9263,1085,8178,1372,1282,2010,1368,1169,498,180,299
"Downe Township School District, New Jersey","3403960",1210,135,1075,185,140,212,184,130,90,52,82,864,124,740,140,66,146,156,83,48,44,57,298,11,287,42,50,61,28,40,37,8,21,18,0,18,3,11,0,0,0,0,0,4,30,0,30,0,13,5,0,7,5,0,0
"Dumont Borough School District, New Jersey","3403990",14374,1934,12440,1592,1084,1362,1251,1609,1569,659,3314,5839,776,5063,700,423,554,330,689,540,375,1452,3763,467,3296,372,313,365,313,402,472,145,914,107,0,107,0,12,38,35,0,0,0,22,4665,691,3974,520,336,405,573,518,557,139,926
"Dunellen Borough School District, New Jersey","3404020",5926,750,5176,791,284,670,1038,816,660,191,726,3214,549,2665,587,111,150,390,450,441,65,471,1167,117,1050,83,80,76,217,168,205,66,155,55,0,55,0,0,0,55,0,0,0,0,1490,84,1406,121,93,444,376,198,14,60,100
"East Brunswick Township School District, New Jersey","3404110",39508,5683,33825,5626,2351,3867,3034,3946,3449,1492,10060,13884,1904,11980,2457,764,1363,1401,1633,1281,466,2615,10206,1105,9101,1104,584,1019,576,1001,1160,475,3182,551,60,491,103,29,86,41,48,60,22,102,14867,2614,12253,1962,974,1399,1016,1264,948,529,4161
"East Newark Borough School District, New Jersey","3404200",2056,443,1613,265,171,302,320,178,221,50,106,433,96,337,67,38,51,63,50,34,4,30,150,19,131,18,17,17,42,13,12,10,2,43,26,17,8,0,0,3,6,0,0,0,1430,302,1128,172,116,234,212,109,175,36,74
"East Orange City School District, New Jersey","3404230",52272,8458,43814,9803,5225,7548,6026,6680,3807,1516,3209,24175,4495,19680,4878,2165,3206,2553,3028,1809,788,1253,12001,1437,10564,2339,1356,1944,1408,1277,858,400,982,800,93,707,239,157,90,59,74,51,0,37,15296,2433,12863,2347,1547,2308,2006,2301,1089,328,937
"East Windsor Regional School District, New Jersey","3404320",26573,3543,23030,3941,1901,3035,2258,3077,2341,1230,5247,8334,1090,7244,1686,579,741,525,771,793,447,1702,7810,592,7218,836,602,717,841,963,684,445,2130,389,110,279,53,32,71,15,17,42,15,34,10040,1751,8289,1366,688,1506,877,1326,822,323,1381
"Edgewater Borough School District, New Jersey","3404440",9630,1394,8236,662,386,682,632,721,671,799,3683,1600,157,1443,125,131,207,77,166,108,147,482,3226,315,2911,274,46,193,360,162,259,351,1266,228,57,171,20,18,56,0,0,0,0,77,4576,865,3711,243,191,226,195,393,304,301,1858
"Edgewater Park Township School District, New Jersey","3404470",7359,1041,6318,980,469,994,1074,863,720,384,834,3433,594,2839,456,222,457,393,404,352,81,474,2345,160,2185,319,153,312,254,347,299,179,322,188,52,136,26,0,25,0,48,5,32,0,1393,235,1158,179,94,200,427,64,64,92,38
"Edison Township School District, New Jersey","3404500",81727,13660,68067,9973,4704,7719,7573,8421,6992,3913,18772,26154,3809,22345,4052,1496,2733,2805,3513,2660,1314,3772,13148,1300,11848,1857,968,1477,1343,1514,1151,723,2815,807,89,718,125,38,160,89,120,96,16,74,41618,8462,33156,3939,2202,3349,3336,3274,3085,1860,12111
"Egg Harbor Township School District, New Jersey","3404560",33981,4377,29604,5517,2115,4121,4212,3922,3137,1371,5209,17452,2561,14891,3451,963,1927,1858,1654,1792,769,2477,9005,1019,7986,701,578,1038,1103,1050,1060,472,1984,808,60,748,83,73,92,328,61,77,9,25,6716,737,5979,1282,501,1064,923,1157,208,121,723
"Elizabeth City School District, New Jersey","3404590",97035,15570,81465,17058,9056,19411,12428,10712,5838,2340,4622,25686,6047,19639,4896,2082,3333,2845,2636,1673,674,1500,8633,1255,7378,1492,869,1356,1141,858,696,322,644,5263,779,4484,1214,583,963,676,591,257,120,80,57453,7489,49964,9456,5522,13759,7766,6627,3212,1224,2398
"Elmer Borough School District, New Jersey","3404650",1097,111,986,154,84,161,152,96,140,72,127,835,86,749,114,57,116,115,82,103,54,108,239,25,214,32,21,44,35,14,33,18,17,0,0,0,0,0,0,0,0,0,0,0,23,0,23,8,6,1,2,0,4,0,2
"Elmwood Park Borough School District, New Jersey","3404660",16244,2180,14064,2283,1393,1938,1378,2159,2039,819,2055,7315,920,6395,1209,550,839,664,973,851,346,963,2142,229,1913,342,119,283,53,405,285,151,275,324,12,312,53,100,31,7,15,55,21,30,6463,1019,5444,679,624,785,654,766,848,301,787
"Elsinboro Township School District, New Jersey","3404680",937,84,853,91,54,108,129,155,152,24,140,660,67,593,59,38,69,102,104,119,14,88,267,17,250,29,15,39,27,45,33,10,52,3,0,3,0,0,0,0,3,0,0,0,7,0,7,3,1,0,0,3,0,0,0
"Emerson Borough School District, New Jersey","3404710",6185,1039,5146,674,418,745,651,502,440,323,1393,2871,564,2307,369,147,291,256,268,219,143,614,1848,258,1590,190,102,193,238,133,173,108,453,45,0,45,0,34,0,0,0,0,0,11,1421,217,1204,115,135,261,157,101,48,72,315
"Englewood City School District, New Jersey","3404740",22214,3339,18875,2591,1521,3037,2040,2180,1776,1121,4609,4626,883,3743,621,278,670,380,526,222,132,914,8548,908,7640,882,571,996,733,838,786,624,2210,391,60,331,113,16,34,36,42,30,0,60,8649,1488,7161,975,656,1337,891,774,738,365,1425
"Englewood Cliffs Borough School District, New Jersey","3404770",4313,984,3329,509,192,351,220,290,271,126,1370,993,285,708,91,43,115,69,60,85,29,216,1051,133,918,114,33,78,21,118,55,15,484,149,41,108,10,9,0,18,0,0,10,61,2120,525,1595,294,107,158,112,112,131,72,609
"Estell Manor City School District, New Jersey","3404860",1453,171,1282,195,107,186,164,168,164,101,197,933,130,803,148,54,103,98,94,122,63,121,457,41,416,39,50,72,54,60,42,35,64,6,0,6,3,0,0,3,0,0,0,0,57,0,57,5,3,11,9,14,0,3,12
"Ewing Township School District, New Jersey","3404920",31333,3471,27862,7060,2040,3232,2706,3439,3295,1583,4507,18614,2262,16352,4606,996,1855,1562,2094,1891,925,2423,8781,718,8063,1841,629,801,807,943,938,533,1571,309,24,285,23,21,82,9,93,25,6,26,3629,467,3162,590,394,494,328,309,441,119,487
"Fair Lawn Borough School District, New Jersey","3404980",26982,3137,23845,3664,1636,2283,2057,3086,2748,1759,6612,9803,1245,8558,1413,761,927,669,1221,1224,686,1657,7319,645,6674,811,307,605,722,898,702,590,2039,345,46,299,74,0,27,11,40,96,0,51,9515,1201,8314,1366,568,724,655,927,726,483,2865
