"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Audubon Borough School District, New Jersey","3401050",9814,423,1427,821,1098,1369,1752,935,222,299,702,766,6369,403,1248,606,755,919,1121,339,104,143,345,386,2980,20,179,181,239,332,556,585,101,129,331,327,92,0,0,0,11,8,40,0,0,0,6,27,373,0,0,34,93,110,35,11,17,27,20,26
"Avalon Borough School District, New Jersey","3401110",1852,17,138,44,66,123,184,197,86,233,380,384,400,17,75,19,13,43,43,42,21,37,27,63,1381,0,63,25,53,80,141,155,61,185,304,314,4,0,0,0,0,0,0,0,4,0,0,0,67,0,0,0,0,0,0,0,0,11,49,7
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1810,22,263,106,210,132,335,84,51,90,285,232,1316,22,215,65,147,120,236,48,38,56,192,177,455,0,48,40,56,12,99,36,13,19,88,44,11,0,0,0,6,0,0,0,0,0,0,5,28,0,0,1,1,0,0,0,0,15,5,6
"Barrington Borough School District, New Jersey","3401170",6904,287,1061,412,1097,1013,786,586,95,332,603,632,4089,231,849,368,630,507,439,248,13,254,250,300,2607,56,201,32,437,444,332,321,82,59,339,304,73,0,0,12,0,61,0,0,0,0,0,0,135,0,11,0,30,1,15,17,0,19,14,28
"Bay Head Borough School District, New Jersey","3401230",997,20,137,30,68,65,184,73,30,48,212,130,712,12,103,30,68,41,128,62,24,22,155,67,269,8,34,0,0,21,52,8,6,23,54,63,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,4,3,0,3,3,0
"Bayonne City School District, New Jersey","3401260",64763,4077,9970,5618,9707,9725,9096,4241,1948,2068,4519,3794,36932,3561,7430,3558,4449,4150,4827,2243,1023,1039,2231,2421,7816,381,994,672,1466,970,1258,646,201,344,319,565,1960,0,167,236,193,321,319,177,101,54,276,116,18055,135,1379,1152,3599,4284,2692,1175,623,631,1693,692
"Bedminster Township School District, New Jersey","3401320",8221,257,980,392,1172,1047,1441,985,235,253,995,464,4265,227,775,276,655,382,662,365,128,121,528,146,2654,30,111,70,328,323,493,418,82,107,378,314,87,0,43,13,0,15,12,0,0,0,4,0,1215,0,51,33,189,327,274,202,25,25,85,4
"Belleville Town School District, New Jersey","3401350",36201,2086,4918,3777,5452,5556,5330,2582,730,1221,2416,2133,18100,1846,3760,2499,2430,1867,1942,1129,215,425,937,1050,4399,131,584,428,939,874,643,186,50,99,219,246,1693,29,143,137,180,384,307,102,105,102,87,117,12009,80,431,713,1903,2431,2438,1165,360,595,1173,720
"Belmar Borough School District, New Jersey","3401410",5760,252,557,398,1017,769,702,551,235,292,503,484,3858,252,470,208,564,441,485,372,182,232,326,326,985,0,32,83,127,142,177,112,53,33,133,93,92,0,0,0,23,69,0,0,0,0,0,0,825,0,55,107,303,117,40,67,0,27,44,65
"Belvidere Town School District, New Jersey","3401440",2647,135,422,265,277,356,438,186,45,126,172,225,1848,106,399,214,172,250,265,148,23,66,77,128,721,29,23,43,90,87,154,38,22,59,82,94,29,0,0,0,0,7,9,0,0,0,13,0,49,0,0,8,15,12,10,0,0,1,0,3
"Bergenfield Borough School District, New Jersey","3401500",27157,1452,4442,2390,3336,3852,4004,2045,534,812,2386,1904,7708,1151,2028,897,774,710,741,427,126,161,422,271,7680,281,1683,749,960,867,845,523,139,231,781,621,720,0,77,79,54,75,96,90,22,28,92,107,11049,20,654,665,1548,2200,2322,1005,247,392,1091,905
"Berkeley Heights Township School District, New Jersey","3401530",13379,749,2716,735,882,1738,2255,1246,400,371,1112,1175,7678,557,2154,539,593,715,1141,571,168,131,443,666,3603,187,498,87,147,500,705,451,92,214,454,268,134,0,30,0,0,0,16,50,0,0,38,0,1964,5,34,109,142,523,393,174,140,26,177,241
"Berlin Township School District, New Jersey","3401620",5360,374,755,389,879,458,819,531,92,236,553,274,3360,365,650,306,615,267,458,240,56,116,178,109,1433,9,75,63,100,108,278,203,11,108,328,150,54,0,0,0,0,0,0,14,13,7,20,0,513,0,30,20,164,83,83,74,12,5,27,15
"Bernards Township School District, New Jersey","3401650",26849,1216,6327,1779,1565,3856,4752,2284,635,852,1822,1761,13352,964,4232,1328,908,1201,1738,863,288,272,631,927,8559,152,1476,303,329,1404,1741,1144,248,385,712,665,172,0,22,26,21,11,32,19,0,0,10,31,4766,100,597,122,307,1240,1241,258,99,195,469,138
"Beverly City School District, New Jersey","3401740",2573,171,432,298,287,343,448,176,67,56,174,121,1634,142,338,214,130,229,254,103,27,38,98,61,724,29,88,66,96,85,143,62,31,14,55,55,57,0,0,0,0,22,32,3,0,0,0,0,158,0,6,18,61,7,19,8,9,4,21,5
"Bloomfield Township School District, New Jersey","3401830",47616,2919,6870,4507,7255,7341,6724,3609,1198,1458,3071,2664,25127,2569,5679,2908,3446,2823,2730,1357,463,585,1348,1219,7672,217,719,669,1249,1590,1265,564,197,212,530,460,1521,49,91,212,264,113,288,60,69,41,207,127,13296,84,381,718,2296,2815,2441,1628,469,620,986,858
"Bloomingdale Borough School District, New Jersey","3401860",7808,450,933,638,1081,882,1563,578,159,144,720,660,5109,450,761,553,900,436,865,379,36,49,348,332,1431,0,88,24,126,215,267,123,105,62,226,195,185,0,32,0,16,22,92,0,1,0,16,6,1083,0,52,61,39,209,339,76,17,33,130,127
"Bloomsbury Borough School District, New Jersey","3401890",769,25,188,44,65,118,176,48,29,24,35,17,509,24,175,37,26,66,108,20,20,11,13,9,195,0,12,7,16,43,45,22,7,13,22,8,1,1,0,0,0,0,0,0,0,0,0,0,64,0,1,0,23,9,23,6,2,0,0,0
"Bogota Borough School District, New Jersey","3401920",8277,589,1291,972,835,1252,1495,416,345,270,504,308,3053,505,584,440,246,420,396,69,100,54,163,76,2203,61,605,240,200,258,335,98,72,131,133,70,209,23,16,20,5,67,30,0,48,0,0,0,2812,0,86,272,384,507,734,249,125,85,208,162
"Boonton Town School District, New Jersey","3401950",8424,579,1122,868,1082,1331,1338,564,156,215,728,441,4966,527,961,539,683,618,578,258,85,114,322,281,1688,18,99,88,230,362,320,162,54,81,206,68,92,0,0,69,0,0,0,0,0,0,23,0,1678,34,62,172,169,351,440,144,17,20,177,92
"Boonton Township School District, New Jersey","3401980",4328,177,891,188,202,464,733,419,111,289,438,416,2708,177,786,105,177,221,407,166,53,175,236,205,1131,0,73,51,25,133,202,199,49,87,155,157,54,0,8,32,0,3,11,0,0,0,0,0,435,0,24,0,0,107,113,54,9,27,47,54
"Bordentown Regional School District, New Jersey","3402030",15959,884,3063,1065,1837,2530,2668,942,469,547,1151,803,10769,807,2623,823,1208,1509,1505,437,287,298,748,524,3158,77,328,151,352,505,630,385,119,128,339,144,269,0,49,33,58,15,27,38,0,39,10,0,1763,0,63,58,219,501,506,82,63,82,54,135
"Bound Brook Borough School District, New Jersey","3402100",10607,1118,1296,935,2144,1651,1559,601,159,256,314,574,5128,1055,1047,456,740,409,502,298,90,90,137,304,1743,63,153,160,324,332,246,100,63,63,101,138,236,0,0,28,46,0,90,37,0,0,0,35,3500,0,96,291,1034,910,721,166,6,103,76,97
"Bradley Beach Borough School District, New Jersey","3402130",4290,226,697,275,579,669,593,300,63,238,381,269,2944,226,597,189,426,459,348,160,51,136,226,126,813,0,53,21,57,97,147,123,12,54,133,116,114,0,0,0,0,36,64,0,0,0,0,14,419,0,47,65,96,77,34,17,0,48,22,13
"Branchburg Township School District, New Jersey","3402160",14547,842,2734,1010,1389,1893,2932,1142,375,519,1088,623,9253,742,2393,814,927,958,1747,556,169,93,510,344,2984,21,210,97,243,497,676,357,138,271,281,193,86,0,0,0,0,37,49,0,0,0,0,0,2224,79,131,99,219,401,460,229,68,155,297,86
"Brick Township School District, New Jersey","3402220",75479,3878,11467,6000,8089,9494,13143,4764,1973,2943,6876,6852,54778,3640,10067,5259,6244,6275,8906,3161,1139,1831,4037,4219,14903,227,1055,437,1183,2056,3152,1168,671,873,2138,1943,907,11,126,75,159,171,83,53,20,36,96,77,4891,0,219,229,503,992,1002,382,143,203,605,613
"Bridgeton City School District, New Jersey","3402250",25252,2356,4725,2915,5175,4060,2767,935,292,334,1073,620,15300,2226,3921,1675,2392,2078,1387,479,150,168,571,253,2950,69,393,261,414,281,624,172,54,59,341,282,959,14,81,121,212,151,87,81,37,77,66,32,6043,47,330,858,2157,1550,669,203,51,30,95,53
"Bridgewater-Raritan Regional School District, New Jersey","3402280",52173,2476,10299,3834,4558,7146,10074,3276,1183,1923,3475,3929,29340,2252,8390,2787,2288,2901,4417,1454,558,853,1464,1976,9901,171,1226,474,594,1170,2345,798,324,612,1094,1093,413,33,6,0,72,50,76,63,6,14,32,61,12519,20,677,573,1604,3025,3236,961,295,444,885,799
"Brielle Borough School District, New Jersey","3402310",4772,158,993,228,167,625,878,433,201,169,539,381,3472,158,866,150,105,379,621,312,177,142,291,271,1072,0,127,52,62,208,169,108,24,9,234,79,44,0,0,26,0,0,12,0,0,6,0,0,184,0,0,0,0,38,76,13,0,12,14,31
"Brigantine City School District, New Jersey","3402340",9420,365,980,903,936,725,1547,819,333,508,1406,898,4549,355,781,635,519,341,720,294,112,169,294,329,3848,10,102,221,241,297,670,451,130,296,924,506,118,0,0,10,9,0,9,8,53,9,0,20,905,0,97,37,167,87,148,66,38,34,188,43
"Brooklawn Borough School District, New Jersey","3402370",1879,88,309,186,150,355,315,121,68,76,129,82,1179,77,238,99,88,219,200,49,41,42,80,46,485,11,61,51,36,101,62,43,25,31,40,24,54,0,10,0,11,11,22,0,0,0,0,0,161,0,0,36,15,24,31,29,2,3,9,12
"Buena Regional School District, New Jersey","3402400",12210,615,2055,888,1178,1842,1945,971,188,431,1234,863,8027,520,1786,579,752,1253,1244,457,99,247,561,529,2614,34,184,196,147,254,447,375,56,160,467,294,512,0,5,12,6,101,151,38,33,24,142,0,1057,61,80,101,273,234,103,101,0,0,64,40
"Burlington City School District, New Jersey","3402430",9865,544,1503,1019,1274,1141,1871,521,239,308,673,772,6039,447,1185,748,710,465,1043,301,124,181,368,467,2753,88,206,136,380,455,630,204,80,61,245,268,165,9,38,11,17,21,39,0,5,13,8,4,908,0,74,124,167,200,159,16,30,53,52,33
"Burlington Township School District, New Jersey","3402460",22613,1406,4571,2052,2289,2928,4120,1498,395,851,1061,1442,12698,1379,3638,1460,1280,1224,1845,605,93,310,378,486,6461,0,685,362,524,1050,1505,548,180,357,505,745,566,0,113,73,142,51,112,39,0,7,13,16,2888,27,135,157,343,603,658,306,122,177,165,195
"Butler Borough School District, New Jersey","3402520",7636,476,1008,697,1122,1166,1305,478,242,188,469,485,5007,451,869,379,637,685,837,321,117,115,301,295,1200,0,75,66,151,243,245,54,57,55,120,134,72,0,17,0,8,0,47,0,0,0,0,0,1357,25,47,252,326,238,176,103,68,18,48,56
"Caldwell-West Caldwell School District, New Jersey","3402580",18767,830,2849,1572,1715,2730,3122,978,528,707,1591,2145,12737,807,2388,1286,1054,1715,2052,619,309,402,920,1185,3320,23,286,174,364,586,553,213,119,178,363,461,253,0,43,41,49,0,35,9,47,10,10,9,2457,0,132,71,248,429,482,137,53,117,298,490
"Camden City School District, New Jersey","3402640",77294,6823,17616,9490,11652,9634,9093,3706,1330,1604,4122,2224,47200,6525,15370,6512,6456,4200,3869,1485,472,500,1152,659,11067,122,1179,1328,1366,1567,1608,910,325,448,1340,874,9257,116,756,545,1193,1706,1910,630,317,429,1163,492,9770,60,311,1105,2637,2161,1706,681,216,227,467,199
"Cape May Point Borough School District, New Jersey","3402760",200,0,1,1,0,4,15,38,2,12,62,65,41,0,0,1,0,2,2,2,0,2,17,15,155,0,1,0,0,2,13,36,2,10,43,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2
"Carteret Borough School District, New Jersey","3402820",23770,1301,4452,2223,3640,3327,3718,1398,570,549,1464,1128,11142,1149,2971,1185,1487,1151,1184,669,158,212,551,425,3608,152,800,306,454,210,617,172,127,106,267,397,1433,0,222,77,257,236,335,40,37,22,120,87,7587,0,459,655,1442,1730,1582,517,248,209,526,219
"Cedar Grove Township School District, New Jersey","3402850",12499,356,2095,778,849,1672,2048,818,407,463,1243,1770,8446,356,1971,690,546,812,1279,475,353,270,637,1057,1933,0,88,67,125,350,387,197,42,105,255,317,125,0,0,0,0,43,22,9,0,9,16,26,1995,0,36,21,178,467,360,137,12,79,335,370
"Cherry Hill Township School District, New Jersey","3403000",71152,3629,12385,5483,7763,9183,10862,5182,1632,2670,5842,6521,29123,2484,8612,3400,3169,2896,3244,1451,450,576,1183,1658,29646,1082,3200,1675,2694,4115,4798,2617,830,1470,3408,3757,852,15,55,1,130,107,163,107,32,80,92,70,11531,48,518,407,1770,2065,2657,1007,320,544,1159,1036
"Chesilhurst Borough School District, New Jersey","3403030",1675,60,197,160,227,165,287,108,58,60,218,135,939,51,163,131,123,71,157,57,26,28,90,42,565,9,34,22,58,54,94,44,30,29,104,87,36,0,0,0,9,18,6,3,0,0,0,0,135,0,0,7,37,22,30,4,2,3,24,6
"Cinnaminson Township School District, New Jersey","3403120",16296,953,2346,1214,1512,2134,2598,1461,403,656,1445,1574,6657,592,1609,727,716,950,792,360,140,95,347,329,8372,332,679,431,652,1022,1625,937,197,446,1007,1044,266,9,29,0,77,50,21,26,0,31,6,17,1001,20,29,56,67,112,160,138,66,84,85,184
"Clark Township School District, New Jersey","3403150",15056,777,2405,951,1782,1810,2672,1133,333,610,1161,1422,11024,689,2092,776,1380,1169,1746,856,225,353,709,1029,1834,88,184,100,195,306,308,94,43,71,225,220,231,0,70,30,70,0,52,9,0,0,0,0,1967,0,59,45,137,335,566,174,65,186,227,173
"Clayton Borough School District, New Jersey","3403180",8225,640,1666,784,859,1138,1181,487,228,410,460,372,5678,563,1372,714,640,777,733,240,70,222,161,186,2156,77,282,53,68,325,325,232,134,175,299,186,89,0,0,5,65,12,7,0,0,0,0,0,302,0,12,12,86,24,116,15,24,13,0,0
"Clementon Borough School District, New Jersey","3403240",4972,434,631,400,850,613,753,255,179,262,384,211,3384,414,513,321,640,454,434,147,78,93,209,81,1384,20,97,49,139,151,302,108,79,158,175,106,33,0,0,0,0,0,0,0,22,11,0,0,171,0,21,30,71,8,17,0,0,0,0,24
"Cliffside Park Borough School District, New Jersey","3403270",24532,1510,2697,1456,3354,3678,3914,1978,343,1059,2178,2365,7836,1148,1582,693,921,845,901,334,113,135,404,760,5627,242,894,357,621,960,958,233,56,143,639,524,814,19,12,14,142,86,187,148,0,60,64,82,10255,101,209,392,1670,1787,1868,1263,174,721,1071,999
"Clifton City School District, New Jersey","3403300",85138,5526,13713,8112,12520,12419,11317,5658,1963,2717,5853,5340,41630,5011,10464,4778,5297,3928,3707,1759,785,1091,2158,2652,10061,336,1259,958,1724,1529,1258,789,202,279,828,899,3029,30,466,241,269,401,462,494,236,69,275,86,30418,149,1524,2135,5230,6561,5890,2616,740,1278,2592,1703
"Collingswood Borough School District, New Jersey","3403420",13929,796,1891,1071,2498,1828,2093,1049,371,506,863,963,7340,653,1276,736,1257,864,1090,357,185,184,343,395,5460,128,540,166,1027,740,759,623,186,274,495,522,164,15,16,0,58,23,18,12,0,12,0,10,965,0,59,169,156,201,226,57,0,36,25,36
"Commercial Township School District, New Jersey","3403480",5166,431,1047,293,593,764,759,438,134,218,201,288,3822,381,956,251,437,546,547,248,44,125,111,176,1112,50,91,41,117,172,168,146,90,57,78,102,136,0,0,0,39,46,44,7,0,0,0,0,96,0,0,1,0,0,0,37,0,36,12,10
"Corbin City School District, New Jersey","3403510",596,17,86,74,56,104,93,63,13,16,44,30,462,17,86,74,39,72,59,56,8,3,33,15,120,0,0,0,5,31,34,7,5,13,11,14,2,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,12,0,0,0,0,0,0,0
"Cranbury Township School District, New Jersey","3403540",3705,77,888,172,148,415,742,369,96,145,312,341,2116,36,710,132,79,250,400,185,19,75,79,151,1041,27,127,30,36,92,249,101,64,48,121,146,12,0,12,0,0,0,0,0,0,0,0,0,536,14,39,10,33,73,93,83,13,22,112,44
"Cranford Township School District, New Jersey","3403570",23150,1102,4287,1359,2592,3196,3836,1642,700,624,1791,2021,15715,983,3697,1154,1615,1737,2357,996,453,360,1205,1158,5321,109,433,168,777,901,1100,431,179,205,404,614,163,0,39,0,1,0,108,0,0,0,0,15,1951,10,118,37,199,558,271,215,68,59,182,234
"Cresskill Borough School District, New Jersey","3403600",8669,345,1931,356,620,1039,1612,669,272,192,670,963,2946,120,1063,272,308,176,384,155,41,27,185,215,2877,225,613,62,186,217,427,298,91,92,186,480,197,0,63,14,18,37,13,26,0,0,26,0,2649,0,192,8,108,609,788,190,140,73,273,268
"Deal Borough School District, New Jersey","3403630",769,24,39,98,62,54,60,72,16,54,139,151,269,16,25,23,28,33,24,21,8,32,27,32,354,6,14,75,16,9,33,29,8,17,76,71,19,2,0,0,4,0,0,2,0,0,2,9,127,0,0,0,14,12,3,20,0,5,34,39
"Delanco Township School District, New Jersey","3403690",4544,193,642,372,618,577,661,355,184,151,540,251,2708,141,522,281,418,241,379,190,136,99,203,98,1668,52,120,91,153,289,235,159,48,52,316,153,6,0,0,0,0,0,6,0,0,0,0,0,162,0,0,0,47,47,41,6,0,0,21,0
"Delran Township School District, New Jersey","3403780",16856,1026,2956,1150,2651,2268,2460,1023,450,636,1400,836,8156,876,2218,641,1446,1060,782,220,139,202,355,217,5917,123,431,369,534,836,1301,598,211,349,722,443,202,8,18,34,1,25,21,0,0,31,64,0,2581,19,289,106,670,347,356,205,100,54,259,176
"Dennis Township School District, New Jersey","3403840",6397,352,1116,387,450,647,1310,544,360,206,505,520,4121,319,972,285,293,313,801,320,139,66,350,263,2166,33,144,102,157,305,497,205,221,140,142,220,43,0,0,0,0,16,4,10,0,0,13,0,67,0,0,0,0,13,8,9,0,0,0,37
"Deptford Township School District, New Jersey","3403900",30568,1769,4530,2793,4356,3836,4835,1978,799,956,2509,2207,16448,1491,3358,1871,2557,2053,2128,785,224,374,908,699,11391,278,1095,542,1219,1374,2091,1035,499,481,1403,1374,290,0,6,51,67,8,53,35,49,21,0,0,2439,0,71,329,513,401,563,123,27,80,198,134
"Dover Town School District, New Jersey","3403930",19944,1135,3432,2191,3233,3349,2790,1035,474,475,959,871,7321,997,2247,951,829,612,611,265,133,159,214,303,1695,105,199,35,177,165,306,144,23,81,210,250,1203,7,64,119,84,176,255,132,71,23,162,110,9725,26,922,1086,2143,2396,1618,494,247,212,373,208
"Downe Township School District, New Jersey","3403960",1411,89,158,119,123,154,231,133,39,59,150,156,1060,89,153,105,105,120,158,83,15,45,108,79,298,0,0,9,11,34,64,23,24,14,42,77,23,0,5,0,0,0,4,14,0,0,0,0,30,0,0,5,7,0,5,13,0,0,0,0
"Dumont Borough School District, New Jersey","3403990",17706,973,3096,1405,2193,2495,2661,1440,383,462,1281,1317,8261,794,2077,874,1153,1216,751,513,123,155,321,284,4319,119,682,262,320,562,754,339,94,118,489,580,148,19,22,0,0,0,51,0,22,0,0,34,4978,41,315,269,720,717,1105,588,144,189,471,419
"Dunellen Borough School District, New Jersey","3404020",7317,576,1181,542,1222,792,1150,527,265,313,340,409,4282,472,944,470,641,261,772,218,222,53,72,157,1452,104,199,47,245,224,150,128,22,79,88,166,77,0,22,0,0,0,0,55,0,0,0,0,1506,0,16,25,336,307,228,126,21,181,180,86
"East Brunswick Township School District, New Jersey","3404110",48003,1916,9020,3610,4384,6701,8129,3974,1484,1723,3790,3272,20172,1586,6309,2059,1742,1910,2199,1195,333,450,1355,1034,11508,235,1520,571,952,1506,1986,1290,429,647,1284,1088,569,0,50,88,42,121,75,30,14,38,22,89,15754,95,1141,892,1648,3164,3869,1459,708,588,1129,1061
"East Newark Borough School District, New Jersey","3404200",2551,198,385,284,571,335,338,184,41,61,90,64,821,183,236,123,87,59,33,33,6,3,32,26,169,0,27,33,67,6,19,4,0,5,4,4,73,0,42,0,3,6,11,0,3,0,8,0,1488,15,80,128,414,264,275,147,32,53,46,34
"East Orange City School District, New Jersey","3404230",64538,4258,10593,6622,8526,9204,9224,4383,1487,1895,4933,3413,34402,3793,8228,4019,4523,5036,3976,1616,537,388,1287,999,13424,414,1403,1097,1246,1230,1576,1245,431,846,2244,1692,908,7,118,123,152,127,213,62,0,37,28,41,15804,44,844,1383,2605,2811,3459,1460,519,624,1374,681
"East Windsor Regional School District, New Jersey","3404320",32946,2399,4965,2777,5111,4811,4752,2182,722,1079,2504,1644,13818,2186,3904,1454,1629,1126,1312,618,232,178,627,552,8461,213,672,612,763,1136,1774,648,288,614,1170,571,480,0,101,71,105,51,61,30,19,0,42,0,10187,0,288,640,2614,2498,1605,886,183,287,665,521
"Edgewater Borough School District, New Jersey","3404440",11969,859,1630,278,2515,2510,1653,471,206,419,891,537,2861,414,882,129,475,184,228,64,115,29,159,182,3859,285,407,92,1052,530,639,145,13,183,380,133,266,12,26,0,8,22,77,0,0,38,83,0,4983,148,315,57,980,1774,709,262,78,169,269,222
"Edgewater Park Township School District, New Jersey","3404470",8854,550,1317,679,1029,1202,1626,541,356,212,796,546,4561,478,943,470,393,361,827,223,169,155,365,177,2606,32,262,78,245,491,453,187,78,46,385,349,217,29,0,25,0,31,80,25,27,0,0,0,1470,11,112,106,391,319,266,106,82,11,46,20
"Edison Township School District, New Jersey","3404500",101051,6724,16162,6896,15944,15237,14088,6947,2485,3438,6898,6232,40251,5524,10793,3707,4835,2764,4102,2112,852,1324,2112,2126,16081,693,2785,1145,1634,1522,2314,1278,476,683,1489,2062,939,73,96,64,135,102,184,47,0,82,103,53,43780,434,2488,1980,9340,10849,7488,3510,1157,1349,3194,1991
"Egg Harbor Township School District, New Jersey","3404560",43699,2755,8762,3616,4366,6438,7221,3115,1242,1546,2897,1741,25601,2455,7249,3125,2312,3243,3023,1377,501,624,1202,490,10195,167,1186,299,905,1571,2113,1026,508,631,1013,776,903,14,81,13,54,285,253,86,0,38,71,8,7000,119,246,179,1095,1339,1832,626,233,253,611,467
"Elizabeth City School District, New Jersey","3404590",126964,11225,23386,13376,20644,18199,16617,6757,2249,2527,6950,5034,49805,10033,17048,5918,6183,3570,2997,1190,378,415,970,1103,11461,786,2407,1180,1813,1033,1179,568,196,432,1154,713,5869,152,735,712,703,838,859,609,129,245,593,294,59829,254,3196,5566,11945,12758,11582,4390,1546,1435,4233,2924
"Elmer Borough School District, New Jersey","3404650",1375,38,292,92,114,234,224,85,37,57,120,82,1034,31,208,69,98,164,181,72,21,37,93,60,310,7,76,17,11,63,38,13,16,20,27,22,4,0,4,0,0,0,0,0,0,0,0,0,27,0,4,6,5,7,5,0,0,0,0,0
"Elmwood Park Borough School District, New Jersey","3404660",19921,1236,3111,1671,2795,2826,2608,1404,382,553,1777,1558,10391,1128,2467,1146,1417,967,991,603,107,291,643,631,2648,71,469,179,488,343,243,113,51,119,211,361,361,37,6,0,15,0,97,55,38,20,69,24,6521,0,169,346,875,1516,1277,633,186,123,854,542
"Elsinboro Township School District, New Jersey","3404680",1082,41,140,78,80,145,185,130,28,34,112,109,744,16,98,46,46,86,133,113,14,32,97,63,328,25,42,32,28,59,52,17,14,2,15,42,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,4
"Emerson Borough School District, New Jersey","3404710",7538,251,1511,458,586,1066,1353,581,152,216,569,795,3887,251,1107,371,302,491,611,189,14,43,223,285,2124,0,343,36,142,351,339,194,76,99,254,290,45,0,0,0,0,0,0,34,0,0,11,0,1482,0,61,51,142,224,403,164,62,74,81,220
