"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Mount Ephraim Borough School District, New Jersey","3410890",3158,384,1271,946,333,224,1764,245,708,570,168,73,1083,95,442,289,125,132,12,1,0,11,0,0,299,43,121,76,40,19
"Mount Olive Township School District, New Jersey","3410980",19141,929,4992,5029,5197,2994,9450,392,3016,2487,2514,1041,5312,100,994,1656,1492,1070,289,19,113,32,67,58,4090,418,869,854,1124,825
"Mountain Lakes Borough School District, New Jersey","3411010",2559,52,76,203,969,1259,895,9,42,103,339,402,1163,0,22,55,514,572,20,0,0,0,20,0,481,43,12,45,96,285
"Mountainside Borough School District, New Jersey","3411040",4721,294,718,905,1538,1266,2255,162,413,403,707,570,1488,17,209,280,524,458,99,6,7,13,15,58,879,109,89,209,292,180
"Neptune City School District, New Jersey","3411130",3479,283,1298,1044,538,316,2161,71,871,756,281,182,866,90,264,275,158,79,111,48,0,0,63,0,341,74,163,13,36,55
"Neptune Township School District, New Jersey","3411160",20073,1698,6617,6148,3741,1869,10974,691,3701,3561,2129,892,5676,431,1545,1772,1128,800,497,72,262,100,39,24,2926,504,1109,715,445,153
"New Brunswick City School District, New Jersey","3411220",25480,9570,7128,3564,3198,2020,4712,594,1384,1372,830,532,2803,367,633,722,640,441,1451,681,453,237,62,18,16514,7928,4658,1233,1666,1029
"New Hanover Township School District, New Jersey","3411250",5761,913,2400,1636,452,360,1016,201,338,328,125,24,3205,358,1405,1058,215,169,325,82,151,66,15,11,1215,272,506,184,97,156
"New Milford Borough School District, New Jersey","3411280",11400,912,3260,2555,3034,1639,3378,210,998,1042,784,344,3393,250,1079,696,824,544,178,34,28,76,30,10,4451,418,1155,741,1396,741
"New Providence Borough School District, New Jersey","3411310",8400,403,1166,1354,2957,2520,3756,155,625,682,1433,861,2615,10,303,417,1046,839,38,15,0,0,7,16,1991,223,238,255,471,804
"Newark City School District, New Jersey","3411340",174844,49975,61664,40005,16470,6730,64344,12387,25786,18537,5603,2031,29888,6409,10690,7968,3142,1679,14039,6858,3888,2225,821,247,66573,24321,21300,11275,6904,2773
"Newfield Elementary School District, New Jersey","3411370",1168,94,445,390,166,73,797,55,350,250,93,49,280,39,80,95,48,18,16,0,0,16,0,0,75,0,15,29,25,6
"Newton Town School District, New Jersey","3411400",5461,903,2265,1031,833,429,3402,587,1440,709,505,161,1058,93,392,237,248,88,55,0,32,23,0,0,946,223,401,62,80,180
"North Arlington Borough School District, New Jersey","3411430",11181,1134,3752,2729,2237,1329,5599,335,2150,1453,987,674,1469,77,431,369,381,211,275,117,17,46,14,81,3838,605,1154,861,855,363
"North Bergen Township School District, New Jersey","3411460",43396,8387,12967,11011,7329,3702,7524,654,2147,2085,1695,943,5435,341,1364,1695,1302,733,2008,625,630,400,268,85,28429,6767,8826,6831,4064,1941
"North Brunswick Township School District, New Jersey","3411490",28691,3138,6948,5632,7957,5016,9907,596,3273,2772,2433,833,5235,426,1143,1078,1433,1155,426,129,168,71,18,40,13123,1987,2364,1711,4073,2988
"North Plainfield Borough School District, New Jersey","3411640",14600,2312,4962,3603,2349,1374,4569,269,1535,1233,1070,462,2270,155,442,802,449,422,531,113,268,128,22,0,7230,1775,2717,1440,808,490
"North Wildwood City School District, New Jersey","3411670",3197,389,1084,856,593,275,986,176,308,250,211,41,1989,203,754,460,350,222,0,0,0,0,0,0,222,10,22,146,32,12
"Nutley Town School District, New Jersey","3411880",21077,1421,6282,4084,5704,3586,12080,538,4175,2506,3142,1719,3598,183,933,612,952,918,399,78,137,73,87,24,5000,622,1037,893,1523,925
"Oaklyn Borough School District, New Jersey","3411940",2967,209,1040,726,703,289,1628,97,613,426,379,113,1114,89,390,237,286,112,50,0,5,39,0,6,175,23,32,24,38,58
"Ocean City School District, New Jersey","3411970",9079,392,2177,2265,2625,1620,2448,93,489,651,765,450,5819,145,1516,1424,1683,1051,49,1,0,12,20,16,763,153,172,178,157,103
"Ocean Township School District (Monmouth County), New Jersey","3412060",18785,1532,4586,4651,4809,3207,9030,327,2461,2373,2506,1363,4884,136,882,1173,1343,1350,300,87,82,62,45,24,4571,982,1161,1043,915,470
"Ocean Township School District (Ocean County), New Jersey","3412090",6710,576,2394,1946,1268,526,4214,239,1618,1247,792,318,2059,194,552,647,458,208,11,0,11,0,0,0,426,143,213,52,18,0
"Oldmans Township School District, New Jersey","3412210",1340,144,459,433,160,144,718,84,252,233,94,55,542,37,186,175,58,86,15,0,10,5,0,0,65,23,11,20,8,3
"Orange City Township School District, New Jersey","3412270",19612,4184,6926,4806,2751,945,6303,969,2262,1799,983,290,3401,800,853,890,636,222,509,107,176,88,101,37,9399,2308,3635,2029,1031,396
"Oxford Township School District, New Jersey","3412300",1749,157,704,434,305,149,1160,107,529,301,150,73,417,16,122,110,125,44,7,0,3,0,4,0,165,34,50,23,26,32
"Palisades Park Borough School District, New Jersey","3412360",15332,2308,4561,2480,4885,1098,1880,228,552,492,461,147,1682,51,568,508,433,122,376,139,72,98,67,0,11394,1890,3369,1382,3924,829
"Palmyra Borough School District, New Jersey","3412390",5504,447,1969,1588,998,502,2305,184,876,634,348,263,2684,174,928,868,543,171,177,62,80,4,9,22,338,27,85,82,98,46
"Paramus Borough School District, New Jersey","3412420",19464,1483,4499,4088,5967,3427,6967,450,2083,1489,1909,1036,4875,196,1117,1246,1339,977,400,49,63,183,80,25,7222,788,1236,1170,2639,1389
"Park Ridge Borough School District, New Jersey","3412450",6101,336,1376,1139,2018,1232,2675,101,551,577,954,492,2182,77,461,465,726,453,53,0,19,0,23,11,1191,158,345,97,315,276
"Parsippany-Troy Hills Township School District, New Jersey","3412480",39030,2607,8852,6958,12529,8084,13971,725,4043,3343,3998,1862,8167,307,1830,1470,2758,1802,387,18,149,79,98,43,16505,1557,2830,2066,5675,4377
"Passaic City School District, New Jersey","3412540",40220,13964,14102,6419,3600,2135,6590,1126,2664,1604,928,268,4895,571,1329,1174,820,1001,3382,1696,749,566,288,83,25353,10571,9360,3075,1564,783
"Paterson City School District, New Jersey","3412690",88997,24712,35720,19072,6541,2952,26263,4049,11949,7434,1930,901,9642,2410,3515,2436,864,417,12620,6046,3916,1689,771,198,40472,12207,16340,7513,2976,1436
"Paulsboro Borough School District, New Jersey","3412720",3763,483,1870,1003,318,89,2839,251,1510,787,229,62,670,98,279,216,75,2,101,53,34,0,14,0,153,81,47,0,0,25
"Pemberton Township School District, New Jersey","3412810",19479,2617,7569,6461,2078,754,8041,1215,3777,2207,674,168,8080,726,2577,3316,984,477,1108,93,395,408,182,30,2250,583,820,530,238,79
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",8809,2083,3305,2414,711,296,4234,796,1684,1404,288,62,3081,505,1193,796,378,209,186,34,50,102,0,0,1308,748,378,112,45,25
"Pennsauken Township School District, New Jersey","3412870",24391,4039,8563,6849,3460,1480,9922,1222,3884,2970,1293,553,8014,854,2579,2472,1395,714,1656,664,560,338,82,12,4799,1299,1540,1069,690,201
"Pequannock Township School District, New Jersey","3412900",11551,680,3094,2849,3370,1558,7165,293,1998,1890,2113,871,3088,176,731,730,960,491,75,42,11,7,15,0,1223,169,354,222,282,196
"Perth Amboy City School District, New Jersey","3412930",32574,10225,11086,6454,3730,1079,7962,1036,3327,2004,1191,404,3635,629,995,1221,562,228,4652,1940,1659,706,286,61,16325,6620,5105,2523,1691,386
"Phillipsburg Town School District, New Jersey","3412960",10029,2014,4416,2014,1184,401,5930,1146,2769,1152,647,216,2719,413,1225,579,380,122,123,21,40,22,40,0,1257,434,382,261,117,63
"Pine Hill Borough School District, New Jersey","3412990",6986,737,2556,2458,846,389,3685,359,1539,1301,384,102,2687,261,897,1075,304,150,179,60,58,5,43,13,435,57,62,77,115,124
"Pine Valley Borough School District, New Jersey","3413020",2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",34971,2431,8105,7449,10214,6772,11377,552,3885,2894,2808,1238,6415,319,1569,1697,1567,1263,378,0,82,110,85,101,16801,1560,2569,2748,5754,4170
"Pitman Borough School District, New Jersey","3413080",6274,435,2117,1633,1394,695,3611,218,1200,954,885,354,2346,175,785,599,453,334,51,0,10,5,36,0,266,42,122,75,20,7
"Pittsgrove Township School District, New Jersey","3413110",6603,890,2266,1875,1185,387,4283,469,1558,1311,725,220,1854,259,598,500,364,133,69,46,20,0,3,0,397,116,90,64,93,34
"Plainfield City School District, New Jersey","3413140",33014,9283,10273,7457,3689,2312,8981,869,3555,2341,1497,719,7090,877,2139,1985,1062,1027,918,292,420,128,65,13,16025,7245,4159,3003,1065,553
"Pleasantville City School District, New Jersey","3413200",13224,3995,4564,3273,1102,290,4735,762,2055,1455,375,88,3137,849,1059,820,367,42,973,359,413,160,41,0,4379,2025,1037,838,319,160
"Plumsted Township School District, New Jersey","3413230",5638,513,2456,1529,736,404,4116,215,2064,1034,555,248,1146,84,350,401,180,131,14,0,0,0,0,14,362,214,42,94,1,11
"Pohatcong Township School District, New Jersey","3413260",2123,209,725,659,423,107,1313,149,439,413,287,25,721,51,267,213,112,78,11,0,0,11,0,0,78,9,19,22,24,4
"Point Pleasant Borough School District, New Jersey","3413290",12806,564,4013,3146,3350,1733,9352,310,3101,2370,2415,1156,2829,66,799,611,842,511,99,0,20,45,34,0,526,188,93,120,59,66
"Point Pleasant Beach Borough School District, New Jersey","3413320",3624,244,845,910,946,679,2397,42,591,654,722,388,813,18,199,193,152,251,41,0,9,0,0,32,373,184,46,63,72,8
"Pompton Lakes Borough School District, New Jersey","3413350",7974,522,2960,1887,1810,795,4414,287,1636,1132,971,388,1419,52,335,360,405,267,142,0,88,36,0,18,1999,183,901,359,434,122
"Port Republic City School District, New Jersey","3413380",820,86,228,225,161,120,459,46,133,131,99,50,224,19,45,68,44,48,12,5,0,0,4,3,125,16,50,26,14,19
"Princeton Public Schools, New Jersey","3413410",17132,648,1114,1510,4472,9388,2874,119,263,525,910,1057,7893,88,392,471,2331,4611,499,55,67,7,141,229,5866,386,392,507,1090,3491
"Quinton Township School District, New Jersey","3413500",1890,258,895,423,252,62,1331,220,688,277,112,34,509,23,195,146,117,28,8,0,0,0,8,0,42,15,12,0,15,0
"Rahway City School District, New Jersey","3413530",19472,2201,6586,5616,3275,1794,9182,726,3263,2696,1683,814,3981,503,1114,1358,593,413,551,97,230,105,80,39,5758,875,1979,1457,919,528
"Ramsey Borough School District, New Jersey","3413590",10070,266,1666,2084,3670,2384,4102,76,959,865,1526,676,4173,14,518,841,1563,1237,159,18,19,53,42,27,1636,158,170,325,539,444
"Randolph Township School District, New Jersey","3413650",17234,574,2396,2942,6321,5001,6753,160,1114,1384,2541,1554,5648,184,514,837,2073,2040,242,24,12,50,139,17,4591,206,756,671,1568,1390
"Hazlet Township School District, New Jersey","3413680",14442,1132,4871,4397,2852,1190,7375,605,2626,2337,1327,480,5256,243,1873,1614,970,556,162,8,47,61,46,0,1649,276,325,385,509,154
"Ridgefield Borough School District, New Jersey","3413770",7634,966,2665,1137,2038,828,1980,136,743,493,426,182,851,69,255,186,178,163,169,8,18,30,113,0,4634,753,1649,428,1321,483
"Ridgefield Park Township School District, New Jersey","3413800",8741,898,2574,2139,2099,1031,2795,197,1061,658,542,337,1941,157,611,475,453,245,172,94,35,9,28,6,3833,450,867,997,1076,443
"Ridgewood Village School District, New Jersey","3413830",16265,386,1336,2363,6899,5281,4142,143,518,605,1905,971,7231,70,481,942,3219,2519,248,18,12,51,103,64,4644,155,325,765,1672,1727
"Riverdale Borough School District, New Jersey","3413980",3044,200,928,541,884,491,1994,71,665,408,612,238,581,48,149,122,118,144,28,10,7,0,11,0,441,71,107,11,143,109
"Riverside Township School District, New Jersey","3414010",5372,907,2421,1295,530,219,2467,196,1281,684,245,61,1564,226,731,433,122,52,74,14,36,11,13,0,1267,471,373,167,150,106
"Riverton Borough School District, New Jersey","3414040",1963,74,511,474,642,262,858,25,272,196,224,141,980,24,226,225,409,96,20,7,0,0,8,5,105,18,13,53,1,20
"Rochelle Park Township School District, New Jersey","3414070",4136,508,1383,811,943,491,1764,135,744,413,372,100,1019,126,208,261,151,273,47,0,10,10,27,0,1306,247,421,127,393,118
"Rockleigh Borough School District, New Jersey","3414160",409,59,135,74,83,58,135,18,36,31,39,11,196,36,65,38,25,32,2,0,0,0,0,2,76,5,34,5,19,13
"Roosevelt Borough School District, New Jersey","3414220",488,5,143,115,141,84,227,3,70,66,65,23,195,0,52,45,48,50,13,0,9,1,3,0,53,2,12,3,25,11
"Roselle Borough School District, New Jersey","3414280",14468,1973,5086,4756,1930,723,5374,300,2315,1969,536,254,2897,259,853,1033,524,228,321,113,62,94,52,0,5876,1301,1856,1660,818,241
"Roselle Park Borough School District, New Jersey","3414310",9293,690,3273,2708,1898,724,4270,171,1616,1288,820,375,1046,63,272,266,302,143,558,41,187,222,96,12,3419,415,1198,932,680,194
"Roxbury Township School District, New Jersey","3414340",16046,921,4498,3921,4449,2257,8974,329,2783,2353,2349,1160,4020,179,917,957,1276,691,342,18,82,70,118,54,2710,395,716,541,706,352
"Rutherford Borough School District, New Jersey","3414460",12686,675,2633,3051,4080,2247,5676,113,1358,1322,1924,959,3018,106,591,828,963,530,89,32,20,8,23,6,3903,424,664,893,1170,752
"Saddle Brook Township School District, New Jersey","3414490",10017,936,3062,2889,2236,894,5395,321,2088,1472,1178,336,1859,102,517,643,390,207,65,26,0,39,0,0,2698,487,457,735,668,351
"Saddle River Borough School District, New Jersey","3414520",2228,54,554,422,619,579,581,7,79,120,249,126,932,18,280,124,206,304,37,10,21,0,0,6,678,19,174,178,164,143
"Salem City School District, New Jersey","3414550",2951,769,1205,656,228,93,2071,503,916,428,157,67,667,168,218,195,71,15,100,73,14,13,0,0,113,25,57,20,0,11
"Sayreville Borough School District, New Jersey","3414640",31021,2776,9277,8742,6782,3444,12229,683,4883,3768,2076,819,7147,458,2282,2571,1126,710,850,163,350,163,167,7,10795,1472,1762,2240,3413,1908
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",21367,666,3930,5145,6789,4837,9207,189,2488,2512,2633,1385,7222,109,774,1661,2607,2071,266,32,87,0,115,32,4672,336,581,972,1434,1349
"Sea Girt Borough School District, New Jersey","3414730",1375,9,232,229,494,411,827,9,190,106,300,222,504,0,42,113,167,182,23,0,0,0,17,6,21,0,0,10,10,1
"Sea Isle City School District, New Jersey","3414760",1640,79,490,458,341,272,471,23,147,131,116,54,1089,49,335,310,209,186,18,0,5,0,0,13,62,7,3,17,16,19
"Secaucus Town School District, New Jersey","3414850",13238,1808,3334,2719,3378,1999,4857,671,1730,1129,953,374,2293,119,452,377,956,389,315,79,36,107,57,36,5773,939,1116,1106,1412,1200
"Somerville Borough School District, New Jersey","3415090",8613,715,2764,2037,2205,892,4487,211,1446,1392,1082,356,1618,132,458,357,355,316,156,37,87,0,32,0,2352,335,773,288,736,220
"South Amboy City School District, New Jersey","3415120",6315,615,2498,1665,1000,537,3751,351,1728,844,624,204,1225,94,410,333,270,118,19,0,11,8,0,0,1320,170,349,480,106,215
"Lake Como Borough School District, New Jersey","3415150",1176,97,327,258,297,197,626,22,188,154,168,94,261,34,37,54,76,60,20,0,0,8,12,0,269,41,102,42,41,43
"South Bound Brook Borough School District, New Jersey","3415180",3383,257,1279,997,586,264,1629,117,529,520,391,72,773,34,267,266,91,115,20,20,0,0,0,0,961,86,483,211,104,77
"South Brunswick Township School District, New Jersey","3415210",29609,1701,4814,5465,10387,7242,8590,379,2506,2204,2491,1010,7412,300,1287,1647,2532,1646,249,11,81,47,65,45,13358,1011,940,1567,5299,4541
"South Hackensack Township School District, New Jersey","3415240",2005,346,914,432,219,94,802,74,376,215,105,32,218,11,54,71,64,18,6,6,0,0,0,0,979,255,484,146,50,44
"South Orange-Maplewood School District, New Jersey","3415330",25169,1412,3356,4198,8501,7702,8019,228,1451,1738,2771,1831,10519,325,614,1207,4149,4224,343,19,71,18,135,100,6288,840,1220,1235,1446,1547
"South Plainfield Borough School District, New Jersey","3415360",17083,1870,5277,3540,4315,2081,8185,388,3012,2185,1812,788,3450,211,958,761,1100,420,346,147,123,34,26,16,5102,1124,1184,560,1377,857
"South River Borough School District, New Jersey","3415390",10668,1974,3628,2718,1601,747,4802,428,1718,1413,908,335,1727,184,580,496,281,186,450,126,252,56,16,0,3689,1236,1078,753,396,226
"Sparta Township School District, New Jersey","3415510",12418,289,2204,2945,4727,2253,6249,131,1460,1479,2202,977,4443,51,476,1072,1875,969,147,0,44,9,58,36,1579,107,224,385,592,271
"Spotswood Borough School District, New Jersey","3415540",7758,571,2819,2342,1299,727,4518,244,1703,1506,663,402,1852,128,718,534,298,174,161,56,66,27,12,0,1227,143,332,275,326,151
"Spring Lake Borough School District, New Jersey","3415570",2265,39,308,433,859,626,1332,21,219,201,528,363,791,9,62,163,318,239,0,0,0,0,0,0,142,9,27,69,13,24
"Spring Lake Heights Borough School District, New Jersey","3415600",3743,127,638,731,1608,639,2390,102,338,541,1016,393,1168,15,203,170,548,232,10,10,0,0,0,0,175,0,97,20,44,14
"Springfield Township School District, New Jersey","3415630",12496,874,2358,2337,4107,2820,5864,170,1206,1347,1938,1203,2768,89,327,374,1128,850,255,12,70,18,155,0,3609,603,755,598,886,767
"Stone Harbor Borough School District, New Jersey","3415810",686,18,153,141,221,153,161,3,26,40,69,23,495,11,112,97,149,126,3,0,0,3,0,0,27,4,15,1,3,4
"Summit City School District, New Jersey","3415900",14682,880,1594,2049,5023,5136,4728,111,713,622,1733,1549,5690,19,190,620,2354,2507,238,59,27,57,59,36,4026,691,664,750,877,1044
"Teaneck Township School District, New Jersey","3416080",26797,1526,5482,4931,8462,6396,5341,280,1452,1231,1309,1069,12376,315,1803,1836,4405,4017,490,104,139,95,48,104,8590,827,2088,1769,2700,1206
"The Chathams School District, New Jersey","3400004",12773,294,1458,1605,5227,4189,4941,130,862,699,2135,1115,5401,11,307,556,2452,2075,146,6,0,22,19,99,2285,147,289,328,621,900
"Great Meadows Regional School District, New Jersey","3400008",6092,396,1719,1906,1475,596,3975,229,1332,1170,938,306,1567,66,260,585,426,230,140,56,17,22,22,23,410,45,110,129,89,37
"Tenafly Borough School District, New Jersey","3416110",9355,243,1005,1179,3145,3783,1417,20,235,349,402,411,3858,22,343,345,1380,1768,227,136,15,0,19,57,3853,65,412,485,1344,1547
"Toms River Regional School District, New Jersey","3416230",76441,6919,26771,20537,15032,7182,48300,3170,18108,13578,9377,4067,18680,1612,6310,4931,3591,2236,983,201,262,270,181,69,8478,1936,2091,1758,1883,810
"Trenton City School District, New Jersey","3416290",53741,15399,20952,11642,3672,2076,23575,4088,10625,6510,1525,827,10469,2400,4155,2276,952,686,3784,1418,1616,614,115,21,15913,7493,4556,2242,1080,542
"Union Beach Borough School District, New Jersey","3416350",3956,543,1577,1184,520,132,2678,256,1175,743,413,91,819,158,287,232,102,40,28,14,14,0,0,0,431,115,101,209,5,1
"Union City School District, New Jersey","3416380",45286,14308,14354,8747,5522,2355,5406,826,1491,1375,1247,467,3381,338,921,879,916,327,2891,1091,949,482,246,123,33608,12053,10993,6011,3113,1438
"Barnegat Township School District, New Jersey","3416470",15487,1521,5838,4268,2575,1285,8629,773,3334,2512,1389,621,5479,487,2004,1251,1173,564,211,34,79,98,0,0,1168,227,421,407,13,100
"Union Township School District, New Jersey","3416500",39667,4855,11267,10931,8833,3781,18055,1071,5892,5515,3885,1692,5324,490,1388,1561,1332,553,1052,162,342,275,184,89,15236,3132,3645,3580,3432,1447
"Upper Freehold Regional School District, New Jersey","3416560",5804,224,1435,1244,1855,1046,3117,156,751,766,988,456,2219,31,516,440,713,519,50,0,36,0,14,0,418,37,132,38,140,71
"Upper Pittsgrove Township School District, New Jersey","3416590",2494,317,974,568,382,253,1728,248,778,411,191,100,629,57,169,114,143,146,34,0,0,0,34,0,103,12,27,43,14,7
"Upper Township School District, New Jersey","3416650",8390,391,2629,2430,1924,1016,4124,160,1398,1145,898,523,4000,218,1144,1201,962,475,34,1,33,0,0,0,232,12,54,84,64,18
"Ventnor City City School District, New Jersey","3416680",7723,966,2498,2127,1322,810,2332,197,890,554,521,170,2782,229,803,805,443,502,208,11,95,83,0,19,2401,529,710,685,358,119
"Vernon Township School District, New Jersey","3416710",15510,884,5513,4811,2952,1350,10098,510,3862,3146,1900,680,3931,132,1211,1211,875,502,218,39,52,116,0,11,1263,203,388,338,177,157
"Verona Borough School District, New Jersey","3416740",9820,434,2022,1938,3407,2019,5270,87,1179,1169,1925,910,3002,148,543,515,1004,792,47,0,0,15,20,12,1501,199,300,239,458,305
"Vineland City School District, New Jersey","3416800",40244,9541,14459,9691,4709,1844,21473,3463,8449,5951,2722,888,7919,1178,2641,2170,1356,574,4798,2316,1511,793,156,22,6054,2584,1858,777,475,360
"Waldwick Borough School District, New Jersey","3416860",6761,249,1372,1800,2113,1227,3183,70,651,811,1020,631,2222,42,510,686,536,448,41,0,10,10,6,15,1315,137,201,293,551,133
"Wall Township School District, New Jersey","3416890",18391,862,4218,4250,5586,3475,11957,472,2836,2791,4008,1850,5096,156,1104,1178,1376,1282,150,3,58,71,12,6,1188,231,220,210,190,337
"Wallington Borough School District, New Jersey","3416920",8638,782,3770,1933,1549,604,3081,205,1086,953,679,158,600,67,158,186,109,80,93,11,66,16,0,0,4864,499,2460,778,761,366
"Washington Township School District (Burlington County), New Jersey","3417040",557,85,223,132,93,24,361,64,138,84,63,12,137,14,66,28,21,8,40,7,19,12,2,0,19,0,0,8,7,4
"Washington Township School District (Gloucester County), New Jersey","3417070",33122,2168,10575,10328,7133,2918,11738,580,3772,3537,2862,987,18386,1127,6133,6026,3623,1477,386,38,120,164,36,28,2612,423,550,601,612,426
"Robbinsville Township School District, New Jersey","3417100",9385,363,1669,2073,3387,1893,4689,199,1049,1329,1459,653,2734,70,309,567,1043,745,108,17,39,0,34,18,1854,77,272,177,851,477
"Waterford Township School District, New Jersey","3417250",7353,769,2920,2125,1098,441,4340,479,1656,1185,757,263,2657,200,1209,772,315,161,58,22,0,36,0,0,298,68,55,132,26,17
"Wayne Township School District, New Jersey","3417280",37787,2538,9277,6962,12073,6937,19227,1053,5400,3552,6273,2949,8707,310,1741,1776,2973,1907,499,178,105,53,98,65,9354,997,2031,1581,2729,2016
"Weehawken Township School District, New Jersey","3417310",10011,1176,1628,1945,3273,1989,2540,92,560,534,1006,348,2890,54,306,522,1277,731,310,82,65,76,51,36,4271,948,697,813,939,874
"West Deptford Township School District, New Jersey","3417430",15679,1334,5542,4152,3312,1339,8593,668,2934,2546,1769,676,6077,507,2371,1359,1325,515,184,13,93,61,17,0,825,146,144,186,201,148
"West Milford Township School District, New Jersey","3417520",18741,1094,6631,4801,4056,2159,11452,684,4470,2853,2378,1067,5718,229,1677,1566,1408,838,103,23,26,27,0,27,1468,158,458,355,270,227
"West New York Town School District, New Jersey","3417580",36333,10252,10050,7185,5858,2988,4011,399,1016,1101,1099,396,4556,425,850,1300,1276,705,1432,474,403,341,100,114,26334,8954,7781,4443,3383,1773
"West Orange Town School District, New Jersey","3417610",32405,2864,7424,6467,8985,6665,11789,416,3150,2577,3615,2031,7956,272,1181,1275,2742,2486,472,92,135,132,30,83,12188,2084,2958,2483,2598,2065
"West Wildwood Borough School District, New Jersey","3417670",435,58,200,127,28,22,65,6,27,26,6,0,367,51,173,99,22,22,0,0,0,0,0,0,3,1,0,2,0,0
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",34986,1379,2519,4472,11649,14967,5804,173,882,1528,1996,1225,10192,227,553,1571,3899,3942,424,27,21,82,136,158,18566,952,1063,1291,5618,9642
"Westfield Town School District, New Jersey","3417760",20171,714,2826,3245,7417,5969,8268,297,1487,1566,2968,1950,8598,131,840,1238,3462,2927,223,0,27,10,81,105,3082,286,472,431,906,987
"Westwood Regional School District, New Jersey","3417820",14506,712,3687,3189,4586,2332,6250,142,1418,1653,2047,990,5159,125,1536,1023,1619,856,129,0,58,7,14,50,2968,445,675,506,906,436
"Weymouth Township School District, New Jersey","3417850",2113,276,892,519,285,141,1116,113,530,260,154,59,796,97,308,243,105,43,16,5,11,0,0,0,185,61,43,16,26,39
"White Township School District, New Jersey","3417910",3945,345,1728,1249,397,226,2431,185,1133,761,224,128,1231,41,492,458,142,98,5,0,0,5,0,0,278,119,103,25,31,0
"Wildwood City School District, New Jersey","3417940",3474,700,1584,672,379,139,1021,87,517,238,171,8,1755,351,802,337,208,57,193,71,62,60,0,0,505,191,203,37,0,74
"Wildwood Crest Borough School District, New Jersey","3417970",2549,111,854,664,631,289,706,29,216,199,217,45,1696,58,577,446,371,244,38,0,38,0,0,0,109,24,23,19,43,0
"Willingboro Township School District, New Jersey","3418000",21059,2181,7081,7039,3266,1492,6657,469,2008,2584,1146,450,9753,838,3549,3233,1353,780,651,158,189,177,110,17,3998,716,1335,1045,657,245
"Winfield Township School District, New Jersey","3418030",1052,95,533,295,112,17,894,83,435,256,106,14,116,6,74,30,3,3,6,0,3,3,0,0,36,6,21,6,3,0
"Winslow Township School District, New Jersey","3418060",26409,2251,8803,8375,4680,2300,11884,1003,4213,3809,1966,893,11036,825,3823,3444,1916,1028,470,121,131,109,65,44,3019,302,636,1013,733,335
"Woodbine Borough School District, New Jersey","3418090",1646,610,546,375,92,23,913,344,319,195,52,3,491,183,153,116,24,15,172,75,44,43,7,3,70,8,30,21,9,2
"Woodbridge Township School District, New Jersey","3418120",71584,7090,24183,15848,15790,8673,31508,1850,13914,7942,5617,2185,11206,952,4290,3027,2027,910,1480,348,527,357,139,109,27390,3940,5452,4522,8007,5469
"Woodbury City School District, New Jersey","3418150",6787,951,2035,1997,1274,530,3688,578,1188,1072,651,199,2552,209,648,832,583,280,107,49,28,23,0,7,440,115,171,70,40,44
"Woodlynne Borough School District, New Jersey","3418270",1750,475,648,480,120,27,480,75,288,69,43,5,311,50,99,125,29,8,259,62,51,135,11,0,700,288,210,151,37,14
"Wood-Ridge Borough School District, New Jersey","3418300",6017,419,1723,1569,1536,770,3354,162,1139,852,777,424,1113,80,332,374,258,69,67,0,43,24,0,0,1483,177,209,319,501,277
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",5174,387,1620,1218,1342,607,3017,219,1074,760,695,269,1929,141,456,419,616,297,9,0,0,0,9,0,219,27,90,39,22,41
"Remainder of New Jersey, New Jersey","3499999",1144457,84134,317674,283809,287705,171135,552412,33072,176893,145040,133125,64282,405295,20816,98679,103543,109264,72993,17544,3308,5304,4332,2693,1907,169206,26938,36798,30894,42623,31953
